Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb)
499.955,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0896122,0.0520953,-1.17549e-38,0.0385585,-1.17549e-38,-1.17549e-38,0.164052,0.150162,0.0192523,0.1228,0.0495366,-1.17549e-38,0.0240468,0.0880671,0.0362496,-1.17549e-38,-1.17549e-38,0.0201719,0.130452,-1.17549e-38,0.00903248,0.0146446,0.00678563,-1.17549e-38,0.202025
500.4372,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.127677,0.0232947,-1.17549e-38,0.0400931,0.00304824,-1.17549e-38,0.171789,0.212408,0.0930125,0.0823584,0.0405362,-1.17549e-38,0.0305058,0.10139,0.0202394,-1.17549e-38,-1.17549e-38,0.0476049,0.136267,-1.17549e-38,0.00574988,0.0346647,-1.17549e-38,-1.17549e-38,0.1324
500.9193,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.159415,-1.17549e-38,-1.17549e-38,0.0314136,0.0448281,-1.17549e-38,0.167114,0.230171,0.160047,0.0250737,0.0521583,0.00572514,0.037035,0.107626,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0645711,0.114899,-1.17549e-38,-1.17549e-38,0.0480038,-1.17549e-38,-1.17549e-38,0.0646221
501.4014,-1.17549e-38,-1.17549e-38,0.0134226,-1.17549e-38,0.178794,-1.17549e-38,-1.17549e-38,0.0192699,0.0677853,0.0169979,0.150231,0.195797,0.202948,-1.17549e-38,0.0722563,0.0283843,0.040262,0.0999843,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0589535,0.071601,-1.17549e-38,-1.17549e-38,0.0505518,-1.17549e-38,-1.17549e-38,0.0150284
501.8835,-1.17549e-38,-1.17549e-38,0.0322662,0.0193012,0.179467,-1.17549e-38,-1.17549e-38,0.00409098,0.0672325,0.0926909,0.125579,0.128163,0.212099,-1.17549e-38,0.0835947,0.0459271,0.0360228,0.0739091,-1.17549e-38,0.0314867,-1.17549e-38,0.0271565,0.0224391,-1.17549e-38,-1.17549e-38,0.0424642,0.0175,-1.17549e-38,-1.17549e-38
502.3656,-1.17549e-38,-1.17549e-38,0.0142839,0.0302446,0.158431,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0453586,0.140379,0.0994812,0.0629282,0.189813,-1.17549e-38,0.0738854,0.04962,0.022473,0.0345398,-1.17549e-38,0.0661026,0.0289151,-1.17549e-38,-1.17549e-38,0.0276754,-1.17549e-38,0.0280241,0.0594434,-1.17549e-38,-1.17549e-38
502.8477,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0142595,0.119874,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0105094,0.150436,0.0763361,0.0304257,0.148095,-1.17549e-38,0.0433935,0.0360644,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.084296,0.0639242,-1.17549e-38,-1.17549e-38,0.0354585,-1.17549e-38,0.0132983,0.0720651,-1.17549e-38,-1.17549e-38
503.3299,0.0185307,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0753144,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.128886,0.0557201,0.0372543,0.101474,-1.17549e-38,0.00345048,0.00941949,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0783394,0.0781452,-1.17549e-38,-1.17549e-38,0.0242986,-1.17549e-38,0.00294037,0.0510517,0.0359275,-1.17549e-38
503.812,0.0598433,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0390216,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0903644,0.0330208,0.0661795,0.0605962,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0519627,0.0756949,-1.17549e-38,0.0439771,0.0087952,-1.17549e-38,-1.17549e-38,0.0151957,0.0768189,-1.17549e-38
504.2941,0.0915678,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0219083,0.000825887,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0499073,0.00330284,0.0913207,0.0304485,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0160419,0.0164483,0.0656341,-1.17549e-38,0.100446,0.00245802,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.101562,-1.17549e-38
504.7762,0.107687,-1.17549e-38,-1.17549e-38,0.00160756,0.0273815,-1.17549e-38,-1.17549e-38,0.0271667,-1.17549e-38,0.0187436,-1.17549e-38,0.0944938,0.0119288,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.000759028,0.0671516,-1.17549e-38,0.0555452,-1.17549e-38,0.153911,0.0124096,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.103369,-1.17549e-38
505.2583,0.10301,-1.17549e-38,-1.17549e-38,0.0799707,0.0504317,-1.17549e-38,-1.17549e-38,0.0844717,-1.17549e-38,0.00336927,-1.17549e-38,0.0731111,0.00371954,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.105127,-1.17549e-38,0.0480992,-1.17549e-38,0.189706,0.0379411,-1.17549e-38,-1.17549e-38,0.0348409,0.0851874,-1.17549e-38
505.7404,0.0763291,-1.17549e-38,-1.17549e-38,0.17076,0.0800348,-1.17549e-38,-1.17549e-38,0.121092,-1.17549e-38,0.00508721,-1.17549e-38,0.0383272,0.00333998,0.0203978,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.124475,-1.17549e-38,0.0413351,-1.17549e-38,0.19638,0.0714714,-1.17549e-38,0.00125849,0.0834543,0.057421,0.00817423
506.2226,0.0343442,-1.17549e-38,0.00545901,0.244986,0.104439,-1.17549e-38,0.028577,0.123551,-1.17549e-38,0.0192608,-1.17549e-38,0.0064507,0.008139,0.0901802,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.129359,-1.17549e-38,0.0316485,0.0104285,0.170399,0.101233,0.0446883,0.00971047,0.121614,0.0327264,0.0303845
506.7047,-1.17549e-38,-1.17549e-38,0.0202231,0.280688,0.117275,-1.17549e-38,0.0397121,0.0968574,-1.17549e-38,0.0362315,-1.17549e-38,-1.17549e-38,0.0168242,0.158931,-1.17549e-38,0.0123886,-1.17549e-38,-1.17549e-38,0.131603,-1.17549e-38,0.0174223,0.0602504,0.119493,0.115715,0.0846187,0.0294095,0.134478,0.0194555,0.0424542
507.1868,-1.17549e-38,-1.17549e-38,0.0436435,0.272859,0.120471,-1.17549e-38,0.0379352,0.0611573,-1.17549e-38,0.045791,-1.17549e-38,-1.17549e-38,0.0304387,0.207787,0.0110004,0.0173485,-1.17549e-38,-1.17549e-38,0.143042,-1.17549e-38,0.000552485,0.0707449,0.0606757,0.108794,0.0901388,0.0606372,0.121709,0.0169235,0.0367764
507.6689,-1.17549e-38,-1.17549e-38,0.0788937,0.232685,0.121183,-1.17549e-38,0.0333736,0.0379231,-1.17549e-38,0.0435519,-1.17549e-38,-1.17549e-38,0.0509692,0.225168,0.0614422,0.0183833,0.0103357,-1.17549e-38,0.166842,-1.17549e-38,-1.17549e-38,0.0491343,0.012403,0.0828293,0.0663916,0.0963952,0.0930205,0.0160592,0.0112681
508.151,0.0276714,-1.17549e-38,0.115568,0.177501,0.124897,-1.17549e-38,0.0338594,0.0366731,-1.17549e-38,0.0344195,-1.17549e-38,-1.17549e-38,0.0777357,0.213282,0.114847,0.0211725,0.00458555,0.0070282,0.194495,-1.17549e-38,-1.17549e-38,0.0150025,-1.17549e-38,0.0474964,0.0309506,0.125171,0.057842,0.00579945,-1.17549e-38
508.6331,0.0957865,-1.17549e-38,0.134866,0.120152,0.130475,-1.17549e-38,0.0413054,0.0520599,-1.17549e-38,0.0299447,-1.17549e-38,0.00727107,0.104443,0.184186,0.160122,0.0284691,-1.17549e-38,0.0413781,0.210787,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0150791,0.00235765,0.137752,0.0188527,-1.17549e-38,-1.17549e-38
509.1153,0.166533,-1.17549e-38,0.121194,0.0649449,0.130983,-1.17549e-38,0.0535463,0.0710068,-1.17549e-38,0.0409965,0.00581665,0.018757,0.119977,0.150228,0.186665,0.03866,-1.17549e-38,0.0524514,0.202839,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.133149,-1.17549e-38,-1.17549e-38,-1.17549e-38
509.5974,0.219789,-1.17549e-38,0.0722644,0.0106728,0.119359,-1.17549e-38,0.0680481,0.0824072,-1.17549e-38,0.0701731,0.0910654,0.0399859,0.113531,0.117124,0.186816,0.0473611,-1.17549e-38,0.0404412,0.167462,0.00679784,-1.17549e-38,-1.17549e-38,0.00416576,-1.17549e-38,-1.17549e-38,0.119303,-1.17549e-38,-1.17549e-38,-1.17549e-38
510.0795,0.240577,-1.17549e-38,0.00182136,-1.17549e-38,0.0945995,-1.17549e-38,0.083359,0.0827146,0.00109181,0.108379,0.172367,0.0723602,0.0815761,0.0838604,0.157306,0.0502931,-1.17549e-38,0.014916,0.113064,0.0098514,-1.17549e-38,0.00152607,0.014416,0.000426959,0.00408426,0.107724,-1.17549e-38,-1.17549e-38,-1.17549e-38
510.5616,0.222302,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0636059,-1.17549e-38,0.0973746,0.0754709,0.00403914,0.138168,0.220141,0.110063,0.0321762,0.0477195,0.0999623,0.0456937,-1.17549e-38,-1.17549e-38,0.0553116,0.00505667,-1.17549e-38,0.0219983,0.0199356,0.017117,0.0157309,0.105294,-1.17549e-38,-1.17549e-38,-1.17549e-38
511.0437,0.168091,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0365985,0.0572249,0.105129,0.067075,0.00380425,0.142923,0.212489,0.141504,-1.17549e-38,0.00925323,0.0216579,0.0352833,-1.17549e-38,-1.17549e-38,0.00900866,-1.17549e-38,-1.17549e-38,0.0393166,0.0233896,0.0356659,0.0275401,0.109224,-1.17549e-38,-1.17549e-38,0.0511324
511.5258,0.0904723,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0191771,0.20002,0.0997412,0.06281,0.00135004,0.116689,0.148648,0.154486,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0235838,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0503916,0.0287138,0.052995,0.0424167,0.109712,-1.17549e-38,0.0258218,0.087279
512.008,0.00909671,0.0168882,-1.17549e-38,-1.17549e-38,0.00770606,0.310061,0.0771447,0.0654924,0.000714559,0.0683488,0.0506921,0.141813,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.016,-1.17549e-38,0.000948552,-1.17549e-38,-1.17549e-38,0.0510178,0.0557613,0.0386262,0.0673056,0.0610837,0.098604,-1.17549e-38,0.0378246,0.100868
512.4901,-1.17549e-38,0.0397213,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.354997,0.0410408,0.0757675,0.0062765,0.0176809,-1.17549e-38,0.104116,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0163713,-1.17549e-38,0.0346613,-1.17549e-38,-1.17549e-38,0.129622,0.0593167,0.0539548,0.0753629,0.0777711,0.0769247,-1.17549e-38,0.0157263,0.0961604
512.9722,-1.17549e-38,0.0417388,-1.17549e-38,0.000227564,-1.17549e-38,0.324433,0.00332647,0.0917292,0.0188907,-1.17549e-38,-1.17549e-38,0.0491612,0.0259503,-1.17549e-38,-1.17549e-38,0.0248254,-1.17549e-38,0.0724945,-1.17549e-38,-1.17549e-38,0.177954,0.0662448,0.0742105,0.071524,0.0819484,0.0549023,0.0490685,-1.17549e-38,0.0806671
513.4543,-1.17549e-38,0.0248114,-1.17549e-38,0.0495105,-1.17549e-38,0.233159,-1.17549e-38,0.107558,0.03392,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0742091,-1.17549e-38,-1.17549e-38,0.0370117,-1.17549e-38,0.105912,-1.17549e-38,-1.17549e-38,0.182327,0.0789602,0.0980645,0.050397,0.0655949,0.0441752,0.0931948,-1.17549e-38,0.0586612
513.9365,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0711462,-1.17549e-38,0.113787,-1.17549e-38,0.113584,0.043336,0.0173103,-1.17549e-38,-1.17549e-38,0.109192,-1.17549e-38,-1.17549e-38,0.0457162,-1.17549e-38,0.127758,-1.17549e-38,-1.17549e-38,0.147989,0.0931283,0.123134,0.0115774,0.0308871,0.0480332,0.106687,-1.17549e-38,0.0307715
514.4186,0.0204304,-1.17549e-38,-1.17549e-38,0.0606138,-1.17549e-38,0.00213642,-1.17549e-38,0.10006,0.0411195,0.0657864,-1.17549e-38,-1.17549e-38,0.120188,-1.17549e-38,-1.17549e-38,0.0446452,-1.17549e-38,0.13339,-1.17549e-38,-1.17549e-38,0.0950355,0.0973787,0.145587,-1.17549e-38,-1.17549e-38,0.0574395,0.0924788,-1.17549e-38,-1.17549e-38
514.9007,0.0549293,-1.17549e-38,-1.17549e-38,0.0280819,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0635926,0.0282422,0.112306,-1.17549e-38,-1.17549e-38,0.103284,-1.17549e-38,-1.17549e-38,0.0323348,0.00322772,0.12118,-1.17549e-38,-1.17549e-38,0.0466232,0.0784949,0.160366,-1.17549e-38,-1.17549e-38,0.0563654,0.0630705,-1.17549e-38,-1.17549e-38
515.3828,0.0648357,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0119942,0.0133896,0.140608,-1.17549e-38,-1.17549e-38,0.0619987,0.0398935,0.0443158,0.0135969,0.0424312,0.0928928,-1.17549e-38,0.0077769,0.0173288,0.0298408,0.162263,-1.17549e-38,-1.17549e-38,0.032986,0.0350593,-1.17549e-38,-1.17549e-38
515.8649,0.0546085,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00841475,0.14366,-1.17549e-38,-1.17549e-38,0.00647174,0.071399,0.0885721,-1.17549e-38,0.0673241,0.0542534,-1.17549e-38,0.0209679,0.00808942,-1.17549e-38,0.147497,-1.17549e-38,0.0218813,-1.17549e-38,0.0222891,-1.17549e-38,-1.17549e-38
516.347,0.0384658,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.020841,0.125268,-1.17549e-38,0.0327386,-1.17549e-38,0.0787949,0.0996279,-1.17549e-38,0.0783559,0.0148881,-1.17549e-38,0.0294322,0.00894203,-1.17549e-38,0.115312,-1.17549e-38,0.0822557,-1.17549e-38,0.0302104,-1.17549e-38,-1.17549e-38
516.8292,0.0299369,-1.17549e-38,-1.17549e-38,0.0369837,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0479649,0.0967337,0.0335421,0.0784549,-1.17549e-38,0.0560917,0.083978,-1.17549e-38,0.0806695,-1.17549e-38,-1.17549e-38,0.0283931,0.00653438,-1.17549e-38,0.0690745,-1.17549e-38,0.134559,-1.17549e-38,0.0538956,-1.17549e-38,0.0132938
517.3113,0.0333115,-1.17549e-38,-1.17549e-38,0.097323,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0770938,0.0700276,0.0817247,0.0903389,-1.17549e-38,0.00986028,0.05641,0.0142511,0.0801499,-1.17549e-38,-1.17549e-38,0.0176834,-1.17549e-38,-1.17549e-38,0.0162572,-1.17549e-38,0.156315,-1.17549e-38,0.0812456,-1.17549e-38,0.00902663
517.7934,0.0431971,0.0158025,-1.17549e-38,0.154935,-1.17549e-38,0.0190045,-1.17549e-38,0.0408036,0.092579,0.0512567,0.125642,0.0609343,-1.17549e-38,-1.17549e-38,0.0324925,0.0287426,0.0789416,-1.17549e-38,-1.17549e-38,0.00175288,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.140281,0.0167168,0.0998788,-1.17549e-38,-1.17549e-38
518.2755,0.0514901,0.0273133,0.0368088,0.193169,-1.17549e-38,0.0314916,-1.17549e-38,0.0831319,0.0847584,0.0385969,0.146994,0.0011746,-1.17549e-38,-1.17549e-38,0.0207618,0.0347665,0.0735617,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0962734,0.107608,0.103082,-1.17549e-38,-1.17549e-38
518.7576,0.0546551,0.0222358,0.0724846,0.20111,-1.17549e-38,0.0123532,-1.17549e-38,0.103746,0.054762,0.0254788,0.134149,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.019049,0.0297263,0.0569608,0.0137584,0.0196139,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0424649,0.186905,0.0911684,0.02265,-1.17549e-38
519.2397,0.0552592,0.00895179,0.100508,0.174117,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.102859,0.0131841,0.00614899,0.0908475,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0168896,0.0159345,0.0232328,0.0182536,0.00891743,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0134359,-1.17549e-38,0.224289,0.0687229,0.0523526,-1.17549e-38
519.7219,0.0578528,-1.17549e-38,0.120186,0.114074,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0886298,-1.17549e-38,-1.17549e-38,0.0365901,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00303564,-1.17549e-38,-1.17549e-38,0.0123841,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00626643,-1.17549e-38,0.0206315,-1.17549e-38,0.20704,0.0408523,0.074747,-1.17549e-38
520.204,0.0639282,-1.17549e-38,0.135709,0.0303163,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0694072,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.031497,0.0201427,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00232095,-1.17549e-38,0.0129874,-1.17549e-38,0.00845373,-1.17549e-38,0.0179725,-1.17549e-38,0.145966,0.0111424,0.0884521,-1.17549e-38
520.6861,0.0706261,0.00291622,0.152563,-1.17549e-38,0.00776074,-1.17549e-38,0.00327503,0.0483107,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00796187,0.0797343,0.0741654,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0289179,-1.17549e-38,0.00491355,0.0124518,0.00623467,-1.17549e-38,0.0694848,-1.17549e-38,0.0941806,0.0154702
521.1682,0.073816,0.0165909,0.171799,-1.17549e-38,0.0305064,-1.17549e-38,0.0336065,0.0233238,-1.17549e-38,-1.17549e-38,0.00385553,0.0842576,0.117218,0.117208,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0361739,-1.17549e-38,0.0038853,0.0386751,-1.17549e-38,-1.17549e-38,0.00857689,-1.17549e-38,0.0930108,-1.17549e-38
521.6503,0.0720118,0.0308007,0.186799,-1.17549e-38,0.0596296,-1.17549e-38,0.0582806,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.025337,0.13951,0.141533,0.142629,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.031731,0.0546812,0.00927078,0.0639945,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0861602,-1.17549e-38
522.1324,0.0673128,0.0403063,0.185876,-1.17549e-38,0.0892867,-1.17549e-38,0.0744908,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0264349,0.156111,0.156297,0.147099,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0185805,0.0842385,0.0210138,0.0948852,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0757717,-1.17549e-38
522.6146,0.0628264,0.0414901,0.159848,-1.17549e-38,0.113076,-1.17549e-38,0.0838758,-1.17549e-38,-1.17549e-38,0.0199081,-1.17549e-38,0.129606,0.16619,0.130676,0.0499519,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00467007,0.0806414,0.0369438,0.13275,-1.17549e-38,-1.17549e-38,0.0107712,-1.17549e-38,0.0653043,-1.17549e-38
523.0967,0.0593035,0.0330865,0.109602,-1.17549e-38,0.12883,-1.17549e-38,0.0903847,-1.17549e-38,-1.17549e-38,0.0612695,-1.17549e-38,0.0704163,0.171175,0.0976425,0.105881,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0505645,0.0543755,0.168784,-1.17549e-38,-1.17549e-38,0.0315105,-1.17549e-38,0.0586822,-1.17549e-38
523.5788,0.0542342,0.0166884,0.0478156,-1.17549e-38,0.139836,-1.17549e-38,0.0960327,-1.17549e-38,-1.17549e-38,0.0889487,-1.17549e-38,0.000362382,0.16532,0.0566575,0.127278,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00308968,0.00938789,0.0711368,0.185948,-1.17549e-38,-1.17549e-38,0.0384044,0.0104386,0.0586,-1.17549e-38
524.0609,0.0441725,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.15121,-1.17549e-38,0.0983626,-1.17549e-38,-1.17549e-38,0.0949299,-1.17549e-38,-1.17549e-38,0.141797,0.0188048,0.108005,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0144981,-1.17549e-38,0.0864995,0.167746,-1.17549e-38,-1.17549e-38,0.0324006,0.0356634,0.0650489,-1.17549e-38
524.543,0.0280756,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.164084,-1.17549e-38,0.091858,-1.17549e-38,-1.17549e-38,0.0777438,-1.17549e-38,-1.17549e-38,0.100303,-1.17549e-38,0.0630955,0.0177359,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0229976,-1.17549e-38,0.102058,0.108779,-1.17549e-38,-1.17549e-38,0.0234466,0.0443455,0.0747207,0.0135195
525.0251,0.00874429,-1.17549e-38,-1.17549e-38,0.0100804,0.172048,-1.17549e-38,0.072357,0.0524908,0.0231086,0.0432257,-1.17549e-38,-1.17549e-38,0.0511057,-1.17549e-38,0.0188979,0.0299505,-1.17549e-38,0.00504033,-1.17549e-38,0.0195581,-1.17549e-38,0.121558,0.0211465,0.0241918,0.00339615,0.0231132,0.0335172,0.0813535,0.0581747
525.5073,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0267878,0.163356,-1.17549e-38,0.0413843,0.0954364,0.0484169,0.00303147,-1.17549e-38,-1.17549e-38,0.011908,-1.17549e-38,-1.17549e-38,0.0323235,-1.17549e-38,0.0207712,-1.17549e-38,0.00184819,-1.17549e-38,0.148289,-1.17549e-38,0.0662062,0.0472813,0.0380024,0.0088421,0.0772867,0.0835057
525.9894,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0427449,0.128923,0.0158768,0.00701572,0.109105,0.0613375,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0120325,-1.17549e-38,0.0271893,-1.17549e-38,0.0225089,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.180305,-1.17549e-38,0.0993729,0.088038,0.0666596,-1.17549e-38,0.056682,0.0941463
526.4715,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0526318,0.0708065,0.0384601,-1.17549e-38,0.0922286,0.0590172,-1.17549e-38,0.0028291,-1.17549e-38,0.0130601,0.0298879,0.00836736,0.0205079,-1.17549e-38,0.011427,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.207129,-1.17549e-38,0.110791,0.115519,0.100698,-1.17549e-38,0.0194866,0.0987389
526.9536,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0488039,0.00337339,0.0613281,-1.17549e-38,0.0576809,0.047188,-1.17549e-38,0.030016,-1.17549e-38,0.0460387,0.0448008,0.00895752,0.0185952,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.212437,-1.17549e-38,0.0944594,0.122753,0.128862,-1.17549e-38,-1.17549e-38,0.102417
527.4357,-1.17549e-38,0.00136754,-1.17549e-38,0.0276835,-1.17549e-38,0.0783037,-1.17549e-38,0.0247461,0.0342431,-1.17549e-38,0.0445751,-1.17549e-38,0.0798194,0.0568465,-1.17549e-38,0.0246693,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0137178,0.182444,-1.17549e-38,0.0536298,0.112428,0.141447,-1.17549e-38,-1.17549e-38,0.102883
527.9178,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.081372,-1.17549e-38,0.00885124,0.0242222,-1.17549e-38,0.0452038,-1.17549e-38,0.0996774,0.0669052,-1.17549e-38,0.0376235,0.0183956,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0594243,0.114534,-1.17549e-38,-1.17549e-38,0.0953148,0.133387,-1.17549e-38,-1.17549e-38,0.0926857
528.4,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0626097,0.00680831,0.0152464,0.0147488,0.00625014,0.0319171,-1.17549e-38,0.0981308,0.0739852,-1.17549e-38,0.0531842,0.065976,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0968286,0.0210844,0.0191633,-1.17549e-38,0.0823062,0.106043,-1.17549e-38,-1.17549e-38,0.0655444
528.8821,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0178835,0.0287351,0.0382327,0.000746394,0.0106236,0.00950188,-1.17549e-38,0.0754568,0.0756002,-1.17549e-38,0.0661178,0.127057,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.115006,-1.17549e-38,0.0345919,-1.17549e-38,0.0766623,0.0674814,-1.17549e-38,-1.17549e-38,0.0225482
529.3642,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0472129,0.0646521,-1.17549e-38,0.00769854,-1.17549e-38,-1.17549e-38,0.0387024,0.0706687,0.0312175,0.0723165,0.180299,0.0176693,-1.17549e-38,0.00729662,0.109021,-1.17549e-38,0.0382009,-1.17549e-38,0.0723533,0.0298974,-1.17549e-38,-1.17549e-38,-1.17549e-38
529.8463,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0591325,0.079903,-1.17549e-38,0.00398461,-1.17549e-38,0.0280867,-1.17549e-38,0.06206,0.0731962,0.0701121,0.203582,0.0392005,-1.17549e-38,0.0185553,0.0825373,-1.17549e-38,0.0367359,-1.17549e-38,0.0602224,0.00383219,-1.17549e-38,0.00485913,-1.17549e-38
530.3284,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0627126,0.0742173,-1.17549e-38,0.00655626,-1.17549e-38,0.0737874,-1.17549e-38,0.0559263,0.0950858,0.0605354,0.187549,0.0612256,-1.17549e-38,0.0292338,0.0469184,-1.17549e-38,0.0339341,-1.17549e-38,0.0375734,-1.17549e-38,-1.17549e-38,0.0338105,-1.17549e-38
