Concentration (sqrt(M/M0)),Splitting Parameter (meV)
0.4662524041201569,55.48912528530337
0.6593804733957871,63.04769354673599
0.7372097807744857,54.23495760276981
0.9325048082403138,70.10768170648518
0.9325048082403138,70.19313414898113
