"Wavelength, µm","n","k"
1.33969,1.40087,0.00000964788
1.33977,1.40087,0.00000966214
1.33986,1.40087,0.00000967632
1.33995,1.40087,0.00000969046
1.34003,1.40087,0.00000970457
1.34012,1.40087,0.0000097187
1.34021,1.40087,0.00000973286
1.34029,1.40087,0.00000974712
1.34038,1.40087,0.00000976149
1.34047,1.40087,0.000009776
1.34055,1.40087,0.0000097907
1.34064,1.40087,0.0000098056
1.34073,1.40087,0.00000982073
1.34081,1.40087,0.00000983611
1.3409,1.40087,0.00000985176
1.34099,1.40087,0.00000986769
1.34107,1.40087,0.00000988392
1.34116,1.40087,0.00000990044
1.34125,1.40087,0.00000991729
1.34133,1.40087,0.00000993444
1.34142,1.40087,0.00000995192
1.34151,1.40087,0.0000099697
1.34159,1.40087,0.00000998781
1.34168,1.40087,0.0000100062
1.34177,1.40087,0.0000100249
1.34186,1.40087,0.0000100439
1.34194,1.40087,0.0000100631
1.34203,1.40087,0.0000100826
1.34212,1.40087,0.0000101023
1.3422,1.40086,0.0000101222
1.34229,1.40087,0.0000101423
1.34238,1.40086,0.0000101625
1.34246,1.40086,0.0000101828
1.34255,1.40086,0.0000102033
1.34264,1.40086,0.0000102241
1.34272,1.40086,0.0000102447
1.34281,1.40086,0.0000102654
1.3429,1.40086,0.0000102862
1.34298,1.40086,0.000010307
1.34307,1.40086,0.000010328
1.34316,1.40086,0.0000103491
1.34325,1.40086,0.0000103703
1.34333,1.40086,0.0000103917
1.34342,1.40086,0.0000104131
1.34351,1.40086,0.0000104345
1.34359,1.40086,0.000010456
1.34368,1.40086,0.0000104776
1.34377,1.40086,0.0000104991
1.34385,1.40086,0.0000105206
1.34394,1.40086,0.0000105419
1.34403,1.40086,0.0000105632
1.34412,1.40086,0.0000105842
1.3442,1.40086,0.000010605
1.34429,1.40086,0.0000106256
1.34438,1.40086,0.0000106458
1.34446,1.40086,0.0000106657
1.34455,1.40086,0.0000106852
1.34464,1.40086,0.0000107043
1.34473,1.40086,0.000010723
1.34481,1.40086,0.0000107412
1.3449,1.40086,0.000010759
1.34499,1.40086,0.0000107763
1.34508,1.40086,0.0000107932
1.34516,1.40086,0.0000108097
1.34525,1.40086,0.0000108258
1.34534,1.40086,0.0000108415
1.34542,1.40086,0.0000108568
1.34551,1.40086,0.0000108719
1.3456,1.40086,0.0000108866
1.34569,1.40086,0.0000109011
1.34577,1.40086,0.0000109154
1.34586,1.40086,0.0000109295
1.34595,1.40086,0.0000109435
1.34604,1.40086,0.0000109573
1.34612,1.40086,0.0000109711
1.34621,1.40086,0.0000109849
