"Wavelength, µm","T"
0.49206,0.2155152743680557
0.496,0.2131865704002719
0.5,0.20947919745238458
0.50407,0.204506296082484
0.5082,0.199075933258069
0.5124,0.19341861423240195
0.51667,0.18757311771808127
0.52101,0.18173040190870177
0.52542,0.17620251713340462
0.52991,0.1706926615419353
0.53448,0.16548795567474672
0.53913,0.16043885333586652
0.54386,0.15554300275614777
0.54867,0.1510397991122262
0.55357,0.1466710939162683
0.55856,0.14254687069846939
0.56364,0.13854420013307844
0.56881,0.1347651907052803
0.57407,0.13129691466065904
0.57944,0.12783422037467815
0.58491,0.12466201766306223
0.59048,0.1215779639498366
0.59615,0.11866816070091614
0.60194,0.11593068165598179
0.60784,0.11326940072911174
0.61386,0.11076627966546244
0.62,0.10833523952423094
0.62626,0.10604927590630803
0.63265,0.10390372261128035
