"Wavelength, µm","n","k"
1.32211,1.47458,0.000009995
1.3222,1.47458,0.00001017
1.32228,1.47458,0.0000104
1.32236,1.47458,0.0000106
1.32245,1.47458,0.00001073
1.32253,1.47458,0.00001079
1.32262,1.47458,0.00001074
1.3227,1.47458,0.00001054
1.32279,1.47458,0.00001026
1.32287,1.47458,0.00001011
1.32296,1.47458,0.0000102
1.32304,1.47458,0.00001049
1.32312,1.47458,0.00001075
1.32321,1.47458,0.00001086
1.32329,1.47458,0.00001086
1.32338,1.47458,0.00001087
1.32346,1.47458,0.00001096
1.32355,1.47458,0.00001103
1.32363,1.47458,0.00001102
1.32371,1.47458,0.00001095
1.3238,1.47458,0.00001093
1.32388,1.47458,0.00001095
1.32397,1.47458,0.00001096
1.32405,1.47458,0.00001095
1.32414,1.47458,0.00001097
1.32422,1.47458,0.00001106
1.32431,1.47458,0.00001118
1.32439,1.47458,0.0000112
1.32448,1.47458,0.00001114
1.32456,1.47458,0.00001111
1.32464,1.47458,0.00001123
1.32473,1.47458,0.00001144
1.32481,1.47458,0.00001156
1.3249,1.47458,0.0000115
1.32498,1.47458,0.00001134
1.32507,1.47458,0.00001124
1.32515,1.47458,0.00001127
1.32524,1.47458,0.00001135
1.32532,1.47458,0.00001142
1.32541,1.47458,0.00001147
1.32549,1.47458,0.00001155
1.32558,1.47458,0.00001166
1.32566,1.47458,0.00001173
1.32575,1.47458,0.00001173
1.32583,1.47458,0.00001167
1.32592,1.47458,0.00001164
1.326,1.47458,0.00001166
1.32608,1.47458,0.00001172
1.32617,1.47458,0.00001177
1.32625,1.47458,0.00001175
1.32634,1.47458,0.00001167
1.32642,1.47458,0.00001159
1.32651,1.47458,0.00001156
1.32659,1.47458,0.0000116
1.32668,1.47458,0.00001168
1.32676,1.47458,0.00001175
1.32685,1.47458,0.00001179
1.32693,1.47458,0.00001184
1.32702,1.47458,0.00001191
1.3271,1.47458,0.00001202
1.32719,1.47458,0.00001213
1.32727,1.47458,0.00001218
1.32736,1.47458,0.00001214
1.32744,1.47458,0.00001203
1.32753,1.47458,0.00001191
1.32761,1.47458,0.00001185
1.3277,1.47458,0.00001192
1.32778,1.47458,0.00001207
1.32787,1.47458,0.00001221
1.32795,1.47458,0.00001226
1.32804,1.47458,0.00001223
1.32812,1.47458,0.00001217
1.32821,1.47458,0.00001211
1.32829,1.47458,0.00001202
1.32838,1.47458,0.00001191
1.32846,1.47458,0.0000118
1.32855,1.47458,0.00001173
1.32863,1.47458,0.00001172
1.32872,1.47458,0.00001172
1.3288,1.47458,0.00001173
1.32889,1.47458,0.00001176
1.32897,1.47458,0.00001181
1.32906,1.47458,0.00001184
1.32914,1.47458,0.00001179
1.32923,1.47458,0.00001168
1.32931,1.47458,0.00001163
1.3294,1.47458,0.00001167
1.32948,1.47458,0.00001175
1.32957,1.47458,0.00001178
1.32966,1.47458,0.00001174
1.32974,1.47458,0.00001169
1.32983,1.47458,0.00001167
1.32991,1.47458,0.00001167
1.33,1.47458,0.00001168
1.33008,1.47458,0.00001173
1.33017,1.47458,0.0000119
1.33025,1.47458,0.00001216
1.33034,1.47458,0.00001235
1.33042,1.47458,0.00001237
1.33051,1.47458,0.00001225
1.33059,1.47458,0.00001215
1.33068,1.47458,0.00001221
1.33076,1.47458,0.00001239
1.33085,1.47458,0.00001258
1.33093,1.47458,0.00001267
1.33102,1.47458,0.00001263
1.33111,1.47458,0.00001252
1.33119,1.47458,0.00001239
1.33128,1.47458,0.00001228
1.33136,1.47458,0.00001224
1.33145,1.47458,0.00001226
1.33153,1.47458,0.0000123
1.33162,1.47458,0.00001232
1.3317,1.47458,0.00001232
1.33179,1.47458,0.00001234
1.33187,1.47458,0.00001244
1.33196,1.47458,0.00001257
1.33205,1.47458,0.00001265
1.33213,1.47458,0.00001264
1.33222,1.47458,0.00001254
1.3323,1.47458,0.0000124
1.33239,1.47458,0.00001223
1.33247,1.47458,0.00001207
1.33256,1.47458,0.00001194
1.33265,1.47458,0.00001188
1.33273,1.47458,0.00001191
1.33282,1.47458,0.00001201
1.3329,1.47458,0.00001209
1.33299,1.47458,0.0000121
1.33307,1.47458,0.00001207
1.33316,1.47458,0.00001204
1.33324,1.47458,0.00001203
1.33333,1.47458,0.000012
1.33342,1.47458,0.00001188
1.3335,1.47458,0.00001171
1.33359,1.47458,0.0000116
1.33367,1.47458,0.00001169
1.33376,1.47458,0.00001198
1.33384,1.47458,0.00001233
1.33393,1.47458,0.00001255
1.33402,1.47458,0.00001258
1.3341,1.47458,0.00001253
1.33419,1.47458,0.00001255
1.33427,1.47458,0.0000127
1.33436,1.47458,0.00001287
1.33445,1.47458,0.00001292
1.33453,1.47458,0.00001275
1.33462,1.47458,0.00001242
1.3347,1.47458,0.00001209
1.33479,1.47458,0.00001188
1.33488,1.47458,0.00001183
1.33496,1.47458,0.00001186
1.33505,1.47458,0.00001185
1.33513,1.47458,0.0000117
1.33522,1.47458,0.00001146
1.3353,1.47458,0.00001126
1.33539,1.47458,0.00001127
1.33548,1.47458,0.00001151
1.33556,1.47458,0.00001183
1.33565,1.47458,0.00001205
1.33573,1.47458,0.0000121
1.33582,1.47458,0.00001209
1.33591,1.47458,0.00001214
1.33599,1.47458,0.00001227
1.33608,1.47458,0.00001235
1.33616,1.47458,0.00001228
1.33625,1.47458,0.00001211
1.33634,1.47458,0.00001201
1.33642,1.47458,0.00001206
1.33651,1.47458,0.00001223
1.3366,1.47458,0.00001239
1.33668,1.47458,0.00001246
1.33677,1.47458,0.00001244
1.33685,1.47458,0.0000124
1.33694,1.47458,0.00001238
1.33703,1.47458,0.00001235
1.33711,1.47458,0.00001232
1.3372,1.47458,0.00001231
1.33728,1.47458,0.00001237
1.33737,1.47458,0.00001251
1.33746,1.47458,0.00001269
1.33754,1.47458,0.00001278
1.33763,1.47458,0.0000127
1.33772,1.47458,0.00001245
