Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb)
507.1868,0.0370905,0.0424014,0.0454093,0.127975,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.119502,0.0395662,-1.17549e-38,-1.17549e-38
507.6689,0.0492929,0.0605611,0.0427472,0.0855232,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.120256,0.0349978,-1.17549e-38,-1.17549e-38
508.151,0.0591938,0.0767179,0.036239,0.0515219,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.102102,0.0244778,-1.17549e-38,-1.17549e-38
508.6331,0.062057,0.0811139,0.0297386,0.0333069,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0705966,0.0105702,-1.17549e-38,-1.17549e-38
509.1153,0.0536221,0.067259,0.0226011,0.0290716,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0346843,-1.17549e-38,-1.17549e-38,-1.17549e-38
509.5974,0.0320871,0.0361306,0.0107221,0.0336617,-1.17549e-38,-1.17549e-38,0.00923708,0.00416963,-1.17549e-38,-1.17549e-38,-1.17549e-38
510.0795,0.000381958,-1.17549e-38,-1.17549e-38,0.0439695,0.00707195,-1.17549e-38,0.0757973,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
510.5616,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0597917,0.0269045,-1.17549e-38,0.132511,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.059774
511.0437,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0802227,0.0384023,0.0253268,0.164727,-1.17549e-38,0.00110188,0.0342593,0.124453
511.5258,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.099591,0.0436046,0.0513226,0.167545,0.00166573,0.00824678,0.130991,0.163516
512.008,-1.17549e-38,0.0154579,-1.17549e-38,0.10763,0.0465331,0.0709728,0.147493,0.00138667,0.0077946,0.209682,0.172773
512.4901,0.00210129,0.0577916,-1.17549e-38,0.0950143,0.0496805,0.0798267,0.117433,-1.17549e-38,0.000478672,0.258416,0.158307
512.9722,0.0442358,0.0921296,-1.17549e-38,0.0607971,0.052422,0.0773607,0.0887289,-1.17549e-38,-1.17549e-38,0.273631,0.132246
513.4543,0.0748115,0.111817,-1.17549e-38,0.0162151,0.0524137,0.0664834,0.0657779,-1.17549e-38,-1.17549e-38,0.260319,0.106163
513.9365,0.0836595,0.117416,-1.17549e-38,-1.17549e-38,0.0483282,0.0517475,0.0458068,-1.17549e-38,-1.17549e-38,0.229761,0.0858513
514.4186,0.0694443,0.113458,-1.17549e-38,-1.17549e-38,0.041183,0.0372929,0.023284,-1.17549e-38,-1.17549e-38,0.195292,0.0703869
514.9007,0.0392532,0.104184,-1.17549e-38,0.00194034,0.0330814,0.025434,-1.17549e-38,0.027768,-1.17549e-38,0.167279,0.0557199
515.3828,0.00489472,0.0914362,0.0167626,0.0564223,0.0248887,0.0163269,-1.17549e-38,0.0707428,-1.17549e-38,0.149088,0.0398746
515.8649,-1.17549e-38,0.0756476,0.0356253,0.116161,0.0154581,0.00861297,-1.17549e-38,0.0989299,-1.17549e-38,0.135713,0.0258134
516.347,-1.17549e-38,0.0585405,0.0533479,0.156571,0.00358006,0.000693146,-1.17549e-38,0.100781,-1.17549e-38,0.116299,0.0195464
516.8292,-1.17549e-38,0.0448985,0.0662389,0.161331,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0749065,-1.17549e-38,0.0806754,0.0242102
517.3113,-1.17549e-38,0.0412869,0.0702032,0.130451,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0307914,-1.17549e-38,0.0269854,0.0345752
517.7934,0.0101049,0.0519745,0.0620721,0.0790461,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0331119,-1.17549e-38,0.0375598
518.2755,0.0190982,0.0750103,0.0409918,0.027513,0.00547761,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0635343,-1.17549e-38,0.0197779
518.7576,0.0137354,0.101574,0.00994876,-1.17549e-38,0.030206,-1.17549e-38,0.0124707,-1.17549e-38,0.0713914,-1.17549e-38,-1.17549e-38
519.2397,-1.17549e-38,0.119527,-1.17549e-38,-1.17549e-38,0.0514415,0.00472407,0.0228101,-1.17549e-38,0.0593038,-1.17549e-38,-1.17549e-38
519.7219,-1.17549e-38,0.11978,-1.17549e-38,-1.17549e-38,0.0594418,0.0175382,0.026464,-1.17549e-38,0.0368653,-1.17549e-38,-1.17549e-38
520.204,-1.17549e-38,0.102139,-1.17549e-38,-1.17549e-38,0.0512035,0.026882,0.0246275,-1.17549e-38,0.0139885,-1.17549e-38,-1.17549e-38
520.6861,-1.17549e-38,0.0765278,-1.17549e-38,-1.17549e-38,0.0317975,0.0314283,0.0185347,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.1682,-1.17549e-38,0.0578385,-1.17549e-38,-1.17549e-38,0.0107225,0.0319315,0.00929343,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.6503,-1.17549e-38,0.0571871,0.00940506,-1.17549e-38,-1.17549e-38,0.0297751,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
522.1324,0.0207384,0.0748273,0.0215237,-1.17549e-38,-1.17549e-38,0.0256262,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0532101
522.6146,0.0366807,0.0991241,0.0161882,-1.17549e-38,5.24398e-05,0.0195145,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.117686
523.0967,0.0461895,0.112814,-1.17549e-38,-1.17549e-38,0.013721,0.0122733,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.152641
523.5788,0.0516568,0.103152,-1.17549e-38,-1.17549e-38,0.0296302,0.00688508,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.151531
524.0609,0.0553411,0.0694961,-1.17549e-38,-1.17549e-38,0.0432834,0.00810646,-1.17549e-38,-1.17549e-38,0.0347321,0.00411487,0.116946
524.543,0.0566603,0.0238603,-1.17549e-38,-1.17549e-38,0.0505749,0.019983,0.00939146,-1.17549e-38,0.0821725,0.0414361,0.0598736
525.0251,0.0522028,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0485454,0.0423799,0.0441077,-1.17549e-38,0.12376,0.0737332,-1.17549e-38
525.5073,0.0386985,-1.17549e-38,-1.17549e-38,0.00488866,0.0368136,0.0688176,0.0753151,-1.17549e-38,0.148104,0.0892864,-1.17549e-38
525.9894,0.0170397,-1.17549e-38,0.0136111,0.0635404,0.0184499,0.0883675,0.0895791,0.0172529,0.14986,0.0800038,-1.17549e-38
526.4715,-1.17549e-38,-1.17549e-38,0.0278108,0.101453,-1.17549e-38,0.0920969,0.0797405,0.043913,0.132549,0.048101,-1.17549e-38
526.9536,-1.17549e-38,0.0144675,0.0383191,0.115131,-1.17549e-38,0.0794376,0.0508725,0.0652185,0.105948,0.0065834,-1.17549e-38
527.4357,-1.17549e-38,0.0246288,0.0427696,0.110563,-1.17549e-38,0.0585622,0.0181483,0.0859212,0.0797762,-1.17549e-38,0.0188081
527.9178,-1.17549e-38,0.0258696,0.0388116,0.0974568,-1.17549e-38,0.040663,-1.17549e-38,0.10836,0.0588336,-1.17549e-38,0.056029
528.4,-1.17549e-38,0.0252655,0.0263463,0.0831049,-1.17549e-38,0.0330098,0.00284831,0.128085,0.0422454,-1.17549e-38,0.0823751
528.8821,0.0115265,0.0293702,0.00912549,0.069979,-1.17549e-38,0.0349023,0.0306169,0.134933,0.025748,-1.17549e-38,0.0954405
529.3642,0.0200715,0.0397161,-1.17549e-38,0.0573558,-1.17549e-38,0.0382171,0.0706577,0.118976,0.00507106,-1.17549e-38,0.0942472
529.8463,0.0237245,0.0528588,-1.17549e-38,0.0447707,-1.17549e-38,0.0324741,0.105489,0.0777002,-1.17549e-38,-1.17549e-38,0.0784674
530.3284,0.0269039,0.0642323,-1.17549e-38,0.034144,0.0170292,0.0119191,0.119057,0.0192476,-1.17549e-38,-1.17549e-38,0.0497522
530.8105,0.0336928,0.0723118,-1.17549e-38,0.0285808,0.042018,-1.17549e-38,0.103406,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0133597
531.2927,0.0435588,0.0795159,0.00783315,0.0289487,0.0537469,-1.17549e-38,0.0609013,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
531.7748,0.050461,0.0893231,0.0122465,0.0316643,0.0491364,-1.17549e-38,0.00181032,-1.17549e-38,-1.17549e-38,0.00327715,-1.17549e-38
532.2569,0.0465051,0.102254,0.0106671,0.0303212,0.0320862,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0243595,-1.17549e-38
532.739,0.0280191,0.114061,0.005603,0.020472,0.0105027,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0467686,-1.17549e-38
533.2211,-1.17549e-38,0.117586,0.000809288,0.00376895,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0605738,-1.17549e-38
533.7032,-1.17549e-38,0.106949,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0598789,-1.17549e-38
534.1854,-1.17549e-38,0.0812767,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0478156,-1.17549e-38
534.6675,-1.17549e-38,0.0457969,0.00238132,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0367516,0.00494762
535.1496,0.0112856,0.00987629,0.00413703,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0423588,0.00732203
535.6317,0.0514953,-1.17549e-38,0.003288,0.00869196,0.00691914,-1.17549e-38,0.0195753,-1.17549e-38,-1.17549e-38,0.0737779,0.00449414
536.1138,0.082982,-1.17549e-38,-1.17549e-38,0.0114432,0.0285467,-1.17549e-38,0.0571125,0.0148117,-1.17549e-38,0.125639,-1.17549e-38
536.5959,0.0950387,-1.17549e-38,-1.17549e-38,0.00541815,0.0502147,-1.17549e-38,0.0648673,0.0664357,0.000571229,0.178302,-1.17549e-38
537.0781,0.0860686,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0678832,-1.17549e-38,0.0419794,0.11069,0.0252998,0.208055,-1.17549e-38
537.5602,0.06219,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0796523,-1.17549e-38,-1.17549e-38,0.134975,0.0372697,0.201444,-1.17549e-38
538.0423,0.0322642,-1.17549e-38,0.00733748,-1.17549e-38,0.0859989,-1.17549e-38,-1.17549e-38,0.132057,0.0301546,0.163926,-1.17549e-38
538.5244,0.00343122,-1.17549e-38,0.0297893,-1.17549e-38,0.0880804,-1.17549e-38,-1.17549e-38,0.103715,0.00707154,0.116583,0.00635754
539.0065,-1.17549e-38,-1.17549e-38,0.0564141,-1.17549e-38,0.0859027,-1.17549e-38,-1.17549e-38,0.0602723,-1.17549e-38,0.0829001,0.011765
539.4886,-1.17549e-38,-1.17549e-38,0.0796549,-1.17549e-38,0.0783446,-1.17549e-38,-1.17549e-38,0.0160232,-1.17549e-38,0.0743444,0.010235
539.9708,-1.17549e-38,-1.17549e-38,0.0928063,-1.17549e-38,0.0652533,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0843118,0.000213939
540.4529,-1.17549e-38,-1.17549e-38,0.0929437,-1.17549e-38,0.0496411,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0943922,-1.17549e-38
540.935,0.00445871,0.037286,0.0815839,-1.17549e-38,0.0374765,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0882356,-1.17549e-38
541.4171,0.0483477,0.0742248,0.0630486,-1.17549e-38,0.0344304,0.0151678,0.0119988,-1.17549e-38,0.0198913,0.0628644,-1.17549e-38
541.8992,0.0940801,0.0964799,0.0422636,-1.17549e-38,0.041756,0.0358899,0.0327158,-1.17549e-38,0.0273507,0.0295363,-1.17549e-38
542.3813,0.126178,0.109813,0.0238,0.019074,0.0546799,0.0549416,0.0525802,-1.17549e-38,0.017168,0.00448246,-1.17549e-38
542.8635,0.131513,0.122643,0.0122761,0.0553295,0.0649923,0.0718849,0.0641692,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
543.3456,0.105349,0.137105,0.0125197,0.0867613,0.0662459,0.0852373,0.0594792,-1.17549e-38,-1.17549e-38,0.0050362,-1.17549e-38
543.8277,0.0538409,0.145496,0.027914,0.103009,0.0578812,0.0922086,0.0357384,-1.17549e-38,-1.17549e-38,0.0163102,0.00870587
544.3098,-1.17549e-38,0.135064,0.0572194,0.0975753,0.0453646,0.0902532,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.019294,0.0256989
544.7919,-1.17549e-38,0.0977703,0.0922448,0.0711238,0.0362845,0.0792934,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0095114,0.0348583
545.274,-1.17549e-38,0.0380174,0.119171,0.0321043,0.03509,0.0626524,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0372351
545.7562,-1.17549e-38,-1.17549e-38,0.12432,-1.17549e-38,0.0400303,0.0455156,-1.17549e-38,0.0241302,-1.17549e-38,-1.17549e-38,0.0368114
546.2383,-1.17549e-38,-1.17549e-38,0.101649,-1.17549e-38,0.044354,0.0317581,-1.17549e-38,0.0461494,-1.17549e-38,-1.17549e-38,0.0381118
546.7204,-1.17549e-38,-1.17549e-38,0.0569486,-1.17549e-38,0.0408103,0.0216374,-1.17549e-38,0.0526801,-1.17549e-38,-1.17549e-38,0.0436362
547.2025,-1.17549e-38,-1.17549e-38,0.00530148,-1.17549e-38,0.0261129,0.0124068,-1.17549e-38,0.0403256,-1.17549e-38,0.0241082,0.0526624
547.6846,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00885521,0.00235374,0.00138644,-1.17549e-38,0.0119436,-1.17549e-38,0.068151,0.0619257
548.1667,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0391724,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.113575,0.0673587
548.6489,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0623548,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.1507,0.0656808
549.131,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.072934,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.171304,0.0552483
549.6131,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0707205,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.013928,0.169998,0.0363143
550.0952,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0603163,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0386642,0.14518,0.0110165
550.5773,-1.17549e-38,-1.17549e-38,0.00954601,0.0484435,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0610087,0.0994589,-1.17549e-38
551.0594,-1.17549e-38,-1.17549e-38,0.0357818,0.0400238,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0716158,0.0394723,-1.17549e-38
551.5416,-1.17549e-38,-1.17549e-38,0.0640949,0.0353172,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0617855,-1.17549e-38,-1.17549e-38
552.0237,-1.17549e-38,0.0108481,0.0879147,0.0302585,-1.17549e-38,0.00227842,-1.17549e-38,-1.17549e-38,0.0291037,-1.17549e-38,-1.17549e-38
552.5058,-1.17549e-38,0.0392558,0.098803,0.0200872,-1.17549e-38,0.00986419,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
552.9879,0.00831457,0.0569864,0.0915551,0.00392641,0.0182239,0.0167718,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
553.47,0.023652,0.0568012,0.0679666,-1.17549e-38,0.0265995,0.0171374,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
553.9521,0.0316079,0.0387536,0.0364333,-1.17549e-38,0.0226397,0.00665388,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0243267
554.4343,0.0334913,0.01005,0.00736397,-1.17549e-38,0.0083121,-1.17549e-38,0.00331228,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.071253
554.9164,0.032985,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0163688,0.0102917,-1.17549e-38,-1.17549e-38,0.11681
555.3985,0.0332768,-1.17549e-38,-1.17549e-38,0.0165427,-1.17549e-38,-1.17549e-38,0.0132933,0.00813588,0.0116984,-1.17549e-38,0.152799
555.8806,0.0344605,-1.17549e-38,-1.17549e-38,0.0229574,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0517337,-1.17549e-38,0.171963
556.3627,0.033342,-1.17549e-38,-1.17549e-38,0.0114893,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0834126,0.0285127,0.17007
556.8448,0.0260305,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0390882,-1.17549e-38,-1.17549e-38,0.10901,0.0519177,0.14687
557.327,0.0114897,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0775935,-1.17549e-38,-1.17549e-38,0.13117,0.0669177,0.105613
557.8091,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0125675,0.100424,-1.17549e-38,-1.17549e-38,0.14951,0.0732612,0.0518006
558.2912,-1.17549e-38,0.0105801,-1.17549e-38,-1.17549e-38,0.0211953,0.100121,-1.17549e-38,-1.17549e-38,0.160437,0.0737668,-1.17549e-38
558.7733,-1.17549e-38,0.0188742,0.0112324,0.00118278,0.02194,0.0765528,-1.17549e-38,-1.17549e-38,0.159625,0.0723281,-1.17549e-38
559.2554,-1.17549e-38,0.0234236,0.0248577,0.0285065,0.0157345,0.0357383,-1.17549e-38,-1.17549e-38,0.144973,0.0711683,-1.17549e-38
559.7375,-1.17549e-38,0.0273749,0.0275817,0.0385517,0.00527221,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.118049,0.0697935,-1.17549e-38
560.2197,-1.17549e-38,0.0354725,0.0178712,0.0255302,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0834954,0.066444,-1.17549e-38
560.7018,-1.17549e-38,0.0509616,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00599119,0.0472168,0.0604663,-1.17549e-38
561.1839,-1.17549e-38,0.0723369,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0206211,0.0145299,0.053242,-1.17549e-38
561.666,-1.17549e-38,0.09263,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0292833,-1.17549e-38,0.0468072,-1.17549e-38
562.1481,-1.17549e-38,0.102534,-1.17549e-38,-1.17549e-38,0.00294298,-1.17549e-38,-1.17549e-38,0.0299577,-1.17549e-38,0.041526,-1.17549e-38
562.6302,-1.17549e-38,0.0958496,-1.17549e-38,-1.17549e-38,0.0145642,-1.17549e-38,-1.17549e-38,0.0262806,-1.17549e-38,0.0350088,0.0176483
563.1124,-1.17549e-38,0.0737053,-1.17549e-38,-1.17549e-38,0.0201828,0.014979,-1.17549e-38,0.0247335,-1.17549e-38,0.0232657,0.0405831
563.5945,0.014321,0.0444252,-1.17549e-38,-1.17549e-38,0.0160194,0.0466567,-1.17549e-38,0.0300752,-1.17549e-38,0.00316928,0.0489106
564.0766,0.0481516,0.0187961,0.00801234,0.00656671,0.00301664,0.0585044,0.00415997,0.0421382,-1.17549e-38,-1.17549e-38,0.0432439
564.5587,0.0740322,0.00380986,0.0213624,0.0257216,-1.17549e-38,0.0482519,0.0283829,0.0559515,-1.17549e-38,-1.17549e-38,0.0280911
565.0408,0.0847135,-1.17549e-38,0.0261328,0.0373537,-1.17549e-38,0.0203963,0.0348586,0.0648135,-1.17549e-38,-1.17549e-38,0.0120374
565.5229,0.0789602,-1.17549e-38,0.0245359,0.0386426,-1.17549e-38,-1.17549e-38,0.019088,0.0641485,-1.17549e-38,-1.17549e-38,0.00564902
566.0051,0.0615916,-1.17549e-38,0.0210799,0.0285319,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0538467,0.00350931,-1.17549e-38,0.017016
566.4872,0.04061,-1.17549e-38,0.0197386,0.00890741,0.0110404,-1.17549e-38,-1.17549e-38,0.0379711,0.0442919,-1.17549e-38,0.0470434
566.9693,0.0228904,-1.17549e-38,0.022105,-1.17549e-38,0.0380007,-1.17549e-38,-1.17549e-38,0.0222417,0.084971,-1.17549e-38,0.087727
567.4514,0.0108662,-1.17549e-38,0.0274112,-1.17549e-38,0.0604747,-1.17549e-38,-1.17549e-38,0.0108805,0.11281,-1.17549e-38,0.125327
567.9335,0.00222763,-1.17549e-38,0.033717,-1.17549e-38,0.0713683,-1.17549e-38,-1.17549e-38,0.00470522,0.117851,-1.17549e-38,0.146987
568.4156,-1.17549e-38,-1.17549e-38,0.038868,-1.17549e-38,0.0666849,-1.17549e-38,0.0118034,0.00153074,0.0980834,-1.17549e-38,0.146628
568.8978,-1.17549e-38,0.0202528,0.0406269,-1.17549e-38,0.0467889,-1.17549e-38,0.0343549,-1.17549e-38,0.0611017,-1.17549e-38,0.126458
569.3799,-1.17549e-38,0.0435889,0.036706,-1.17549e-38,0.0168152,-1.17549e-38,0.036493,-1.17549e-38,0.0210379,-1.17549e-38,0.0937393
569.862,-1.17549e-38,0.0562732,0.0257017,-1.17549e-38,-1.17549e-38,0.0175786,0.0205018,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0557161
570.3441,-1.17549e-38,0.0557152,0.00877806,-1.17549e-38,-1.17549e-38,0.0358622,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0164809
570.8262,-1.17549e-38,0.0450256,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0494803,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
571.3083,-1.17549e-38,0.030189,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0566327,-1.17549e-38,0.0135869,0.0146207,0.0139448,-1.17549e-38
571.7905,-1.17549e-38,0.0163336,-1.17549e-38,-1.17549e-38,0.00848833,0.0558784,-1.17549e-38,0.0313882,0.0386845,0.0185549,-1.17549e-38
572.2726,-1.17549e-38,0.00561692,-1.17549e-38,0.00162267,0.0440146,0.0467279,0.0134172,0.0474911,0.0567738,0.0137766,-1.17549e-38
572.7547,-1.17549e-38,-1.17549e-38,0.0143546,0.0118061,0.0701271,0.0299541,0.035229,0.0579791,0.063797,0.00500418,-1.17549e-38
573.2368,-1.17549e-38,-1.17549e-38,0.0377477,0.0213893,0.0768453,0.00749925,0.0528581,0.0621044,0.0573524,-1.17549e-38,-1.17549e-38
573.7189,-1.17549e-38,-1.17549e-38,0.052435,0.0231292,0.06157,-1.17549e-38,0.064457,0.0622185,0.0368508,-1.17549e-38,-1.17549e-38
574.201,-1.17549e-38,-1.17549e-38,0.0527645,0.0131484,0.0297351,-1.17549e-38,0.0698729,0.0616978,0.00370478,-1.17549e-38,-1.17549e-38
574.6832,-1.17549e-38,0.00279275,0.0388347,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0690183,0.0623314,-1.17549e-38,0.000257939,-1.17549e-38
575.1653,0.0017365,0.0167083,0.0162369,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0618604,0.0628885,-1.17549e-38,0.000744297,-1.17549e-38
575.6474,-1.17549e-38,0.0303243,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0498715,0.0598085,-1.17549e-38,-1.17549e-38,-1.17549e-38
576.1295,-1.17549e-38,0.0388781,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0370884,0.0496988,-1.17549e-38,-1.17549e-38,0.0051671
576.6116,-1.17549e-38,0.0407729,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0289106,0.0320281,-1.17549e-38,-1.17549e-38,0.0106387
577.0938,-1.17549e-38,0.0383563,-1.17549e-38,0.00897228,4.11191e-05,0.0015068,0.0288264,0.0100201,-1.17549e-38,-1.17549e-38,0.012823
577.5759,-1.17549e-38,0.0353242,0.0152651,0.0257801,0.0262136,0.0179918,0.035552,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00905088
