Concentration (sqrt(M/M0)),Splitting Parameter (meV)
0.32969023669789355,31.283772625237788
0.4662524041201569,31.937820724966624
0.5710402407201608,39.785163635506024
0.6593804733957871,49.483955410125915
0.8075728530872482,59.21025498164768
0.9325048082403138,61.827381967514626
