Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb)
499.955,0.580419,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.226103,-1.17549e-38,-1.17549e-38,0.143934,0.103426,-1.17549e-38
500.4372,0.568084,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.321395,-1.17549e-38,-1.17549e-38,0.112118,0.118638,-1.17549e-38
500.9193,0.526302,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00594587,0.326884,-1.17549e-38,-1.17549e-38,0.0481962,0.0913026,-1.17549e-38
501.4014,0.450477,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0282149,0.224268,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0268519,-1.17549e-38
501.8835,0.343455,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0482054,0.0457364,-1.17549e-38,0.105549,-1.17549e-38,-1.17549e-38,-1.17549e-38
502.3656,0.22019,0.0176888,0.00366248,-1.17549e-38,0.0522983,-1.17549e-38,-1.17549e-38,0.251577,-1.17549e-38,-1.17549e-38,-1.17549e-38
502.8477,0.104023,0.0662491,0.0171168,-1.17549e-38,0.0333467,-1.17549e-38,-1.17549e-38,0.343006,-1.17549e-38,-1.17549e-38,-1.17549e-38
503.3299,0.0143991,0.121776,0.0159021,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.372084,-1.17549e-38,-1.17549e-38,-1.17549e-38
503.812,-1.17549e-38,0.165161,0.0121784,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0146234,0.354013,-1.17549e-38,-1.17549e-38,-1.17549e-38
504.2941,-1.17549e-38,0.177747,0.0162629,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0725676,0.309102,0.0210589,-1.17549e-38,-1.17549e-38
504.7762,-1.17549e-38,0.15013,0.0258602,-1.17549e-38,-1.17549e-38,0.0796363,0.0986163,0.249679,0.10333,0.00418179,-1.17549e-38
505.2583,-1.17549e-38,0.0877425,0.0261902,-1.17549e-38,-1.17549e-38,0.110249,0.0813417,0.178329,0.148356,0.0377915,0.0145078
505.7404,-1.17549e-38,0.0112966,0.000565309,-1.17549e-38,0.0357364,0.076443,0.0279003,0.0942573,0.147605,0.0531873,0.114376
506.2226,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0679662,0.00684277,-1.17549e-38,0.0019277,0.108987,0.0455972,0.188547
506.7047,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.080044,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0557602,0.015843,0.216281
507.1868,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0740188,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0161609,-1.17549e-38,0.193476
507.6689,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0615779,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00816145,-1.17549e-38,0.135807
508.151,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0545806,0.0363206,-1.17549e-38,-1.17549e-38,0.0307455,-1.17549e-38,0.0705604
508.6331,0.0189942,0.00642784,-1.17549e-38,-1.17549e-38,0.0574046,0.124567,0.00408881,-1.17549e-38,0.0673822,-1.17549e-38,0.0229102
509.1153,0.0803872,0.000389218,-1.17549e-38,0.0388714,0.0658109,0.20199,0.00730433,-1.17549e-38,0.0967126,-1.17549e-38,0.00549289
509.5974,0.14899,-1.17549e-38,-1.17549e-38,0.124127,0.0708799,0.249404,-1.17549e-38,0.0419479,0.102779,-1.17549e-38,0.0154493
510.0795,0.212046,-1.17549e-38,-1.17549e-38,0.178068,0.0646213,0.254266,-1.17549e-38,0.0917648,0.0808877,0.0054809,0.0387744
