Wavelength (nm)	Transmittance
859	0.0547674
860	0.0545327
861	0.0550451
862	0.0563303
863	0.0584565
864	0.0615418
865	0.0657681
866	0.0714032
867	0.0788368
868	0.0886375
869	0.1016424
870	0.1191072
871	0.1429361
872	0.176052
873	0.2229059
874	0.289918
875	0.3846326
876	0.5092967
877	0.6411799
878	0.7135331
879	0.6686426
880	0.5430056
881	0.4110973
882	0.3072482
883	0.2331874
884	0.1815452
885	0.1452642
886	0.1192746
887	0.1002627
888	0.0861292
889	0.0754538
890	0.067291
891	0.0610003
892	0.0561403
893	0.0524026
894	0.0495706
895	0.0474918
896	0.0460612
897	0.0452097
898	0.0448972
899	0.0451089
900	0.0458539
901	0.0471662
902	0.0491072
903	0.0517729
904	0.0553027
905	0.0598962
906	0.0658365
907	0.0735281
908	0.0835565
909	0.0967826
910	0.114495
911	0.138656
912	0.1722845
913	0.2199833
914	0.2883512
915	0.3848631
916	0.5103513
917	0.6375257
918	0.6956927
919	0.6362578
920	0.5074018
921	0.3804619
922	0.2831136
923	0.2143895
924	0.1666011
925	0.1330025
926	0.1089086
927	0.0912582
928	0.0780675
929	0.0680368
930	0.0602989
931	0.054264
932	0.0495232
933	0.0457877
934	0.0428518
935	0.0405671
936	0.0388265
937	0.0375533
938	0.0366942
939	0.0362143
940	0.0360945
941	0.0363299
942	0.036929
943	0.0379148
944	0.0393267
945	0.0412234
946	0.0436885
947	0.0468381
948	0.0508336
949	0.0558985
950	0.0623469
951	0.0706258
952	0.0813827
953	0.0955742
954	0.1146585
955	0.140866
956	0.1775405
957	0.2297907
958	0.3045917
959	0.4084804
960	0.5363494
961	0.6473861
962	0.6682424
963	0.5806041
964	0.4505177
965	0.3354689
966	0.2504157
967	0.1908347
968	0.1492633
969	0.1198072
970	0.098496
971	0.082739
972	0.0708526
973	0.061729
974	0.0546194
975	0.0490129
976	0.0445494
977	0.0409746
978	0.0381029
979	0.0357997
980	0.0339646
981	0.032524
982	0.031423
983	0.0306221
984	0.0300933
985	0.0298187
986	0.0297888
987	0.0300023
988	0.0304652
989	0.0311924
990	0.0322072
991	0.0335446
992	0.0352511
993	0.0373864
994	0.0400436
995	0.0433408
996	0.0474369
997	0.0525514
998	0.0589868
999	0.0671733
1000	0.0777254
1001	0.0915487
1002	0.1099889
1003	0.1350932
1004	0.1699877
1005	0.2193343
1006	0.2895261
1007	0.386686
1008	0.5074032
1009	0.6174309
1010	0.6495215
1011	0.5767729
1012	0.4543386
1013	0.3406304
1014	0.2545404
1015	0.1935685
1016	0.1507989
1017	0.1204313
1018	0.0984337
1019	0.0821545
1020	0.0698633
1021	0.0604101
1022	0.0530238
1023	0.0471716
1024	0.0424828
1025	0.0386906
1026	0.035603
1027	0.0330775
1028	0.0310086
1029	0.0293162
1030	0.0279401
1031	0.026834
1032	0.0259632
1033	0.0253014
1034	0.0248002
1035	0.0244695
1036	0.0243082
1037	0.0243119
1038	0.0244808
1039	0.0248193
1040	0.0253365
1041	0.0260466
1042	0.0269704
1043	0.0281353
1044	0.0295783
1045	0.0313478
1046	0.033508
1047	0.0361425
1048	0.0393643
1049	0.0433233
1050	0.0482254
1051	0.0543555
1052	0.0621125
1053	0.0720723
1054	0.0850726
1055	0.1023701
1056	0.125863
1057	0.1584666
1058	0.204555
1059	0.2702362
1060	0.3617583
1061	0.477376
1062	0.5869723
1063	0.6254711
1064	0.5603546
1065	0.4421462
1066	0.330332
1067	0.2454281
1068	0.1854061
1069	0.1434594
1070	0.1137752
1071	0.0923414
1072	0.0765175
1073	0.0645895
1074	0.0554223
1075	0.0482579
1076	0.0425735
1077	0.0380062
1078	0.0342953
1079	0.0312576
1080	0.0287493
1081	0.0266657
1082	0.0249289
1083	0.0234783
1084	0.022268
1085	0.0212615
1086	0.020431
1087	0.0197543
1088	0.0192145
1089	0.0187986
1090	0.0184968
1091	0.0183023
1092	0.0182108
1093	0.0182201
1094	0.0183303
1095	0.018544
1096	0.0188658
1097	0.0193028
1098	0.0198654
1099	0.020567
1100	0.0214254
1101	0.0224631
1102	0.0237098
1103	0.0252024
1104	0.0269899
1105	0.0291344
1106	0.0317188
1107	0.0348512
1108	0.0386787
1109	0.0433998
1110	0.0492917
1111	0.0567429
1112	0.0663157
1113	0.0788371
1114	0.0955435
1115	0.1183323
1116	0.1501164
1117	0.1953326
1118	0.2601585
1119	0.3508496
1120	0.4646732
1121	0.5684352
1122	0.5956727
1123	0.5223319
1124	0.4053694
1125	0.2999905
1126	0.2218207
1127	0.1671635
1128	0.1291624
1129	0.1023188
1130	0.0829277
1131	0.0685991
1132	0.0577779
1133	0.0494458
1134	0.0429164
1135	0.0377218
1136	0.0335326
1137	0.0301152
1138	0.0272988
1139	0.024958
1140	0.0229982
1141	0.021348
1142	0.0199519
1143	0.0187673
1144	0.0177603
1145	0.0169044
1146	0.0161786
1147	0.0155657
1148	0.0150525
1149	0.0146279
1150	0.0142837
1151	0.0140129
1152	0.0138106
1153	0.0136729
1154	0.0135974
1155	0.0135827
1156	0.0136285
1157	0.0137355
1158	0.0139056
1159	0.0141419
1160	0.0144486
1161	0.0148316
1162	0.0152982
1163	0.015858
1164	0.0165228
1165	0.0173075
1166	0.0182308
1167	0.0193159
1168	0.0205925
1169	0.0220978
1170	0.0238799
1171	0.0260004
1172	0.0285408
1173	0.0316077
1174	0.0353458
1175	0.0399524
1176	0.0457003
1177	0.0529786
1178	0.0623462
1179	0.0746333
1180	0.0910859
1181	0.1136377
1182	0.1452692
1183	0.1903585
1184	0.2549354
1185	0.3444955
1186	0.4539287
1187	0.5466943
1188	0.5602298
1189	0.4827935
1190	0.3722677
1191	0.2758242
1192	0.2048225
1193	0.155114
1194	0.1203686
1195	0.0956883
1196	0.0777639
1197	0.0644516
1198	0.0543498
1199	0.0465367
1200	0.0403875
1201	0.0354746
1202	0.0314955
1203	0.0282352
1204	0.0255354
1205	0.0232798
1206	0.0213803
1207	0.0197697
1208	0.0183964
1209	0.0172197
1210	0.0162079
1211	0.0153353
1212	0.0145818
1213	0.0139306
1214	0.0133687
1215	0.0128848
1216	0.0124703
1217	0.0121177
1218	0.0118211
1219	0.0115758
1220	0.0113777
1221	0.0112239
1222	0.011112
1223	0.0110402
1224	0.0110075
1225	0.0110134
1226	0.0110577
1227	0.011141
1228	0.0112644
1229	0.0114294
1230	0.0116384
1231	0.0118942
1232	0.0122007
1233	0.0125624
1234	0.012985
1235	0.0134755
1236	0.0140422
1237	0.0146955
1238	0.0154479
1239	0.0163147
1240	0.0173258
1241	0.0185607
1242	0.0199892
1243	0.0216498
1244	0.0235901
1245	0.0258718
1246	0.0285734
1247	0.0317982
1248	0.0356816
1249	0.0404061
1250	0.0462178
1251	0.0534585
1252	0.0626042
1253	0.0743355
1254	0.0896372
1255	0.1099417
1256	0.1373522
1257	0.1748609
1258	0.2264293
1259	0.2960338
1260	0.3837044
1261	0.4756954
1262	0.5360994
1263	0.5281446
1264	0.4581575
1265	0.3666228
1266	0.2839679
1267	0.2194916
1268	0.1717787
1269	0.1368511
1270	0.1110999
1271	0.0918292
1272	0.0771647
1273	0.0658115
1274	0.0568816
1275	0.0497519
1276	0.0439841
1277	0.0392609
1278	0.035352
1279	0.0320854
1280	0.0293327
1281	0.0269951
1282	0.0249971
1283	0.0232792
1284	0.0217949
1285	0.0205069
1286	0.0193852
1287	0.0184057
1288	0.0175487
1289	0.016798
1290	0.0161402
1291	0.0155643
1292	0.015061
1293	0.0146228
1294	0.014243
1295	0.0139165
1296	0.0136387
1297	0.013406
1298	0.0132153
1299	0.0130641
1300	0.0129504
1301	0.0128728
1302	0.0128301
1303	0.0128216
1304	0.012847
1305	0.0129063
1306	0.0129965
1307	0.0131213
1308	0.013282
1309	0.0134803
1310	0.0137178
1311	0.013997
1312	0.0143207
1313	0.0146923
1314	0.0151157
1315	0.0155958
1316	0.0161384
1317	0.0167498
1318	0.0174382
1319	0.0182126
1320	0.0190842
1321	0.0200657
1322	0.021173
1323	0.0224242
1324	0.0238419
1325	0.0254528
1326	0.02729
1327	0.029393
1328	0.0318117
1329	0.0346069
1330	0.037856
1331	0.0416548
1332	0.0461271
1333	0.0514318
1334	0.0577734
1335	0.0654225
1336	0.0747335
1337	0.0861831
1338	0.1004046
1339	0.118255
1340	0.1408668
1341	0.1697227
1342	0.2066221
1343	0.2534712
1344	0.3114327
1345	0.3790147
1346	0.4487291
1347	0.5047443
1348	0.5275038
1349	0.5074633
1350	0.4538104
1351	0.3858566
1352	0.3193628
1353	0.261923
1354	0.2151982
1355	0.1781774
1356	0.149064
1357	0.1261287
1358	0.1079312
1359	0.0933628
1360	0.0815796
1361	0.0719547
1362	0.0640148
1363	0.0574036
1364	0.0518528
1365	0.0471542
1366	0.0431489
1367	0.0397113
1368	0.0367437
1369	0.0341674
1370	0.0319202
1371	0.0299511
1372	0.0282193
1373	0.0266907
1374	0.0253379
1375	0.0241373
1376	0.02307
1377	0.0221197
1378	0.0212353
1379	0.0203904
1380	0.0196349
1381	0.0189596
1382	0.0183562
1383	0.0178179
1384	0.0173386
1385	0.0169133
1386	0.0165376
1387	0.0162077
1388	0.0159204
1389	0.015673
1390	0.0154632
1391	0.0152891
1392	0.0151491
1393	0.015042
1394	0.0149667
1395	0.0149226
1396	0.0149092
1397	0.0149264
1398	0.0149742
1399	0.015053
1400	0.0151632
1401	0.0153057
1402	0.0154815
1403	0.0156922
1404	0.0159393
1405	0.0162249
1406	0.0165515
1407	0.0169219
1408	0.0173394
1409	0.0178079
1410	0.0183321
1411	0.018917
1412	0.0195688
1413	0.0202945
