Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
511.5258,0.0497751,-1.17549e-38,0.0314076,-1.17549e-38,-1.17549e-38,0.171674,0.0434503,0.0175271,-1.17549e-38,0.0273642,-1.17549e-38,0.00315134,0.0263174,-1.17549e-38,0.081561,-1.17549e-38,-1.17549e-38,0.0673557,-1.17549e-38,0.107997,0.0441286,-1.17549e-38,-1.17549e-38,0.0876602,0.0818484,0.0413318,-1.17549e-38,-1.17549e-38,0.0433962,0.00732263
512.008,0.0159751,-1.17549e-38,0.00545409,-1.17549e-38,-1.17549e-38,0.123443,0.0254862,0.00161259,-1.17549e-38,0.0179021,0.0511339,0.0402921,-1.17549e-38,-1.17549e-38,0.0557987,-1.17549e-38,0.00016583,0.0593907,-1.17549e-38,0.09566,0.0556018,-1.17549e-38,-1.17549e-38,0.0481733,0.0559305,0.0790775,-1.17549e-38,-1.17549e-38,0.0186069,0.0142769
512.4901,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0661051,0.0106798,-1.17549e-38,-1.17549e-38,0.0147348,0.0988761,0.0647471,-1.17549e-38,-1.17549e-38,0.0398586,-1.17549e-38,-1.17549e-38,0.0520864,-1.17549e-38,0.0759844,0.0554374,-1.17549e-38,-1.17549e-38,0.0119758,0.0178777,0.119009,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0169384
512.9722,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0200196,-1.17549e-38,0.0124344,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0242956,0.110077,0.0714363,-1.17549e-38,-1.17549e-38,0.0352746,-1.17549e-38,-1.17549e-38,0.0418556,-1.17549e-38,0.0518728,0.0467709,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.150671,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0125729
513.4543,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0363254,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00124345,-1.17549e-38,0.0467716,0.0759657,0.0572477,-1.17549e-38,-1.17549e-38,0.037834,-1.17549e-38,-1.17549e-38,0.0314631,-1.17549e-38,0.0265928,0.0366832,-1.17549e-38,-1.17549e-38,0.000373957,-1.17549e-38,0.164144,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00569871
513.9365,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0348529,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.074217,0.00658954,0.0217038,-1.17549e-38,-1.17549e-38,0.0407184,-1.17549e-38,-1.17549e-38,0.027182,0.00788948,0.00425615,0.0313578,-1.17549e-38,-1.17549e-38,0.0358455,-1.17549e-38,0.155727,-1.17549e-38,-1.17549e-38,0.00968668,0.00481322
514.4186,-1.17549e-38,-1.17549e-38,0.0226489,0.0216336,0.00367403,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0939487,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0391192,-1.17549e-38,-1.17549e-38,0.0315408,0.0387389,-1.17549e-38,0.0326185,-1.17549e-38,-1.17549e-38,0.0875563,-1.17549e-38,0.128995,-1.17549e-38,-1.17549e-38,0.0309219,0.0158197
514.9007,-1.17549e-38,-1.17549e-38,0.0589009,0.0112697,0.0305967,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0953866,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0325763,-1.17549e-38,-1.17549e-38,0.0384271,0.0485452,-1.17549e-38,0.0374842,-1.17549e-38,-1.17549e-38,0.133502,-1.17549e-38,0.0911791,-1.17549e-38,-1.17549e-38,0.0435243,0.0366868
515.3828,-1.17549e-38,-1.17549e-38,0.083806,0.0171128,0.0486485,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00790222,0.0757371,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0234055,-1.17549e-38,-1.17549e-38,0.0353937,0.0386445,-1.17549e-38,0.0404754,-1.17549e-38,-1.17549e-38,0.149076,-1.17549e-38,0.0488025,-1.17549e-38,-1.17549e-38,0.0414111,0.0572568
515.8649,-1.17549e-38,0.00706923,0.0904405,0.0409926,0.0577267,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0511968,0.0411108,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0131722,-1.17549e-38,-1.17549e-38,0.0121264,0.0212828,0.000644665,0.0371209,-1.17549e-38,0.0429796,0.117887,-1.17549e-38,0.0063653,-1.17549e-38,-1.17549e-38,0.0270885,0.0647471
516.347,-1.17549e-38,0.0176747,0.0802569,0.0693344,0.0602176,-1.17549e-38,0.0131103,0.00735893,0.0706442,0.00280354,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00078704,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0128637,0.0146477,0.0267906,-1.17549e-38,0.0733304,0.0412171,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0104638,0.052124
516.8292,-1.17549e-38,0.0236924,0.0620724,0.0797017,0.0598729,0.0488779,0.0288439,0.0244345,0.0545848,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0238126,0.0255096,0.0130422,-1.17549e-38,0.0675779,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00323273,0.024204
517.3113,-1.17549e-38,0.0267204,0.047552,0.0554065,0.0595016,0.115252,0.0302389,0.0282554,0.0114075,-1.17549e-38,0.0184638,-1.17549e-38,-1.17549e-38,0.0177957,-1.17549e-38,0.00866017,-1.17549e-38,-1.17549e-38,0.0513342,0.0300567,0.000656245,-1.17549e-38,0.0299631,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.011438,-1.17549e-38
517.7934,0.0164284,0.0305729,0.0455861,-1.17549e-38,0.0589477,0.177439,0.0183142,0.0190046,-1.17549e-38,-1.17549e-38,0.0499517,-1.17549e-38,0.0278234,0.0519298,-1.17549e-38,0.0166607,-1.17549e-38,-1.17549e-38,0.0810021,0.0283672,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0310661,-1.17549e-38
518.2755,0.0314783,0.0384831,0.0588177,-1.17549e-38,0.0553033,0.211159,7.67775e-05,0.00674287,-1.17549e-38,-1.17549e-38,0.0622457,0.0320605,0.0573196,0.0797723,-1.17549e-38,0.0207014,-1.17549e-38,-1.17549e-38,0.0963547,0.0231082,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00258396,0.0219071,0.0501008,-1.17549e-38
518.7576,0.0221008,0.0512298,0.0834795,-1.17549e-38,0.0455281,0.199703,-1.17549e-38,0.00415276,-1.17549e-38,-1.17549e-38,0.0648584,0.0778336,0.0742201,0.0913386,-1.17549e-38,0.0220269,-1.17549e-38,-1.17549e-38,0.0889107,0.0175654,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00855436,0.0163891,0.0401609,0.055563,0.020035
519.2397,-1.17549e-38,0.067088,0.11127,-1.17549e-38,0.0295375,0.144178,-1.17549e-38,0.0178643,-1.17549e-38,-1.17549e-38,0.0656023,0.0917577,0.0814097,0.0819309,-1.17549e-38,0.0210539,-1.17549e-38,-1.17549e-38,0.0618249,0.0137196,-1.17549e-38,0.00660304,0.0328466,-1.17549e-38,0.00821322,0.0435945,0.0281336,0.0455644,0.0409748,0.0439682
519.7219,-1.17549e-38,0.0828265,0.132019,-1.17549e-38,0.0114026,0.0644811,-1.17549e-38,0.0444742,-1.17549e-38,-1.17549e-38,0.0651417,0.079959,0.0833207,0.0551674,0.0103657,0.0171678,-1.17549e-38,0.0155379,0.0260529,0.0113683,-1.17549e-38,0.00730128,0.074567,-1.17549e-38,0.0269082,0.066356,0.0364845,0.0371786,0.0102074,0.0513677
520.204,-1.17549e-38,0.0946345,0.13689,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0735725,-1.17549e-38,-1.17549e-38,0.058421,0.0572521,0.0832692,0.0217035,0.0249909,0.00989052,0.00888028,0.0316464,-1.17549e-38,0.0086013,-1.17549e-38,-1.17549e-38,0.0897397,-1.17549e-38,0.0525302,0.0727629,0.0382823,0.0195753,-1.17549e-38,0.0373177
520.6861,-1.17549e-38,0.0985783,0.121528,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0952045,-1.17549e-38,-1.17549e-38,0.0408558,0.0398145,0.0820725,-1.17549e-38,0.0232281,0.000207797,0.0403446,0.0402573,-1.17549e-38,0.00327458,-1.17549e-38,-1.17549e-38,0.0739713,-1.17549e-38,0.0710659,0.0640259,0.0296007,0.00013201,-1.17549e-38,0.00967764
521.1682,-1.17549e-38,0.0910573,0.0877942,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.105862,-1.17549e-38,-1.17549e-38,0.0137863,0.0377316,0.0783285,-1.17549e-38,0.00905934,-1.17549e-38,0.0625172,0.0478399,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0410735,0.0317162,0.068809,0.0444637,0.00906353,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.6503,-1.17549e-38,0.0699685,0.0431197,-1.17549e-38,0.0126929,-1.17549e-38,0.000252827,0.108577,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0512275,0.0699057,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0725857,0.0581631,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00916481,0.0633185,0.0435817,0.0193135,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
522.1324,-1.17549e-38,0.0365608,-1.17549e-38,-1.17549e-38,0.0276887,-1.17549e-38,0.0117289,0.107877,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0720277,0.055778,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0723061,0.0706735,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0886645,0.00702507,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
522.6146,0.023199,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0390093,0.00264731,0.0239305,0.104265,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0885881,0.0373644,0.0119609,-1.17549e-38,-1.17549e-38,0.0653182,0.0811982,-1.17549e-38,-1.17549e-38,0.00552326,-1.17549e-38,-1.17549e-38,0.101388,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0211084
523.0967,0.0588334,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0430071,0.0266031,0.0330907,0.0928142,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0923971,0.0186678,0.0289127,-1.17549e-38,-1.17549e-38,0.0537514,0.084124,-1.17549e-38,-1.17549e-38,0.0413346,-1.17549e-38,-1.17549e-38,0.0956524,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.060423
523.5788,0.0831196,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0377297,0.0487726,0.0356642,0.067117,0.0212049,-1.17549e-38,-1.17549e-38,0.0821187,0.00490495,0.0409835,-1.17549e-38,0.00131557,0.0365007,0.0753544,-1.17549e-38,-1.17549e-38,0.0677946,-1.17549e-38,-1.17549e-38,0.0687937,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00585104,-1.17549e-38,0.0927659
524.0609,0.0922988,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0222527,0.0709871,0.0308706,0.0256509,0.0756561,-1.17549e-38,-1.17549e-38,0.063648,0.000166165,0.0452144,-1.17549e-38,0.00613626,0.0106643,0.0551211,-1.17549e-38,-1.17549e-38,0.0815456,-1.17549e-38,-1.17549e-38,0.0223147,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0171915,-1.17549e-38,0.108034
524.543,0.0882569,-1.17549e-38,-1.17549e-38,0.0236582,-1.17549e-38,0.0909119,0.0216228,-1.17549e-38,0.116487,-1.17549e-38,0.00436479,0.046807,0.00526691,0.0395211,-1.17549e-38,0.00874562,-1.17549e-38,0.0293654,-1.17549e-38,-1.17549e-38,0.0800036,0.00971644,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0310022,-1.17549e-38,0.102794
525.0251,0.0787238,-1.17549e-38,-1.17549e-38,0.0597166,-1.17549e-38,0.102462,0.0133003,-1.17549e-38,0.1279,0.00340718,0.0247298,0.0408767,0.016923,0.023404,-1.17549e-38,0.00991118,-1.17549e-38,0.0082913,-1.17549e-38,-1.17549e-38,0.0639484,0.0105183,-1.17549e-38,-1.17549e-38,0.0118532,0.0129764,0.00792961,0.0470301,-1.17549e-38,0.0805646
525.5073,0.0739507,0.00690358,0.0207156,0.0744483,-1.17549e-38,0.100133,0.0110295,-1.17549e-38,0.104502,0.00496503,0.0508004,0.0506217,0.0291035,-1.17549e-38,-1.17549e-38,0.0104516,-1.17549e-38,0.00125396,-1.17549e-38,-1.17549e-38,0.0402845,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0322975,0.0528169,0.0201571,0.0622241,0.0212085,0.0503715
525.9894,0.0803844,0.0312421,0.0387318,0.0753611,-1.17549e-38,0.0838419,0.0168436,-1.17549e-38,0.0554016,-1.17549e-38,0.0803997,0.0739828,0.0366088,-1.17549e-38,-1.17549e-38,0.0103591,-1.17549e-38,0.00978193,0.00208901,-1.17549e-38,0.0206344,-1.17549e-38,0.000176733,-1.17549e-38,0.060347,0.0993173,0.0270701,0.0713028,0.0531252,0.0236359
526.4715,0.0956077,0.0443096,0.043553,0.0762223,-1.17549e-38,0.0598555,0.0285677,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.10649,0.102779,0.0387578,-1.17549e-38,-1.17549e-38,0.0087632,-1.17549e-38,0.0245104,0.0135996,-1.17549e-38,0.0141631,-1.17549e-38,0.0655175,-1.17549e-38,0.0889341,0.142083,0.0298823,0.0695685,0.0683913,0.00962033
526.9536,0.109753,0.0473746,0.0347259,0.086182,-1.17549e-38,0.0365536,0.0413595,0.0343646,-1.17549e-38,-1.17549e-38,0.120829,0.126372,0.0396732,-1.17549e-38,0.00108251,0.00480719,-1.17549e-38,0.0308228,-1.17549e-38,0.0218401,0.020048,-1.17549e-38,0.102357,-1.17549e-38,0.104535,0.167137,0.0301706,0.0558748,0.0552046,0.0116853
527.4357,0.112657,0.045066,0.0176756,0.103351,-1.17549e-38,0.0192461,0.0504536,0.0839291,-1.17549e-38,-1.17549e-38,0.118753,0.135708,0.0444955,-1.17549e-38,0.0265858,-1.17549e-38,0.0516642,0.0195775,-1.17549e-38,0.0412141,0.0272662,-1.17549e-38,0.10798,-1.17549e-38,0.0971535,0.164105,0.0301917,0.0332023,0.0151855,0.0269914
527.9178,0.100327,0.0416651,0.00104117,0.117237,-1.17549e-38,0.00873346,0.0528994,0.118022,-1.17549e-38,-1.17549e-38,0.101446,0.125436,0.055034,-1.17549e-38,0.0392779,-1.17549e-38,0.101121,-1.17549e-38,-1.17549e-38,0.0537621,0.0222928,-1.17549e-38,0.0948907,-1.17549e-38,0.0678761,0.13246,0.0324921,0.00688456,-1.17549e-38,0.0492881
528.4,0.0763258,0.039191,-1.17549e-38,0.116355,-1.17549e-38,0.0034045,0.0478554,0.135985,-1.17549e-38,0.0143859,0.0754196,0.0945492,0.0683457,-1.17549e-38,0.036472,-1.17549e-38,0.121908,-1.17549e-38,-1.17549e-38,0.0578825,-1.17549e-38,0.0196586,0.0805527,-1.17549e-38,0.0282421,0.0827142,0.0382442,-1.17549e-38,-1.17549e-38,0.0721929
