Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
512.008,0.0657102,-1.17549e-38,0.00940756,0.0134726,0.034291,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0320988,-1.17549e-38,0.000851361,-1.17549e-38,0.18268,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.000210573,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00509825,-1.17549e-38,-1.17549e-38,0.0123783,0.082488
512.4901,0.0734652,0.0258538,-1.17549e-38,0.026288,0.14001,-1.17549e-38,0.00190811,0.0284499,-1.17549e-38,0.0129267,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.183317,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00437654,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0210646,-1.17549e-38,-1.17549e-38,0.0136189,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0764196
512.9722,0.0875394,0.0784281,0.00431891,0.0301795,0.217946,-1.17549e-38,0.0229309,0.0578113,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.162708,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.010809,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0766372,-1.17549e-38,-1.17549e-38,0.0165458,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0466855
513.4543,0.0990395,0.118146,0.0166827,0.0244796,0.23295,-1.17549e-38,0.0477891,0.0796057,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.122738,-1.17549e-38,0.0259844,-1.17549e-38,0.0271811,0.00133457,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.130132,0.00023543,-1.17549e-38,0.0120751,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0043442
513.9365,0.101377,0.140361,0.0281577,0.0134447,0.178413,-1.17549e-38,0.0646991,0.0904295,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0154031,0.000723345,0.0704601,0.0183641,0.0577787,-1.17549e-38,0.0557741,0.00441983,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.164366,0.102504,-1.17549e-38,0.00206984,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
514.4186,0.0944425,0.144422,0.0335123,0.00455658,0.080281,-1.17549e-38,0.066125,0.0899675,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0580258,0.0364331,0.0156148,0.0542602,0.0645132,-1.17549e-38,0.0908685,0.00547217,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.169883,0.191682,0.0480761,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
514.9007,0.0843036,0.132478,0.03324,0.00437376,-1.17549e-38,-1.17549e-38,0.0526442,0.0809964,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0995411,0.0333183,-1.17549e-38,0.070618,0.0431349,-1.17549e-38,0.122098,0.00559793,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.146889,0.238806,0.10061,-1.17549e-38,-1.17549e-38,0.00428905,-1.17549e-38,-1.17549e-38
515.3828,0.079213,0.107842,0.0320574,0.0140683,-1.17549e-38,-1.17549e-38,0.0323879,0.0686136,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.12773,0.00423441,-1.17549e-38,0.0727561,0.0043501,-1.17549e-38,0.14114,0.00568087,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.104383,0.23107,0.146671,-1.17549e-38,0.022852,0.0250473,-1.17549e-38,-1.17549e-38
515.8649,0.0843665,0.0740525,0.0346828,0.0273714,-1.17549e-38,-1.17549e-38,0.0169861,0.058629,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.130938,-1.17549e-38,-1.17549e-38,0.0726082,-1.17549e-38,-1.17549e-38,0.146997,0.00563347,-1.17549e-38,0.0232756,-1.17549e-38,0.0576971,0.176624,0.182647,-1.17549e-38,0.0455334,0.0486352,-1.17549e-38,-1.17549e-38
516.347,0.0978361,0.0350269,0.0416225,0.0329442,-1.17549e-38,-1.17549e-38,0.0158045,0.0550915,-1.17549e-38,-1.17549e-38,0.0140375,0.103525,-1.17549e-38,-1.17549e-38,0.0791072,-1.17549e-38,-1.17549e-38,0.146367,0.00452391,0.00742703,0.0889245,-1.17549e-38,0.0244231,0.0994789,0.203349,-1.17549e-38,0.0578805,0.0625331,0.0238993,-1.17549e-38
516.8292,0.109929,-1.17549e-38,0.0479912,0.0211194,0.0443475,0.0309996,0.0306098,0.0576759,0.030322,-1.17549e-38,0.0235327,0.0513222,-1.17549e-38,-1.17549e-38,0.0927505,-1.17549e-38,-1.17549e-38,0.148526,0.00146496,0.0300419,0.143692,-1.17549e-38,0.0181314,0.0268337,0.201848,-1.17549e-38,0.0572152,0.0540361,0.0893541,-1.17549e-38
517.3113,0.107531,-1.17549e-38,0.0469346,-1.17549e-38,0.0911817,0.0763556,0.0537138,0.060862,0.110678,0.00234159,0.0197711,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.107622,-1.17549e-38,-1.17549e-38,0.157844,-1.17549e-38,0.0613805,0.176549,-1.17549e-38,0.0416939,-1.17549e-38,0.173113,-1.17549e-38,0.0446915,0.01746,0.136548,-1.17549e-38
517.7934,0.0819488,-1.17549e-38,0.0355295,-1.17549e-38,0.111521,0.121141,0.07184,0.0565471,0.181086,0.00867808,0.00441638,-1.17549e-38,0.0104193,0.00962481,0.117944,0.0132336,-1.17549e-38,0.169636,-1.17549e-38,0.0932865,0.18174,-1.17549e-38,0.0848618,-1.17549e-38,0.119065,-1.17549e-38,0.0237459,-1.17549e-38,0.150323,-1.17549e-38
518.2755,0.0353169,-1.17549e-38,0.0181248,-1.17549e-38,0.11805,0.150504,0.0738891,0.0390793,0.230248,0.00523155,-1.17549e-38,-1.17549e-38,0.0232485,0.015823,0.122352,0.042612,-1.17549e-38,0.172778,-1.17549e-38,0.117028,0.160602,-1.17549e-38,0.128875,-1.17549e-38,0.0509198,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.127461,-1.17549e-38
518.7576,-1.17549e-38,-1.17549e-38,0.00395177,-1.17549e-38,0.130724,0.154179,0.0574452,0.00941548,0.248629,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0227655,0.0134445,0.122305,0.0601121,-1.17549e-38,0.156807,-1.17549e-38,0.12721,0.119573,-1.17549e-38,0.155385,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0780881,-1.17549e-38
519.2397,-1.17549e-38,-1.17549e-38,0.00070283,-1.17549e-38,0.157383,0.132577,0.0299471,-1.17549e-38,0.230232,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00805726,0.0138703,0.117636,0.0655462,-1.17549e-38,0.118227,-1.17549e-38,0.122757,0.0671763,-1.17549e-38,0.154394,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0194906,-1.17549e-38
519.7219,-1.17549e-38,-1.17549e-38,0.00887909,-1.17549e-38,0.18478,0.0967096,0.00396618,-1.17549e-38,0.176254,-1.17549e-38,-1.17549e-38,0.0219261,-1.17549e-38,0.0275428,0.104754,0.063031,0.00261735,0.0624711,-1.17549e-38,0.1058,0.0123011,-1.17549e-38,0.127512,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
520.204,-1.17549e-38,-1.17549e-38,0.0212856,-1.17549e-38,0.186503,0.0616759,-1.17549e-38,-1.17549e-38,0.0980891,-1.17549e-38,0.0218568,0.0674437,-1.17549e-38,0.0572545,0.0797825,0.057889,0.0092832,0.00111056,-1.17549e-38,0.0801577,-1.17549e-38,0.0190087,0.0853674,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
520.6861,-1.17549e-38,-1.17549e-38,0.0283506,-1.17549e-38,0.142498,0.037575,-1.17549e-38,-1.17549e-38,0.015909,-1.17549e-38,0.0469666,0.102333,-1.17549e-38,0.0966366,0.0437134,0.0546475,0.0123005,-1.17549e-38,-1.17549e-38,0.0502177,-1.17549e-38,0.0474733,0.0407626,-1.17549e-38,0.0336219,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.1682,-1.17549e-38,-1.17549e-38,0.0250572,-1.17549e-38,0.0559811,0.0241061,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0644341,0.118419,-1.17549e-38,0.134682,0.00439597,0.0562793,0.011771,-1.17549e-38,0.00230295,0.0201791,-1.17549e-38,0.0689429,0.00185862,0.0140859,0.0989529,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.6503,0.0133999,-1.17549e-38,0.013896,-1.17549e-38,-1.17549e-38,0.0125771,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0698508,0.109416,-1.17549e-38,0.162418,-1.17549e-38,0.0638386,0.00620973,-1.17549e-38,0.00342066,-1.17549e-38,-1.17549e-38,0.0800232,-1.17549e-38,0.0253455,0.151396,0.0029541,0.0205119,0.0204626,-1.17549e-38,-1.17549e-38
522.1324,0.0136582,-1.17549e-38,0.00197258,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00572626,0.0628775,0.0734238,-1.17549e-38,0.176786,-1.17549e-38,0.0758385,-1.17549e-38,-1.17549e-38,0.00274514,-1.17549e-38,-1.17549e-38,0.0827834,-1.17549e-38,0.0132915,0.177349,0.00545121,0.0702474,0.0401405,-1.17549e-38,0.0241658
522.6146,0.000637458,0.0039378,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0210702,0.0470883,0.0160045,-1.17549e-38,0.179718,-1.17549e-38,0.0877595,-1.17549e-38,-1.17549e-38,0.00040444,-1.17549e-38,-1.17549e-38,0.0828877,-1.17549e-38,-1.17549e-38,0.171848,0.00693898,0.101997,0.0423049,-1.17549e-38,0.0693716
523.0967,-1.17549e-38,0.0111695,-1.17549e-38,0.0432739,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0286731,0.0314893,0.0283253,-1.17549e-38,-1.17549e-38,0.173977,-1.17549e-38,0.0927363,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0857897,-1.17549e-38,-1.17549e-38,0.138335,0.00730984,0.107181,0.0335703,-1.17549e-38,0.113817
523.5788,-1.17549e-38,0.0166587,-1.17549e-38,0.0602101,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.081178,0.0346082,0.0117942,-1.17549e-38,-1.17549e-38,0.159257,-1.17549e-38,0.0838005,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0145454,0.0932667,-1.17549e-38,-1.17549e-38,0.0862135,0.006978,0.0878073,0.0219704,-1.17549e-38,0.140517
524.0609,-1.17549e-38,0.0172372,-1.17549e-38,0.0384292,0.000168655,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.120564,0.0307752,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.131472,0.010136,0.0567209,0.00919579,0.0183654,-1.17549e-38,-1.17549e-38,0.0236459,0.102463,-1.17549e-38,-1.17549e-38,0.0275859,0.00669069,0.0547621,0.0146525,-1.17549e-38,0.133613
524.543,-1.17549e-38,0.0131096,-1.17549e-38,-1.17549e-38,0.00139415,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.144823,0.023117,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0857868,0.0260519,0.0121515,0.051152,0.0392589,-1.17549e-38,0.0371061,0.0218509,0.107978,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00714959,0.0223532,0.0166672,0.0160164,0.0883899
525.0251,0.00528894,0.00807429,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.158005,0.0157927,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0216963,0.043307,-1.17549e-38,0.0973292,0.0473878,-1.17549e-38,0.081363,0.0140207,0.105692,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00866203,0.0022618,0.0301499,0.0469436,0.0172213
525.5073,0.0264493,0.00686662,0.000293667,-1.17549e-38,-1.17549e-38,0.00250858,-1.17549e-38,-1.17549e-38,0.165326,0.011571,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0621547,-1.17549e-38,0.134311,0.0465898,-1.17549e-38,0.112221,0.00748533,0.0961075,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0109769,-1.17549e-38,0.053277,0.0698626,-1.17549e-38
525.9894,0.0425092,0.0112834,0.00997209,-1.17549e-38,-1.17549e-38,0.0354434,-1.17549e-38,-1.17549e-38,0.168884,0.0105735,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0786224,-1.17549e-38,0.152481,0.0438634,-1.17549e-38,0.113333,0.00868638,0.0847519,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0133911,0.00896215,0.0797415,0.0785998,-1.17549e-38
526.4715,0.0485137,0.0183534,0.0199339,-1.17549e-38,-1.17549e-38,0.0553302,-1.17549e-38,-1.17549e-38,0.166611,0.0113708,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0868833,-1.17549e-38,0.150222,0.045358,-1.17549e-38,0.0805477,0.0190187,0.0785414,0.0217552,0.00853619,-1.17549e-38,0.0151097,0.0226546,0.100379,0.073625,-1.17549e-38
526.9536,0.0446941,0.0225987,0.0256867,0.0503262,-1.17549e-38,0.06196,-1.17549e-38,-1.17549e-38,0.155009,0.0133126,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0840962,-1.17549e-38,0.132982,0.0530257,-1.17549e-38,0.0271317,0.0330487,0.0807087,0.0642648,0.0308933,-1.17549e-38,0.0156347,0.0316242,0.10693,0.0646604,-1.17549e-38
527.4357,0.0369575,0.0202229,0.0259063,0.0873273,0.091322,0.057794,-1.17549e-38,-1.17549e-38,0.133058,0.0174005,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0728185,-1.17549e-38,0.108618,0.0644201,-1.17549e-38,-1.17549e-38,0.0413338,0.0889275,0.0896046,0.0658736,-1.17549e-38,0.0148999,0.0326809,0.095508,0.0654709,-1.17549e-38
527.9178,0.0335851,0.0112089,0.0225513,0.0797022,0.160736,0.0454539,0.00329872,-1.17549e-38,0.104009,0.0247,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0589728,-1.17549e-38,0.0835596,0.0750521,-1.17549e-38,-1.17549e-38,0.036143,0.0979547,0.0966404,0.107328,0.00518013,0.0131347,0.0279447,0.0679137,0.0844098,-1.17549e-38
