Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
2400.9414,0.0183515,0.0358335,0.0471185,0.0766816,0.111902,0.14759,0.191613,0.238096,0.289908,0.353182,0.420652,0.492471,0.543763,0.601991,0.575515,0.509835,0.480398,0.425024,0.377011,0.334707,0.29312,0.24948,0.205493,0.161268,0.133269,0.0989194,0.0642234,0.0544175,0.0289177,0.0169302
2401.4233,0.0159819,0.0351857,0.0478366,0.0770384,0.112735,0.147668,0.194512,0.240083,0.293481,0.358475,0.426138,0.503953,0.554952,0.612228,0.587493,0.516791,0.490077,0.431161,0.382624,0.339382,0.294569,0.253261,0.210428,0.16296,0.135843,0.0979122,0.0655642,0.0560665,0.0296969,0.0151025
2401.9055,0.0141293,0.0345938,0.0484728,0.0769988,0.113206,0.148252,0.197845,0.242785,0.297452,0.364034,0.431644,0.515182,0.567107,0.623754,0.599547,0.524988,0.498507,0.437622,0.389055,0.344274,0.29615,0.257138,0.214752,0.165131,0.13824,0.0969959,0.0683833,0.0574966,0.0296713,0.0135237
2402.3877,0.012997,0.0345288,0.0490478,0.0769508,0.113431,0.149371,0.201187,0.245967,0.302227,0.369802,0.437577,0.525781,0.579606,0.636307,0.61169,0.535034,0.505752,0.444377,0.396216,0.349429,0.298498,0.260759,0.217913,0.168044,0.140002,0.0965629,0.0715328,0.0576316,0.0290729,0.0125079
2402.8699,0.0127604,0.0351641,0.0496155,0.0771204,0.113596,0.150818,0.204422,0.249111,0.308052,0.37565,0.444272,0.535736,0.591941,0.649466,0.6241,0.547115,0.512347,0.451566,0.403837,0.354743,0.30176,0.263813,0.219765,0.171763,0.140944,0.0965832,0.0738125,0.0557513,0.0282939,0.0121534
2403.3518,0.0135721,0.0362661,0.0502032,0.0775425,0.113854,0.152386,0.207614,0.251729,0.314827,0.381234,0.451887,0.545301,0.603994,0.662904,0.636974,0.560861,0.519117,0.459341,0.4115,0.359952,0.30559,0.26627,0.220549,0.175907,0.141134,0.0967558,0.0745349,0.0520431,0.0276536,0.0124308
2403.834,0.0154197,0.0373523,0.0508135,0.0782133,0.114245,0.154053,0.210721,0.253603,0.322082,0.386099,0.460282,0.554764,0.616131,0.676508,0.650435,0.575424,0.526844,0.467614,0.418724,0.36473,0.309451,0.268391,0.220753,0.179711,0.140745,0.0968567,0.0737729,0.0476021,0.0272165,0.0132785
2404.3162,0.017945,0.0379937,0.051467,0.0792065,0.114713,0.155951,0.213441,0.254815,0.329168,0.390055,0.469008,0.564254,0.628997,0.690373,0.66451,0.589763,0.535905,0.475965,0.425125,0.368859,0.313018,0.270525,0.220925,0.182403,0.139942,0.0969734,0.0722025,0.0438946,0.026781,0.014637
2404.7983,0.0204078,0.0380498,0.0522158,0.0805927,0.115241,0.158173,0.215339,0.255611,0.335543,0.393522,0.477484,0.573728,0.643093,0.704689,0.679112,0.603046,0.546081,0.483844,0.430575,0.372399,0.316425,0.272882,0.2215,0.183617,0.138885,0.0974253,0.0706815,0.0420423,0.0260505,0.0164117
2405.2803,0.0219087,0.0376927,0.0530909,0.0822255,0.11602,0.160589,0.216173,0.256257,0.341014,0.397527,0.4853,0.583119,0.658365,0.719625,0.694005,0.614959,0.556693,0.490959,0.435289,0.375718,0.320184,0.275451,0.222704,0.183572,0.137839,0.0984478,0.0698292,0.0423614,0.0248817,0.0184139
2405.7625,0.0218117,0.0372508,0.05402,0.0836431,0.117464,0.162849,0.216133,0.257019,0.345755,0.403225,0.492471,0.592513,0.674117,0.735248,0.708827,0.625759,0.567021,0.497555,0.439763,0.37938,0.324834,0.27812,0.224565,0.182884,0.137211,0.099934,0.0698268,0.0443687,0.0234465,0.0203478
2406.2446,0.020139,0.0370124,0.054797,0.0842673,0.119962,0.164563,0.215798,0.25824,0.350099,0.411206,0.499466,0.602214,0.689361,0.751491,0.723206,0.63604,0.576769,0.504344,0.444564,0.383921,0.330526,0.280829,0.227001,0.182181,0.137435,0.10147,0.0704894,0.0471505,0.022191,0.021876
2406.7268,0.0176737,0.0371138,0.0551491,0.083823,0.123497,0.165543,0.215825,0.260401,0.354243,0.421048,0.507001,0.612656,0.703409,0.768182,0.736961,0.646384,0.586278,0.512111,0.450082,0.389633,0.336829,0.28364,0.229934,0.181805,0.138728,0.102642,0.0714805,0.0498035,0.0216062,0.0227437
2407.2087,0.0156441,0.0375238,0.0548711,0.0826521,0.127432,0.165927,0.216595,0.264013,0.358066,0.431459,0.515696,0.624226,0.716313,0.785127,0.750269,0.65711,0.596321,0.521262,0.456389,0.396471,0.342906,0.286671,0.233328,0.181787,0.140894,0.103356,0.0724859,0.0517045,0.0219505,0.0228928
2407.6909,0.0151152,0.0380632,0.0539445,0.0816272,0.130702,0.166121,0.218047,0.26936,0.361222,0.44095,0.525812,0.637097,0.728836,0.802222,0.763645,0.668264,0.607604,0.531608,0.463303,0.404113,0.347994,0.289986,0.237155,0.182028,0.143347,0.103902,0.0732557,0.0525586,0.023101,0.0224939
2408.1731,0.016418,0.0384264,0.0525795,0.0816575,0.13238,0.166618,0.219798,0.276234,0.363429,0.448642,0.537169,0.651143,0.741978,0.819547,0.777717,0.679806,0.620298,0.542522,0.470588,0.41214,0.351872,0.293574,0.241299,0.182506,0.145392,0.10473,0.0735718,0.0523278,0.0246361,0.0218655
2408.6553,0.0189574,0.0382431,0.0511685,0.0831171,0.132234,0.167769,0.221432,0.283864,0.364796,0.454693,0.549271,0.665984,0.756408,0.837354,0.792917,0.691827,0.633925,0.553347,0.478174,0.42023,0.355034,0.297402,0.24551,0.183344,0.146602,0.106121,0.0732682,0.0511656,0.0261007,0.0213142
2409.1372,0.02153,0.037234,0.0501813,0.0856086,0.130868,0.169653,0.222789,0.291139,0.365941,0.460122,0.561529,0.681126,0.772207,0.855935,0.8093,0.70462,0.647651,0.563762,0.486213,0.428261,0.358408,0.301472,0.24946,0.184735,0.14707,0.107998,0.0723571,0.0493925,0.0272797,0.0209813
2409.6194,0.0229715,0.0354236,0.0500266,0.088231,0.129323,0.172058,0.224076,0.297043,0.367809,0.466187,0.573475,0.696166,0.789058,0.875411,0.826607,0.71855,0.660785,0.573909,0.494949,0.436265,0.362805,0.305785,0.252867,0.186838,0.147376,0.109994,0.0711625,0.0474693,0.0282938,0.0207821
2410.1016,0.0227474,0.0332646,0.0508972,0.0901448,0.128424,0.174588,0.22577,0.301067,0.37129,0.473698,0.584893,0.710956,0.806659,0.895603,0.844508,0.733818,0.673148,0.584235,0.504498,0.44428,0.36844,0.31026,0.255636,0.189728,0.148287,0.111672,0.0702953,0.045918,0.0294432,0.0204711
2410.5837,0.0211446,0.031523,0.0526455,0.0910229,0.128346,0.176847,0.228387,0.303394,0.376834,0.48268,0.595861,0.725641,0.824973,0.916083,0.86286,0.750274,0.685127,0.595184,0.514724,0.452211,0.374843,0.314704,0.257911,0.193387,0.150353,0.112736,0.0703981,0.0451936,0.0308995,0.0197945
2411.0657,0.0189887,0.0309261,0.0547726,0.0910942,0.128698,0.178609,0.23222,0.304757,0.384269,0.492489,0.606707,0.740537,0.844127,0.936438,0.881787,0.767423,0.697423,0.606961,0.525318,0.45982,0.381212,0.318914,0.260022,0.19768,0.153613,0.113109,0.0717789,0.0455555,0.0324641,0.0186444
2411.5479,0.0171143,0.0317645,0.0565978,0.0908207,0.128998,0.179903,0.237162,0.306092,0.392917,0.502252,0.617909,0.755939,0.864103,0.956572,0.901575,0.784635,0.710717,0.619493,0.536006,0.46687,0.386926,0.322844,0.262349,0.202305,0.157541,0.112919,0.0741832,0.0469834,0.0335833,0.0171438
2412.03,0.0159457,0.0337142,0.05757,0.0905036,0.129134,0.180974,0.242688,0.308172,0.401909,0.511339,0.629923,0.771993,0.884571,0.976866,0.922479,0.801475,0.725432,0.632572,0.546729,0.473319,0.391881,0.326705,0.265183,0.206781,0.16126,0.112445,0.0768885,0.0491641,0.0336432,0.0156342
2412.5122,0.0154207,0.0360136,0.0575552,0.0901181,0.129457,0.182151,0.248025,0.311399,0.410561,0.51961,0.642985,0.788718,0.905072,0.998053,0.944599,0.817956,0.741672,0.646057,0.557621,0.479437,0.396426,0.330876,0.268622,0.210582,0.163933,0.112061,0.0790846,0.0515599,0.0323692,0.0145861
2412.9941,0.0152232,0.0378866,0.0568992,0.0894489,0.130473,0.183682,0.252454,0.315801,0.418589,0.527373,0.656966,0.80613,0.925423,1.02088,0.967872,0.834577,0.759247,0.659961,0.568818,0.485725,0.401028,0.335688,0.272549,0.213373,0.165164,0.112143,0.0803004,0.0535732,0.0300654,0.0144578
2413.4763,0.015092,0.0389362,0.0562001,0.088366,0.1324,0.185646,0.255604,0.321164,0.426107,0.535166,0.671385,0.824313,0.945973,1.04575,0.99215,0.852072,0.777744,0.674376,0.580267,0.492701,0.405966,0.34122,0.276689,0.215213,0.165208,0.112936,0.0806097,0.0547834,0.0275206,0.0155224
2413.9585,0.014972,0.0392638,0.0559353,0.0870162,0.134962,0.187933,0.257613,0.32716,0.433422,0.5435,0.685653,0.843343,0.967443,1.07255,1.01727,0.871004,0.79661,0.68928,0.591731,0.500689,0.41129,0.347253,0.280758,0.216554,0.164869,0.114412,0.0805139,0.0551655,0.0256251,0.0176997
2414.4407,0.0149514,0.0392731,0.0562118,0.085815,0.137551,0.190297,0.259049,0.333428,0.440794,0.55273,0.699451,0.863104,0.990416,1.10076,1.04307,0.89141,0.815304,0.704424,0.603001,0.509736,0.41703,0.353386,0.284628,0.218001,0.16509,0.116228,0.0806151,0.0551382,0.0249364,0.0204694
2414.9226,0.0151079,0.0393285,0.0568171,0.0852832,0.139619,0.192441,0.260642,0.339614,0.448315,0.563051,0.713029,0.883177,1.01486,1.12969,1.06938,0.912749,0.833516,0.719422,0.614145,0.519678,0.423419,0.359204,0.288426,0.219976,0.166446,0.117855,0.0813087,0.055347,0.0254591,0.022967
2415.4048,0.0154315,0.0395064,0.0575058,0.0858382,0.141026,0.194121,0.262979,0.345429,0.455978,0.57455,0.727175,0.902957,1.04009,1.1588,1.09605,0.934186,0.851351,0.734022,0.625549,0.530274,0.430883,0.364407,0.292471,0.22252,0.168828,0.118835,0.0826572,0.0562497,0.0267472,0.0242957
2415.887,0.015879,0.0395787,0.0582612,0.0876246,0.142111,0.195259,0.266309,0.350734,0.463862,0.587226,0.742793,0.921968,1.06515,1.18781,1.12296,0.95506,0.869352,0.748366,0.637702,0.541284,0.439753,0.368876,0.297038,0.22534,0.171534,0.119036,0.0844563,0.0577586,0.0282191,0.0239443
2416.3691,0.0164753,0.0391969,0.059299,0.0904203,0.143475,0.196027,0.270529,0.355617,0.472233,0.600937,0.760294,0.940179,1.08949,1.21678,1.15013,0.975248,0.888284,0.762995,0.650856,0.552496,0.449935,0.37272,0.302101,0.22806,0.173719,0.118757,0.0863851,0.0592147,0.0294482,0.022071
2416.8511,0.0173255,0.0381332,0.0608054,0.0936523,0.145603,0.196848,0.275306,0.360368,0.48144,0.615355,0.779213,0.958134,1.11334,1.24596,1.17771,0.995202,0.908773,0.778565,0.664871,0.563731,0.4608,0.376304,0.307228,0.230477,0.174929,0.118599,0.0881233,0.0597778,0.0302585,0.0194382
2417.3333,0.0184987,0.0364339,0.0626406,0.0965622,0.14856,0.19824,0.280207,0.365327,0.491633,0.630013,0.798344,0.976782,1.1376,1.27566,1.20594,1.01568,0.930979,0.795435,0.679355,0.574896,0.471423,0.380199,0.311766,0.232646,0.175355,0.11916,0.089397,0.0590141,0.0306309,0.0169942
2417.8154,0.0198754,0.0344305,0.0642783,0.098513,0.151897,0.200556,0.284801,0.370686,0.502516,0.644475,0.816406,0.997131,1.1634,1.30616,1.23505,1.03737,0.95452,0.813458,0.694001,0.586048,0.481018,0.384985,0.315246,0.234787,0.17565,0.120706,0.0899841,0.0572806,0.0305717,0.0153609
2418.2976,0.0211108,0.0326304,0.0650563,0.0993107,0.154822,0.203751,0.288709,0.376359,0.513384,0.658544,0.832804,1.01987,1.19153,1.3375,1.26513,1.06067,0.978672,0.832162,0.708813,0.597381,0.489293,0.390949,0.317735,0.23713,0.176438,0.122994,0.0897321,0.0556041,0.0300872,0.0145875
2418.7795,0.0217833,0.0315522,0.0645632,0.0993371,0.156561,0.207348,0.29169,0.382052,0.52348,0.672333,0.848009,1.04511,1.22207,1.3695,1.29599,1.08567,1.00275,0.851196,0.724031,0.60909,0.496517,0.397878,0.319893,0.239831,0.177889,0.125365,0.0886042,0.055092,0.0292786,0.0143519
2419.2617,0.0216481,0.03156,0.0628811,0.0993518,0.156734,0.210655,0.293756,0.387483,0.532478,0.686136,0.863283,1.07234,1.25441,1.40183,1.32721,1.11227,1.02644,0.870674,0.739859,0.621205,0.503286,0.40512,0.322642,0.242989,0.17963,0.12708,0.0867306,0.0562377,0.0284321,0.014438
2419.7439,0.0208128,0.0327392,0.0605324,0.100034,0.155576,0.213155,0.29524,0.392607,0.540727,0.700156,0.879928,1.10061,1.2874,1.43426,1.35825,1.14028,1.04992,0.891141,0.756244,0.633535,0.510217,0.411941,0.326659,0.246683,0.181046,0.127724,0.0844276,0.0585737,0.0279775,0.0150749
2420.2261,0.0196956,0.0348509,0.0582059,0.101545,0.153881,0.214816,0.296744,0.397674,0.549063,0.714309,0.898562,1.12882,1.31984,1.46692,1.38882,1.1694,1.07366,0.913124,0.772959,0.645825,0.517748,0.417967,0.331998,0.250932,0.181736,0.127453,0.0821572,0.0608956,0.0283003,0.0168134
2420.708,0.0187745,0.037395,0.056477,0.103411,0.152694,0.216123,0.298914,0.403068,0.558279,0.728267,0.918889,1.15619,1.35085,1.50035,1.41916,1.19918,1.09823,0.936637,0.789914,0.658026,0.526132,0.423394,0.338111,0.255573,0.181817,0.126922,0.0804361,0.0619142,0.029534,0.01999
2421.1902,0.0182956,0.0397804,0.0556777,0.104838,0.152901,0.217804,0.302156,0.409038,0.568634,0.74174,0.940053,1.18253,1.38021,1.53528,1.45004,1.22916,1.12393,0.961022,0.807383,0.670458,0.53553,0.428829,0.34422,0.260192,0.181895,0.126918,0.0797182,0.0609344,0.0314848,0.0242032
2421.6724,0.0181468,0.0415453,0.0559099,0.105235,0.154875,0.220416,0.30646,0.415521,0.579747,0.754787,0.961296,1.20831,1.40843,1.57226,1.48255,1.25899,1.15079,0.985282,0.825888,0.683688,0.546047,0.434893,0.349793,0.264213,0.18276,0.127917,0.0802937,0.0581773,0.0337388,0.0282705
2422.1545,0.0179953,0.0425251,0.0570907,0.104615,0.158345,0.224035,0.311467,0.422213,0.590919,0.767901,0.982452,1.23431,1.43654,1.61127,1.51755,1.2887,1.17854,1.00868,0.845751,0.698177,0.557645,0.441871,0.354791,0.267164,0.184984,0.129851,0.0822322,0.0546088,0.0358598,0.0307966
2422.6365,0.0175969,0.0428786,0.0589574,0.103583,0.162492,0.228243,0.316724,0.428825,0.601631,0.781779,1.00399,1.26123,1.46562,1.65166,1.55519,1.3186,1.20686,1.03119,0.866683,0.713942,0.570037,0.449657,0.359577,0.268958,0.188636,0.132229,0.0853801,0.0514326,0.0375313,0.0310015
2423.1187,0.0170493,0.0429467,0.0610751,0.102963,0.166243,0.232375,0.321967,0.435334,0.611839,0.796941,1.02664,1.28931,1.49635,1.69251,1.5949,1.34911,1.23547,1.0535,0.887783,0.730525,0.58267,0.457955,0.36459,0.269997,0.19322,0.134514,0.0893897,0.0495584,0.0385707,0.0292322
2423.6008,0.016785,0.0430246,0.062937,0.103306,0.168649,0.23587,0.32724,0.442038,0.621898,0.813463,1.05084,1.31842,1.52885,1.73311,1.63567,1.38046,1.26425,1.07654,0.908046,0.747299,0.594906,0.466514,0.370058,0.270991,0.19785,0.136493,0.0937599,0.0493134,0.0388685,0.0267801
2424.083,0.0172729,0.0431821,0.0641717,0.104613,0.169246,0.23852,0.332754,0.449374,0.632254,0.831022,1.07642,1.34832,1.56287,1.77333,1.67666,1.41265,1.29324,1.10102,0.92705,0.763905,0.606312,0.475182,0.375941,0.272601,0.201598,0.138357,0.0978858,0.0504834,0.0383581,0.025117
2424.5649,0.0186221,0.0432471,0.0647343,0.106404,0.168263,0.240517,0.338635,0.457634,0.643202,0.8492,1.10262,1.37894,1.59814,1.8136,1.71752,1.44559,1.32264,1.12709,0.945329,0.780486,0.616878,0.483804,0.382084,0.275141,0.203906,0.140466,0.101145,0.052583,0.0370703,0.025059
2425.0471,0.020377,0.0429667,0.0649199,0.108038,0.166583,0.242334,0.344737,0.466771,0.654882,0.86781,1.1285,1.41042,1.63463,1.85457,1.75835,1.47938,1.35274,1.15438,0.964139,0.797515,0.627016,0.492133,0.388417,0.278523,0.204852,0.142974,0.103044,0.0551536,0.0352117,0.0263919
2425.5293,0.0216892,0.0422397,0.0651491,0.10907,0.165426,0.24455,0.350687,0.476412,0.667429,0.887012,1.15342,1.44287,1.67244,1.89661,1.79943,1.51443,1.38387,1.18232,0.984774,0.815384,0.637349,0.49995,0.395,0.282433,0.205156,0.145629,0.103395,0.0579232,0.0331653,0.0281469
2426.0115,0.0217955,0.0412635,0.0656618,0.109462,0.165864,0.247675,0.356144,0.486037,0.681041,0.907166,1.17736,1.47619,1.71159,1.93961,1.8409,1.55117,1.41629,1.21054,1.00788,0.834054,0.648406,0.507335,0.401902,0.286588,0.205848,0.147907,0.102435,0.0607753,0.0313727,0.0292792
2426.4934,0.0204985,0.0404819,0.0663417,0.109557,0.168384,0.252021,0.361057,0.495203,0.695843,0.92855,1.20099,1.50995,1.75177,1.98305,1.88274,1.58973,1.45007,1.239,1.03325,0.853068,0.660449,0.514852,0.409026,0.290864,0.207763,0.149398,0.100791,0.0636077,0.0301661,0.0292826
2426.9756,0.0183226,0.0403495,0.0668067,0.109883,0.172694,0.25757,0.36576,0.503693,0.711662,0.951146,1.22531,1.54365,1.79248,2.0264,1.925,1.62971,1.48505,1.26805,1.06004,0.871915,0.673508,0.523402,0.416072,0.295262,0.211142,0.150158,0.0992701,0.066224,0.0296727,0.0283853
2427.4578,0.0162234,0.0410499,0.066699,0.110891,0.177887,0.263894,0.3708,0.511578,0.727988,0.974625,1.25114,1.57689,1.83325,2.06951,1.96806,1.67035,1.52088,1.29824,1.08736,0.890457,0.687553,0.533768,0.422698,0.299782,0.215558,0.150758,0.0985587,0.0683546,0.0298479,0.0272792
2427.9399,0.0150368,0.0423446,0.0659595,0.112724,0.182858,0.270217,0.376624,0.519205,0.744245,0.998473,1.27875,1.60959,1.87392,2.11268,2.01254,1.7109,1.55719,1.33006,1.11462,0.909084,0.702632,0.546119,0.428762,0.304378,0.220207,0.151972,0.0989841,0.0697959,0.030585,0.0266194
2428.4219,0.015029,0.0436593,0.0648958,0.115116,0.186754,0.275657,0.383336,0.527132,0.760223,1.02218,1.30774,1.64194,1.9146,2.15659,2.05891,1.75101,1.5938,1.36366,1.14162,0.928463,0.71885,0.559817,0.434467,0.309008,0.224334,0.15429,0.10044,0.0705494,0.0317891,0.0266127
2428.9041,0.015831,0.0443682,0.0640197,0.117484,0.189253,0.279619,0.390672,0.535972,0.77629,1.04535,1.33741,1.67431,1.95543,2.20186,2.10701,1.79078,1.63084,1.39881,1.16839,0.949084,0.736199,0.573698,0.440288,0.313707,0.227536,0.157592,0.102479,0.0708412,0.0333563,0.0269118
2429.3862,0.0167658,0.0441156,0.0637872,0.119177,0.190584,0.282123,0.398196,0.546187,0.793163,1.06782,1.36722,1.7072,1.99637,2.24871,2.15606,1.83049,1.66872,1.43492,1.19507,0.970937,0.754406,0.586648,0.446729,0.318586,0.229792,0.161196,0.104483,0.0709974,0.0351071,0.0268392
2429.8684,0.0173172,0.0429886,0.0644142,0.119781,0.191328,0.283836,0.405554,0.557905,0.811326,1.08964,1.39707,1.74102,2.03722,2.29681,2.20492,1.87038,1.70798,1.47133,1.22192,0.993607,0.77295,0.598137,0.454088,0.323739,0.231318,0.164263,0.105837,0.0712706,0.0367725,0.025798
2430.3503,0.0174236,0.0414448,0.0658405,0.119324,0.192116,0.285747,0.412621,0.57088,0.830529,1.11109,1.42729,1.77602,2.07789,2.34536,2.25277,1.91062,1.74906,1.50763,1.24941,1.01668,0.791294,0.608419,0.462366,0.329152,0.232422,0.166284,0.106096,0.0717471,0.0380824,0.0236492
2430.8325,0.0174476,0.0400488,0.0677978,0.118258,0.193371,0.288642,0.419477,0.584656,0.849775,1.13264,1.45832,1.81212,2.11857,2.39347,2.29954,1.95141,1.7921,1.5438,1.27823,1.0402,0.809166,0.618352,0.471361,0.334734,0.233481,0.167347,0.105146,0.0723909,0.03889,0.020858
2431.3147,0.0179053,0.0391825,0.0698931,0.117231,0.195173,0.2927,0.426279,0.59882,0.867889,1.15474,1.49032,1.8489,2.15967,2.4405,2.34589,1.9932,1.83675,1.58015,1.30901,1.06467,0.82672,0.628997,0.480811,0.340428,0.234944,0.168004,0.103345,0.0731505,0.0392224,0.0183205
2431.7969,0.019174,0.0388944,0.0716757,0.116803,0.197288,0.297481,0.433175,0.613167,0.884298,1.17769,1.52301,1.88589,2.20154,2.48634,2.39274,2.0365,1.8822,1.61709,1.34204,1.09077,0.84443,0.64119,0.490498,0.346312,0.237237,0.168864,0.101514,0.0740037,0.0392011,0.0169458
2432.2788,0.0213447,0.0389582,0.0727204,0.117259,0.199347,0.302282,0.440303,0.627654,0.899507,1.20156,1.55579,1.92282,2.24415,2.53139,2.44071,2.08155,1.92748,1.6549,1.37698,1.11872,0.862807,0.655261,0.500265,0.352568,0.240529,0.170184,0.100689,0.0748859,0.0389017,0.017206
2432.761,0.0242361,0.0390764,0.0727633,0.118622,0.201093,0.306599,0.447831,0.642196,0.914917,1.22625,1.58809,1.95988,2.28714,2.57631,2.48985,2.12797,1.97175,1.69363,1.41296,1.14799,0.882132,0.670925,0.509995,0.359328,0.244533,0.171744,0.101656,0.0755821,0.0382798,0.0188993
2433.2432,0.0274787,0.0390922,0.0718526,0.120764,0.202565,0.310367,0.455923,0.656504,0.932093,1.2517,1.61968,1.99755,2.33004,2.62166,2.53978,2.17489,2.01472,1.73324,1.44898,1.17745,0.902374,0.687379,0.519628,0.366521,0.248569,0.173075,0.104513,0.0757252,0.0372398,0.0212677
2433.7253,0.0305926,0.0390884,0.0704081,0.123515,0.204112,0.313865,0.464602,0.670141,0.951933,1.27797,1.65075,2.03622,2.37263,2.66765,2.59007,2.22138,2.05678,1.77368,1.48435,1.20604,0.92335,0.703583,0.529207,0.373881,0.251939,0.173856,0.108555,0.0749765,0.0357933,0.0234054
2434.2073,0.0330592,0.039333,0.069102,0.126645,0.206213,0.317404,0.473632,0.682788,0.974242,1.30527,1.68182,2.07592,2.41507,2.71413,2.64054,2.26706,2.09882,1.81494,1.51897,1.23334,0.944954,0.718685,0.538881,0.381071,0.254416,0.174211,0.112616,0.073296,0.0341718,0.0247214
2434.6895,0.0344345,0.0401157,0.0685798,0.12978,0.20921,0.321107,0.482565,0.694513,0.997928,1.33372,1.71345,2.1163,2.4577,2.76071,2.69129,2.31232,2.14175,1.85697,1.55325,1.25993,0.967292,0.732408,0.54883,0.387852,0.256469,0.174686,0.115692,0.0711061,0.0327924,0.0251876
2435.1716,0.034502,0.0415599,0.0691633,0.132392,0.213097,0.324944,0.491008,0.705819,1.02165,1.36317,1.746,2.15692,2.50073,2.80707,2.74251,2.358,2.1861,1.89954,1.5878,1.28698,0.9906,0.745193,0.559142,0.394125,0.259035,0.175941,0.117438,0.0691933,0.0320936,0.0252389
2435.6538,0.0333838,0.0434955,0.0707112,0.133942,0.217511,0.328939,0.498966,0.717411,1.04448,1.39318,1.77951,2.19761,2.54403,2.85307,2.79416,2.40482,2.23184,1.94223,1.62309,1.31562,1.01501,0.757988,0.569764,0.399882,0.262939,0.178365,0.118207,0.0683668,0.0323523,0.0254089
2436.1357,0.031506,0.0454568,0.0727223,0.134166,0.221908,0.333325,0.506983,0.729842,1.06625,1.42324,1.8137,2.2385,2.58723,2.89882,2.84591,2.45287,2.27852,1.98463,1.65923,1.34637,1.04037,0.771755,0.580566,0.405148,0.268359,0.18185,0.118623,0.069056,0.0335944,0.0259442
2436.6179,0.0293987,0.0468379,0.0746163,0.133302,0.225819,0.338471,0.515898,0.74328,1.08743,1.45312,1.84824,2.27976,2.62987,2.94455,2.89727,2.50158,2.32565,2.02654,1.69618,1.37899,1.06621,0.787022,0.591492,0.410024,0.274681,0.185844,0.119037,0.0710775,0.035622,0.0266352
2437.1001,0.0274387,0.0471715,0.0760177,0.132082,0.229036,0.344604,0.526322,0.757549,1.1087,1.48306,1.88292,2.32137,2.67167,2.99053,2.94783,2.55022,2.37297,2.06808,1.73393,1.41282,1.09196,0.803732,0.602661,0.414787,0.280849,0.189615,0.119308,0.0736944,0.0381011,0.0269594
2437.5823,0.0257069,0.0464166,0.0768813,0.131434,0.231638,0.351576,0.538157,0.772369,1.13056,1.51361,1.91782,2.36296,2.71254,3.03691,2.9974,2.59831,2.42044,2.10967,1.77268,1.44721,1.11725,0.821486,0.614308,0.419901,0.285934,0.192564,0.119069,0.0759303,0.040642,0.0264341
2438.0642,0.0240608,0.0450819,0.0774157,0.132021,0.233902,0.358868,0.550523,0.787593,1.15315,1.54521,1.95318,2.40403,2.75258,3.08362,3.04605,2.6459,2.468,2.15169,1.8128,1.48193,1.14205,0.839943,0.62662,0.425848,0.289576,0.194432,0.118242,0.0769873,0.0428532,0.0249556
2438.5464,0.0223692,0.0440566,0.0778965,0.133899,0.236146,0.365851,0.5622,0.803285,1.17633,1.5778,1.98919,2.44417,2.79199,3.13029,3.09399,2.69341,2.51543,2.19432,1.85445,1.51704,1.16671,0.859071,0.639576,0.432842,0.292067,0.19536,0.11734,0.0765878,0.0444012,0.0229201
2439.0286,0.0207319,0.044184,0.0785136,0.136498,0.238632,0.372131,0.572321,0.819599,1.19993,1.61069,2.0258,2.48318,2.83101,3.1762,3.14139,2.74125,2.56236,2.23749,1.89726,1.55275,1.19172,0.879078,0.652932,0.440657,0.294112,0.195818,0.117265,0.0751108,0.0450978,0.0210577
2439.5107,0.0195122,0.0458018,0.0793375,0.138965,0.241522,0.377724,0.580886,0.836606,1.22394,1.64283,2.06264,2.52097,2.86995,3.22047,3.18833,2.78955,2.60848,2.28108,1.94035,1.58904,1.21752,0.900115,0.666371,0.448742,0.296494,0.196477,0.118702,0.0734623,0.044988,0.0200857
2439.9927,0.0191462,0.0485397,0.080372,0.140692,0.244889,0.38296,0.588768,0.85421,1.24847,1.67339,2.09927,2.5575,2.90906,3.26228,3.23476,2.8381,2.65384,2.32505,1.98262,1.62567,1.24432,0.922038,0.679689,0.456604,0.299836,0.198042,0.121584,0.0727085,0.0443715,0.0203786
2440.4749,0.0198502,0.0515284,0.0815939,0.1417,0.248749,0.388214,0.597231,0.872203,1.27368,1.70223,2.13544,2.59282,2.94847,3.30126,3.28051,2.88653,2.69879,2.36958,2.02342,1.66222,1.27213,0.944435,0.692894,0.46419,0.304507,0.20106,0.125055,0.0736004,0.0437124,0.0218351
2440.957,0.0214276,0.0538926,0.0829173,0.142667,0.253067,0.393655,0.60727,0.890419,1.29958,1.73001,2.17129,2.62726,2.98807,3.3376,3.32535,2.93442,2.74382,2.41477,2.06293,1.69841,1.30086,0.966868,0.706169,0.472005,0.310617,0.205724,0.128005,0.0761992,0.0434531,0.02399
