Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
509.5974,0.0282075,0.0936713,0.06108,0.0471876,0.0409516,-1.17549e-38,0.148516,-1.17549e-38,-1.17549e-38,0.0386673,0.0305611,0.00258273,0.00205591,-1.17549e-38,0.0550653,-1.17549e-38,0.182159,-1.17549e-38,0.0515711,0.000512081,0.0677597,0.313296,0.0567274,-1.17549e-38,0.0405932,-1.17549e-38,0.140596,-1.17549e-38,0.00661153,-1.17549e-38
510.0795,0.0383151,-1.17549e-38,0.0746057,0.032047,0.0731543,-1.17549e-38,0.168463,-1.17549e-38,-1.17549e-38,0.0229384,0.052249,0.00822976,-1.17549e-38,-1.17549e-38,0.0168573,-1.17549e-38,0.213445,-1.17549e-38,0.0436787,0.0287367,0.0349829,0.279139,-1.17549e-38,-1.17549e-38,0.0644805,-1.17549e-38,0.159623,-1.17549e-38,0.0112793,-1.17549e-38
510.5616,0.0452744,-1.17549e-38,0.110278,0.0104917,0.102364,-1.17549e-38,0.1717,-1.17549e-38,0.0485128,0.0165102,0.0756436,0.0102587,-1.17549e-38,0.0420526,-1.17549e-38,0.0120464,0.236759,-1.17549e-38,0.0497667,0.0717258,0.0217704,0.213075,-1.17549e-38,-1.17549e-38,0.0955181,-1.17549e-38,0.161439,-1.17549e-38,0.015637,-1.17549e-38
511.0437,0.0460694,-1.17549e-38,0.160632,-1.17549e-38,0.107737,-1.17549e-38,0.158376,0.0331693,0.0925568,0.0203143,0.0970186,0.010429,-1.17549e-38,0.0860763,-1.17549e-38,0.0291187,0.250297,-1.17549e-38,0.0621327,0.105826,0.0297012,0.128679,-1.17549e-38,-1.17549e-38,0.128574,-1.17549e-38,0.138421,-1.17549e-38,0.0205287,-1.17549e-38
511.5258,0.0408268,-1.17549e-38,0.210079,-1.17549e-38,0.0814498,-1.17549e-38,0.125269,0.140356,0.110417,0.0360931,0.11372,0.0107805,-1.17549e-38,0.110896,-1.17549e-38,0.0525785,0.252876,-1.17549e-38,0.0759627,0.111883,0.043545,0.0464507,-1.17549e-38,-1.17549e-38,0.153082,0.0293889,0.0907656,-1.17549e-38,0.026293,-1.17549e-38
512.008,0.0330169,-1.17549e-38,0.242401,-1.17549e-38,0.0353186,-1.17549e-38,0.0700874,0.205562,0.0981245,0.062519,0.125443,0.0122084,-1.17549e-38,0.111336,-1.17549e-38,0.0841338,0.242133,-1.17549e-38,0.0921414,0.0847108,0.0433102,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.158117,0.114902,0.0280888,-1.17549e-38,0.0317129,-1.17549e-38
512.4901,0.0264283,-1.17549e-38,0.248462,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.207148,0.063462,0.093102,0.134509,0.0136576,-1.17549e-38,0.091248,0.0175685,0.121052,0.213771,-1.17549e-38,0.113384,0.0355283,0.0203621,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.138928,0.182139,-1.17549e-38,-1.17549e-38,0.0344202,0.0233668
512.9722,0.0218322,0.103392,0.229817,-1.17549e-38,-1.17549e-38,0.00605319,-1.17549e-38,0.153395,0.0240536,0.117599,0.143909,0.0127058,-1.17549e-38,0.0605259,0.0420378,0.157388,0.16425,-1.17549e-38,0.138404,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.100762,0.212162,-1.17549e-38,0.00166255,0.0324661,0.025608
513.4543,0.0165788,0.183693,0.197053,-1.17549e-38,-1.17549e-38,0.016309,-1.17549e-38,0.0767906,-1.17549e-38,0.126174,0.153874,0.0073804,-1.17549e-38,0.030127,0.0515201,0.186442,0.0961367,-1.17549e-38,0.159691,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0573808,0.19705,-1.17549e-38,0.020552,0.0257978,0.0071805
513.9365,0.00764402,0.203612,0.164146,-1.17549e-38,0.0334797,0.000259212,-1.17549e-38,0.0158729,0.00291243,0.114192,0.159635,-1.17549e-38,0.0222794,0.00743919,0.0466587,0.20305,0.0219494,-1.17549e-38,0.166688,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0245564,0.142579,-1.17549e-38,0.0348297,0.0164727,-1.17549e-38
514.4186,-1.17549e-38,0.166043,0.141485,0.0241707,0.0744544,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0333473,0.0852129,0.152964,-1.17549e-38,0.0497396,-1.17549e-38,0.0357763,0.204784,-1.17549e-38,-1.17549e-38,0.151587,0.0123149,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0120399,0.065639,-1.17549e-38,0.0383208,0.00744873,-1.17549e-38
514.9007,-1.17549e-38,0.0922634,0.130804,0.0476104,0.103052,-1.17549e-38,-1.17549e-38,0.016093,0.0787793,0.0505881,0.127397,-1.17549e-38,0.0735798,-1.17549e-38,0.0296589,0.191968,-1.17549e-38,-1.17549e-38,0.113434,0.0735894,0.0461028,-1.17549e-38,0.00682806,-1.17549e-38,0.0189103,-1.17549e-38,-1.17549e-38,0.0298076,0.000935906,-1.17549e-38
515.3828,-1.17549e-38,0.0116598,0.124492,0.0395615,0.115155,-1.17549e-38,-1.17549e-38,0.0585342,0.121576,0.0255011,0.0839373,-1.17549e-38,0.10399,-1.17549e-38,0.0354352,0.167057,-1.17549e-38,-1.17549e-38,0.0586163,0.133562,0.082535,-1.17549e-38,0.0259944,0.0456299,0.0350112,-1.17549e-38,-1.17549e-38,0.0131597,-1.17549e-38,-1.17549e-38
515.8649,-1.17549e-38,-1.17549e-38,0.109912,0.00219418,0.115617,-1.17549e-38,0.0059837,0.0958251,0.146325,0.0225404,0.0333047,-1.17549e-38,0.140348,-1.17549e-38,0.0523959,0.134045,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.17529,0.0886839,-1.17549e-38,0.0599925,0.0820877,0.0471859,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
516.347,0.00370981,-1.17549e-38,0.0772957,-1.17549e-38,0.111451,-1.17549e-38,0.0151227,0.107574,0.145408,0.0448515,-1.17549e-38,0.00363434,0.170016,-1.17549e-38,0.0715999,0.0980007,0.0469,0.0401401,-1.17549e-38,0.189414,0.0634485,-1.17549e-38,0.102475,0.0888681,0.0464787,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
516.8292,0.018866,-1.17549e-38,0.0274476,-1.17549e-38,0.106086,-1.17549e-38,-1.17549e-38,0.0882754,0.120831,0.0825097,-1.17549e-38,0.0137751,0.176806,-1.17549e-38,0.0801603,0.0643242,0.0711284,0.0940943,-1.17549e-38,0.174781,0.0232308,-1.17549e-38,0.135685,0.0698591,0.0321721,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
517.3113,0.0265824,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0987378,0.0372623,-1.17549e-38,0.0469985,0.0818013,0.116097,-1.17549e-38,0.0174611,0.153567,-1.17549e-38,0.0689592,0.0375834,0.0539716,0.139029,-1.17549e-38,0.136167,-1.17549e-38,-1.17549e-38,0.138868,0.0370914,0.0102583,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00249142,-1.17549e-38
517.7934,0.0240826,0.0109265,-1.17549e-38,-1.17549e-38,0.0880444,0.103203,-1.17549e-38,-1.17549e-38,0.039455,0.1271,0.0197077,0.0137343,0.108884,-1.17549e-38,0.0392312,0.0204923,0.004329,0.173068,-1.17549e-38,0.0814353,-1.17549e-38,-1.17549e-38,0.100954,0.00458236,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00605728,-1.17549e-38
518.2755,0.0142735,0.0426151,-1.17549e-38,-1.17549e-38,0.0754229,0.130617,-1.17549e-38,-1.17549e-38,0.0022556,0.108315,0.0550195,0.00500599,0.0622031,-1.17549e-38,0.00293079,0.0136481,-1.17549e-38,0.193984,0.0381528,0.0201714,-1.17549e-38,-1.17549e-38,0.0291265,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00881871,0.0320673
518.7576,0.00291321,0.054827,-1.17549e-38,0.027484,0.0646831,0.123097,0.0323841,-1.17549e-38,-1.17549e-38,0.0669759,0.0793707,-1.17549e-38,0.0318699,-1.17549e-38,-1.17549e-38,0.0157502,-1.17549e-38,0.19795,0.106125,-1.17549e-38,0.0270203,0.00128988,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0701193,-1.17549e-38,0.00917678,0.0849558
519.2397,-1.17549e-38,0.0450377,-1.17549e-38,0.0491281,0.058795,0.100233,0.0605077,-1.17549e-38,-1.17549e-38,0.019363,0.0849071,-1.17549e-38,0.0252307,-1.17549e-38,-1.17549e-38,0.023562,-1.17549e-38,0.180858,0.155288,-1.17549e-38,0.0490713,0.014826,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.12104,-1.17549e-38,0.00621785,0.124614
519.7219,-1.17549e-38,0.017926,-1.17549e-38,0.0431075,0.0572548,0.0830263,0.0578732,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.070921,-1.17549e-38,0.0365532,-1.17549e-38,-1.17549e-38,0.0316547,-1.17549e-38,0.142037,0.168779,-1.17549e-38,0.0531154,0.0237162,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.128025,-1.17549e-38,0.000463792,0.13731
520.204,-1.17549e-38,-1.17549e-38,0.0035319,0.0183006,0.0565306,0.0805371,0.0191198,0.016857,-1.17549e-38,-1.17549e-38,0.0413154,-1.17549e-38,0.0527429,0.0167482,-1.17549e-38,0.0329915,0.0497284,0.0873929,0.141377,-1.17549e-38,0.0360541,0.0259006,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0950231,-1.17549e-38,-1.17549e-38,0.116253
520.6861,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0530993,0.0862187,-1.17549e-38,0.0638582,0.00916255,-1.17549e-38,0.00205811,-1.17549e-38,0.0623833,0.0265236,-1.17549e-38,0.0211587,0.109339,0.0285944,0.0810614,-1.17549e-38,0.00375845,0.0279351,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0318829,0.0425007,-1.17549e-38,-1.17549e-38,0.0660084
521.1682,0.000867725,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0462814,0.0855139,-1.17549e-38,0.101216,0.0493214,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0620141,0.0282874,-1.17549e-38,-1.17549e-38,0.145674,-1.17549e-38,0.00481452,0.0244295,-1.17549e-38,0.041323,0.0118414,-1.17549e-38,-1.17549e-38,0.0655544,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00207504
521.6503,0.0020613,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0385617,0.0678728,-1.17549e-38,0.1168,0.0846852,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0561916,0.0278104,-1.17549e-38,-1.17549e-38,0.15245,-1.17549e-38,-1.17549e-38,0.0667353,-1.17549e-38,0.0737666,0.0494195,-1.17549e-38,0.0130323,0.0983398,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
