Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
536.5959,0.0257226,0.0189889,-1.17549e-38,0.00156074,0.0329367,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.101237,-1.17549e-38,0.0123221,0.0829066
537.0781,0.0273528,0.0455887,-1.17549e-38,0.00673162,0.063284,-1.17549e-38,-1.17549e-38,0.0160968,0.0849646,-1.17549e-38,0.0125344,0.0607593
537.5602,0.0121566,0.0684401,-1.17549e-38,0.0101973,0.102146,-1.17549e-38,-1.17549e-38,0.031822,0.0662918,-1.17549e-38,0.00871798,0.0381103
538.0423,-1.17549e-38,0.0844246,-1.17549e-38,0.0102475,0.134926,-1.17549e-38,-1.17549e-38,0.0271701,0.0605722,-1.17549e-38,0.00291097,0.0221929
538.5244,-1.17549e-38,0.0881193,-1.17549e-38,0.00650049,0.148624,-1.17549e-38,-1.17549e-38,0.0108772,0.0710782,-1.17549e-38,-1.17549e-38,0.0164096
539.0065,-1.17549e-38,0.072647,0.0011978,0.000213748,0.139111,0.016421,-1.17549e-38,-1.17549e-38,0.0880882,0.0182017,-1.17549e-38,0.0193474
539.4886,0.00412316,0.0340304,0.0150256,-1.17549e-38,0.112719,0.0442998,-1.17549e-38,-1.17549e-38,0.0958524,0.0415167,-1.17549e-38,0.0265201
539.9708,0.039433,-1.17549e-38,0.0211713,-1.17549e-38,0.0816807,0.064,-1.17549e-38,-1.17549e-38,0.0829253,0.0406723,-1.17549e-38,0.0334511
540.4529,0.0733519,-1.17549e-38,0.0157944,-1.17549e-38,0.0569453,0.0695726,-1.17549e-38,-1.17549e-38,0.0493456,0.0168557,-1.17549e-38,0.0380212
540.935,0.0951285,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.043193,0.061246,-1.17549e-38,-1.17549e-38,0.00628533,-1.17549e-38,-1.17549e-38,0.0407749
