Wavelength (um),Transmittance (%),Reflectance (%),Absorptance (%)
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
1.0,0.8419240598819995,0.1580759401180006,-8.326672684688674e-17
