Wavenumber (cm-1),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb)
1830.1151,0.0616784,0.111265,0.378864,0.59659,0.79845,0.880318,0.85272,0.782425,0.653946,0.526256,0.408092,0.372314,0.339679
1830.5972,0.0617835,0.115004,0.386647,0.600941,0.798499,0.873543,0.842454,0.771993,0.639292,0.50969,0.394886,0.358902,0.331918
1831.0793,0.0637663,0.118945,0.394219,0.605929,0.798482,0.867084,0.833661,0.761678,0.625526,0.495325,0.383096,0.348003,0.326383
1831.5614,0.0670998,0.122645,0.401895,0.612039,0.799032,0.861667,0.826321,0.751382,0.612257,0.482628,0.372697,0.339796,0.322215
1832.0436,0.0711259,0.12601,0.409894,0.618864,0.799857,0.857258,0.819488,0.740941,0.598814,0.470954,0.363445,0.333244,0.318418
1832.5256,0.0753678,0.129298,0.418252,0.625622,0.800375,0.853487,0.812059,0.730151,0.584661,0.460053,0.355065,0.32696,0.314135
1833.0078,0.0796031,0.13299,0.426747,0.631647,0.800249,0.849867,0.803401,0.718876,0.569652,0.450035,0.347296,0.319881,0.308794
1833.4899,0.0838461,0.13756,0.43492,0.636756,0.799641,0.845866,0.79369,0.707153,0.554099,0.441019,0.339892,0.31171,0.302241
1833.972,0.0882633,0.143187,0.44228,0.641337,0.799084,0.841017,0.783746,0.69517,0.538567,0.432777,0.332677,0.302992,0.294767
1834.4541,0.0930144,0.149573,0.448585,0.646037,0.799052,0.835106,0.774399,0.683126,0.52355,0.424687,0.325619,0.294663,0.286938
1834.9363,0.0980749,0.156007,0.453953,0.651265,0.799578,0.828286,0.765887,0.67109,0.509301,0.416033,0.318836,0.287392,0.279331
1835.4183,0.103143,0.161615,0.458761,0.656885,0.800219,0.821015,0.757755,0.658986,0.49592,0.406387,0.312503,0.281233,0.27238
1835.9005,0.10769,0.165697,0.463465,0.662269,0.800317,0.813832,0.749214,0.646677,0.483531,0.39578,0.306692,0.275748,0.266368
1836.3826,0.111175,0.16806,0.468479,0.666654,0.799359,0.807079,0.739642,0.634085,0.472288,0.384615,0.301221,0.270405,0.261448
1836.8647,0.113347,0.169237,0.474101,0.669571,0.797229,0.800742,0.728902,0.621284,0.462213,0.373454,0.295656,0.26495,0.257593
1837.3468,0.114473,0.170352,0.480452,0.671112,0.794221,0.794503,0.717326,0.608553,0.453022,0.362818,0.28952,0.259518,0.25454
1837.829,0.115251,0.172565,0.487403,0.671839,0.7908,0.787992,0.705402,0.596328,0.444181,0.353077,0.282616,0.254434,0.251842
1838.311,0.116452,0.176442,0.494594,0.672397,0.787261,0.780991,0.693404,0.585017,0.435135,0.344418,0.275162,0.249916,0.249035
1838.7932,0.118555,0.181732,0.501557,0.673164,0.783516,0.773398,0.68125,0.574746,0.425503,0.3368,0.26763,0.245927,0.245817
1839.2753,0.121622,0.18764,0.507907,0.674164,0.779144,0.765068,0.668634,0.565182,0.415116,0.329905,0.260437,0.242276,0.242104
1839.7574,0.125393,0.193337,0.5135,0.675199,0.773661,0.755795,0.655341,0.555564,0.403997,0.323171,0.253754,0.238797,0.237991
1840.2395,0.129455,0.198398,0.51849,0.676051,0.766916,0.745549,0.641567,0.545034,0.392423,0.316036,0.247558,0.235464,0.23369
1840.7217,0.133414,0.202957,0.523218,0.676594,0.759387,0.734775,0.628019,0.533145,0.381003,0.308283,0.241844,0.232357,0.229445
1841.2037,0.13701,0.207535,0.527993,0.676777,0.752102,0.724367,0.615632,0.52018,0.370565,0.300213,0.236799,0.229534,0.225428
1841.6859,0.140167,0.212691,0.532892,0.676508,0.746139,0.71522,0.605041,0.506947,0.361819,0.2924,0.232754,0.226905,0.221611
1842.168,0.142976,0.218787,0.537691,0.675539,0.742073,0.707654,0.596153,0.494245,0.355015,0.285231,0.229961,0.224198,0.217675
1842.6501,0.145675,0.225934,0.541899,0.673451,0.739621,0.701094,0.588022,0.482422,0.349759,0.278609,0.228356,0.220993,0.213006
1843.1322,0.14864,0.233957,0.544831,0.669824,0.737504,0.694085,0.578979,0.471272,0.344969,0.272016,0.227378,0.216811,0.206873
1843.6144,0.152315,0.242237,0.545854,0.664693,0.733684,0.684857,0.567297,0.460265,0.339085,0.265027,0.225964,0.211374,0.199034
1844.0964,0.156929,0.249711,0.544939,0.659013,0.72656,0.672734,0.552668,0.449074,0.330948,0.258051,0.223099,0.205024,0.190597
1844.5786,0.162192,0.255524,0.542991,0.654196,0.716582,0.659179,0.537111,0.43797,0.320923,0.252279,0.218734,0.198713,0.183798
1845.0607,0.167521,0.259747,0.541137,0.650804,0.705829,0.646445,0.523274,0.427448,0.310551,0.248435,0.213813,0.193225,0.180192
1845.5428,0.172566,0.263104,0.53983,0.648183,0.695781,0.635438,0.512131,0.417595,0.301025,0.245997,0.209207,0.1886,0.179622
1846.0249,0.177346,0.266225,0.538885,0.645276,0.686374,0.625548,0.502939,0.408042,0.29263,0.243739,0.205121,0.18442,0.18095
1846.5071,0.182065,0.269377,0.537959,0.641331,0.676638,0.615711,0.494338,0.398303,0.285233,0.240515,0.201341,0.180275,0.182907
1846.9891,0.186944,0.272592,0.536834,0.636136,0.665641,0.605233,0.485115,0.388055,0.278782,0.235721,0.19767,0.175999,0.184352
1847.4713,0.192134,0.275898,0.535449,0.630028,0.653228,0.594116,0.474585,0.377316,0.273392,0.22959,0.194162,0.171751,0.184356
1847.9534,0.197641,0.279492,0.533772,0.623692,0.640341,0.582896,0.462777,0.366467,0.269083,0.223164,0.191072,0.167961,0.182448
1848.4355,0.203274,0.283711,0.531662,0.617713,0.628545,0.572042,0.450308,0.356045,0.265484,0.217707,0.188542,0.165122,0.178841
1848.9176,0.208646,0.288789,0.528894,0.612186,0.61898,0.561415,0.437904,0.346432,0.261893,0.213887,0.186321,0.163523,0.174268
1849.3998,0.213246,0.294588,0.525361,0.606739,0.611663,0.550333,0.425999,0.337702,0.257671,0.211469,0.183832,0.163125,0.169536
1849.8818,0.216563,0.300512,0.521254,0.600823,0.605603,0.538129,0.414703,0.329666,0.252607,0.209644,0.180511,0.163589,0.165225
1850.364,0.218264,0.305662,0.517077,0.593996,0.599361,0.524675,0.404018,0.322005,0.246966,0.207517,0.176165,0.164356,0.161679
1850.8461,0.218417,0.309154,0.513429,0.586068,0.591677,0.510547,0.394021,0.31439,0.241252,0.204451,0.171123,0.164757,0.159118
1851.3282,0.217595,0.310511,0.510659,0.57716,0.581973,0.49676,0.38487,0.306641,0.235837,0.200228,0.166131,0.164212,0.157678
1851.8103,0.216742,0.309915,0.508593,0.567687,0.570563,0.484246,0.37666,0.298863,0.230693,0.195078,0.161999,0.162461,0.157348
1852.2925,0.216813,0.308156,0.50654,0.558226,0.558419,0.473394,0.369233,0.291457,0.225437,0.189607,0.159221,0.159691,0.157886
1852.7745,0.218398,0.306305,0.503585,0.549269,0.546626,0.463928,0.362114,0.284908,0.219663,0.184597,0.157773,0.156449,0.158794
1853.2567,0.221521,0.305305,0.498978,0.54098,0.535847,0.455109,0.354644,0.279466,0.213326,0.180729,0.157199,0.153383,0.159433
1853.7388,0.22568,0.305643,0.492454,0.533102,0.526106,0.446108,0.346307,0.274935,0.206898,0.178265,0.156852,0.150957,0.159205
1854.2209,0.230069,0.30719,0.484344,0.525149,0.516953,0.436372,0.337057,0.270743,0.20119,0.176878,0.156188,0.14925,0.157725
1854.703,0.233888,0.309256,0.475471,0.516786,0.50784,0.425837,0.327429,0.266273,0.196926,0.17574,0.154933,0.147938,0.154894
1855.1852,0.236625,0.310873,0.466834,0.508141,0.498441,0.414925,0.31828,0.261238,0.194347,0.173906,0.153092,0.146464,0.150854
1855.6672,0.238199,0.31122,0.459208,0.499771,0.488729,0.404323,0.310301,0.255818,0.193051,0.170789,0.150804,0.144321,0.145912
1856.1494,0.238905,0.310004,0.452817,0.492263,0.478847,0.394631,0.303604,0.250468,0.192201,0.166451,0.14815,0.141322,0.140503
1856.6315,0.239204,0.307604,0.44729,0.485754,0.468966,0.386077,0.297681,0.245553,0.190964,0.161558,0.14508,0.137718,0.135189
1857.1136,0.239455,0.304884,0.441915,0.479742,0.459232,0.378444,0.291764,0.241055,0.188945,0.157028,0.141506,0.13412,0.130635
1857.5957,0.239762,0.302739,0.436083,0.473329,0.449785,0.371231,0.285346,0.236573,0.186362,0.153589,0.13753,0.131229,0.127457
1858.0779,0.240018,0.30164,0.429639,0.465739,0.440721,0.363954,0.278485,0.2316,0.183842,0.151478,0.133606,0.129526,0.126
1858.5599,0.240098,0.301415,0.422911,0.456752,0.431985,0.356387,0.271727,0.225896,0.181952,0.150404,0.130465,0.129063,0.126156
1859.0421,0.240048,0.301406,0.416434,0.44678,0.423321,0.348608,0.265722,0.219708,0.180755,0.149758,0.128778,0.129483,0.127377
1859.5242,0.2401,0.300866,0.410572,0.436572,0.41441,0.340848,0.260835,0.213681,0.17971,0.148936,0.128745,0.130215,0.128896
1860.0063,0.2405,0.299361,0.405323,0.426819,0.405144,0.333268,0.256996,0.2085,0.177987,0.147573,0.129901,0.130714,0.130019
1860.4884,0.241281,0.296935,0.400385,0.417892,0.395804,0.32583,0.253785,0.204495,0.174983,0.145623,0.131315,0.130601,0.13033
1860.9706,0.242164,0.294018,0.395374,0.409813,0.386936,0.31832,0.250619,0.201444,0.17067,0.143282,0.132069,0.12968,0.129736
1861.4526,0.24268,0.291192,0.38998,0.402372,0.37896,0.310516,0.246914,0.198719,0.165563,0.140853,0.131734,0.127906,0.128425
1861.9348,0.242435,0.288937,0.384023,0.395291,0.371817,0.302364,0.242222,0.1957,0.160344,0.138632,0.13053,0.125396,0.126792
1862.4169,0.241338,0.28747,0.377456,0.388345,0.364957,0.294074,0.236374,0.192211,0.155449,0.136825,0.129069,0.122465,0.125345
1862.899,0.23964,0.286668,0.370387,0.381448,0.357719,0.286052,0.229618,0.18866,0.150946,0.135514,0.127877,0.119621,0.124548
1863.3811,0.237752,0.28611,0.363126,0.374656,0.349795,0.278727,0.222614,0.185764,0.146748,0.134609,0.127024,0.117441,0.124599
1863.8633,0.236011,0.285204,0.356143,0.368106,0.341418,0.272379,0.216232,0.184042,0.142957,0.133824,0.12613,0.116362,0.125276
1864.3453,0.234528,0.283412,0.349897,0.361892,0.333168,0.267071,0.211202,0.183429,0.139988,0.132721,0.124691,0.116498,0.125985
1864.8275,0.233208,0.280496,0.344606,0.355975,0.325613,0.262707,0.207805,0.183273,0.138357,0.130862,0.12245,0.117568,0.126048
1865.3096,0.231889,0.276678,0.340119,0.350194,0.319058,0.259133,0.205778,0.182716,0.138297,0.128051,0.119558,0.118989,0.125078
1865.7917,0.230479,0.272597,0.335976,0.344384,0.313543,0.256204,0.204487,0.181188,0.139503,0.124544,0.116446,0.12007,0.123209
1866.2738,0.229004,0.269005,0.331651,0.338528,0.308983,0.253753,0.203253,0.178696,0.141252,0.121054,0.113522,0.120241,0.12097
1866.756,0.227529,0.266357,0.326806,0.332816,0.305243,0.2515,0.201648,0.175693,0.142804,0.118485,0.110968,0.119213,0.11887
1867.238,0.226024,0.264521,0.321388,0.327557,0.302068,0.248994,0.199564,0.172652,0.143768,0.117502,0.108786,0.117033,0.116993
1867.7202,0.224287,0.262812,0.315563,0.322957,0.298953,0.245685,0.197097,0.169677,0.144113,0.118161,0.107056,0.114061,0.11494
1868.2023,0.222019,0.260371,0.309597,0.318921,0.295164,0.241162,0.194382,0.166431,0.143855,0.119768,0.106119,0.110921,0.112219
1868.6844,0.219093,0.256766,0.30378,0.314996,0.290076,0.23549,0.191535,0.162473,0.142726,0.121152,0.106401,0.108356,0.108843
1869.1665,0.215818,0.252425,0.298365,0.310609,0.283667,0.229329,0.188687,0.157772,0.140267,0.121378,0.107889,0.106939,0.105567
1869.6487,0.212852,0.248383,0.293474,0.305448,0.276601,0.223545,0.185996,0.152853,0.136357,0.120407,0.109811,0.106772,0.103338
1870.1307,0.210742,0.245495,0.289011,0.299619,0.2697,0.218606,0.183536,0.1484,0.13153,0.119019,0.111055,0.107513,0.10247
1870.6129,0.209568,0.24392,0.284679,0.29344,0.263377,0.214384,0.181184,0.144798,0.126697,0.118121,0.110915,0.108703,0.102489
1871.095,0.20898,0.243215,0.28012,0.287163,0.257583,0.21045,0.178632,0.142065,0.122612,0.118167,0.109487,0.110024,0.102656
1871.5771,0.208473,0.242678,0.275075,0.280874,0.25212,0.206471,0.175524,0.14006,0.119578,0.119005,0.107533,0.111344,0.102532
1872.0592,0.207705,0.241626,0.269522,0.274531,0.246947,0.202437,0.171657,0.138667,0.117478,0.12003,0.106065,0.112603,0.102207
1872.5414,0.206688,0.239555,0.263719,0.268061,0.242266,0.198646,0.167146,0.137836,0.115999,0.12047,0.105791,0.113674,0.10211
1873.0234,0.205737,0.23625,0.258111,0.261449,0.23834,0.195484,0.162449,0.137524,0.11492,0.119763,0.106668,0.114272,0.102567
1873.5056,0.205155,0.23182,0.253117,0.254782,0.235207,0.193115,0.15817,0.137613,0.114248,0.117846,0.107855,0.113982,0.103394
1873.9877,0.204843,0.22667,0.248933,0.24826,0.232515,0.1913,0.154744,0.137909,0.114096,0.115175,0.108197,0.112405,0.103902
1874.4698,0.204185,0.221409,0.245477,0.24214,0.22965,0.189478,0.152239,0.138196,0.114422,0.112433,0.106936,0.109365,0.103341
1874.9519,0.202371,0.216726,0.24247,0.23664,0.226063,0.187063,0.150388,0.138272,0.114875,0.110138,0.104157,0.105082,0.101473
1875.4341,0.198946,0.213221,0.239538,0.231842,0.221577,0.18374,0.148795,0.137961,0.11494,0.108405,0.100704,0.100211,0.0988368
1875.9161,0.194203,0.211208,0.236301,0.227627,0.21648,0.179628,0.147166,0.137109,0.114261,0.106986,0.0976706,0.0956854,0.0965165
1876.3983,0.189071,0.210562,0.232456,0.223746,0.211364,0.17522,0.145412,0.135646,0.112911,0.105536,0.0957979,0.0923857,0.0955468
1876.8804,0.184545,0.210707,0.227887,0.219992,0.206809,0.171162,0.143624,0.133674,0.111377,0.103897,0.0951598,0.0907892,0.0963244
1877.3625,0.181067,0.21081,0.222752,0.216361,0.203094,0.167984,0.141964,0.131495,0.110276,0.102199,0.0952674,0.0907989,0.0983799
1877.8446,0.17832,0.210095,0.217439,0.213074,0.200077,0.165904,0.140587,0.129512,0.110009,0.100732,0.0954502,0.0918422,0.100612
1878.3268,0.175571,0.20815,0.212352,0.210389,0.197283,0.164746,0.139609,0.128018,0.11058,0.099717,0.0952261,0.0931613,0.101826
1878.8088,0.172285,0.205055,0.207636,0.208343,0.194133,0.163998,0.139094,0.127031,0.111622,0.0991907,0.0944621,0.0941138,0.101287
1879.291,0.168545,0.201292,0.203058,0.206621,0.190213,0.162995,0.139014,0.12628,0.112558,0.0990576,0.093313,0.0943173,0.0990316
1879.7731,0.164966,0.197445,0.198188,0.204674,0.185451,0.161185,0.139187,0.125367,0.112775,0.0992389,0.0920622,0.0936132,0.0958155
1880.2552,0.162214,0.193878,0.1928,0.202022,0.180149,0.158375,0.139264,0.12398,0.111765,0.0997318,0.0909894,0.0919647,0.092727
1880.7373,0.160539,0.190556,0.187185,0.198513,0.174845,0.154826,0.138829,0.122012,0.109276,0.100504,0.0903026,0.0894395,0.0906783
1881.2195,0.159658,0.187122,0.182078,0.194334,0.170104,0.151136,0.137591,0.119528,0.105475,0.101331,0.0900913,0.0863071,0.0900236
1881.7015,0.159054,0.183155,0.17821,0.189805,0.16633,0.147939,0.135561,0.116688,0.101011,0.101759,0.0902697,0.0831302,0.0904984
1882.1837,0.158381,0.178477,0.175783,0.185141,0.163662,0.145598,0.133098,0.113718,0.0968882,0.101299,0.0905443,0.0806841,0.091478
1882.6658,0.157666,0.173296,0.17426,0.180398,0.161969,0.144046,0.130761,0.110944,0.0941098,0.0997351,0.090478,0.0796605,0.0923653
1883.1479,0.157156,0.168136,0.172633,0.175604,0.160906,0.142856,0.129059,0.108781,0.0932534,0.0973297,0.0896758,0.0802957,0.0928561
1883.63,0.156995,0.163588,0.170002,0.170933,0.160014,0.141498,0.128221,0.10761,0.0942145,0.0947373,0.0880136,0.0821778,0.09294
1884.1122,0.156989,0.160034,0.166076,0.166702,0.158853,0.139611,0.128106,0.10755,0.096297,0.0926599,0.0857546,0.0844132,0.0927013
1884.5942,0.15666,0.157519,0.161269,0.163164,0.157149,0.137167,0.128277,0.108305,0.0986052,0.0914609,0.0834403,0.0860972,0.0921361
1885.0764,0.155518,0.155789,0.156383,0.160274,0.154898,0.134449,0.128189,0.109244,0.100483,0.0909985,0.0815977,0.0868029,0.091168
1885.5585,0.153357,0.154458,0.152133,0.157658,0.152336,0.131887,0.127391,0.109684,0.101721,0.0907845,0.0804505,0.0867629,0.0898363
1886.0406,0.150349,0.15315,0.148854,0.154843,0.149773,0.129853,0.125672,0.109234,0.102432,0.0903453,0.0798518,0.086616,0.0884352
1886.5227,0.146874,0.151566,0.146507,0.151575,0.147381,0.12849,0.123103,0.107938,0.102754,0.0895215,0.079499,0.0869084,0.0874089
1887.0049,0.143226,0.149469,0.144881,0.147962,0.145076,0.127662,0.119992,0.106172,0.102636,0.0885191,0.0792626,0.0877148,0.0870592
1887.4869,0.139419,0.146678,0.143761,0.144369,0.1426,0.127005,0.116757,0.104403,0.101858,0.0877375,0.0793732,0.0886043,0.0873138
1887.9691,0.135189,0.143132,0.142924,0.141204,0.139743,0.126065,0.113803,0.103016,0.100235,0.0875291,0.0803256,0.0888964,0.0877386
1888.4512,0.130202,0.139011,0.142062,0.138761,0.136584,0.124502,0.111381,0.102228,0.097862,0.0879955,0.0825111,0.0880395,0.0877926
1888.9333,0.124389,0.134831,0.140772,0.137155,0.1336,0.122345,0.109465,0.102016,0.0952442,0.0888637,0.0857239,0.085975,0.087196
1889.4154,0.118226,0.131303,0.138754,0.136308,0.13146,0.120132,0.107763,0.102071,0.093127,0.0895376,0.0889136,0.0832897,0.086161
1889.8976,0.112631,0.128933,0.136069,0.135965,0.130557,0.118675,0.105971,0.101871,0.0920299,0.0894105,0.0906212,0.0809291,0.0852206
1890.3796,0.108452,0.127672,0.133152,0.135743,0.130681,0.118494,0.104113,0.100971,0.0918759,0.0882735,0.0899154,0.0796004,0.0847506
1890.8618,0.105987,0.127004,0.130499,0.135211,0.13119,0.119446,0.102632,0.0992834,0.0921035,0.0864722,0.0869639,0.0793994,0.0846847
1891.3439,0.104931,0.126304,0.128343,0.133992,0.131444,0.120826,0.10212,0.0971433,0.0920999,0.0847327,0.0828264,0.0799124,0.0846693
1891.826,0.104599,0.125134,0.126556,0.131871,0.131103,0.121765,0.102911,0.0951389,0.0915453,0.0838422,0.0788704,0.0805327,0.0843999
1892.3081,0.104217,0.123323,0.124761,0.12888,0.130146,0.121615,0.104785,0.0938287,0.0905026,0.0843191,0.0762376,0.0807241,0.0838276
1892.7903,0.103174,0.120909,0.122531,0.125338,0.128727,0.120213,0.106943,0.0934523,0.0892965,0.0861322,0.075472,0.0801829,0.0831441
1893.2723,0.101224,0.118042,0.119591,0.121759,0.126968,0.117915,0.108319,0.0937807,0.0882789,0.0885942,0.076349,0.078926,0.0826136
1893.7545,0.0985963,0.114903,0.115941,0.118664,0.124831,0.115367,0.108123,0.094229,0.0876102,0.0905829,0.0779874,0.0772859,0.0823945
1894.2366,0.0959072,0.11168,0.111872,0.116373,0.122145,0.113114,0.106286,0.094207,0.0871906,0.0910744,0.0792502,0.0757812,0.0824688
1894.7188,0.093898,0.108562,0.107864,0.114879,0.118818,0.111284,0.103503,0.0934887,0.0867831,0.0897256,0.0792763,0.0748785,0.0826975
1895.2008,0.093069,0.105704,0.104424,0.113872,0.11507,0.109563,0.100807,0.0923389,0.08622,0.0871198,0.0778901,0.0747509,0.0829165
1895.683,0.0934003,0.103154,0.101911,0.112903,0.111496,0.107492,0.0989418,0.0912917,0.0855132,0.0844304,0.075652,0.0751956,0.0829925
1896.165,0.0943394,0.100804,0.10041,0.111614,0.10885,0.104873,0.0979934,0.0907526,0.0847763,0.0826874,0.0734998,0.0758041,0.0828297
1896.6472,0.0950723,0.0984344,0.0997461,0.109929,0.107679,0.101983,0.097521,0.0907396,0.0840599,0.0822002,0.0722256,0.0762668,0.082368
1897.1293,0.0948951,0.0958551,0.0995899,0.108084,0.108051,0.0994573,0.0970015,0.0909256,0.0832816,0.0825354,0.0721266,0.0765616,0.0815965
1897.6115,0.0934878,0.0930274,0.0995855,0.106485,0.109511,0.0979582,0.0962075,0.0908851,0.0823227,0.0829546,0.0729683,0.0768837,0.0805618
1898.0935,0.0910054,0.0901069,0.0994444,0.105443,0.111254,0.0978236,0.0953039,0.0903545,0.0811994,0.0829341,0.0741776,0.0773813,0.0793548
1898.5757,0.0879703,0.087369,0.0989892,0.10494,0.112453,0.0988565,0.0946752,0.089372,0.0801411,0.0824361,0.0751265,0.0779067,0.078088
1899.0577,0.0849964,0.0850625,0.098158,0.10459,0.112603,0.100375,0.09463,0.0882432,0.0794765,0.0817977,0.0753836,0.0780034,0.0768969
1899.5399,0.0824727,0.0832926,0.096981,0.103896,0.11169,0.101503,0.0951717,0.0873605,0.079392,0.0813609,0.0748339,0.0771939,0.075969
1900.022,0.0803908,0.0820183,0.0955503,0.102645,0.110085,0.101535,0.0959629,0.0869903,0.0797637,0.0811452,0.0736398,0.0753774,0.0755382
1900.5042,0.078423,0.0811509,0.0939992,0.101136,0.108245,0.100172,0.0964787,0.0871579,0.0802157,0.0808111,0.0721117,0.0730242,0.0757823
1900.9862,0.0761814,0.0806606,0.0924801,0.100027,0.106454,0.097556,0.0962546,0.0876871,0.0803655,0.0799129,0.0705874,0.070986,0.0766463
1901.4684,0.07349,0.0805997,0.0911159,0.0998658,0.104747,0.094176,0.0951092,0.0883497,0.0800651,0.0782308,0.0693583,0.0700234,0.0777338
1901.9504,0.0705091,0.0810291,0.0899242,0.100647,0.103014,0.0907261,0.0932431,0.0890113,0.0794533,0.0759477,0.0686282,0.0703649,0.0784225
1902.4326,0.0676588,0.0819086,0.0887633,0.101732,0.101154,0.0879367,0.0911576,0.0896588,0.0787999,0.0735764,0.0684764,0.0716001,0.0782065
1902.9147,0.0654105,0.0830364,0.0873661,0.102209,0.0991547,0.0863755,0.0894219,0.0902832,0.0782924,0.0717154,0.0688324,0.0729658,0.0770567
1903.3969,0.0640664,0.0840748,0.0854865,0.101443,0.0970784,0.0862293,0.0884019,0.0907174,0.0779422,0.0707846,0.0694838,0.073799,0.0755239
1903.8789,0.063624,0.0846407,0.0830932,0.0994203,0.0950339,0.0871705,0.0880929,0.0905895,0.0776556,0.0708542,0.0701352,0.0738466,0.0744553
1904.3611,0.0637709,0.0844037,0.0804785,0.0966959,0.0931966,0.0884577,0.0881507,0.0894884,0.0773573,0.0716173,0.0705044,0.0732634,0.0744721
1904.8431,0.0640067,0.0831461,0.0781698,0.094002,0.0918364,0.089314,0.088093,0.087269,0.0770253,0.0725162,0.0704112,0.0723629,0.0755605
1905.3253,0.0638456,0.0807828,0.0766574,0.0918434,0.0912571,0.089388,0.0875337,0.0842874,0.0766137,0.072987,0.0698194,0.0713528,0.077079
1905.8074,0.0630191,0.0773763,0.0760955,0.0903317,0.0916144,0.0889689,0.086302,0.0813768,0.0759748,0.072722,0.0688345,0.0702507,0.0781786
1906.2896,0.0615968,0.0731696,0.0761703,0.0892818,0.0927121,0.088762,0.0844266,0.0795399,0.0749104,0.0718221,0.0676846,0.0690042,0.0783367
1906.7716,0.0599714,0.0686078,0.0762301,0.0884095,0.0939531,0.0893405,0.082078,0.0794997,0.0733495,0.0707391,0.0666942,0.0676765,0.0776462
1907.2538,0.0586952,0.0642847,0.0756232,0.0874797,0.0945481,0.090641,0.0795578,0.0813309,0.0715092,0.0700129,0.066223,0.066539,0.0766856
1907.7358,0.0582211,0.0607865,0.0740511,0.0863715,0.0938983,0.0918865,0.077315,0.0843622,0.0698665,0.0699419,0.0665412,0.0659915,0.0760757
1908.218,0.0586619,0.0584927,0.0717251,0.0851093,0.0919083,0.0920417,0.0758699,0.0874049,0.0689093,0.0703969,0.0676695,0.0663568,0.0760304
1908.7001,0.0596879,0.0574371,0.0692298,0.083878,0.0890168,0.0905177,0.0755699,0.0892042,0.0688205,0.0709144,0.0692824,0.0676659,0.0762131
1909.1823,0.0606233,0.0573085,0.0671889,0.082968,0.085936,0.0876341,0.076279,0.0889193,0.0693338,0.071005,0.0707769,0.0695579,0.0759929
1909.6643,0.0607143,0.0575899,0.0659509,0.0826029,0.0832939,0.0844906,0.0772721,0.0864404,0.0698948,0.070455,0.0715305,0.0713717,0.0749222
1910.1465,0.0594637,0.0577704,0.0654901,0.0827216,0.0814103,0.0823075,0.0775631,0.0824052,0.0700422,0.0694068,0.0712194,0.0724266,0.0730936
1910.6285,0.0568752,0.0575279,0.0655618,0.0829043,0.0803034,0.0817005,0.0765542,0.0778932,0.0697343,0.0681862,0.0699743,0.0723661,0.0711117
1911.1107,0.0534779,0.0568074,0.0659555,0.0825624,0.0798211,0.0824003,0.0745363,0.0739616,0.0693741,0.0670654,0.0682425,0.0713611,0.0697135
1911.5928,0.0501207,0.055786,0.0666321,0.0812821,0.0797347,0.0835412,0.0726077,0.071282,0.0695256,0.0661751,0.0664639,0.0700337,0.0693415
1912.075,0.0476337,0.0547672,0.0676627,0.0790616,0.0797452,0.0841997,0.0720286,0.0700441,0.0705412,0.0655984,0.0648181,0.0691356,0.0699646
1912.557,0.0464863,0.0540549,0.0690543,0.0762804,0.0794988,0.0837933,0.0734397,0.0700825,0.0723357,0.0654886,0.0632186,0.0691563,0.0711978
1913.0392,0.0465488,0.0538296,0.0706156,0.0734539,0.0787128,0.0821992,0.0764211,0.0710651,0.074405,0.0660438,0.0615255,0.0700533,0.0725631
1913.5212,0.0470713,0.0540578,0.0719621,0.0709686,0.0773907,0.0796854,0.0796524,0.0726008,0.07606,0.0673193,0.0597914,0.0712486,0.0737012
1914.0034,0.0469784,0.0544816,0.0726655,0.0689831,0.0759544,0.0767776,0.0816211,0.0742509,0.0767703,0.0690339,0.0583327,0.0719384,0.074436
1914.4855,0.0454268,0.0547317,0.0724479,0.0675368,0.0751054,0.0740969,0.0814754,0.0755328,0.0764433,0.0705931,0.0575412,0.0715776,0.0747163
1914.9677,0.0423099,0.0545143,0.0712738,0.0667244,0.0754361,0.072166,0.0794403,0.0760142,0.0754606,0.0713831,0.0575907,0.0702143,0.0745377
1915.4497,0.0383526,0.0537422,0.0692833,0.0667393,0.077066,0.0712399,0.0765339,0.0754808,0.0744502,0.0711218,0.0583079,0.0684201,0.0739316
1915.9319,0.0347717,0.0525244,0.0666693,0.0677263,0.0795491,0.0712492,0.0739126,0.0740713,0.0739686,0.0699999,0.0593131,0.0669025,0.0730212
1916.4139,0.0327633,0.0510582,0.0636453,0.069552,0.0820392,0.0718835,0.072351,0.0723005,0.0742634,0.0685638,0.0602886,0.0660969,0.0720717
1916.8961,0.0330167,0.0495159,0.0605454,0.0716491,0.0835875,0.0727727,0.0720405,0.0709288,0.0751534,0.0674508,0.0611669,0.0659492,0.0714533
1917.3782,0.0353217,0.0479862,0.0579287,0.0731053,0.083525,0.073695,0.0726218,0.0706311,0.0760315,0.0670752,0.0621022,0.0659743,0.0714573
1917.8604,0.0385049,0.0464842,0.0564449,0.0731181,0.0818542,0.0746822,0.0733995,0.0715248,0.0760961,0.0673743,0.0632083,0.0656165,0.0720249
1918.3424,0.0410371,0.0450183,0.056392,0.0715759,0.0793176,0.0758796,0.0737306,0.0729494,0.0748319,0.0678365,0.0642746,0.0647204,0.0726562
1918.8246,0.0420187,0.0436533,0.0573768,0.0691481,0.0769043,0.0772534,0.0733755,0.0738803,0.0723783,0.0678853,0.0648059,0.06365,0.0727125
