Wavenumber (cm-1),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb)
3219.5754,0.0779805,0.0972294,0.220536,0.383595,0.694406,1.10814,1.57671,2.03077,2.69524,3.29591,4.04092,4.5677,5.08109
3220.0576,0.0805902,0.100025,0.225465,0.390306,0.70201,1.12419,1.60144,2.05754,2.74229,3.33867,4.08463,4.60859,5.12355
3220.5398,0.0826114,0.100919,0.231137,0.398171,0.708636,1.14083,1.62774,2.08474,2.78967,3.38142,4.12855,4.64654,5.16349
3221.022,0.0837984,0.100093,0.236654,0.405841,0.714357,1.15708,1.65442,2.11314,2.8362,3.42457,4.17321,4.68352,5.2014
3221.5039,0.0841983,0.0985621,0.241523,0.412139,0.719767,1.1725,1.68071,2.14341,2.88109,3.46856,4.21849,4.72128,5.2375
3221.9861,0.0840409,0.0974107,0.245671,0.41671,0.725905,1.18746,1.70656,2.17592,2.92409,3.51363,4.2638,4.76051,5.27177
3222.4683,0.0836043,0.0971396,0.249151,0.420169,0.733929,1.20287,1.73248,2.21044,2.96543,3.5597,4.30837,4.80063,5.30389
3222.9504,0.0831152,0.0975077,0.251804,0.423631,0.744661,1.21961,1.75898,2.24617,3.00568,3.60624,4.35163,4.84015,5.33334
3223.4324,0.0826975,0.0978963,0.25321,0.427991,0.758201,1.23797,1.78601,2.28211,3.04565,3.6525,4.39322,4.87749,5.35959
3223.9146,0.0823543,0.0978675,0.252992,0.433441,0.773801,1.25743,1.81287,2.31747,3.08618,3.69788,4.43295,4.91172,5.38236
3224.3967,0.0819775,0.0975113,0.251272,0.439534,0.7901,1.27713,1.83877,2.35211,3.12793,3.74236,4.4705,4.94281,5.40169
3224.8789,0.0813869,0.0973801,0.24892,0.445597,0.805662,1.29652,1.86349,2.38649,3.17113,3.78652,4.50546,4.9712,5.41785
3225.3608,0.0803935,0.0981124,0.247368,0.45115,0.819579,1.31591,1.88771,2.42137,3.21543,3.83117,4.53746,4.99711,5.43106
3225.843,0.0788717,0.100009,0.248049,0.456027,0.831823,1.33635,1.91262,2.45735,3.26007,3.87656,4.56649,5.02016,5.44125
3226.3252,0.0768187,0.102788,0.251772,0.460295,0.843138,1.35879,1.93924,2.49449,3.30432,3.92192,4.59312,5.03957,5.44801
3226.8074,0.0743906,0.105619,0.258372,0.464211,0.854511,1.38323,1.96784,2.53231,3.34789,3.96554,4.61834,5.05488,5.45095
3227.2893,0.0719025,0.107417,0.266813,0.46831,0.866554,1.40824,1.998,2.57006,3.39097,4.00559,4.64322,5.06648,5.45011
3227.7715,0.0697771,0.107304,0.27564,0.473454,0.879212,1.43163,2.02923,2.60713,3.4339,4.04121,4.66835,5.07547,5.44618
3228.2537,0.0684232,0.105095,0.28352,0.48058,0.891997,1.45167,2.06141,2.64333,3.4766,4.07313,4.69344,5.08291,5.44022
3228.7358,0.0680631,0.101582,0.289618,0.490118,0.904541,1.46831,2.09474,2.679,3.51833,4.10346,4.71738,5.089,5.43294
3229.2178,0.0685902,0.0984138,0.293732,0.501477,0.917029,1.48346,2.12925,2.71482,3.55801,4.13465,4.73873,5.09283,5.42412
3229.7,0.0695736,0.0974733,0.296214,0.513076,0.930147,1.50007,2.1643,2.7515,3.59493,4.16826,4.75629,5.09302,5.41258
3230.1821,0.0704761,0.0999946,0.297786,0.523095,0.944591,1.5206,2.19862,2.78944,3.62934,4.20427,4.76971,5.08877,5.3968
3230.6643,0.0710081,0.105873,0.299298,0.53053,0.960532,1.54571,2.23099,2.82849,3.66235,4.2411,4.77936,5.08047,5.37583
3231.1462,0.0714,0.113612,0.301461,0.535796,0.977458,1.57393,2.26097,2.86788,3.69537,4.27639,4.78596,5.06935,5.34982
3231.6284,0.0723702,0.120989,0.304588,0.540416,0.994489,1.60256,2.28924,2.90642,3.72931,4.30784,4.78985,5.05663,5.31967
3232.1106,0.0747348,0.126083,0.308438,0.545966,1.01087,1.62912,2.31721,2.94294,3.76413,4.334,4.7907,5.04253,5.2862
3232.5928,0.0788535,0.128077,0.312265,0.55301,1.02626,1.65258,2.34635,2.97682,3.79912,4.35468,4.78781,5.02629,5.2495
3233.0747,0.0842574,0.127426,0.31514,0.560771,1.04066,1.6737,2.37758,3.00845,3.83345,4.37097,4.78077,5.00675,5.20894
3233.5569,0.0897292,0.125356,0.316435,0.567766,1.05417,1.69441,2.41119,3.03918,3.86665,4.38486,4.77009,4.98332,5.16403
3234.0391,0.0938173,0.123093,0.316257,0.572894,1.06689,1.71666,2.44706,3.07084,3.89864,4.3985,4.75721,4.95634,5.11524
3234.5212,0.0954801,0.121302,0.315554,0.57624,1.07906,1.74151,2.48485,3.10491,3.9295,4.41323,4.74385,4.9268,5.0641
3235.0032,0.0945053,0.119987,0.315801,0.5791,1.09129,1.76874,2.52398,3.14181,3.95913,4.42904,4.7311,4.89555,5.01245
3235.4854,0.0915358,0.118797,0.318389,0.583321,1.10445,1.79725,2.56347,3.18066,3.98728,4.44456,4.71897,4.86285,4.96129
3235.9675,0.0877742,0.117444,0.323976,0.590419,1.1194,1.82571,2.60195,3.21977,4.01371,4.45795,4.70647,4.82846,4.91009
3236.4497,0.0845575,0.11599,0.332151,0.600961,1.13649,1.85322,2.63806,3.25744,4.03839,4.46793,4.69231,4.79206,4.8571
3236.9316,0.0829802,0.114851,0.341574,0.614439,1.1555,1.87968,2.67104,3.29267,4.06151,4.47446,4.67567,4.7537,4.80039
3237.4138,0.08364,0.114556,0.350534,0.629605,1.17591,1.90576,2.70112,3.3255,4.0833,4.47859,4.65649,4.71379,4.73909
3237.896,0.0865018,0.115419,0.357592,0.645021,1.19731,1.93253,2.72943,3.35664,4.10394,4.4815,4.63532,4.67279,4.67377
3238.3782,0.0908676,0.11735,0.362014,0.659554,1.21951,1.96098,2.7575,3.38692,4.1236,4.48363,4.61277,4.63086,4.60608
3238.8601,0.0955024,0.119935,0.363871,0.672684,1.24227,1.99155,2.78665,3.41682,4.14255,4.48449,4.58902,4.58792,4.5379
3239.3423,0.0989772,0.122771,0.36389,0.684525,1.26492,2.02387,2.81765,3.44637,4.16104,4.4832,4.56366,4.54383,4.47059
3239.8245,0.10019,0.125811,0.36321,0.695594,1.28637,2.05686,2.85074,3.47529,4.17899,4.47937,4.53581,4.49871,4.40476
3240.3066,0.0988545,0.129432,0.363124,0.706416,1.3057,2.08917,2.8858,3.50323,4.19572,4.47353,4.50454,4.45292,4.34047
3240.7886,0.0956762,0.134073,0.364791,0.717215,1.32291,2.11988,2.92251,3.53002,4.20996,4.46688,4.46951,4.4067,4.2774
3241.2708,0.0920618,0.139651,0.368922,0.727871,1.33929,2.14905,2.96031,3.55583,4.22048,4.46057,4.4313,4.35988,4.21509
3241.7529,0.0894945,0.145209,0.375507,0.738196,1.35698,2.17774,2.99842,3.58122,4.2269,4.455,4.39146,4.31165,4.15297
3242.2351,0.0889043,0.149164,0.383745,0.748287,1.37793,2.20745,3.03578,3.60709,4.2302,4.44967,4.35199,4.26083,4.09044
3242.717,0.0903509,0.150103,0.392319,0.758655,1.40296,2.23928,3.07145,3.63432,4.23249,4.44347,4.31447,4.2063,4.02699
3243.1992,0.0931176,0.147658,0.399949,0.769972,1.43141,2.27322,3.10491,3.66337,4.23602,4.43523,4.27924,4.14756,3.9623
3243.6814,0.0960984,0.142883,0.406,0.782621,1.46154,2.30814,3.13636,3.69376,4.24195,4.42408,4.24512,4.08512,3.8962
3244.1636,0.0982728,0.137843,0.410795,0.79638,1.49132,2.3423,3.16653,3.72408,4.24965,4.4097,4.20999,4.02057,3.82868
3244.6455,0.0990914,0.134626,0.415394,0.810538,1.51918,2.37433,3.19628,3.75237,4.25689,4.39224,4.17185,3.95616,3.75982
3245.1277,0.0986591,0.134372,0.420912,0.824385,1.54436,2.4039,3.22601,3.77703,4.26099,4.37232,4.1299,3.89409,3.6899
3245.6099,0.0976595,0.136907,0.427765,0.837704,1.56696,2.43178,3.2554,3.79743,4.26022,4.3508,4.08477,3.83554,3.61957
3246.092,0.0970442,0.141144,0.435367,0.85087,1.58769,2.45937,3.28361,3.81394,4.25459,4.32854,4.03792,3.78029,3.54972
3246.574,0.0976095,0.14582,0.442492,0.86449,1.60771,2.48792,3.30983,3.82749,4.24567,4.30612,3.99062,3.72688,3.4813
3247.0562,0.0996356,0.15004,0.448055,0.878902,1.62837,2.51806,3.33384,3.83884,4.23555,4.28372,3.94327,3.67348,3.41487
3247.5383,0.102756,0.153371,0.451813,0.89395,1.65077,2.54976,3.35609,3.84837,4.22591,4.26115,3.89555,3.61875,3.35053
3248.0205,0.106126,0.155636,0.454541,0.909164,1.67537,2.58252,3.37755,3.85628,4.21739,4.23794,3.8471,3.56228,3.28795
3248.5024,0.108804,0.156725,0.457614,0.924171,1.70173,2.61559,3.3992,3.86298,4.20967,4.21361,3.79814,3.50438,3.22676
3248.9846,0.110136,0.156599,0.462248,0.938969,1.72862,2.64818,3.42165,3.86927,4.20197,4.18768,3.74942,3.44548,3.16678
3249.4668,0.109934,0.15542,0.468924,0.953867,1.75473,2.67949,3.44504,3.87617,4.1935,4.15985,3.70176,3.38565,3.10808
3249.949,0.108383,0.153632,0.477298,0.969185,1.77939,2.70891,3.46917,3.88449,4.18376,4.13007,3.65527,3.32467,3.05071
3250.4309,0.105858,0.151872,0.486596,0.985025,1.803,2.73626,3.49376,3.89453,4.17266,4.09862,3.60915,3.2626,2.99451
3250.9131,0.102822,0.150771,0.496147,1.0013,1.82674,2.76204,3.51862,3.9061,4.16049,4.0661,3.56214,3.20018,2.9391
3251.3953,0.09989,0.150781,0.50569,1.01796,1.85185,2.78738,3.54361,3.91872,4.14781,4.03329,3.51331,3.13882,2.88412
3251.8774,0.0978902,0.152137,0.515317,1.03517,1.8789,2.81374,3.56845,3.9317,4.13521,4.00079,3.4627,3.07985,2.8294
3252.3594,0.0977289,0.154884,0.525185,1.05315,1.90751,2.8423,3.59257,3.94411,4.12294,3.96883,3.41129,3.02385,2.77501
3252.8416,0.0999995,0.158853,0.535271,1.0719,1.9367,2.87346,3.61511,3.95468,4.11048,3.93712,3.36038,2.97037,2.72111
3253.3237,0.104537,0.163567,0.545337,1.09099,1.96568,2.90657,3.63511,3.962,4.0965,3.90502,3.31078,2.91838,2.6677
3253.8059,0.110272,0.168194,0.555081,1.10967,1.99429,2.94021,3.65192,3.96504,4.07937,3.87174,3.26241,2.86697,2.61457
3254.2878,0.115616,0.171731,0.564339,1.12736,2.0231,2.97281,3.66557,3.96363,4.05811,3.83666,3.21442,2.81584,2.56143
3254.77,0.119235,0.173424,0.573193,1.14409,2.05276,3.0033,3.67679,3.95861,4.03304,3.79959,3.16584,2.7651,2.50813
3255.2522,0.120741,0.173217,0.581974,1.16059,2.08336,3.03146,3.68665,3.95139,4.00577,3.76084,3.11614,2.71476,2.45481
3255.7344,0.120846,0.171917,0.591157,1.17786,2.11416,3.05771,3.69601,3.94332,3.97837,3.72121,3.06543,2.6644,2.40182
3256.2163,0.120875,0.170901,0.601228,1.1966,2.14395,3.08267,3.70514,3.93526,3.95238,3.68176,3.01419,2.61339,2.34961
3256.6985,0.121968,0.171465,0.612472,1.21691,2.1718,3.10667,3.71374,3.92767,3.92816,3.6434,2.96281,2.56148,2.2986
3257.1807,0.124413,0.174154,0.624759,1.23824,2.19772,3.12965,3.72141,3.92085,3.90514,3.60646,2.91139,2.50924,2.24913
3257.6628,0.127535,0.178442,0.637413,1.2598,2.2227,3.15135,3.72816,3.91515,3.88239,3.57047,2.85978,2.45792,2.20145
3258.1448,0.130167,0.182993,0.649342,1.28095,2.24806,3.1717,3.73458,3.91076,3.85926,3.5344,2.80788,2.40875,2.15579
3258.627,0.131407,0.186353,0.659469,1.30135,2.27462,3.19116,3.74138,3.90739,3.83549,3.4973,2.756,2.3621,2.11226
3259.1091,0.131172,0.187673,0.667282,1.32095,2.30213,3.2106,3.74873,3.90413,3.81091,3.45883,2.70482,2.31726,2.07083
3259.5913,0.130205,0.187073,0.673243,1.33986,2.32952,3.23091,3.75587,3.8997,3.78513,3.4194,2.65512,2.27289,2.03116
3260.0732,0.129579,0.185466,0.678776,1.35838,2.3557,3.25246,3.76148,3.89301,3.75761,3.3797,2.60737,2.2279,1.99269
3260.5554,0.130005,0.183999,0.685806,1.37707,2.38034,3.27484,3.76449,3.8836,3.72803,3.34007,2.56143,2.18222,1.95482
3261.0376,0.131442,0.183474,0.696009,1.39673,2.40413,3.29696,3.76496,3.8717,3.69674,3.30022,2.5166,2.13689,1.91737
3261.5198,0.133245,0.184102,0.710121,1.41824,2.42832,3.31764,3.76408,3.85793,3.66476,3.25946,2.47208,2.09345,1.88085
3262.0017,0.134714,0.185686,0.727582,1.44218,2.45379,3.33614,3.7634,3.84286,3.63337,3.2174,2.42744,2.05296,1.8463
3262.4839,0.135635,0.188031,0.746661,1.46853,2.48057,3.35254,3.76374,3.82682,3.60346,3.1744,2.38296,2.01538,1.8146
3262.9661,0.136385,0.191221,0.765011,1.49654,2.5079,3.36753,3.76471,3.80996,3.57515,3.13148,2.33954,1.97955,1.78562
3263.4482,0.137565,0.195559,0.78053,1.52503,2.53496,3.38198,3.76509,3.79248,3.54782,3.08966,2.2981,1.94392,1.75785
3263.9302,0.139454,0.201217,0.792234,1.55286,2.56161,3.39645,3.76387,3.77475,3.52049,3.04919,2.25892,1.90745,1.72898
3264.4124,0.141716,0.207902,0.800802,1.57931,2.58851,3.41098,3.76097,3.75728,3.4923,3.00935,2.22125,1.87016,1.6972
3264.8945,0.143575,0.214852,0.808422,1.6043,2.6167,3.4252,3.75726,3.74066,3.46287,2.96891,2.18353,1.83309,1.6625
3265.3767,0.144304,0.221182,0.817889,1.62812,2.64666,3.43867,3.7537,3.72531,3.43226,2.92693,2.14409,1.7975,1.62685
3265.8586,0.14364,0.22636,0.831325,1.65113,2.67779,3.45121,3.75056,3.7114,3.40086,2.88341,2.1021,1.76414,1.59314
3266.3408,0.141868,0.230454,0.849204,1.67353,2.70851,3.46299,3.74717,3.6986,3.36915,2.83935,2.05801,1.73279,1.56351
3266.823,0.139613,0.234002,0.870271,1.69537,2.73704,3.47443,3.74244,3.68609,3.33757,2.7962,2.01346,1.7025,1.53817
3267.3052,0.137597,0.237627,0.892395,1.71688,2.76222,3.48594,3.73559,3.6726,3.30637,2.75506,1.97047,1.67222,1.51553
3267.7871,0.136544,0.241674,0.913798,1.73865,2.78399,3.49764,3.72654,3.6568,3.27561,2.71613,1.93059,1.64145,1.49342
3268.2693,0.137183,0.246087,0.933842,1.76154,2.80326,3.5092,3.71567,3.63782,3.24507,2.67855,1.89433,1.61047,1.47039
3268.7515,0.140146,0.250511,0.952907,1.7862,2.82125,3.51988,3.70346,3.61567,3.21421,2.64082,1.86117,1.58011,1.44621
3269.2336,0.145666,0.254483,0.971561,1.81254,2.83901,3.52876,3.69023,3.59133,3.18227,2.60147,1.83001,1.55138,1.42148
3269.7156,0.153246,0.257596,0.98978,1.83961,2.85703,3.5351,3.67639,3.56641,3.14851,2.55978,1.79982,1.52499,1.39686
3270.1978,0.161625,0.259648,1.00686,1.86605,2.87541,3.53868,3.66271,3.54248,3.11262,2.51608,1.77003,1.50113,1.37263
3270.6799,0.169207,0.260789,1.02207,1.89093,2.89402,3.53997,3.65026,3.52045,3.07502,2.47163,1.74066,1.47937,1.34895
3271.1621,0.174754,0.261617,1.03545,1.91434,2.91271,3.53993,3.6399,3.50028,3.03676,2.42795,1.71205,1.45883,1.32619
3271.644,0.177911,0.263077,1.04801,1.93732,2.93127,3.5396,3.63169,3.48117,2.99908,2.38614,1.68445,1.43841,1.30495
3272.1262,0.179234,0.2661,1.06123,1.9611,2.94943,3.53959,3.62464,3.46195,2.9628,2.34651,1.65768,1.41716,1.28568
3272.6084,0.179752,0.271124,1.07615,1.98616,2.96685,3.53985,3.61707,3.44159,2.92786,2.30864,1.63098,1.39459,1.26818
3273.0906,0.180374,0.27779,1.09289,2.01188,2.98325,3.53976,3.60731,3.41955,2.89343,2.27184,1.60332,1.37083,1.25163
3273.5725,0.1815,0.285096,1.11089,2.03682,2.99855,3.53858,3.59434,3.39587,2.85844,2.23558,1.57395,1.34642,1.23502
3274.0547,0.183017,0.291934,1.12948,2.0597,3.01284,3.536,3.57803,3.37102,2.82234,2.19962,1.54298,1.32194,1.21786
3274.5369,0.184581,0.29765,1.14844,2.08009,3.02632,3.53245,3.55899,3.34567,2.78545,2.16377,1.51153,1.2977,1.20034
3275.019,0.185926,0.302209,1.16788,2.09867,3.03905,3.52901,3.53822,3.32043,2.74872,2.12764,1.48127,1.27371,1.18301
3275.501,0.186996,0.305934,1.18774,2.11672,3.05103,3.52679,3.51689,3.29567,2.71316,2.09071,1.45346,1.25005,1.1662
3275.9832,0.187913,0.309125,1.20748,2.13549,3.06221,3.52622,3.49607,3.27146,2.67914,2.05271,1.42824,1.22711,1.14972
3276.4653,0.188857,0.311893,1.22638,2.15574,3.07271,3.5266,3.47661,3.24755,2.64623,2.01401,1.40447,1.20569,1.13303
3276.9475,0.189992,0.314311,1.24414,2.17756,3.08282,3.52614,3.4589,3.22351,2.6134,1.97562,1.38042,1.18661,1.11563
3277.4294,0.191447,0.316637,1.26126,2.20048,3.09285,3.52268,3.44275,3.19883,2.57949,1.93865,1.35495,1.17024,1.09755
3277.9116,0.193352,0.31934,1.27881,2.22376,3.10296,3.51466,3.42754,3.1732,2.54369,1.90367,1.32822,1.15617,1.07937
3278.3938,0.195842,0.322876,1.29772,2.24669,3.11302,3.50202,3.41243,3.14657,2.50576,1.87032,1.30164,1.14337,1.06209
3278.876,0.199003,0.327424,1.31818,2.26897,3.12273,3.48634,3.39663,3.11919,2.46604,1.83766,1.2769,1.13057,1.04672
3279.3579,0.202761,0.332842,1.33966,2.29083,3.13176,3.47031,3.37945,3.09148,2.42539,1.80489,1.25496,1.11678,1.03393
3279.8401,0.206788,0.338852,1.36149,2.31299,3.13989,3.45662,3.36043,3.06376,2.38494,1.77188,1.2355,1.10157,1.02363
3280.3223,0.210541,0.345266,1.38349,2.33606,3.14706,3.44677,3.3395,3.03615,2.34588,1.73932,1.21723,1.08505,1.01477
3280.8044,0.213506,0.352035,1.40603,2.35989,3.15329,3.44039,3.31712,3.00858,2.30908,1.70813,1.19885,1.06777,1.00565
3281.2864,0.215551,0.359108,1.42956,2.38335,3.15871,3.4355,3.29432,2.98092,2.27482,1.67881,1.1798,1.05051,0.994565
3281.7686,0.217184,0.366306,1.45406,2.40467,3.16353,3.42953,3.27225,2.95306,2.24281,1.65112,1.16048,1.0341,0.980645
3282.2507,0.219461,0.373387,1.47894,2.42239,3.16793,3.42065,3.25155,2.92495,2.21233,1.62427,1.14173,1.01917,0.964409
3282.7329,0.22351,0.380261,1.5034,2.43618,3.17193,3.40865,3.23187,2.89655,2.18262,1.59742,1.12422,1.00588,0.94758
3283.2148,0.229877,0.387107,1.52697,2.44706,3.17524,3.39502,3.21198,2.86777,2.15304,1.57013,1.10804,0.993751,0.932274
3283.697,0.238096,0.39425,1.54964,2.45686,3.17735,3.38202,3.19054,2.83862,2.12325,1.54243,1.09282,0.981727,0.91997
3284.1792,0.246816,0.401865,1.57148,2.46733,3.17781,3.37143,3.16707,2.80937,2.09307,1.51459,1.07815,0.968653,0.910885
3284.6614,0.254435,0.409803,1.59219,2.4795,3.1766,3.36349,3.14234,2.78063,2.06241,1.4869,1.06385,0.953898,0.904032
3285.1433,0.259874,0.417698,1.61116,2.49364,3.17433,3.3568,3.11799,2.7532,2.03112,1.45962,1.04995,0.937807,0.89781
3285.6255,0.26304,0.425287,1.62804,2.50952,3.1719,3.34911,3.09547,2.72766,1.99906,1.43314,1.03646,0.921655,0.890708
3286.1077,0.264733,0.432625,1.64343,2.5267,3.16999,3.33854,3.0752,2.70392,1.96616,1.408,1.02312,0.907077,0.881776
3286.5898,0.266139,0.440004,1.65885,2.54455,3.16868,3.32446,3.05647,2.68111,1.9325,1.38471,1.00946,0.895283,0.870799
3287.0718,0.268236,0.447647,1.67599,2.56219,3.16744,3.30762,3.03803,2.65779,1.89837,1.36339,0.995038,0.886486,0.858284
3287.554,0.271397,0.455462,1.69558,2.57863,3.16568,3.28955,3.01897,2.63261,1.86434,1.34348,0.979755,0.879841,0.845323
3288.0361,0.275347,0.463095,1.71693,2.59319,3.16327,3.27171,2.99912,2.60493,1.83118,1.32389,0.964002,0.873867,0.833302
3288.5183,0.279376,0.470256,1.73835,2.60581,3.16075,3.25482,2.97877,2.57511,1.79969,1.30358,0.948533,0.867089,0.823435
3289.0002,0.282716,0.47704,1.75844,2.61709,3.15894,3.23887,2.95805,2.54428,1.77035,1.2821,0.934175,0.858535,0.816238
3289.4824,0.284922,0.483991,1.7771,2.62778,3.15831,3.2234,2.93651,2.51371,1.74307,1.25994,0.921517,0.847926,0.811222
3289.9646,0.286148,0.491836,1.79553,2.63822,3.15849,3.208,2.91334,2.48417,1.71703,1.23817,0.910741,0.83558,0.807007
3290.4468,0.2872,0.501082,1.81528,2.64801,3.15839,3.19257,2.88798,2.45564,1.69101,1.21778,0.901628,0.822201,0.801855
3290.9287,0.289271,0.511731,1.83704,2.65634,3.1567,3.1773,2.8607,2.42749,1.66391,1.19908,0.893683,0.808665,0.794401
3291.4109,0.293407,0.523264,1.86006,2.66253,3.15252,3.16237,2.83268,2.39898,1.63531,1.18152,0.88631,0.795822,0.784249
3291.8931,0.299927,0.534892,1.8825,2.66657,3.14584,3.14766,2.80549,2.36964,1.60567,1.16409,0.878935,0.784334,0.77219
3292.3752,0.308174,0.545944,1.90258,2.66922,3.13749,3.13257,2.78034,2.33946,1.5761,1.14588,0.871043,0.774553,0.759934
3292.8572,0.316802,0.556201,1.91945,2.67168,3.12878,3.11616,2.75757,2.30865,1.54768,1.12654,0.862144,0.766511,0.749455
3293.3394,0.324507,0.566014,1.93358,2.67506,3.12091,3.09753,2.73667,2.27731,1.52086,1.10637,0.851735,0.75997,0.742181
3293.8215,0.330751,0.576126,1.94637,2.68005,3.11439,3.07643,2.71667,2.24534,1.4953,1.08608,0.839381,0.754492,0.738337
3294.3037,0.336014,0.587265,1.95936,2.68669,3.10873,3.05355,2.69655,2.21259,1.47017,1.06651,0.824961,0.749457,0.736773
3294.7856,0.341412,0.5997,1.97363,2.69441,3.1026,3.03042,2.67547,2.1792,1.44475,1.04835,0.808984,0.744078,0.735419
3295.2678,0.347883,0.61301,1.98933,2.70222,3.09436,3.00868,2.65279,2.14577,1.41896,1.03197,0.792726,0.737558,0.732249
3295.75,0.355514,0.626243,2.00563,2.70902,3.0829,2.98922,2.62811,2.11321,1.39335,1.01739,0.777975,0.729417,0.726277
3296.2322,0.36343,0.638378,2.02114,2.71398,3.06831,2.97173,2.60139,2.08228,1.36876,1.00431,0.766351,0.71984,0.718013
3296.7141,0.370378,0.648844,2.03451,2.71679,3.05191,2.95485,2.57311,2.05312,1.34577,0.992251,0.758483,0.709792,0.709076
3297.1963,0.375621,0.657777,2.04524,2.71769,3.03557,2.93706,2.54425,2.02513,1.32438,0.980791,0.753551,0.700666,0.70117
3297.6785,0.379569,0.665902,2.05412,2.71723,3.02072,2.91755,2.51595,1.99733,1.30417,0.969737,0.749569,0.693583,0.695064
3298.1606,0.383695,0.674156,2.06296,2.71592,3.00762,2.89664,2.48901,1.96891,1.28469,0.959069,0.74437,0.688748,0.69022
3298.6426,0.389748,0.683327,2.07367,2.71411,2.99548,2.87545,2.46357,1.93977,1.26576,0.948718,0.736753,0.685293,0.685271
3299.1248,0.398761,0.693876,2.08718,2.71208,2.98323,2.85511,2.43905,1.91057,1.24747,0.938354,0.727071,0.681748,0.678932
3299.6069,0.410465,0.705951,2.10286,2.71022,2.97045,2.83614,2.4146,1.88232,1.22974,0.927399,0.716877,0.676853,0.670723
3300.0891,0.423472,0.71945,2.1189,2.70903,2.9577,2.81832,2.38945,1.85579,1.21206,0.915333,0.707845,0.670204,0.661107
3300.571,0.436086,0.734062,2.1334,2.70883,2.94604,2.80098,2.36318,1.83107,1.19358,0.902067,0.700669,0.662384,0.651109
3301.0532,0.447227,0.749335,2.14542,2.70937,2.9361,2.7835,2.33576,1.80755,1.17368,0.888099,0.694646,0.654549,0.641809
3301.5354,0.456855,0.764829,2.15537,2.70971,2.92741,2.76554,2.3074,1.78423,1.15261,0.874276,0.688207,0.64778,0.634052
3302.0176,0.465681,0.780338,2.1645,2.70857,2.91855,2.74693,2.27847,1.76028,1.13169,0.861307,0.680017,0.642574,0.628402
3302.4995,0.474407,0.795998,2.17395,2.70501,2.90803,2.72748,2.24958,1.73533,1.11272,0.849363,0.669918,0.638692,0.625155
3302.9817,0.483092,0.812117,2.18394,2.699,2.89515,2.70683,2.22145,1.70951,1.097,0.838055,0.659111,0.63535,0.624226
3303.4639,0.491135,0.828762,2.19366,2.6915,2.88044,2.68462,2.19477,1.68329,1.0845,0.8268,0.649515,0.631612,0.624971
3303.946,0.497865,0.845394,2.20179,2.68397,2.86511,2.66087,2.16981,1.65724,1.07378,0.815333,0.642719,0.62679,0.626164
3304.428,0.503297,0.860914,2.20731,2.67752,2.85017,2.63612,2.14621,1.63177,1.06273,0.803996,0.639187,0.620738,0.626298
3304.9102,0.508411,0.874232,2.21004,2.67235,2.83577,2.61142,2.12305,1.60702,1.04959,0.793632,0.638131,0.613916,0.624136
3305.3923,0.514703,0.885047,2.21071,2.66766,2.82123,2.58781,2.09923,1.58268,1.03367,0.785133,0.638039,0.607213,0.61921
3305.8745,0.5233,0.894294,2.21048,2.66215,2.80576,2.56581,2.07383,1.55804,1.01538,0.778918,0.63746,0.601571,0.611991
3306.3564,0.534272,0.903834,2.2104,2.65476,2.78911,2.54508,2.04645,1.53228,0.995792,0.77464,0.635584,0.597592,0.603637
3306.8386,0.546641,0.915484,2.21097,2.64524,2.77176,2.52467,2.0172,1.50485,0.976133,0.771276,0.632325,0.595295,0.595496
3307.3208,0.559044,0.929942,2.2121,2.63433,2.75445,2.50354,1.98666,1.47597,0.957554,0.767543,0.627986,0.594135,0.588616
3307.803,0.570573,0.946322,2.21339,2.62339,2.73756,2.48127,1.95578,1.44673,0.941069,0.762447,0.622823,0.593217,0.583447
3308.2849,0.581183,0.962649,2.2145,2.61372,2.72074,2.45827,1.9258,1.41868,0.927455,0.755671,0.61684,0.591592,0.579816
3308.7671,0.591429,0.97707,2.21546,2.60593,2.70325,2.43558,1.89796,1.39306,0.916945,0.747591,0.609972,0.588472,0.577109
3309.2493,0.601817,0.988985,2.2166,2.59962,2.68461,2.4141,1.87314,1.37012,0.908924,0.738906,0.602473,0.583355,0.57459
3309.7314,0.612359,0.99935,2.21832,2.5937,2.665,2.39387,1.85137,1.34898,0.901976,0.730143,0.595129,0.576124,0.571693
3310.2134,0.622661,1.00999,2.22068,2.58696,2.64509,2.37389,1.83179,1.32824,0.894429,0.721369,0.589016,0.56715,0.568201
3310.6956,0.632428,1.02245,2.22334,2.5787,2.62546,2.3525,1.81283,1.30684,0.885166,0.712314,0.584889,0.557363,0.564261
3311.1777,0.641864,1.0372,2.22563,2.56888,2.6061,2.32822,1.79287,1.28466,0.874171,0.702799,0.58261,0.548122,0.560261
3311.6599,0.651623,1.05364,2.22684,2.55787,2.58645,2.30054,1.77078,1.26247,0.862445,0.693121,0.581061,0.54081,0.556645
3312.1418,0.662325,1.07064,2.22647,2.54603,2.56604,2.27028,1.74617,1.2414,0.851315,0.684093,0.5787,0.536244,0.553703
3312.624,0.674057,1.08741,2.22429,2.53339,2.54501,2.23938,1.71937,1.22225,0.841595,0.676624,0.574472,0.534212,0.551399
