Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb)
539.0065,0.00236648,-1.17549e-38,-1.17549e-38,0.107063,-1.17549e-38,-1.17549e-38,0.000362351,0.0295071,0.0614491,-1.17549e-38,0.0674087,0.0864767
539.4886,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.154758,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0790503,-1.17549e-38,0.050321,0.0686155
539.9708,-1.17549e-38,0.00262089,-1.17549e-38,0.185513,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0862933,-1.17549e-38,0.0233805,0.0366497
540.4529,-1.17549e-38,0.0251527,-1.17549e-38,0.186069,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0838978,-1.17549e-38,-1.17549e-38,0.00108379
540.935,-1.17549e-38,0.0455607,-1.17549e-38,0.157696,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0744335,0.0378469,-1.17549e-38,-1.17549e-38
541.4171,-1.17549e-38,0.0578876,-1.17549e-38,0.114285,0.0194963,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0609501,0.0723208,-1.17549e-38,-1.17549e-38
541.8992,-1.17549e-38,0.0587612,0.0118351,0.0730776,0.0408283,-1.17549e-38,0.00202337,0.00693074,0.0459299,0.0926055,-1.17549e-38,-1.17549e-38
542.3813,-1.17549e-38,0.0479801,0.0434968,0.0448112,0.0397731,-1.17549e-38,0.00855549,0.0177681,0.0310304,0.103015,-1.17549e-38,-1.17549e-38
542.8635,-1.17549e-38,0.028408,0.0580531,0.0297654,0.0200624,-1.17549e-38,0.0028815,0.0257523,0.0174379,0.107137,-1.17549e-38,0.0159696
543.3456,0.000776038,0.00515858,0.0552647,0.0212287,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0306605,0.00622173,0.103323,-1.17549e-38,0.0398247
543.8277,-1.17549e-38,-1.17549e-38,0.0410828,0.0125006,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0316609,-1.17549e-38,0.086046,-1.17549e-38,0.045484
544.3098,-1.17549e-38,-1.17549e-38,0.0243258,0.00181366,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0283522,-1.17549e-38,0.0517286,-1.17549e-38,0.0302256
544.7919,-1.17549e-38,-1.17549e-38,0.012778,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0220255,-1.17549e-38,0.00421686,-1.17549e-38,0.0032603
545.274,-1.17549e-38,-1.17549e-38,0.0102985,-1.17549e-38,-1.17549e-38,0.00503482,-1.17549e-38,0.0154289,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
545.7562,-1.17549e-38,-1.17549e-38,0.0158901,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0107698,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
546.2383,-1.17549e-38,-1.17549e-38,0.0249538,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00764113,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
546.7204,0.00693908,0.00327951,0.0320506,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00312965,-1.17549e-38,-1.17549e-38,0.0376725,0.0223078
547.2025,0.0192186,0.0224071,0.033659,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0493053,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0910259,0.0456066
547.6846,0.0267377,0.0394058,0.0294054,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0926025,-1.17549e-38,-1.17549e-38,0.0456558,0.112478,0.0569322
548.1667,0.0270041,0.048548,0.0213128,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.124369,-1.17549e-38,-1.17549e-38,0.103216,0.0978111,0.0602814
548.6489,0.0207495,0.045432,0.0119024,-1.17549e-38,0.00318933,-1.17549e-38,0.140727,-1.17549e-38,0.015633,0.143341,0.0598523,0.066762
549.131,0.0112471,0.030015,0.00250625,-1.17549e-38,0.00166574,-1.17549e-38,0.13896,-1.17549e-38,0.0356952,0.155795,0.0198953,0.0843291
549.6131,0.0025451,0.00734995,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.118845,0.0253985,0.0471552,0.138871,-1.17549e-38,0.109736
550.0952,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0183348,-1.17549e-38,-1.17549e-38,0.0852144,0.0615082,0.0454043,0.101547,-1.17549e-38,0.129144
550.5773,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0404537,-1.17549e-38,-1.17549e-38,0.0492804,0.090582,0.031454,0.0605227,0.00406323,0.127661
551.0594,0.00111077,-1.17549e-38,-1.17549e-38,0.0510075,-1.17549e-38,0.0233106,0.025921,0.103866,0.0114706,0.0319843,0.0202251,0.100831
551.5416,0.00627487,-1.17549e-38,-1.17549e-38,0.0523771,-1.17549e-38,0.0549496,0.0268106,0.0996148,-1.17549e-38,0.0227371,0.0332129,0.0590196
552.0237,0.0105553,-1.17549e-38,-1.17549e-38,0.0502123,0.0016902,0.0874356,0.0530181,0.0826271,-1.17549e-38,0.0268726,0.0416654,0.021396
