Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb)
499.955,-1.17549e-38,0.0453775,0.0424433,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.173453,0.0876416,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0122733
500.4372,-1.17549e-38,0.0340154,0.0272415,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.144291,0.0976469,-1.17549e-38,0.0105635,0.0187991,0.0341805
500.9193,-1.17549e-38,0.00400672,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0953886,0.0984214,-1.17549e-38,0.0171887,0.0628334,0.0596551
501.4014,0.00669153,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0361631,0.0915684,-1.17549e-38,0.0101083,0.0967417,0.082755
501.8835,0.0409356,-1.17549e-38,-1.17549e-38,0.0221782,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0818309,0.0187696,-1.17549e-38,0.11204,0.0927952
502.3656,0.0696558,-1.17549e-38,-1.17549e-38,0.0816665,0.00845226,-1.17549e-38,-1.17549e-38,0.0541917,0.00980867,-1.17549e-38,0.0737704,0.0566445,-1.17549e-38,0.105312,0.0806238
502.8477,0.0848623,-1.17549e-38,-1.17549e-38,0.12066,0.0240868,0.0657013,-1.17549e-38,0.112927,0.00352984,-1.17549e-38,0.0680452,0.0788989,-1.17549e-38,0.0813687,0.0467504
503.3299,0.0828651,-1.17549e-38,-1.17549e-38,0.127289,0.0361347,0.110963,-1.17549e-38,0.14749,-1.17549e-38,-1.17549e-38,0.0613948,0.0811721,-1.17549e-38,0.0507251,0.0028328
503.812,0.0645582,-1.17549e-38,-1.17549e-38,0.107111,0.039053,0.12191,-1.17549e-38,0.143579,-1.17549e-38,0.0396361,0.0509925,0.064481,-1.17549e-38,0.0234066,-1.17549e-38
504.2941,0.0339147,-1.17549e-38,-1.17549e-38,0.0756637,0.028299,0.112457,0.0766917,0.100375,-1.17549e-38,0.0870588,0.0388344,0.0339763,0.00949041,0.00487265,-1.17549e-38
504.7762,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0484102,0.00344563,0.102484,0.128254,0.0301362,-1.17549e-38,0.111395,0.0321734,-1.17549e-38,0.038329,-1.17549e-38,-1.17549e-38
505.2583,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0350753,-1.17549e-38,0.106593,0.140989,-1.17549e-38,-1.17549e-38,0.103102,0.0394493,-1.17549e-38,0.0507493,-1.17549e-38,-1.17549e-38
505.7404,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0388363,-1.17549e-38,0.127129,0.114301,-1.17549e-38,0.0217706,0.065293,0.0636737,-1.17549e-38,0.0405677,0.00236973,-1.17549e-38
506.2226,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0580272,-1.17549e-38,0.153257,0.0601534,-1.17549e-38,0.0553342,0.0136136,0.097344,-1.17549e-38,0.0113841,0.0132174,0.0246579
506.7047,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0877221,-1.17549e-38,0.167854,-1.17549e-38,-1.17549e-38,0.0809594,-1.17549e-38,0.124177,-1.17549e-38,-1.17549e-38,0.0250005,0.0599002
507.1868,-1.17549e-38,0.0539571,0.01724,0.119647,0.0159404,0.159694,-1.17549e-38,-1.17549e-38,0.090313,-1.17549e-38,0.129176,-1.17549e-38,-1.17549e-38,0.0328238,0.0911522
507.6689,-1.17549e-38,0.126529,0.0384209,0.141491,0.0792935,0.13201,-1.17549e-38,-1.17549e-38,0.0808713,-1.17549e-38,0.109922,-1.17549e-38,-1.17549e-38,0.0318967,0.114214
508.151,-1.17549e-38,0.177813,0.0560199,0.138662,0.125944,0.0999361,-1.17549e-38,0.0292962,0.0569739,-1.17549e-38,0.0789186,-1.17549e-38,-1.17549e-38,0.020053,0.125121
508.6331,-1.17549e-38,0.200199,0.0730801,0.0999758,0.137763,0.0794816,-1.17549e-38,0.0546131,0.0275804,0.0086229,0.055185,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.121375
509.1153,0.0182316,0.192605,0.0870301,0.0251849,0.112402,0.0771566,-1.17549e-38,0.0654285,0.00267495,0.0231787,0.0524814,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.103163
509.5974,0.0412922,0.159264,0.0898177,-1.17549e-38,0.062459,0.0866186,-1.17549e-38,0.0674654,-1.17549e-38,0.0267202,0.0718844,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0734397
510.0795,0.0569439,0.109019,0.0728641,-1.17549e-38,0.00740276,0.0933215,0.00436507,0.0655656,-1.17549e-38,0.0270692,0.101893,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0366403
510.5616,0.0578793,0.0543844,0.0334895,-1.17549e-38,-1.17549e-38,0.0843497,0.090268,0.0613561,0.00999217,0.0340155,0.125494,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
511.0437,0.039687,0.00866326,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.057535,0.18406,0.0534675,0.0341143,0.0516457,0.13031,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
511.5258,0.00495825,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0232855,0.262669,0.0395356,0.057441,0.0750056,0.115376,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
512.008,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.306882,0.0186609,0.0732723,0.0938451,0.0900531,0.00966234,-1.17549e-38,-1.17549e-38,-1.17549e-38
512.4901,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.30922,-1.17549e-38,0.0779861,0.100424,0.0666788,0.0262395,-1.17549e-38,-1.17549e-38,-1.17549e-38
512.9722,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0155713,-1.17549e-38,0.00212737,0.274222,-1.17549e-38,0.0710151,0.0952635,0.0526542,0.0326901,-1.17549e-38,0.00289443,-1.17549e-38
513.4543,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0244197,-1.17549e-38,0.0190413,0.212785,-1.17549e-38,0.0539955,0.0865825,0.0468025,0.0249172,-1.17549e-38,0.0403884,-1.17549e-38
513.9365,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0166382,-1.17549e-38,0.0263925,0.135732,-1.17549e-38,0.0299382,0.0837875,0.0415439,0.00342333,-1.17549e-38,0.0846528,-1.17549e-38
514.4186,-1.17549e-38,-1.17549e-38,0.0474108,0.000290671,-1.17549e-38,0.015672,0.0511989,-1.17549e-38,0.00271261,0.0899535,0.028956,-1.17549e-38,-1.17549e-38,0.125481,-1.17549e-38
514.9007,0.00574336,-1.17549e-38,0.107551,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0992552,0.00650025,-1.17549e-38,-1.17549e-38,0.150481,-1.17549e-38
515.3828,0.0289095,-1.17549e-38,0.149368,-1.17549e-38,0.0112241,-1.17549e-38,-1.17549e-38,0.0188719,-1.17549e-38,0.10123,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.150137,-1.17549e-38
515.8649,0.0414589,-1.17549e-38,0.169887,-1.17549e-38,0.0227472,-1.17549e-38,-1.17549e-38,0.0323954,-1.17549e-38,0.0885895,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.121959,-1.17549e-38
516.347,0.0439358,-1.17549e-38,0.173878,-1.17549e-38,0.0394606,-1.17549e-38,-1.17549e-38,0.0268882,-1.17549e-38,0.0632831,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0723608,-1.17549e-38
516.8292,0.0391016,-1.17549e-38,0.171108,-1.17549e-38,0.0675683,-1.17549e-38,-1.17549e-38,0.00491671,-1.17549e-38,0.0365152,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0151092,-1.17549e-38
517.3113,0.0313305,-1.17549e-38,0.170512,-1.17549e-38,0.102,0.0401536,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0218975,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
