Wavenumber (cm-1),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb)
2849.792,0.735595,0.680151,0.605021,0.565743,0.546144,0.608266,0.555188,0.727478,0.837514,0.988842,1.11565,1.17219,1.37318,1.4703,1.43451,1.22236,0.927734,0.658942,0.352955
2850.2742,0.72731,0.669881,0.597182,0.559596,0.539651,0.601878,0.551535,0.715066,0.825413,0.976087,1.10349,1.15747,1.36075,1.45971,1.41919,1.21558,0.923528,0.660427,0.353126
2850.7561,0.719085,0.658777,0.589274,0.55267,0.533045,0.597189,0.548447,0.703666,0.814102,0.962345,1.09151,1.14363,1.34869,1.44704,1.40258,1.20761,0.918857,0.662432,0.351508
2851.2383,0.710603,0.647532,0.581698,0.545647,0.526669,0.593682,0.544958,0.694216,0.803402,0.947865,1.07872,1.13047,1.33589,1.43186,1.38536,1.19888,0.914124,0.663953,0.34861
2851.7205,0.701708,0.636726,0.574833,0.539341,0.520911,0.59018,0.540384,0.6871,0.792894,0.933323,1.06471,1.11793,1.32175,1.41473,1.36865,1.1901,0.90969,0.664019,0.345637
2852.2026,0.692373,0.626651,0.568719,0.534135,0.515876,0.58536,0.534696,0.681829,0.782254,0.919545,1.04971,1.10612,1.30644,1.39685,1.35365,1.18186,0.905906,0.662172,0.343865
2852.6846,0.682669,0.617356,0.563041,0.529669,0.511229,0.578384,0.528587,0.67728,0.771573,0.907186,1.03425,1.09507,1.29069,1.37938,1.34099,1.17445,0.903128,0.658657,0.343935
2853.1667,0.672799,0.608814,0.557383,0.525038,0.506367,0.569306,0.523114,0.672331,0.761433,0.896462,1.01879,1.08455,1.27527,1.3632,1.33047,1.16777,0.901575,0.654281,0.345563
2853.6489,0.663109,0.601047,0.55153,0.51936,0.500822,0.559066,0.5191,0.666439,0.752651,0.887054,1.00353,1.07398,1.26062,1.34879,1.32116,1.16149,0.901055,0.650084,0.347855
2854.1311,0.654028,0.594133,0.545618,0.512365,0.494603,0.549092,0.516643,0.659779,0.745785,0.87825,0.988565,1.06269,1.24673,1.33627,1.31202,1.15539,0.900794,0.646984,0.349995
2854.613,0.645899,0.588137,0.540065,0.504653,0.488211,0.540738,0.515043,0.65291,0.740667,0.869297,0.974185,1.05027,1.23332,1.32545,1.30255,1.14945,0.899591,0.645485,0.351813
2855.0952,0.6388,0.583031,0.535355,0.497457,0.482312,0.534815,0.513157,0.64627,0.736262,0.859787,0.960947,1.03682,1.22023,1.31575,1.29289,1.1439,0.896332,0.645496,0.353811
2855.5774,0.632469,0.578652,0.531821,0.492063,0.477339,0.531367,0.509968,0.639864,0.73099,0.849856,0.949443,1.02304,1.20748,1.30628,1.28351,1.13892,0.890585,0.646333,0.356641
2856.0596,0.626427,0.574683,0.529469,0.489173,0.473329,0.529726,0.505051,0.633341,0.723418,0.840048,0.939883,1.00981,1.19533,1.29606,1.27471,1.13443,0.882883,0.646985,0.36044
2856.5415,0.620215,0.570684,0.527895,0.488514,0.470098,0.528781,0.498736,0.62631,0.712971,0.830924,0.931832,0.997852,1.18396,1.28453,1.26634,1.12997,0.874481,0.646579,0.364522
2857.0237,0.613628,0.566186,0.526328,0.488897,0.467552,0.52733,0.491951,0.618646,0.700278,0.822668,0.924351,0.987428,1.17329,1.27185,1.25803,1.12492,0.866738,0.644848,0.367683
2857.5059,0.606785,0.560868,0.523826,0.488718,0.465807,0.524457,0.485841,0.610599,0.686937,0.814946,0.916459,0.978378,1.16291,1.25888,1.2496,1.1188,0.860528,0.642284,0.36889
2857.988,0.600046,0.554751,0.519627,0.486686,0.464965,0.519792,0.481297,0.602694,0.674812,0.807107,0.907605,0.970343,1.15232,1.24668,1.24123,1.11153,0.856045,0.639829,0.367887
2858.47,0.593809,0.548263,0.513528,0.482441,0.464734,0.513577,0.478555,0.595526,0.665222,0.79857,0.897849,0.962997,1.14121,1.23588,1.23335,1.10344,0.853032,0.638287,0.365296
2858.9521,0.588337,0.542085,0.506072,0.476724,0.464253,0.506478,0.477014,0.589545,0.658459,0.789152,0.887686,0.956131,1.12974,1.22644,1.22614,1.09515,0.851145,0.637842,0.362212
2859.4343,0.583643,0.536817,0.498363,0.470983,0.462386,0.499241,0.475447,0.584871,0.65384,0.779134,0.87771,0.949547,1.11843,1.21778,1.21927,1.08721,0.850148,0.638014,0.359607
2859.9165,0.57946,0.532681,0.491564,0.466607,0.458368,0.492384,0.472577,0.581186,0.650207,0.769104,0.868361,0.942926,1.10781,1.2093,1.21198,1.08005,0.84984,0.638068,0.357957
2860.3984,0.575298,0.529454,0.486321,0.464212,0.452348,0.486124,0.467785,0.577767,0.646543,0.759705,0.859858,0.93579,1.09804,1.20082,1.20358,1.07383,0.849894,0.637523,0.357254
2860.8806,0.570579,0.526675,0.482491,0.463386,0.445432,0.480558,0.461558,0.573723,0.642335,0.751444,0.852264,0.927646,1.08883,1.19252,1.19398,1.06859,0.849854,0.636391,0.35729
2861.3628,0.564858,0.523945,0.479333,0.462997,0.439117,0.475897,0.455349,0.568381,0.637561,0.744594,0.845533,0.91822,1.0797,1.18461,1.18386,1.06421,0.849352,0.635011,0.357917
2861.845,0.558071,0.521092,0.476043,0.46184,0.434503,0.472505,0.450867,0.561639,0.632398,0.739145,0.8395,0.907664,1.07047,1.17688,1.17444,1.06044,0.848364,0.633706,0.35914
2862.3269,0.550662,0.518085,0.472266,0.45922,0.431777,0.470644,0.449164,0.554077,0.626936,0.734779,0.833878,0.896591,1.06146,1.16878,1.16688,1.05702,0.847239,0.632565,0.361034
2862.8091,0.543477,0.514824,0.468236,0.455162,0.430315,0.470125,0.450051,0.546717,0.62107,0.730889,0.828303,0.885904,1.05338,1.15972,1.16165,1.05379,0.846436,0.63152,0.363646
2863.2913,0.537397,0.511024,0.46448,0.450232,0.429258,0.470188,0.452184,0.540545,0.614622,0.726727,0.822421,0.876471,1.04675,1.14965,1.1583,1.05083,0.846127,0.630566,0.366942
2863.7734,0.532886,0.506333,0.461337,0.445154,0.428135,0.469792,0.45373,0.536069,0.607532,0.721672,0.815947,0.868758,1.04148,1.1392,1.1555,1.04846,0.845972,0.629885,0.370785
2864.2554,0.52972,0.500592,0.458675,0.4405,0.427089,0.468158,0.453233,0.53313,0.599969,0.715492,0.808651,0.862606,1.03676,1.12939,1.15162,1.04693,0.845244,0.629736,0.374893
2864.7375,0.527096,0.494031,0.456023,0.43656,0.426611,0.465172,0.450182,0.531043,0.592292,0.708442,0.800378,0.857277,1.03148,1.12103,1.14542,1.04608,0.843222,0.630235,0.37879
2865.2197,0.524095,0.487209,0.453006,0.433394,0.427036,0.461368,0.445065,0.528948,0.584914,0.701109,0.791166,0.851803,1.02481,1.11427,1.13657,1.04522,0.839619,0.631217,0.381861
2865.7019,0.520226,0.48076,0.449709,0.430939,0.428179,0.457535,0.438988,0.526166,0.578189,0.694069,0.781434,0.845498,1.01656,1.10848,1.12585,1.04326,0.834784,0.632289,0.383571
2866.1838,0.515699,0.475113,0.446673,0.429096,0.429332,0.454276,0.433132,0.522421,0.572356,0.687589,0.772073,0.838355,1.00719,1.10265,1.11475,1.03931,0.829588,0.633014,0.383764
2866.666,0.511234,0.470371,0.444498,0.427739,0.429575,0.45184,0.42832,0.517863,0.567517,0.681546,0.764218,0.83106,0.997462,1.09589,1.10483,1.03321,0.825075,0.633053,0.382832
2867.1482,0.50752,0.466392,0.443349,0.426682,0.428163,0.450232,0.42483,0.512932,0.563609,0.675607,0.758729,0.824575,0.988032,1.08785,1.09703,1.02569,0.822048,0.632236,0.381585
2867.6304,0.504695,0.462952,0.442745,0.425624,0.424816,0.44935,0.422434,0.508122,0.560372,0.669539,0.755637,0.819517,0.979224,1.07866,1.09142,1.01805,0.820768,0.630572,0.380853
2868.1123,0.502204,0.459849,0.441801,0.424155,0.419821,0.448941,0.420581,0.503777,0.557393,0.663409,0.753961,0.815725,0.971005,1.06887,1.08735,1.01146,0.820862,0.628289,0.381056
2868.5945,0.499141,0.456917,0.439747,0.421879,0.413987,0.448443,0.418638,0.499984,0.554275,0.657558,0.752095,0.812309,0.963134,1.05911,1.08396,1.00649,0.821471,0.625833,0.382022
2869.0767,0.494854,0.454004,0.436362,0.418637,0.408457,0.447006,0.416135,0.496634,0.550867,0.652365,0.748576,0.808154,0.955364,1.05,1.0805,1.00293,0.821575,0.623758,0.383168
2869.5588,0.489387,0.450979,0.432043,0.414697,0.404372,0.443879,0.412947,0.493588,0.54742,0.647993,0.742793,0.802562,0.947638,1.042,1.07637,1.00018,0.820363,0.622467,0.383892
2870.0408,0.483472,0.447778,0.427499,0.410734,0.402421,0.438979,0.409349,0.490795,0.544501,0.644289,0.735167,0.79558,0.940198,1.0353,1.07105,0.997623,0.817507,0.621978,0.383903
2870.5229,0.47809,0.444433,0.423346,0.407531,0.402476,0.433146,0.405915,0.488266,0.542672,0.640904,0.72675,0.787862,0.933512,1.02977,1.06405,0.99489,0.813248,0.621912,0.383295
2871.0051,0.473916,0.44103,0.419881,0.405524,0.403525,0.427761,0.403272,0.485904,0.542073,0.637515,0.71854,0.780157,0.928006,1.02485,1.05523,0.99184,0.808275,0.621769,0.382381
2871.4873,0.470988,0.437647,0.417128,0.404512,0.404078,0.423886,0.4018,0.483356,0.542162,0.633971,0.711016,0.77284,0.923691,1.01976,1.0451,0.988354,0.803484,0.621308,0.381468
2871.9692,0.468777,0.434336,0.415023,0.403761,0.402865,0.421546,0.401416,0.480088,0.541817,0.630253,0.70415,0.765757,0.919959,1.01381,1.03496,0.984246,0.799685,0.620732,0.380772
2872.4514,0.466516,0.431205,0.413531,0.402472,0.399492,0.419732,0.401571,0.475707,0.539774,0.626298,0.697796,0.758484,0.915761,1.0068,1.0264,0.979357,0.797348,0.620498,0.380478
2872.9336,0.463557,0.428498,0.412606,0.400279,0.394617,0.417183,0.401491,0.470327,0.535205,0.621873,0.692062,0.750773,0.91019,0.99918,1.02056,0.973737,0.796439,0.620895,0.380835
2873.4158,0.459577,0.42659,0.412081,0.397403,0.389547,0.41334,0.400577,0.464699,0.528137,0.616678,0.687333,0.742891,0.903115,0.991862,1.01747,0.967747,0.796422,0.621745,0.382126
2873.8977,0.454639,0.425803,0.411658,0.394356,0.385507,0.408763,0.398734,0.45992,0.519493,0.610643,0.683949,0.735633,0.895421,0.985714,1.01611,0.961985,0.796476,0.622466,0.384491
2874.3799,0.449176,0.426156,0.411038,0.391456,0.383057,0.404693,0.396434,0.456878,0.510728,0.604214,0.681842,0.730017,0.888581,0.981069,1.01502,0.95711,0.795873,0.622457,0.387746
2874.8621,0.443925,0.427217,0.410083,0.388604,0.381999,0.402152,0.394421,0.455772,0.503252,0.598347,0.680461,0.726798,0.883774,0.977536,1.01312,0.953697,0.79436,0.621492,0.391358
2875.3442,0.439745,0.428188,0.408848,0.385487,0.381739,0.401275,0.393219,0.456014,0.497914,0.594113,0.679065,0.726054,0.881106,0.974266,1.01016,0.952164,0.792334,0.619828,0.394647
2875.8262,0.437279,0.428214,0.40741,0.382052,0.381775,0.401337,0.392754,0.456569,0.494783,0.592084,0.677149,0.727021,0.879485,0.970498,1.00652,0.952708,0.790658,0.617986,0.397107
2876.3083,0.436585,0.426731,0.405644,0.378792,0.381932,0.401347,0.392351,0.456499,0.493294,0.591909,0.674632,0.728296,0.877263,0.966029,1.00269,0.955196,0.790211,0.616402,0.398637
2876.7905,0.436996,0.423663,0.40316,0.376558,0.382222,0.400672,0.391157,0.455372,0.492639,0.592367,0.671697,0.728365,0.873237,0.96129,0.998884,0.959024,0.791396,0.615234,0.399559
2877.2727,0.437403,0.41936,0.399547,0.376009,0.382535,0.399239,0.388722,0.453349,0.492167,0.59194,0.66844,0.72623,0.867331,0.956979,0.994984,0.963126,0.793919,0.614434,0.400411
2877.7546,0.436856,0.414379,0.394788,0.377113,0.382499,0.397281,0.385323,0.450965,0.491604,0.589541,0.664709,0.721838,0.860535,0.9535,0.990887,0.96623,0.796914,0.613971,0.401696
2878.2368,0.435112,0.409258,0.38955,0.379097,0.381682,0.395003,0.381816,0.448816,0.491003,0.584979,0.660299,0.716068,0.854204,0.950622,0.986757,0.967326,0.79934,0.613998,0.40371
2878.719,0.432727,0.404436,0.385069,0.380892,0.379987,0.392499,0.379101,0.44729,0.490545,0.578923,0.655351,0.710267,0.849243,0.947573,0.98297,0.966097,0.80039,0.614828,0.406519
2879.2012,0.430614,0.400267,0.382587,0.381715,0.377879,0.389965,0.377589,0.446434,0.490312,0.572458,0.650567,0.705574,0.845721,0.943503,0.979801,0.963047,0.799782,0.616767,0.409995
2879.6831,0.429375,0.397051,0.382634,0.381398,0.376197,0.387914,0.377059,0.445928,0.490175,0.566583,0.646944,0.702405,0.843072,0.93801,0.977159,0.959224,0.797849,0.61991,0.413822
2880.1653,0.42889,0.394958,0.384588,0.380255,0.375592,0.38709,0.376967,0.445153,0.489798,0.561896,0.645168,0.700356,0.840582,0.931385,0.974651,0.955712,0.795459,0.624036,0.417474
2880.6475,0.428422,0.393907,0.386849,0.378688,0.376014,0.388072,0.376926,0.443394,0.488725,0.558552,0.645069,0.698526,0.837745,0.924459,0.971919,0.953185,0.793758,0.628621,0.42027
2881.1296,0.427108,0.393492,0.387571,0.376863,0.376609,0.390832,0.376979,0.44013,0.486509,0.556334,0.645573,0.696018,0.834281,0.918193,0.96895,0.951753,0.793756,0.632965,0.421576
2881.6116,0.424426,0.393089,0.385585,0.374697,0.376173,0.394582,0.377459,0.435316,0.482862,0.554717,0.645213,0.692337,0.829967,0.913258,0.966048,0.951122,0.795841,0.636394,0.421158
2882.0938,0.420331,0.39211,0.38098,0.372101,0.37388,0.398032,0.378579,0.429463,0.477793,0.552936,0.642859,0.687504,0.824591,0.909807,0.963479,0.950867,0.799484,0.638487,0.419457
2882.5759,0.415087,0.390277,0.375039,0.369239,0.369812,0.399896,0.380127,0.423445,0.471682,0.550148,0.638193,0.681935,0.81815,0.907484,0.961081,0.950626,0.803378,0.63924,0.417586
2883.0581,0.409046,0.387744,0.369557,0.366568,0.364963,0.399361,0.381487,0.418096,0.465217,0.545735,0.631685,0.676196,0.811101,0.905582,0.958193,0.95014,0.806037,0.639076,0.416938
2883.54,0.402607,0.384994,0.365948,0.364627,0.360725,0.396317,0.381966,0.413861,0.459199,0.539613,0.624188,0.670785,0.804344,0.903278,0.954024,0.949187,0.806581,0.638642,0.418553
2884.0222,0.396329,0.382602,0.364623,0.363718,0.358197,0.391334,0.381149,0.410705,0.454265,0.532324,0.616504,0.665977,0.798791,0.899853,0.94818,0.947555,0.805204,0.638477,0.42259
2884.5044,0.390946,0.381003,0.364925,0.363716,0.357731,0.38544,0.379024,0.408302,0.450682,0.524827,0.609148,0.661742,0.794757,0.894895,0.940973,0.945085,0.803018,0.63872,0.428212
2884.9866,0.387134,0.380363,0.365588,0.364111,0.358914,0.379814,0.375876,0.406328,0.448283,0.51809,0.602344,0.657736,0.791632,0.888381,0.933226,0.941754,0.801345,0.639078,0.433979
2885.4685,0.385129,0.380575,0.36543,0.364275,0.360914,0.375441,0.372115,0.40463,0.446583,0.512736,0.596079,0.653386,0.788115,0.880637,0.925728,0.937709,0.800922,0.639072,0.43853
2885.9507,0.384509,0.381297,0.363899,0.363765,0.362914,0.372819,0.368215,0.403185,0.444984,0.508904,0.590134,0.648065,0.782922,0.872145,0.918724,0.933203,0.801532,0.638402,0.44117
2886.4329,0.384364,0.382002,0.361259,0.362504,0.364391,0.371823,0.364748,0.401952,0.44297,0.50632,0.584153,0.641326,0.775508,0.863319,0.911808,0.928472,0.802228,0.637175,0.442038
2886.915,0.383807,0.382068,0.35837,0.360734,0.365147,0.371799,0.362349,0.400821,0.440254,0.504447,0.577832,0.633094,0.766328,0.854376,0.904293,0.923628,0.801925,0.635817,0.441801
2887.397,0.382466,0.38093,0.35621,0.358801,0.365159,0.371865,0.36147,0.399698,0.436821,0.502616,0.571192,0.623762,0.75651,0.845373,0.895762,0.918629,0.799925,0.634728,0.441121
2887.8792,0.380637,0.378292,0.355393,0.356931,0.364429,0.371258,0.362019,0.398639,0.432895,0.500174,0.564697,0.614123,0.747202,0.836333,0.886407,0.913321,0.796095,0.633943,0.440244
2888.3613,0.378998,0.374273,0.35586,0.355138,0.362942,0.36957,0.363183,0.397858,0.42882,0.496701,0.55903,0.605166,0.739027,0.827334,0.876926,0.907503,0.79072,0.633069,0.43896
2888.8435,0.378116,0.369388,0.356908,0.353309,0.360756,0.366793,0.363679,0.397548,0.424893,0.492234,0.554571,0.597766,0.731961,0.818485,0.868076,0.900969,0.784286,0.631554,0.436924
2889.3254,0.378065,0.364353,0.357507,0.351382,0.358121,0.363219,0.362398,0.39766,0.421225,0.487313,0.55096,0.592354,0.725587,0.809832,0.86022,0.893508,0.777368,0.629092,0.434048
2889.8076,0.378346,0.359811,0.356775,0.34946,0.355516,0.359337,0.359069,0.397813,0.417723,0.482714,0.547137,0.588709,0.71946,0.801329,0.853156,0.88491,0.770641,0.625863,0.430693
2890.2898,0.378109,0.356157,0.354372,0.347789,0.353497,0.35574,0.354501,0.397455,0.414226,0.478954,0.541968,0.585981,0.71333,0.792932,0.846295,0.875035,0.764842,0.622428,0.427525
2890.772,0.376503,0.35353,0.350615,0.346632,0.352434,0.353054,0.350201,0.396145,0.410687,0.475912,0.535064,0.582992,0.70714,0.784734,0.83902,0.863978,0.760585,0.619357,0.425157
2891.2539,0.373011,0.351905,0.346299,0.346143,0.352282,0.351797,0.347568,0.39375,0.407289,0.472873,0.527195,0.578704,0.700908,0.776975,0.830985,0.852261,0.758076,0.616868,0.42386
2891.7361,0.367685,0.35118,0.342306,0.346329,0.35257,0.3522,0.347171,0.390436,0.404345,0.469012,0.51994,0.572638,0.694662,0.769862,0.822206,0.840901,0.756916,0.614717,0.423502
2892.2183,0.361222,0.351163,0.339226,0.347076,0.352656,0.354073,0.348526,0.3865,0.40207,0.463984,0.514741,0.565011,0.688457,0.763305,0.812966,0.831212,0.756148,0.612398,0.423726
2892.7004,0.354834,0.35152,0.337149,0.348159,0.352105,0.356814,0.350474,0.382214,0.400383,0.458165,0.512007,0.556537,0.682427,0.756822,0.803625,0.824308,0.754588,0.609462,0.424167
2893.1824,0.349886,0.35179,0.335675,0.349225,0.350927,0.359557,0.351868,0.377793,0.398927,0.452376,0.510872,0.54803,0.676733,0.749737,0.794433,0.82052,0.75129,0.605729,0.424543
2893.6646,0.347402,0.351518,0.334123,0.349809,0.349518,0.361389,0.35213,0.37345,0.397349,0.447305,0.509744,0.540074,0.671406,0.741584,0.785392,0.819064,0.745949,0.601302,0.424597
2894.1467,0.34762,0.350431,0.331835,0.349457,0.348348,0.361538,0.351402,0.36941,0.395632,0.44309,0.507246,0.532922,0.666188,0.732414,0.776212,0.818243,0.739033,0.596432,0.424021
2894.6289,0.349831,0.348557,0.328494,0.347968,0.347627,0.359523,0.350273,0.365811,0.394215,0.439351,0.502912,0.526627,0.660525,0.722769,0.766446,0.816172,0.731566,0.591407,0.422503
2895.1108,0.352607,0.346164,0.324325,0.345585,0.347197,0.355306,0.349334,0.362593,0.393731,0.435598,0.497212,0.521196,0.653793,0.713338,0.755805,0.811647,0.724632,0.586519,0.419909
2895.593,0.354342,0.343607,0.320075,0.342971,0.346698,0.34941,0.348836,0.359512,0.39448,0.43166,0.491019,0.516624,0.645665,0.704553,0.744504,0.804614,0.718809,0.582056,0.416446
2896.0752,0.353883,0.341146,0.316739,0.340897,0.345831,0.342929,0.348604,0.356352,0.39598,0.427813,0.48494,0.512774,0.636403,0.696438,0.733405,0.795951,0.713855,0.578229,0.412634
2896.5574,0.35099,0.338881,0.315114,0.339828,0.344506,0.337287,0.348174,0.353159,0.396954,0.424541,0.478993,0.50926,0.62687,0.688767,0.723711,0.786714,0.70883,0.575019,0.409064
2897.0393,0.346452,0.336781,0.315443,0.339665,0.342792,0.333754,0.34706,0.350316,0.395869,0.422154,0.472767,0.505504,0.618192,0.68135,0.7163,0.777417,0.702645,0.572064,0.406071
2897.5215,0.341779,0.334773,0.317351,0.339829,0.34081,0.332916,0.345017,0.348317,0.391737,0.420548,0.465873,0.500998,0.611241,0.674177,0.711061,0.767835,0.694712,0.568718,0.40355
2898.0037,0.338574,0.33283,0.320129,0.339637,0.338725,0.334394,0.342217,0.3474,0.384735,0.419214,0.458347,0.495607,0.606204,0.667304,0.706721,0.757461,0.685301,0.564327,0.40102
2898.4858,0.337778,0.331026,0.323158,0.3387,0.336856,0.337016,0.339276,0.347325,0.376206,0.417467,0.450751,0.489687,0.602519,0.660647,0.701384,0.746176,0.675384,0.558569,0.3979
2898.9678,0.339165,0.329524,0.326168,0.337098,0.335727,0.339379,0.337074,0.347486,0.368052,0.41475,0.443934,0.483893,0.599199,0.653912,0.693528,0.734577,0.666084,0.551643,0.393824
2899.45,0.341378,0.328486,0.329144,0.335257,0.335898,0.340473,0.336386,0.34732,0.361852,0.410882,0.438613,0.478792,0.59538,0.646747,0.682878,0.723657,0.658106,0.544178,0.388829
2899.9321,0.34259,0.327897,0.332002,0.333655,0.337588,0.340032,0.337475,0.34668,0.358233,0.406166,0.435011,0.474505,0.590731,0.638991,0.670596,0.714093,0.651516,0.536918,0.383357
2900.4143,0.341489,0.327418,0.334346,0.332576,0.340381,0.338458,0.339865,0.345895,0.356817,0.401299,0.432737,0.470635,0.585487,0.630784,0.658673,0.705721,0.645919,0.530391,0.378084
2900.8962,0.338004,0.326409,0.33554,0.33203,0.343315,0.336445,0.342492,0.345468,0.356654,0.397057,0.430979,0.466504,0.580089,0.622429,0.648912,0.697622,0.64081,0.524751,0.373672
2901.3784,0.33332,0.324225,0.335077,0.331825,0.345377,0.334598,0.344185,0.345643,0.356775,0.39388,0.428904,0.461554,0.574705,0.614144,0.64209,0.688764,0.63578,0.519836,0.3705
2901.8606,0.329121,0.320675,0.332938,0.331664,0.3461,0.333255,0.344245,0.346182,0.356536,0.39156,0.426051,0.455667,0.568993,0.60594,0.637721,0.678707,0.630484,0.515361,0.368485
2902.3428,0.326556,0.316352,0.329645,0.331223,0.345794,0.332534,0.342751,0.346503,0.355633,0.389282,0.422478,0.449218,0.562316,0.59774,0.634429,0.667871,0.624531,0.511074,0.367063
2902.8247,0.325583,0.31252,0.325951,0.330216,0.345228,0.332443,0.340392,0.346075,0.35397,0.386053,0.418595,0.442888,0.554286,0.589629,0.63063,0.657195,0.617515,0.506812,0.365412
2903.3069,0.325128,0.310522,0.322417,0.328514,0.344995,0.332928,0.337984,0.34475,0.351581,0.381317,0.414797,0.437344,0.545262,0.581989,0.625168,0.647516,0.609238,0.502444,0.362812
2903.7891,0.323883,0.31102,0.319195,0.326294,0.345078,0.333798,0.335999,0.342825,0.348645,0.375351,0.411181,0.432966,0.536402,0.575357,0.617655,0.639117,0.599922,0.497814,0.358999
2904.2712,0.321174,0.313547,0.316158,0.324128,0.344966,0.334673,0.33447,0.340806,0.345491,0.36918,0.407553,0.429732,0.52916,0.570087,0.608503,0.631711,0.59019,0.492698,0.354272
2904.7532,0.317313,0.316707,0.313221,0.322876,0.344219,0.335052,0.33327,0.339079,0.342478,0.364048,0.403708,0.427262,0.524502,0.566064,0.598692,0.624766,0.580754,0.486837,0.349294
2905.2354,0.313297,0.318896,0.310569,0.323332,0.342995,0.334524,0.332468,0.337695,0.339786,0.360768,0.399737,0.424984,0.522335,0.562712,0.589355,0.617859,0.572057,0.479995,0.344698
2905.7175,0.310151,0.319094,0.30862,0.325786,0.342064,0.333017,0.332396,0.336385,0.337325,0.359352,0.396086,0.422342,0.521527,0.559285,0.581333,0.610837,0.564146,0.472073,0.340742
2906.1997,0.3084,0.317261,0.30777,0.329714,0.342261,0.330903,0.333338,0.334737,0.334865,0.35907,0.393296,0.419006,0.520509,0.555275,0.574818,0.603761,0.55685,0.463239,0.337221
2906.6816,0.307954,0.314161,0.308147,0.333852,0.343788,0.328871,0.335113,0.33241,0.33233,0.358858,0.391603,0.414997,0.518091,0.550636,0.569297,0.59678,0.550081,0.454025,0.333663
2907.1638,0.308323,0.310843,0.309516,0.336675,0.345922,0.327623,0.33697,0.329315,0.33,0.357779,0.390697,0.410702,0.513967,0.545734,0.56383,0.590025,0.543949,0.445285,0.329632
2907.646,0.308929,0.308161,0.31136,0.337091,0.347386,0.327579,0.337984,0.325687,0.328422,0.355325,0.389826,0.406733,0.508685,0.541048,0.557564,0.583551,0.538577,0.437953,0.324956
2908.1282,0.309316,0.30657,0.313013,0.334989,0.347125,0.328746,0.337697,0.322055,0.328059,0.351494,0.388168,0.40367,0.503164,0.53685,0.550203,0.577259,0.533812,0.432641,0.319749
2908.6101,0.309238,0.306163,0.313785,0.331351,0.344942,0.330798,0.336482,0.31908,0.328925,0.346695,0.385213,0.401794,0.498167,0.533033,0.542172,0.570831,0.529113,0.429286,0.314293
2909.0923,0.308721,0.306775,0.313096,0.327825,0.341592,0.333279,0.335304,0.317308,0.330464,0.341581,0.380952,0.400926,0.49403,0.529172,0.534364,0.563783,0.523792,0.427086,0.308888
2909.5745,0.308059,0.308025,0.310681,0.32598,0.338302,0.335768,0.335021,0.316928,0.331773,0.336865,0.375786,0.400459,0.490733,0.524757,0.527634,0.555683,0.517419,0.424836,0.303754
2910.0566,0.307699,0.309353,0.306817,0.326614,0.336115,0.337944,0.335775,0.317684,0.332015,0.333139,0.370292,0.399594,0.488118,0.519455,0.522308,0.546471,0.510108,0.421512,0.298996
2910.5386,0.307959,0.310152,0.302417,0.329461,0.335476,0.339547,0.336964,0.319034,0.330788,0.330766,0.36499,0.397674,0.486031,0.513284,0.518007,0.536639,0.50244,0.416763,0.294601
2911.0208,0.308723,0.310008,0.298807,0.333417,0.336229,0.340352,0.337803,0.320441,0.328258,0.329864,0.360215,0.394487,0.484306,0.506628,0.513879,0.527127,0.495121,0.411,0.290442
2911.5029,0.309381,0.308904,0.297202,0.337118,0.33792,0.340218,0.338007,0.32162,0.325048,0.330373,0.356114,0.390393,0.482667,0.500109,0.509107,0.518919,0.488632,0.405035,0.286322
2911.9851,0.309125,0.307212,0.298112,0.339526,0.34009,0.339175,0.337998,0.322533,0.321954,0.332117,0.352708,0.386181,0.480703,0.494367,0.503399,0.512598,0.483101,0.399508,0.282043
2912.467,0.307475,0.305466,0.301037,0.340254,0.342422,0.337473,0.338468,0.323173,0.319618,0.334788,0.349979,0.382713,0.477994,0.489815,0.497185,0.508103,0.478393,0.394508,0.277493
2912.9492,0.304641,0.304059,0.304672,0.339534,0.344729,0.33551,0.339677,0.32335,0.31829,0.337865,0.347927,0.380486,0.474293,0.486454,0.491361,0.504834,0.474258,0.389606,0.272684
2913.4314,0.301444,0.303102,0.307556,0.337931,0.346918,0.33369,0.341113,0.322707,0.317783,0.340573,0.346559,0.379362,0.469687,0.483825,0.486746,0.501988,0.47038,0.384243,0.267727
2913.9136,0.298807,0.302513,0.308791,0.336047,0.349003,0.332292,0.34184,0.321011,0.317652,0.342017,0.345796,0.37863,0.464627,0.481135,0.483543,0.498891,0.466325,0.378171,0.262792
2914.3955,0.297195,0.302198,0.308416,0.334345,0.351122,0.331464,0.341266,0.31849,0.317502,0.341487,0.345378,0.377404,0.459818,0.477567,0.481164,0.495142,0.461547,0.371616,0.258093
2914.8777,0.296399,0.302143,0.307238,0.333147,0.353488,0.331282,0.339729,0.315906,0.317216,0.338811,0.344851,0.375141,0.455988,0.472651,0.478519,0.490557,0.455542,0.365085,0.253898
