Wavenumber (cm-1),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb)
1592.9137,0.0163056,0.0169923,0.0176361,0.0229794,0.0177638,0.0184326,0.0216684,0.0174629,0.00913486,0.0182135,0.0192308,0.0135249,0.00626072,0.0147419,0.00892409,0.00901088,0.00864085,0.00121602,0.00437591
1593.3958,0.0181368,0.0214886,0.0230265,0.0242441,0.0206364,0.0199959,0.0227219,0.0192725,0.0126616,0.020203,0.0189225,0.0131738,0.00684642,0.0169749,0.0110214,0.0134038,0.00881595,0.00325702,0.00511412
1593.8779,0.020326,0.0262552,0.0277781,0.0261338,0.0245457,0.0219758,0.0240077,0.0213608,0.0157243,0.0220421,0.0202617,0.0134408,0.00838628,0.0181627,0.0144225,0.01692,0.010009,0.00528224,0.00522502
1594.36,0.0226273,0.0305492,0.0313276,0.0284118,0.0292207,0.0244958,0.0258848,0.0234252,0.0181898,0.0243288,0.0233039,0.0148186,0.0110563,0.0179892,0.0176791,0.0187623,0.0116349,0.0065025,0.00508837
1594.8422,0.0247821,0.0337465,0.0335366,0.0307054,0.0341214,0.027343,0.0285728,0.0252901,0.0204204,0.0275148,0.0274466,0.0174416,0.0147538,0.0169494,0.0195524,0.0186412,0.0126627,0.00654971,0.00527101
1595.3242,0.0267457,0.035616,0.0347966,0.0327627,0.0386521,0.0301965,0.0319684,0.0269363,0.0229095,0.0315363,0.0316893,0.0209742,0.0190839,0.0160782,0.0197324,0.0169054,0.0123866,0.0056861,0.00601735
1595.8064,0.0287549,0.0364259,0.0358099,0.0345716,0.0423702,0.032875,0.0356344,0.0284632,0.0258368,0.0357457,0.034997,0.0247653,0.0235186,0.0163328,0.0189057,0.0144003,0.0109408,0.0046626,0.00694674
1596.2885,0.0311577,0.0367996,0.0371651,0.0362691,0.0450911,0.0353847,0.0389878,0.0300176,0.0288908,0.0391864,0.0366164,0.0281757,0.0276093,0.018031,0.018169,0.0121017,0.00915122,0.00428682,0.00725539
1596.7706,0.034115,0.0373877,0.0389826,0.0379456,0.0468622,0.0377509,0.0415752,0.0317206,0.0314964,0.0410321,0.036278,0.0308445,0.031095,0.0206945,0.0182652,0.0107179,0.00788748,0.00497908,0.00630365
1597.2527,0.0373927,0.0385299,0.0408635,0.0395145,0.0478535,0.0398237,0.0432647,0.033614,0.0332671,0.0409423,0.0342805,0.0327225,0.0338565,0.0233501,0.0191803,0.0104741,0.00745624,0.00659644,0.00415424
1597.7349,0.0404136,0.0400935,0.0421771,0.0407526,0.0482457,0.0412729,0.0442475,0.0356396,0.0343442,0.0391751,0.0314484,0.0339001,0.035802,0.0250622,0.0203063,0.0111681,0.007488,0.00860545,0.00165638
1598.2169,0.0425655,0.0415931,0.0425139,0.0414788,0.0481823,0.0418172,0.0448678,0.0376666,0.0353715,0.0364484,0.0289306,0.0344254,0.0368208,0.0253708,0.0209742,0.0124172,0.00734469,0.0104414,-1.17549e-38
1598.6991,0.0435726,0.0425336,0.0420213,0.0417398,0.0478058,0.0415228,0.0454171,0.0395639,0.037119,0.0336648,0.0278458,0.0343057,0.0368679,0.0244125,0.0209446,0.0138988,0.00667457,0.0117792,-1.17549e-38
1599.1812,0.0436751,0.0427733,0.0414183,0.0418674,0.0473407,0.040922,0.0460478,0.0412844,0.0400113,0.0316603,0.028877,0.0337034,0.0361084,0.0227324,0.0205287,0.0154246,0.00566794,0.012547,0.00157216
1599.6633,0.0435064,0.0426813,0.0416903,0.0423739,0.0471574,0.0408381,0.0468749,0.042919,0.0438776,0.0310737,0.0320007,0.0331358,0.0349803,0.0209808,0.0203133,0.0168482,0.00485544,0.0127499,0.00385292
1600.1454,0.0437741,0.0429956,0.0436706,0.0437681,0.0477685,0.0420392,0.0481815,0.0446991,0.048078,0.0323278,0.036529,0.0334424,0.034087,0.0197071,0.0207349,0.0179645,0.00467292,0.0123322,0.00549246
1600.6276,0.0449959,0.0444894,0.0477639,0.0464354,0.0497551,0.0449825,0.0505558,0.0469648,0.0519193,0.0356537,0.0415051,0.0354518,0.0339726,0.0193299,0.0218243,0.0185532,0.00517327,0.0112465,0.00539132
1601.1096,0.0474748,0.0476763,0.053948,0.0506681,0.053664,0.0498343,0.054809,0.0501286,0.0550946,0.041091,0.0462718,0.0395371,0.0349453,0.0202026,0.0232859,0.0185623,0.0060968,0.00967161,0.00318755
1601.5918,0.0514768,0.0527375,0.0619788,0.056801,0.0599141,0.0566951,0.0616753,0.0546464,0.0578915,0.0484515,0.0508681,0.0453738,0.0370858,0.0226306,0.0248194,0.018254,0.00718428,0.00814267,-1.17549e-38
1602.0739,0.0573866,0.0596599,0.071597,0.0652952,0.0687266,0.0657658,0.0714522,0.0609741,0.0610891,0.0572864,0.055975,0.0520896,0.0404171,0.0267643,0.0264251,0.0181305,0.0084237,0.00739472,-1.17549e-38
1602.556,0.0656322,0.0684156,0.0825883,0.0766298,0.0800859,0.0772449,0.0838173,0.0694945,0.0656509,0.0669288,0.0624217,0.0587411,0.045073,0.0324329,0.0284662,0.0186399,0.0100147,0.0079552,-1.17549e-38
1603.0381,0.0763882,0.0790133,0.0947301,0.0910153,0.0937674,0.0910248,0.0979905,0.0804326,0.0724022,0.0766701,0.0705816,0.0648419,0.0512967,0.0390832,0.0314561,0.019878,0.0121009,0.00976293,-1.17549e-38
1603.5203,0.0893098,0.091414,0.107768,0.108132,0.10947,0.106514,0.113203,0.0938199,0.0818339,0.0860422,0.0801023,0.070633,0.059253,0.0459485,0.0357337,0.021551,0.0145253,0.01213,-1.17549e-38
1604.0023,0.103569,0.105448,0.121512,0.127136,0.127012,0.122855,0.129194,0.109536,0.0940659,0.0950695,0.0901827,0.0769363,0.0688072,0.0523949,0.0412663,0.0232684,0.0168377,0.0141229,-1.17549e-38
1604.4845,0.118225,0.120874,0.135977,0.146986,0.146449,0.139463,0.146389,0.12738,0.108912,0.104328,0.100177,0.0847049,0.0794606,0.05822,0.0476937,0.0249309,0.0185618,0.0150943,0.000264882
1604.9666,0.132678,0.137569,0.15144,0.166908,0.167972,0.156474,0.165604,0.147083,0.125957,0.114762,0.11005,0.0945679,0.0904993,0.063705,0.0545285,0.0268808,0.019523,0.0149849,0.00332431
1605.4487,0.146948,0.155705,0.168337,0.186709,0.191615,0.174753,0.187467,0.16825,0.144628,0.127355,0.120377,0.10662,0.101259,0.0694067,0.061335,0.0296838,0.0200205,0.0142361,0.00510534
1605.9308,0.161651,0.175738,0.187083,0.206811,0.216958,0.195396,0.2119,0.190324,0.16428,0.142776,0.131946,0.120519,0.111365,0.0758445,0.067796,0.0337056,0.020742,0.0134553,0.00577339
1606.413,0.177744,0.198164,0.207931,0.228007,0.243084,0.219022,0.23797,0.212695,0.184359,0.161131,0.145289,0.135789,0.120858,0.0832671,0.0737142,0.0387998,0.0224464,0.0130982,0.00593956
1606.895,0.196156,0.223133,0.230942,0.25106,0.268951,0.24527,0.264248,0.234956,0.204604,0.181917,0.160458,0.152134,0.130155,0.0916167,0.0790451,0.0443559,0.0255428,0.0133556,0.00617397
1607.3772,0.217454,0.250178,0.256041,0.27635,0.29398,0.272869,0.289499,0.257164,0.225157,0.204213,0.177169,0.169564,0.139881,0.100684,0.0839974,0.049697,0.0297976,0.0142452,0.00664885
1607.8593,0.241663,0.278278,0.283065,0.303724,0.318444,0.300231,0.313288,0.279843,0.246488,0.227059,0.195155,0.188244,0.15066,0.110324,0.0891167,0.0545317,0.0343852,0.0157508,0.0071462
1608.3414,0.268278,0.306242,0.311722,0.332554,0.343282,0.326146,0.336105,0.30366,0.269143,0.249801,0.21437,0.20819,0.162955,0.120567,0.0952145,0.059115,0.0383074,0.017842,0.00737274
1608.8235,0.296377,0.333187,0.341471,0.361884,0.369367,0.350152,0.358928,0.328909,0.293405,0.272231,0.234859,0.229026,0.176986,0.13155,0.103063,0.0640093,0.0409569,0.0203519,0.00729547
1609.3057,0.324807,0.358837,0.371441,0.390584,0.396667,0.372442,0.3825,0.355117,0.319021,0.294475,0.256411,0.249991,0.192678,0.143332,0.112938,0.0696352,0.0424808,0.0228637,0.00723613
1609.7877,0.352437,0.383497,0.400543,0.417559,0.42391,0.393519,0.406716,0.381084,0.34514,0.316708,0.27834,0.270209,0.209628,0.155751,0.124287,0.0759393,0.043666,0.0247804,0.00767348
1610.2699,0.378493,0.407721,0.427805,0.442071,0.44912,0.413855,0.430566,0.405431,0.370583,0.338934,0.29971,0.289079,0.227179,0.168474,0.135869,0.0824299,0.0453646,0.0256061,0.00892168
1610.752,0.402823,0.4319,0.45273,0.464002,0.470719,0.43376,0.452674,0.427325,0.394338,0.36096,0.319907,0.306504,0.244641,0.181229,0.14641,0.0885533,0.0478739,0.0252453,0.0109285
1611.2341,0.425902,0.456032,0.475404,0.483859,0.488343,0.453395,0.472041,0.446838,0.415941,0.382546,0.339094,0.322821,0.261558,0.194015,0.155339,0.0940982,0.050779,0.024089,0.0132965
1611.7162,0.44852,0.479715,0.496281,0.502431,0.502799,0.472746,0.488459,0.464684,0.435501,0.403502,0.35813,0.33853,0.277822,0.207081,0.163099,0.0993202,0.0533566,0.0228573,0.0154341
1612.1984,0.471279,0.502268,0.515819,0.520252,0.515341,0.491472,0.502415,0.481587,0.453383,0.423591,0.377945,0.354036,0.293555,0.220633,0.170824,0.104723,0.0551873,0.0223287,0.0167275
1612.6804,0.494116,0.522931,0.534194,0.537184,0.526811,0.508795,0.514676,0.497709,0.469822,0.442368,0.398729,0.369486,0.308824,0.234451,0.179583,0.110656,0.0565159,0.0230735,0.0167426
1613.1626,0.516202,0.54114,0.551267,0.552403,0.537224,0.523719,0.525821,0.512544,0.484751,0.459214,0.419562,0.384753,0.323421,0.24776,0.189629,0.117007,0.0580776,0.0252701,0.0154493
1613.6447,0.536411,0.556804,0.566782,0.564879,0.546025,0.535551,0.536003,0.525388,0.498,0.473708,0.438912,0.399559,0.336923,0.259606,0.200251,0.123255,0.0605272,0.028713,0.0133114
1614.1268,0.554038,0.570342,0.58058,0.573915,0.5527,0.5443,0.545034,0.53595,0.509682,0.486037,0.455673,0.413688,0.349027,0.269468,0.210393,0.12887,0.0640054,0.0330246,0.0111017
1614.6089,0.569167,0.582457,0.592562,0.579272,0.55712,0.550563,0.552597,0.54459,0.520422,0.497103,0.469866,0.427148,0.3599,0.277645,0.219468,0.133728,0.0682115,0.037892,0.00957658
1615.0911,0.582507,0.593783,0.60237,0.580899,0.559368,0.555068,0.558285,0.552089,0.531281,0.508276,0.482623,0.440261,0.370375,0.285283,0.227809,0.138302,0.0727979,0.0431307,0.00924018
1615.5731,0.594912,0.604515,0.609005,0.578759,0.559303,0.558207,0.561462,0.559194,0.543296,0.520852,0.49566,0.453657,0.381911,0.294157,0.23662,0.143642,0.0776931,0.0485323,0.0102313
1616.0553,0.606751,0.61403,0.610947,0.57326,0.556349,0.559764,0.561263,0.566058,0.556461,0.535026,0.510211,0.468015,0.395971,0.305965,0.247346,0.150993,0.0830911,0.0536095,0.0122407
1616.5374,0.617396,0.620956,0.607568,0.566084,0.550059,0.559138,0.557266,0.571841,0.56864,0.548869,0.525544,0.483314,0.41244,0.320796,0.260277,0.160767,0.089019,0.0576008,0.0145827
1617.0195,0.625721,0.624354,0.600877,0.559788,0.541241,0.556147,0.550451,0.575272,0.57655,0.559343,0.538893,0.498245,0.428663,0.336253,0.273693,0.171715,0.0949597,0.060088,0.0166987
1617.5016,0.631406,0.624822,0.594352,0.555621,0.531775,0.55141,0.542684,0.575901,0.578902,0.565338,0.548141,0.511071,0.441587,0.349592,0.285503,0.18204,0.100337,0.0615008,0.0186309
1617.9838,0.635103,0.623744,0.589895,0.552622,0.523068,0.545632,0.535115,0.574212,0.577191,0.568345,0.553642,0.520915,0.450416,0.360249,0.295326,0.191121,0.105249,0.0626075,0.020707
1618.4658,0.63742,0.622035,0.58715,0.548977,0.515415,0.539041,0.527784,0.570747,0.573627,0.570326,0.557081,0.527786,0.456307,0.369441,0.304139,0.199467,0.110379,0.0638393,0.0229862
1618.948,0.638335,0.619899,0.58467,0.543292,0.508467,0.531611,0.520273,0.565731,0.569705,0.572261,0.559992,0.532046,0.46091,0.378629,0.312913,0.207712,0.116428,0.0652259,0.0251471
1619.4301,0.637344,0.617117,0.580897,0.535072,0.501713,0.523533,0.512293,0.55937,0.56609,0.57408,0.5633,0.534282,0.465589,0.388656,0.321828,0.216004,0.123617,0.0666469,0.0267067
1619.9122,0.634012,0.613339,0.57474,0.524819,0.494686,0.515463,0.503918,0.552244,0.562892,0.575196,0.567322,0.535418,0.471114,0.399475,0.330175,0.223943,0.13142,0.0680832,0.0273522
1620.3943,0.628548,0.608264,0.566,0.513746,0.487017,0.508312,0.49554,0.545341,0.559916,0.575186,0.571832,0.536592,0.477472,0.410288,0.336882,0.230954,0.138739,0.0697525,0.0272088
1620.8765,0.621905,0.601711,0.555374,0.502997,0.4784,0.502629,0.487576,0.539567,0.556896,0.574245,0.576182,0.538643,0.48392,0.420031,0.34137,0.236835,0.14458,0.0720521,0.0268061
1621.3585,0.615212,0.593571,0.543906,0.492897,0.468446,0.498082,0.480126,0.535139,0.553649,0.573034,0.579508,0.541614,0.489372,0.427934,0.344118,0.242015,0.148736,0.0753463,0.0267316
1621.8407,0.609014,0.583701,0.532311,0.482836,0.456593,0.493398,0.472797,0.531379,0.550079,0.572078,0.580896,0.54472,0.492881,0.433725,0.346523,0.247301,0.151923,0.0797504,0.0272959
1622.3228,0.602882,0.571941,0.520695,0.471832,0.442291,0.486731,0.464763,0.527016,0.546056,0.571215,0.579573,0.546761,0.494026,0.437562,0.350322,0.253382,0.155368,0.0849857,0.0284704
1622.8049,0.595648,0.558356,0.508794,0.459417,0.425698,0.476443,0.45507,0.520823,0.541321,0.569513,0.57535,0.546846,0.493293,0.440015,0.35681,0.26035,0.16011,0.0903287,0.0300594
1623.287,0.586336,0.543579,0.496566,0.446321,0.40853,0.462338,0.443275,0.512454,0.535625,0.565958,0.569232,0.545199,0.492249,0.442128,0.365967,0.267554,0.16623,0.0948355,0.031934
1623.7692,0.575245,0.528794,0.484638,0.43413,0.39377,0.446396,0.430009,0.50281,0.529061,0.560577,0.563295,0.543263,0.49284,0.445113,0.376234,0.274103,0.172621,0.0979594,0.0341201
1624.2512,0.563816,0.515089,0.47395,0.423849,0.383678,0.431593,0.416596,0.493217,0.522166,0.554677,0.559332,0.542541,0.495973,0.449671,0.385682,0.279703,0.177899,0.0999997,0.0366426
1624.7334,0.553256,0.502903,0.464924,0.415051,0.378258,0.419816,0.403981,0.484249,0.51556,0.549708,0.557706,0.543371,0.50099,0.455666,0.393432,0.284838,0.181534,0.101757,0.0393477
1625.2155,0.543644,0.492131,0.457124,0.40646,0.375715,0.41123,0.392252,0.475578,0.509555,0.546211,0.557657,0.544986,0.506468,0.462491,0.39977,0.290197,0.184006,0.103877,0.0419418
1625.6976,0.534168,0.482468,0.449468,0.396916,0.373641,0.404961,0.380985,0.466629,0.504073,0.543762,0.558177,0.546295,0.511131,0.469506,0.405393,0.296158,0.186303,0.106597,0.0441664
1626.1797,0.523791,0.473501,0.440606,0.385909,0.369713,0.399733,0.36977,0.457164,0.498727,0.541394,0.558448,0.546476,0.514255,0.476189,0.410818,0.302658,0.18949,0.109851,0.0459671
1626.6619,0.511838,0.464595,0.429387,0.373754,0.36214,0.394089,0.358581,0.447482,0.492958,0.538033,0.557802,0.545245,0.51578,0.482116,0.416157,0.309282,0.194398,0.113491,0.0476005
1627.1439,0.498374,0.454883,0.415518,0.361476,0.350323,0.386605,0.347871,0.438221,0.486236,0.532912,0.555561,0.542892,0.516247,0.48694,0.421148,0.315488,0.201233,0.117479,0.0495828
1627.6261,0.48419,0.443641,0.400069,0.350271,0.33546,0.376445,0.338297,0.429826,0.478342,0.52595,0.551117,0.540039,0.516418,0.490458,0.425393,0.320908,0.209231,0.121958,0.0523559
1628.1082,0.470253,0.43087,0.385059,0.340693,0.320165,0.363994,0.330153,0.422089,0.469505,0.517791,0.544351,0.537126,0.516628,0.492691,0.42869,0.325557,0.216898,0.127115,0.0558166
1628.5903,0.45706,0.417417,0.372119,0.332268,0.306889,0.350781,0.323059,0.414298,0.460189,0.509353,0.535978,0.534057,0.516461,0.493866,0.431221,0.32972,0.222962,0.132914,0.0592052
1629.0724,0.444546,0.404356,0.361491,0.323964,0.296549,0.33854,0.316238,0.405829,0.450692,0.501255,0.527308,0.530335,0.515145,0.494283,0.433424,0.333665,0.227201,0.139015,0.061565
1629.5546,0.432474,0.392232,0.352222,0.314921,0.288492,0.328284,0.308996,0.396517,0.440957,0.493593,0.519579,0.525458,0.512209,0.494196,0.43571,0.337499,0.230428,0.144944,0.0623413
1630.0366,0.420724,0.380806,0.343021,0.304818,0.281326,0.320002,0.300941,0.386573,0.430721,0.486061,0.513381,0.519189,0.507795,0.493786,0.438278,0.341253,0.233885,0.150338,0.061693
1630.5188,0.409263,0.369338,0.333026,0.293879,0.273741,0.312865,0.291948,0.376342,0.419852,0.478204,0.508458,0.511658,0.502555,0.4932,0.441046,0.345024,0.238555,0.15507,0.0604727
1631.0009,0.397979,0.357195,0.322223,0.282758,0.265071,0.305739,0.282109,0.36622,0.408687,0.469706,0.503935,0.503417,0.497313,0.492575,0.443697,0.348999,0.244688,0.159226,0.0599256
1631.483,0.386672,0.344461,0.311419,0.272355,0.255569,0.297827,0.271762,0.35668,0.398124,0.460678,0.498938,0.4954,0.492685,0.492031,0.445836,0.35333,0.251671,0.162962,0.0611231
1631.9651,0.375237,0.332061,0.301744,0.263488,0.246247,0.28913,0.261465,0.348232,0.389248,0.451686,0.493232,0.488634,0.488854,0.491623,0.447267,0.357976,0.25845,0.166339,0.064388
1632.4473,0.363828,0.321188,0.29393,0.256551,0.238254,0.280296,0.25177,0.341201,0.382669,0.44339,0.487296,0.483767,0.485634,0.491287,0.448164,0.362703,0.264233,0.169274,0.0692009
1632.9293,0.352749,0.312524,0.287924,0.251367,0.232226,0.271978,0.242924,0.335476,0.378107,0.436023,0.481729,0.480717,0.482726,0.490811,0.449008,0.367253,0.268893,0.171636,0.07468
1633.4115,0.342131,0.305847,0.28298,0.247242,0.228018,0.264242,0.234701,0.3304,0.374414,0.429083,0.47652,0.478597,0.479855,0.489819,0.450337,0.371518,0.272773,0.173387,0.0801334
1633.8936,0.331587,0.300019,0.277901,0.243019,0.224735,0.256359,0.226445,0.324796,0.36979,0.421333,0.470662,0.475734,0.476686,0.487726,0.452452,0.37557,0.2762,0.174701,0.0852574
1634.3757,0.320032,0.293139,0.271229,0.237107,0.220874,0.247039,0.21736,0.317168,0.362102,0.411174,0.462303,0.469799,0.472608,0.483767,0.455031,0.379522,0.279008,0.176065,0.0899795
1634.8578,0.306077,0.283126,0.261715,0.227971,0.214799,0.235348,0.207188,0.306445,0.349873,0.397726,0.449891,0.458748,0.466701,0.477382,0.456727,0.383233,0.280402,0.178305,0.0941517
1635.34,0.289484,0.269346,0.249356,0.215583,0.206033,0.222241,0.197034,0.293315,0.334075,0.382434,0.434366,0.44307,0.458342,0.469072,0.455518,0.386092,0.279653,0.182196,0.0974288
1635.822,0.272407,0.253911,0.235899,0.20238,0.196207,0.210666,0.188871,0.280329,0.318311,0.368715,0.419601,0.426743,0.448079,0.460618,0.45046,0.38738,0.27735,0.187677,0.0996527
1636.3042,0.257827,0.239925,0.223301,0.191344,0.187548,0.20282,0.183562,0.269473,0.305456,0.358597,0.408728,0.413752,0.437248,0.453591,0.442798,0.386997,0.27525,0.193762,0.101237
1636.7863,0.247068,0.228765,0.212153,0.183565,0.18076,0.198324,0.180247,0.260568,0.295318,0.351093,0.401331,0.404679,0.426682,0.448136,0.434525,0.385424,0.274655,0.199391,0.102809
1637.2684,0.239695,0.220043,0.202132,0.178481,0.175155,0.195439,0.177605,0.252407,0.286129,0.344084,0.39496,0.39772,0.41643,0.443482,0.426832,0.383152,0.275698,0.203906,0.104642
1637.7505,0.2346,0.212892,0.193025,0.175132,0.169881,0.192645,0.174818,0.244209,0.276572,0.336207,0.387454,0.39101,0.406356,0.438795,0.420046,0.380413,0.277784,0.206925,0.106503
1638.2327,0.2306,0.206655,0.185048,0.172756,0.164631,0.189193,0.171658,0.236012,0.266484,0.327344,0.377936,0.383709,0.396617,0.433502,0.414103,0.377265,0.280139,0.208283,0.107844
1638.7147,0.226605,0.200938,0.17855,0.170802,0.159725,0.185058,0.16823,0.228345,0.256625,0.318273,0.366872,0.376046,0.38771,0.427312,0.40885,0.373769,0.28214,0.208184,0.108165
1639.1969,0.221784,0.19551,0.173567,0.168859,0.155765,0.180629,0.164666,0.221639,0.248014,0.309951,0.35555,0.368776,0.380187,0.420159,0.404137,0.370111,0.283489,0.207301,0.107437
1639.679,0.215766,0.190262,0.16964,0.166639,0.153097,0.176297,0.160974,0.215792,0.241244,0.302829,0.345239,0.362408,0.374261,0.412148,0.399815,0.366602,0.284216,0.206568,0.106286
1640.1611,0.208696,0.185223,0.166085,0.164009,0.151469,0.172144,0.157082,0.210177,0.23617,0.296597,0.336492,0.356671,0.369622,0.403482,0.395708,0.363559,0.2845,0.206722,0.105782
1640.6432,0.201038,0.180542,0.162462,0.160967,0.150083,0.167946,0.153001,0.204031,0.232036,0.290465,0.328985,0.350579,0.365543,0.394435,0.3916,0.36112,0.284468,0.207934,0.10693
1641.1254,0.193274,0.176373,0.158849,0.157577,0.148004,0.163436,0.148915,0.196918,0.227845,0.283673,0.321878,0.343006,0.361155,0.385383,0.387257,0.359114,0.284105,0.209766,0.11015
1641.6074,0.185693,0.172714,0.155712,0.153916,0.144684,0.15865,0.145128,0.188989,0.22274,0.275907,0.314398,0.333468,0.355746,0.376839,0.382517,0.357066,0.283322,0.211477,0.114989
1642.0896,0.178402,0.16936,0.153458,0.15009,0.140326,0.154066,0.141896,0.180918,0.216345,0.267441,0.306335,0.322594,0.348977,0.369394,0.377422,0.354409,0.282085,0.212505,0.120268
1642.5717,0.171507,0.166045,0.152046,0.146286,0.135762,0.150362,0.139319,0.173548,0.208954,0.258954,0.298128,0.31189,0.340921,0.363505,0.372264,0.350791,0.280495,0.212796,0.124661
1643.0538,0.165285,0.162672,0.150964,0.142768,0.131914,0.147955,0.137373,0.167471,0.201421,0.251133,0.290483,0.302871,0.331862,0.359222,0.367445,0.346231,0.278738,0.212747,0.127348
1643.5359,0.160133,0.159394,0.149564,0.139758,0.129213,0.146671,0.136,0.162826,0.194801,0.244339,0.283798,0.296243,0.322004,0.356031,0.363208,0.340997,0.276949,0.21284,0.128278
1644.0181,0.156366,0.156478,0.147386,0.137273,0.127385,0.145728,0.135114,0.159369,0.189941,0.238478,0.277799,0.291631,0.311268,0.352884,0.359423,0.335344,0.275108,0.213295,0.12797
1644.5001,0.153984,0.154058,0.144259,0.135,0.125595,0.143969,0.13448,0.156672,0.187176,0.233033,0.271523,0.287772,0.2993,0.348366,0.355511,0.329361,0.272996,0.213949,0.127152
1644.9823,0.152539,0.151907,0.140234,0.132295,0.122848,0.14025,0.133567,0.154345,0.18609,0.227213,0.263644,0.282918,0.285719,0.341088,0.35057,0.323035,0.270241,0.214326,0.126443
1645.4644,0.151206,0.149364,0.135491,0.128418,0.118603,0.134058,0.131566,0.152238,0.185412,0.220262,0.253235,0.27544,0.270625,0.330455,0.343761,0.316538,0.26649,0.213889,0.126114
1645.9465,0.149204,0.145637,0.130316,0.123101,0.113443,0.126203,0.127834,0.150531,0.183388,0.21197,0.240807,0.264747,0.255152,0.317561,0.334954,0.310495,0.261743,0.21242,0.125933
1646.4286,0.14641,0.14048,0.125136,0.117058,0.109026,0.118748,0.122581,0.149466,0.178906,0.202975,0.228604,0.251985,0.241323,0.305019,0.325073,0.305761,0.256591,0.210256,0.12534
1646.9108,0.143432,0.134586,0.120481,0.111679,0.10681,0.1136,0.116963,0.148808,0.17247,0.194295,0.219115,0.23945,0.230871,0.295008,0.315449,0.302631,0.251933,0.207973,0.124014
1647.3928,0.140838,0.129083,0.116819,0.10802,0.106741,0.11109,0.112211,0.147688,0.165721,0.186468,0.213095,0.229036,0.22416,0.287468,0.306735,0.300356,0.248341,0.205772,0.122314
1647.875,0.138485,0.124715,0.114379,0.106232,0.107444,0.110168,0.108804,0.145143,0.160065,0.179396,0.209373,0.221451,0.220378,0.280663,0.298748,0.29765,0.245789,0.203336,0.121101
1648.3571,0.135692,0.12155,0.113044,0.105808,0.107428,0.109614,0.106507,0.140832,0.155916,0.172897,0.206185,0.216545,0.218363,0.273084,0.291188,0.293624,0.243913,0.200291,0.121203
1648.8392,0.131906,0.119228,0.112382,0.106046,0.106036,0.108879,0.104876,0.135342,0.152879,0.167136,0.202385,0.213789,0.217119,0.264624,0.284196,0.288346,0.242396,0.196674,0.122974
1649.3213,0.127177,0.11732,0.111816,0.106335,0.103612,0.108145,0.10365,0.129861,0.150297,0.162512,0.197784,0.212452,0.21596,0.256341,0.278264,0.282713,0.241181,0.192997,0.12621
1649.8035,0.122134,0.115575,0.110872,0.106225,0.101051,0.107899,0.102807,0.125516,0.147691,0.159278,0.192801,0.211671,0.214512,0.249458,0.273778,0.277865,0.240444,0.189947,0.130368
1650.2855,0.117629,0.113969,0.109321,0.105404,0.0992613,0.108506,0.102411,0.122893,0.144899,0.157309,0.18796,0.210548,0.212699,0.244547,0.270697,0.274617,0.240457,0.188059,0.134892
1650.7677,0.114458,0.112658,0.107178,0.103652,0.0989243,0.109988,0.102421,0.121956,0.141997,0.156144,0.183603,0.208207,0.210686,0.241272,0.268504,0.273201,0.241398,0.187609,0.139332
1651.2498,0.113267,0.111912,0.104649,0.100857,0.100525,0.1119,0.102541,0.122157,0.139151,0.155138,0.179824,0.203678,0.208802,0.238394,0.266189,0.273189,0.243092,0.188663,0.143167
1651.7319,0.11443,0.112058,0.102151,0.0971486,0.104349,0.113049,0.102057,0.122446,0.136428,0.15359,0.176423,0.19573,0.20734,0.233642,0.262027,0.273209,0.24445,0.191038,0.14529
1652.214,0.117402,0.113238,0.100392,0.093227,0.109882,0.111153,0.0997888,0.121157,0.133479,0.150915,0.17268,0.183185,0.205994,0.223834,0.253405,0.270394,0.242559,0.193806,0.143389
1652.6962,0.119428,0.114764,0.100077,0.0905002,0.114369,0.103895,0.0949571,0.116634,0.129242,0.147147,0.16729,0.167016,0.202935,0.207432,0.238387,0.261129,0.233184,0.194498,0.134864
1653.1782,0.116624,0.114945,0.100709,0.089751,0.113466,0.0930277,0.0892765,0.109617,0.122876,0.143329,0.159693,0.152705,0.1957,0.189765,0.220094,0.245831,0.216386,0.190362,0.121462
1653.6604,0.109263,0.113006,0.1005,0.0895817,0.1067,0.0846341,0.0860279,0.103418,0.11552,0.1403,0.151597,0.145365,0.184907,0.179388,0.20547,0.23091,0.199789,0.182254,0.11013
1654.1425,0.101426,0.109975,0.0986126,0.0884391,0.0979621,0.081632,0.0859239,0.0995971,0.109158,0.137597,0.144967,0.143873,0.173748,0.177307,0.196858,0.220591,0.18919,0.173519,0.104674
1654.6246,0.0956786,0.106893,0.0956193,0.0864104,0.0901747,0.0825155,0.0874656,0.0972244,0.104695,0.134524,0.140213,0.144861,0.164222,0.179121,0.192116,0.213957,0.18406,0.165991,0.103739
1655.1067,0.0923781,0.104054,0.0924043,0.0843526,0.0841384,0.0851436,0.0891996,0.0951124,0.1022,0.130911,0.136911,0.146441,0.156778,0.181155,0.189133,0.208917,0.181849,0.159879,0.10493
