Wavenumber (cm-1),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb)
1558.2013,0.0328332,0.047993,0.00914268,0.0062198,0.0572434,0.0484667,0.0264203,0.0031544,0.0206845,0.0488947,-1.17549e-38
1558.6833,0.0298169,0.043324,0.010796,0.00518897,0.0625318,0.0441958,0.0232056,0.00225848,0.0167571,0.0507216,-1.17549e-38
1559.1655,0.0312536,0.033592,0.0196171,0.013866,0.0616302,0.0323292,0.0231331,0.0077673,0.0136016,0.0500607,0.00692881
1559.6476,0.0336024,0.0253468,0.029693,0.0240482,0.0562426,0.0213605,0.0265817,0.0158476,0.0142116,0.0463217,0.0208908
1560.1298,0.033626,0.0212497,0.0355657,0.029116,0.0499083,0.0171544,0.030039,0.0220819,0.0175673,0.0413545,0.0309439
1560.6118,0.0316727,0.0197753,0.0367403,0.0293525,0.0442621,0.0185658,0.0313819,0.0255313,0.0213043,0.0368951,0.0353753
1561.094,0.0293281,0.0191718,0.0348536,0.0272649,0.0396164,0.0222714,0.0306567,0.0270206,0.0241162,0.0335669,0.0359162
1561.576,0.0277618,0.0186404,0.031553,0.0247364,0.0359466,0.0256735,0.0287061,0.027531,0.0257061,0.0312875,0.0345558
1562.0582,0.0274918,0.0180559,0.0280511,0.0227325,0.0331575,0.0273606,0.0263657,0.0277826,0.0262364,0.029716,0.0326136
1562.5403,0.0285434,0.0175853,0.0252038,0.021676,0.0310846,0.0269038,0.0242614,0.0282214,0.0260001,0.0285056,0.0307141
1563.0225,0.0305557,0.0174358,0.0235942,0.0217793,0.0294625,0.0246584,0.0228307,0.0290279,0.0253082,0.027452,0.0289555
1563.5045,0.0328061,0.0176755,0.0234869,0.0231892,0.0279298,0.0216012,0.0223597,0.0300739,0.02449,0.0265976,0.0271382
1563.9867,0.0343187,0.0181308,0.0246883,0.0259162,0.0261434,0.0189842,0.0229496,0.030911,0.0239074,0.0262389,0.0250979
1564.4688,0.0342652,0.0184812,0.0265228,0.0296013,0.02404,0.0176606,0.0244348,0.0309791,0.023885,0.0266945,0.0230627
1564.9509,0.0325474,0.0185997,0.0281605,0.033403,0.0220607,0.0174891,0.0263895,0.030064,0.0245242,0.0278666,0.0216728
1565.433,0.0299566,0.0188107,0.029128,0.0363157,0.0209899,0.0175799,0.0283342,0.0285917,0.0255586,0.0290472,0.0214398
1565.9152,0.02759,0.0196749,0.0294586,0.0377187,0.0214399,0.0172484,0.0300064,0.0273418,0.0264503,0.0293266,0.0221822
1566.3972,0.0261483,0.0215073,0.0293807,0.0375813,0.0234913,0.0165543,0.0314527,0.0268818,0.0266533,0.0282019,0.0231079
1566.8794,0.0257498,0.0241205,0.0290019,0.0362095,0.0267441,0.0160118,0.0329382,0.0272816,0.0258104,0.0258138,0.0233591
1567.3615,0.0261391,0.0268715,0.0282621,0.0338792,0.030538,0.0160545,0.034815,0.0281627,0.0238212,0.0228152,0.0224721
1567.8436,0.0269018,0.0287915,0.0270659,0.0306256,0.0340763,0.0167332,0.0373903,0.0288157,0.0208896,0.020171,0.0206057
1568.3257,0.0275197,0.0287495,0.0254796,0.0262972,0.0364385,0.0176764,0.0406854,0.0282957,0.0176411,0.0189595,0.018675
1568.8079,0.0273688,0.0259683,0.0239387,0.0210114,0.0367281,0.0182807,0.0439966,0.0257649,0.0151727,0.0198982,0.0182691
1569.2899,0.0259723,0.0211409,0.0232237,0.0158979,0.0347126,0.018227,0.0457017,0.0214434,0.0145001,0.0224016,0.0206544
1569.7721,0.023557,0.016798,0.0238303,0.0129202,0.0314497,0.0179805,0.0443738,0.0172598,0.0153471,0.0243759,0.025012
1570.2542,0.021029,0.015152,0.0253626,0.0130948,0.0284395,0.0183185,0.0403705,0.0153597,0.0161466,0.0241671,0.0287192
1570.7363,0.0191355,0.0161741,0.027008,0.0156521,0.0262004,0.019394,0.0352731,0.0161914,0.0157966,0.0221431,0.0299974
1571.2184,0.018061,0.0185009,0.0282526,0.0191652,0.0243795,0.0207225,0.0302989,0.0188153,0.0145272,0.0198011,0.0289603
1571.7006,0.017656,0.0208467,0.0289484,0.0225109,0.0226481,0.0217035,0.0259383,0.0219984,0.0133455,0.0184821,0.0267302
1572.1826,0.0176716,0.0224507,0.0291214,0.025044,0.0211764,0.0219632,0.0223751,0.0246959,0.0132842,0.0188723,0.0245617
1572.6648,0.0178667,0.0230625,0.028869,0.0265847,0.0205806,0.0214804,0.0198212,0.0262217,0.0148243,0.0208758,0.0233206
1573.1469,0.0181079,0.0228341,0.0283239,0.0274041,0.0215082,0.0205329,0.0185529,0.0264107,0.0175836,0.0237133,0.0231246
1573.629,0.0184742,0.0221021,0.0275933,0.0280579,0.0241607,0.0194601,0.0187567,0.0256211,0.0205116,0.0263436,0.0233057
1574.1111,0.0192872,0.0211053,0.0266783,0.0290745,0.0280957,0.0184101,0.0203717,0.0244578,0.0224622,0.0279567,0.0227868
1574.5933,0.0210332,0.01982,0.0254543,0.0306918,0.0322514,0.0172824,0.0229721,0.0234364,0.0226434,0.0281535,0.0205996
1575.0753,0.0241296,0.0180405,0.0237999,0.0326971,0.0348692,0.0159258,0.0255606,0.0228206,0.020807,0.0268494,0.0164226
1575.5575,0.0283448,0.0158135,0.0219494,0.0343193,0.0335861,0.0145441,0.0264318,0.0226314,0.0175389,0.0242821,0.0113614
1576.0396,0.0321311,0.0140523,0.0207793,0.0345302,0.0271103,0.0139491,0.0241459,0.0227468,0.0145675,0.0212858,0.008262
1576.5217,0.0335333,0.0141043,0.0210618,0.0331153,0.0178884,0.0147883,0.0197115,0.0230358,0.0137083,0.0190855,0.00931472
1577.0038,0.0323933,0.0160995,0.0222658,0.0309875,0.0103678,0.0164838,0.0160636,0.023379,0.0149561,0.0182275,0.0132264
1577.486,0.0300135,0.0188667,0.0231037,0.028935,0.00663158,0.0178683,0.0148432,0.0235619,0.0169754,0.0183501,0.017178
1577.968,0.0273397,0.0212036,0.0227011,0.0270336,0.00635873,0.0182317,0.0157447,0.0232553,0.0186942,0.0189324,0.0196031
1578.4502,0.0245462,0.0224278,0.0208788,0.0250789,0.00869786,0.0174479,0.0177244,0.0221277,0.0196327,0.0196426,0.0202734
1578.9323,0.0215097,0.0224123,0.0180887,0.0230094,0.0128966,0.0157996,0.0197539,0.0200473,0.0196543,0.0202702,0.0195924
1579.4144,0.0183068,0.021621,0.0153325,0.0210568,0.0180767,0.0138658,0.0211365,0.0173312,0.0188638,0.0206451,0.0182179
1579.8965,0.0154614,0.0209953,0.0138394,0.0196551,0.0230369,0.0123566,0.0217451,0.0148513,0.0176172,0.020646,0.0168589
1580.3787,0.0137668,0.0214367,0.0144385,0.0191633,0.0265072,0.0118406,0.0220586,0.0137532,0.0164211,0.0202471,0.0160484
1580.8607,0.0137435,0.0231153,0.0170478,0.0195973,0.027715,0.0125449,0.0227893,0.0148416,0.0156855,0.019529,0.0159724
1581.3429,0.0151626,0.0252081,0.0207362,0.0205851,0.0267427,0.0143901,0.0242924,0.0180597,0.0155351,0.0186563,0.0165054
1581.825,0.0170306,0.0263547,0.0242689,0.0215426,0.0243757,0.0171558,0.0262163,0.0224038,0.0158552,0.0178742,0.0174187
1582.3071,0.0180671,0.0255309,0.0266948,0.0219242,0.0215943,0.0205544,0.0276527,0.0262927,0.0165016,0.0175159,0.0185825
1582.7892,0.0174093,0.0227625,0.0276546,0.021437,0.0190542,0.0241624,0.0276907,0.0282323,0.017457,0.017927,0.0200108
1583.2714,0.0151367,0.0191764,0.0273282,0.0201616,0.0168566,0.0273563,0.0260203,0.0275044,0.018786,0.0192508,0.0217273
1583.7534,0.012267,0.0163023,0.0261343,0.0185277,0.0147405,0.0294143,0.0231731,0.0245151,0.0204325,0.0211791,0.023559
1584.2356,0.0102044,0.0151025,0.0244196,0.0171328,0.0125402,0.0297935,0.0202323,0.020579,0.0220727,0.0228963,0.0250512
1584.7177,0.00998551,0.0154073,0.0223428,0.0164672,0.0105459,0.0284229,0.0182305,0.01726,0.023197,0.0233682,0.0256272
1585.1998,0.0117535,0.0161048,0.0199764,0.0166704,0.00947921,0.0258055,0.0176318,0.0156326,0.02339,0.0218981,0.0249345
1585.6819,0.0147232,0.0159116,0.0174823,0.0174545,0.0100897,0.0228162,0.0181902,0.015842,0.0225966,0.0186302,0.0231365
1586.1641,0.0176281,0.0142008,0.0151831,0.0182589,0.0126616,0.0202722,0.0192121,0.0171747,0.0211611,0.0146233,0.0208944
1586.6461,0.0193813,0.0113637,0.0134496,0.0185568,0.0167855,0.0185317,0.019995,0.0185679,0.0196171,0.0113594,0.0189938
1587.1283,0.0195645,0.00853148,0.0124825,0.0181183,0.0215441,0.0173819,0.0201368,0.0192277,0.0184143,0.00996331,0.0178667
1587.6104,0.0184867,0.00690869,0.0121658,0.0170753,0.0259477,0.0162844,0.0195584,0.0189855,0.0177882,0.0106342,0.0173695
1588.0925,0.0168323,0.00716095,0.0121381,0.0157892,0.0293088,0.0148068,0.0183386,0.0182374,0.017805,0.0126378,0.0169875
1588.5746,0.0151652,0.00917234,0.0120723,0.0146631,0.031345,0.0129534,0.0165831,0.0175876,0.018448,0.0148111,0.016304
1589.0568,0.0136279,0.0122091,0.0119872,0.0140355,0.0320371,0.0111928,0.0144725,0.0174662,0.0196084,0.0161975,0.0153673
1589.5388,0.0120275,0.0153046,0.0123451,0.0141717,0.0314423,0.0101763,0.012427,0.017945,0.0210014,0.0163989,0.0146737
1590.021,0.0102149,0.0176309,0.0138079,0.0152501,0.0296534,0.0103411,0.0111665,0.0187975,0.0221595,0.0154992,0.0147891
1590.5031,0.00842385,0.0187191,0.0167681,0.0172569,0.02692,0.0116582,0.0114826,0.0196904,0.0226106,0.0137584,0.015917
1590.9852,0.00724898,0.018514,0.0209729,0.0198409,0.0237608,0.0136828,0.0137728,0.0203558,0.0221542,0.0114113,0.017754
1591.4673,0.00723868,0.0173127,0.0255227,0.0222967,0.0208868,0.0158494,0.0176383,0.020667,0.0209977,0.0087302,0.0197226
1591.9495,0.00843046,0.0156356,0.0292496,0.0237862,0.0189192,0.0177835,0.0218775,0.0206347,0.0196071,0.00621319,0.0213587
1592.4315,0.0102327,0.0140622,0.031201,0.0237167,0.0180818,0.0194176,0.0249524,0.0203747,0.0183835,0.00462833,0.0225373
1592.9137,0.0117768,0.0130602,0.0309417,0.022064,0.0180747,0.0208756,0.0257034,0.0200669,0.0174323,0.00478066,0.0234113
1593.3958,0.0125024,0.0128504,0.0286022,0.0194584,0.0182164,0.0222614,0.0239614,0.0198898,0.0166004,0.00711056,0.0241798
1593.8779,0.0125622,0.0133634,0.0247877,0.0169743,0.0177962,0.0235246,0.0207461,0.0199367,0.0157234,0.0113761,0.0248927
1594.36,0.0127309,0.0143329,0.0204598,0.0156917,0.0164737,0.0244925,0.0178641,0.0201676,0.0148525,0.0166531,0.0254159
1594.8422,0.0138366,0.0154953,0.016777,0.0162203,0.0145036,0.0250213,0.0169999,0.0204695,0.0142483,0.0217036,0.0255441
1595.3242,0.0161451,0.01676,0.0148159,0.0184384,0.0126261,0.0251174,0.0187768,0.0208113,0.0141559,0.0254893,0.0251449
1595.8064,0.0192047,0.0182003,0.0151915,0.0215813,0.0116771,0.0249175,0.0224009,0.0213579,0.0145988,0.0274878,0.0242306
1596.2885,0.0222437,0.019864,0.0177503,0.0245901,0.0121648,0.0245648,0.0261102,0.0223975,0.0154076,0.027671,0.022945
1596.7706,0.0247206,0.0215731,0.0215424,0.0265111,0.0140461,0.0241116,0.0281005,0.0240846,0.0164305,0.0263121,0.0215232
1597.2527,0.0265637,0.0229071,0.0251663,0.0267939,0.0167709,0.023531,0.0273846,0.0261734,0.0176854,0.0238539,0.0202516
1597.7349,0.027966,0.0234242,0.0273763,0.0254295,0.019525,0.0227976,0.024193,0.027964,0.019281,0.0208848,0.0194093
1598.2169,0.0289808,0.022979,0.0276511,0.0228985,0.0215432,0.0219424,0.0197963,0.0285656,0.0211751,0.0180944,0.0191737
1598.6991,0.0293036,0.0218919,0.0263854,0.0199459,0.0223617,0.0210313,0.015899,0.0273601,0.0230122,0.0160961,0.0195223
1599.1812,0.0284497,0.0208161,0.0245777,0.0172762,0.0219332,0.0201053,0.0139327,0.0243893,0.024238,0.0151692,0.0201968
1599.6633,0.0261979,0.020365,0.0232073,0.0153115,0.0206082,0.0191658,0.0145521,0.0204177,0.0244479,0.015112,0.0207722
1600.1454,0.0229425,0.0207446,0.0226812,0.0141196,0.0190215,0.0182257,0.0174842,0.0166174,0.0237052,0.0153673,0.0208204
1600.6276,0.0196465,0.0216453,0.022674,0.0135199,0.0179122,0.0173553,0.021719,0.0140474,0.0225443,0.0153947,0.02011
1601.1096,0.0173772,0.0224662,0.0224329,0.0132794,0.0178854,0.0166333,0.0259316,0.0132327,0.0216094,0.0150463,0.0187551
1601.5918,0.0167251,0.0227009,0.0213329,0.0132734,0.019159,0.0160124,0.0289598,0.0140762,0.0211858,0.0146591,0.0172379
1602.0739,0.0174849,0.0222025,0.0193301,0.0135309,0.0213902,0.0152425,0.0301613,0.0160965,0.020996,0.0147755,0.0162719
1602.556,0.0187967,0.0211592,0.0170525,0.014176,0.0237082,0.0140064,0.0295474,0.0187713,0.0204463,0.0156959,0.0165246
1603.0381,0.0196609,0.0198466,0.0154759,0.0153266,0.0250402,0.0122578,0.0276583,0.0217429,0.0191598,0.0172164,0.0182927
1603.5203,0.0195263,0.0183796,0.0153615,0.0170095,0.02464,0.0104961,0.0252334,0.024796,0.0173805,0.018779,0.0213108
1604.0023,0.0185784,0.0166714,0.016801,0.0191135,0.0225077,0.00965738,0.0228482,0.0277024,0.015894,0.0199131,0.0248605
1604.4845,0.0175524,0.0146079,0.0191505,0.0213718,0.0193967,0.0105911,0.0207432,0.0301149,0.0155154,0.0205693,0.0281317
1604.9666,0.01724,0.012264,0.0213434,0.0233652,0.0164201,0.0134699,0.0189247,0.0316124,0.0165518,0.0210602,0.0305757
1605.4487,0.0180175,0.00999017,0.0223524,0.024572,0.0145395,0.0175399,0.0173978,0.0318636,0.0186047,0.0216993,0.0320174
1605.9308,0.0196378,0.00831531,0.0215948,0.0245076,0.0141975,0.021397,0.0163108,0.0308024,0.0207883,0.0224618,0.0325025
1606.413,0.0213846,0.00771859,0.0191678,0.0229629,0.0152002,0.0237023,0.0158908,0.028704,0.0222199,0.022949,0.0320377
1606.895,0.022534,0.00838545,0.0158204,0.0202292,0.0168561,0.0239589,0.0162399,0.0260809,0.0225066,0.022702,0.0304458
1607.3772,0.02285,0.0100932,0.0126355,0.0171225,0.0182913,0.022803,0.0172042,0.0234372,0.0219156,0.0216199,0.0274917
1607.8593,0.0227307,0.0123008,0.0105761,0.0147282,0.0187782,0.0215347,0.0184848,0.021058,0.0211039,0.0201081,0.0232216
1608.3414,0.0228618,0.0143752,0.0101501,0.0139861,0.0179504,0.0212417,0.0199122,0.0190083,0.0206279,0.0188227,0.0182642
1608.8235,0.0236246,0.0158224,0.0113114,0.0153134,0.0159116,0.022172,0.0216176,0.0173294,0.020603,0.0182346,0.0138283
1609.3057,0.0247052,0.0164378,0.0135459,0.0183973,0.0132756,0.0237505,0.0238951,0.0162367,0.0207279,0.0183625,0.0112797
1609.7877,0.0252345,0.0163278,0.0160786,0.0222647,0.0110464,0.0251532,0.0268148,0.0161022,0.0206174,0.0188673,0.0114505
1610.2699,0.0244007,0.0157807,0.0181637,0.0256705,0.0102356,0.0259554,0.0299207,0.0171791,0.0201677,0.0194038,0.0141464
1610.752,0.0220226,0.0150612,0.0193524,0.027613,0.0113674,0.0263148,0.0323266,0.0192993,0.0196481,0.0198911,0.0182936
1611.2341,0.0186062,0.0142947,0.0196043,0.0276407,0.0142052,0.0266176,0.0331395,0.0218123,0.0194738,0.0204603,0.0225867
1611.7162,0.0149569,0.0135392,0.0192259,0.0258498,0.017845,0.0270172,0.0318759,0.0238067,0.0198939,0.0211916,0.0260655
1612.1984,0.0117525,0.0129563,0.0187173,0.0227492,0.0210729,0.0272821,0.0286694,0.0244821,0.0208236,0.0219303,0.0282872
1612.6804,0.00933191,0.0128897,0.018574,0.0191217,0.0228682,0.0270234,0.0242542,0.0235333,0.0219004,0.0223689,0.029196
1613.1626,0.00771354,0.0137047,0.0190742,0.0158184,0.0228876,0.0260706,0.0197011,0.0213364,0.0227313,0.0223455,0.0289254
1613.6447,0.00673382,0.0154804,0.0201685,0.0134652,0.0216027,0.0246284,0.0159784,0.0187201,0.0231676,0.022081,0.0276826
1614.1268,0.00615903,0.0178508,0.0215728,0.0122661,0.0199447,0.0230626,0.0136369,0.0164481,0.0233933,0.0221074,0.0257418
1614.6089,0.00568408,0.0201212,0.0229689,0.0120565,0.0188141,0.0215729,0.012835,0.0148566,0.0238009,0.0229744,0.0235175
1615.0911,0.00486065,0.0214977,0.024132,0.0124925,0.0188548,0.0200691,0.0135371,0.0138561,0.0248034,0.0249504,0.0216853
1615.5731,0.00312525,0.0213486,0.0249427,0.0131916,0.0204409,0.0183413,0.0155444,0.0131607,0.0266251,0.0276969,0.0212554
1616.0553,0.000252056,0.0196889,0.0253685,0.0137969,0.023486,0.0164949,0.0181796,0.0125963,0.0289406,0.029862,0.0231822
1616.5374,-1.17549e-38,0.0177385,0.0254922,0.0140899,0.0269811,0.0153192,0.0200842,0.012363,0.0305883,0.0293914,0.0270308
1617.0195,-1.17549e-38,0.0171685,0.0254914,0.0141303,0.0293307,0.0156475,0.0202525,0.0128436,0.0303764,0.0256061,0.0303014
1617.5016,-1.17549e-38,0.018182,0.0254445,0.0141124,0.0298757,0.0172048,0.0193052,0.0140291,0.0284321,0.0203473,0.0309063
1617.9838,0.00180543,0.0196208,0.0251996,0.0140943,0.0291885,0.0190265,0.0186189,0.015544,0.0257729,0.0158154,0.0292108
1618.4658,0.00600498,0.0204792,0.0244471,0.014025,0.028016,0.020544,0.0189799,0.0170899,0.023156,0.0129875,0.0268344
1618.948,0.00963122,0.0204232,0.0228212,0.0139174,0.0267733,0.0218179,0.0204121,0.0185761,0.0208878,0.0119793,0.025221
1619.4301,0.0120588,0.0195807,0.0200271,0.0139505,0.025638,0.0232779,0.0224386,0.0200137,0.0190918,0.0125255,0.0251536
1619.9122,0.0130702,0.0182536,0.0160466,0.014459,0.0247055,0.0253494,0.0243259,0.0213848,0.0178724,0.0140231,0.0265574
1620.3943,0.0129346,0.0166597,0.0112971,0.0157876,0.024038,0.0280583,0.0253905,0.0225662,0.0173029,0.015548,0.0284967
1620.8765,0.0123341,0.0147769,0.00653284,0.0180798,0.0236292,0.0308411,0.0252967,0.0233544,0.0173412,0.0161896,0.0296302
1621.3585,0.0120683,0.0124158,0.00254822,0.0211545,0.0233496,0.0327285,0.0241068,0.0235698,0.0178018,0.0155606,0.0289267
1621.8407,0.0127728,0.0095075,7.81727e-06,0.0244884,0.0229187,0.0327174,0.0220998,0.0231577,0.0184256,0.0141089,0.0261183
1622.3228,0.0147765,0.0064634,-1.17549e-38,0.0271942,0.0219405,0.0301413,0.0196691,0.0222449,0.0190122,0.0130891,0.0218108
1622.8049,0.0179377,0.00437199,0.00155536,0.0281115,0.0201168,0.0251712,0.0174591,0.0211397,0.0195935,0.0140652,0.0174749
1623.287,0.0214482,0.00450561,0.00608051,0.026469,0.0177003,0.0193131,0.0164138,0.0201761,0.0205437,0.0176609,0.0150178
1623.7692,0.0241104,0.00702503,0.0119426,0.0229155,0.0156826,0.0148304,0.0171939,0.0193935,0.0223216,0.0224668,0.0154893
1624.2512,0.0251827,0.0105239,0.0175324,0.0193198,0.0150803,0.0129816,0.0194654,0.0184716,0.0249429,0.0261551,0.0181843
1624.7334,0.0246777,0.0133416,0.0219031,0.0172513,0.0161332,0.0134103,0.022207,0.0171166,0.0278799,0.0276802,0.0215587
1625.2155,0.0228525,0.0146776,0.0248984,0.0172341,0.0183768,0.0152141,0.0245277,0.0153847,0.0303969,0.0276242,0.0244633
1625.6976,0.0198243,0.0145184,0.0265849,0.0190859,0.0210371,0.017804,0.0259981,0.0137105,0.0317701,0.0271913,0.0263285
1626.1797,0.0156748,0.013244,0.0268647,0.0222905,0.0231917,0.0209144,0.0266012,0.0128274,0.0313588,0.0274037,0.0268829
1626.6619,0.0108517,0.0114631,0.0254623,0.0260571,0.0238562,0.0242152,0.0266381,0.0135869,0.0288064,0.028684,0.02608
1627.1439,0.00652548,0.00999492,0.0222463,0.0293359,0.022354,0.0269536,0.0265853,0.0164889,0.0244966,0.0306139,0.0243127
1627.6261,0.00430611,0.00970631,0.0177313,0.0311605,0.0189911,0.028062,0.0267791,0.0210123,0.0198836,0.0320718,0.022531
1628.1082,0.00505113,0.0110957,0.013194,0.031254,0.0152735,0.0269359,0.0270826,0.0255306,0.0169108,0.0320128,0.0217342
1628.5903,0.00794873,0.014013,0.00998889,0.0301575,0.0129651,0.0241024,0.0269836,0.0283596,0.0166636,0.0302716,0.0221183
1629.0724,0.0111522,0.0178608,0.00875168,0.0285955,0.0128838,0.0208649,0.0260963,0.0288654,0.0187342,0.0274524,0.0229311
1629.5546,0.0131207,0.0219386,0.00929814,0.0268691,0.0146862,0.0184239,0.0244954,0.0275004,0.0217806,0.0242553,0.0231539
1630.0366,0.0133146,0.0255365,0.0109635,0.0248291,0.017379,0.0173812,0.022682,0.0252085,0.0242961,0.021144,0.0221995
1630.5188,0.0121594,0.0278888,0.0128876,0.0222258,0.0198282,0.0176947,0.0213657,0.0229633,0.0250444,0.0184779,0.0202251
1631.0009,0.0106539,0.0282929,0.0142184,0.0191076,0.0211406,0.0188256,0.0211469,0.0215267,0.0233883,0.0167173,0.0180663
1631.483,0.00977029,0.0264842,0.0143838,0.0160084,0.0210184,0.0200243,0.0221349,0.0212639,0.019622,0.0163749,0.016764
1631.9651,0.00989209,0.0229386,0.0133428,0.0137337,0.0199142,0.0207251,0.0237475,0.0220424,0.0149494,0.0177063,0.0168518
1632.4473,0.010733,0.0186778,0.0115408,0.0128982,0.0187439,0.0208009,0.0249481,0.0233696,0.0108833,0.0204876,0.0179725
1632.9293,0.0117895,0.0147186,0.00957937,0.0136723,0.0183657,0.0204797,0.0247151,0.0246943,0.00855507,0.0241317,0.019146
1633.4115,0.0128413,0.0117146,0.00794736,0.0158942,0.019256,0.0200911,0.0223371,0.0256207,0.00850994,0.0279287,0.0193045
1633.8936,0.0141382,0.00998895,0.00702207,0.0192592,0.021436,0.0199125,0.0175362,0.0259722,0.0108825,0.031083,0.0176847
1634.3757,0.0162151,0.00973389,0.00724793,0.0232747,0.0243816,0.0201749,0.0108331,0.0258556,0.0154411,0.0325311,0.0142321
1634.8578,0.0191985,0.0110389,0.00919231,0.026929,0.0268689,0.021094,0.00435882,0.0258294,0.021125,0.0310362,0.0103311
1635.34,0.0218102,0.0135129,0.0130074,0.0287118,0.027484,0.0227025,0.00171159,0.0267955,0.0256574,0.0264768,0.00892789
1635.822,0.0219798,0.0160642,0.0176801,0.0279472,0.0262556,0.0245766,0.0045678,0.0290362,0.0271106,0.0212736,0.0118755
1636.3042,0.0193812,0.0177552,0.0217647,0.0257249,0.0248333,0.026099,0.0103124,0.0316304,0.0260944,0.0184302,0.0174327
1636.7863,0.0156034,0.0185004,0.024681,0.0234649,0.0243689,0.0269823,0.0155269,0.033474,0.024569,0.0187154,0.0226838
1637.2684,0.012219,0.0186644,0.026542,0.0217284,0.0246871,0.0272675,0.0188701,0.0340749,0.0237451,0.0211539,0.0262068
1637.7505,0.00996419,0.0186248,0.0275139,0.0204393,0.0249915,0.0271111,0.0204938,0.0334228,0.023806,0.0243894,0.0279321
1638.2327,0.00887601,0.0186748,0.027637,0.0193451,0.0245532,0.0266912,0.0209603,0.031737,0.0243377,0.0272003,0.0283041
1638.7147,0.00857628,0.0189946,0.026947,0.0182659,0.0230944,0.0261732,0.0208035,0.0293253,0.0246823,0.0287074,0.0277896
1639.1969,0.00856582,0.0195936,0.0256299,0.0172024,0.0209132,0.0256798,0.0204876,0.0264587,0.0242588,0.0286053,0.0266549
1639.679,0.00849607,0.0202927,0.024062,0.0163359,0.0187096,0.0252884,0.0204601,0.0232863,0.0228632,0.0272531,0.024943
1640.1611,0.00830425,0.0208047,0.0226977,0.0159266,0.0172063,0.0250616,0.0211279,0.019884,0.0208132,0.0254702,0.0226431
1640.6432,0.00817298,0.0208785,0.02187,0.0161486,0.0167836,0.0250632,0.0226976,0.0164275,0.0188464,0.0241402,0.0199487
1641.1254,0.00838913,0.0204294,0.0216079,0.0169305,0.0172881,0.025308,0.0249603,0.0133361,0.0177917,0.0238167,0.0174083
1641.6074,0.00918398,0.019581,0.0215874,0.0178977,0.0180908,0.0256708,0.0272282,0.0111911,0.0181199,0.024475,0.0157849
1642.0896,0.0106006,0.0185792,0.021319,0.0185094,0.0184196,0.0258725,0.0286199,0.0103872,0.0196208,0.025534,0.0156276
1642.5717,0.0124354,0.0176221,0.0205014,0.0183508,0.0178128,0.0256207,0.0285991,0.010795,0.0215031,0.0261867,0.0168791
1643.0538,0.0142849,0.0167421,0.0192613,0.01735,0.0163696,0.0248018,0.0273303,0.0118051,0.0228892,0.0258277,0.0189071
1643.5359,0.0156587,0.0158331,0.0180846,0.0157453,0.014641,0.02353,0.0255806,0.0127567,0.0232858,0.0242698,0.0209251
1644.0181,0.0160898,0.0147753,0.0175525,0.0138809,0.0133559,0.0220033,0.0243653,0.0134015,0.0227104,0.0216947,0.0224073
1644.5001,0.0152315,0.013564,0.0180863,0.0120144,0.0132235,0.0202789,0.0246479,0.0141334,0.0215542,0.0185293,0.0232509
1644.9823,0.013004,0.0123953,0.0197595,0.0102268,0.0148254,0.0181067,0.0271037,0.0159062,0.0203907,0.0154099,0.0237294
1645.4644,0.00982671,0.0116607,0.0221447,0.00845663,0.0184019,0.0150083,0.0317106,0.0196885,0.0197887,0.0132008,0.0243352
1645.9465,0.00672843,0.0117325,0.0243045,0.00669985,0.0233705,0.0108561,0.0371213,0.0253231,0.0200397,0.0128182,0.0255071
1646.4286,0.00484168,0.0125396,0.0252383,0.00531068,0.0279722,0.00675577,0.0406545,0.0306422,0.0208578,0.0146432,0.0272809
1646.9108,0.00438233,0.013437,0.0246567,0.00499865,0.0300296,0.00491859,0.0399861,0.0327645,0.0214914,0.0180236,0.0291902
1647.3928,0.00448915,0.0137869,0.0231321,0.00627605,0.028563,0.00688673,0.0351579,0.0309267,0.0213807,0.0217434,0.0306354
1647.875,0.0043195,0.0135308,0.0214215,0.00895428,0.0244152,0.0121545,0.0283198,0.0270677,0.020595,0.0249587,0.0312695
1648.3571,0.00384921,0.0130308,0.0199649,0.0122419,0.0194556,0.0187019,0.021916,0.0237345,0.0196195,0.0274668,0.031041
1648.8392,0.00363504,0.0125789,0.0189191,0.0152192,0.015487,0.0244001,0.0174487,0.0222206,0.0189383,0.0293979,0.0301054
1649.3213,0.0042146,0.0121505,0.01831,0.0172635,0.0135491,0.0279801,0.0152959,0.0223043,0.0188022,0.0309183,0.0287612
1649.8035,0.005802,0.0114876,0.0180712,0.0182001,0.0137551,0.0291738,0.0151104,0.0229902,0.0192207,0.0321229,0.02737
1650.2855,0.00835774,0.0103106,0.0180237,0.018205,0.015529,0.0283035,0.0163045,0.0232863,0.0200667,0.0330347,0.0262566
1650.7677,0.0117997,0.00850228,0.0178718,0.0176292,0.0179617,0.0257827,0.0183268,0.022553,0.0211832,0.0336273,0.0256322
1651.2498,0.0161458,0.00627945,0.0172344,0.0168863,0.0201057,0.021787,0.0206484,0.0205022,0.0224475,0.0338535,0.0255465
1651.7319,0.0214188,0.00450935,0.0157512,0.0164329,0.0212884,0.0161594,0.0224379,0.0171369,0.0238006,0.0337224,0.0258288
