Wavenumber (cm-1),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb)
3198.8445,0.156546,0.214636,0.343709,0.515209,0.681408,0.887632,1.04951,1.17064,1.33254,1.40333,1.41706
3199.3267,0.157092,0.221957,0.346375,0.518443,0.689625,0.901223,1.06782,1.194,1.34972,1.42469,1.43905
3199.8088,0.158433,0.229539,0.34875,0.522666,0.699036,0.912082,1.08583,1.21579,1.36778,1.44577,1.46258
3200.2908,0.160192,0.235989,0.350377,0.528573,0.709807,0.92127,1.10295,1.23514,1.38732,1.46634,1.4871
3200.7729,0.162294,0.240612,0.351026,0.535938,0.721265,0.930604,1.11886,1.25246,1.40866,1.48606,1.51156
3201.2551,0.164757,0.243611,0.351094,0.5438,0.73232,0.94158,1.1336,1.26904,1.43161,1.50481,1.53503
3201.7373,0.167373,0.245838,0.351572,0.551139,0.74216,0.954587,1.14755,1.28614,1.45532,1.52302,1.55722
3202.2192,0.169637,0.248224,0.353518,0.557593,0.750702,0.968871,1.16136,1.30436,1.47859,1.54169,1.57884
3202.7014,0.171037,0.251262,0.357379,0.56367,0.758503,0.98319,1.17585,1.32344,1.50047,1.56206,1.60117
3203.1836,0.171465,0.254854,0.362677,0.570302,0.766331,0.996643,1.1917,1.34274,1.52091,1.58506,1.62534
3203.6658,0.171366,0.25854,0.3683,0.578101,0.774814,1.00916,1.20925,1.3619,1.54094,1.61096,1.65167
3204.1477,0.171444,0.261891,0.373212,0.586883,0.784419,1.0214,1.2283,1.38115,1.56206,1.6393,1.6796
3204.6299,0.172143,0.264769,0.377061,0.595811,0.795563,1.03428,1.24818,1.40123,1.58536,1.66922,1.70825
3205.1121,0.173337,0.267323,0.380283,0.604008,0.808563,1.04837,1.26804,1.42279,1.61073,1.69978,1.73708
3205.5942,0.174468,0.26981,0.383694,0.611165,0.823289,1.06366,1.28723,1.44586,1.63691,1.73017,1.76615
3206.0762,0.175021,0.272407,0.387929,0.617703,0.838847,1.07955,1.30557,1.46975,1.66229,1.75974,1.79586
3206.5583,0.174934,0.275126,0.39315,0.624442,0.8537,1.09525,1.32354,1.49341,1.68597,1.78795,1.82637
3207.0405,0.174628,0.277845,0.399143,0.632074,0.866369,1.11018,1.34208,1.51597,1.70834,1.81456,1.85732
3207.5227,0.174697,0.280385,0.405587,0.640863,0.876279,1.12435,1.36218,1.53726,1.7309,1.83992,1.88804
3208.0046,0.175557,0.282561,0.412199,0.650706,0.884142,1.13836,1.38444,1.55783,1.75533,1.86506,1.91815
3208.4868,0.177283,0.284218,0.418679,0.661421,0.891537,1.15314,1.40864,1.57865,1.78262,1.8915,1.9479
3208.969,0.179663,0.285253,0.424642,0.672955,0.899963,1.16939,1.43369,1.6007,1.81261,1.92046,1.97804
3209.4512,0.18227,0.285684,0.42976,0.685319,0.910037,1.18724,1.45792,1.62452,1.84404,1.95223,2.00912
3209.9331,0.184468,0.285739,0.434083,0.698322,0.92141,1.20608,1.47974,1.65008,1.87516,1.98591,2.04094
3210.4153,0.18549,0.285946,0.438229,0.711381,0.933375,1.22506,1.4984,1.67681,1.9044,2.01997,2.07264
3210.8975,0.184768,0.287124,0.443163,0.723621,0.945616,1.24365,1.51437,1.70388,1.93101,2.05322,2.10337
3211.3796,0.182463,0.290173,0.449612,0.734277,0.958467,1.26203,1.52917,1.73052,1.95528,2.0856,2.13305
3211.8616,0.179825,0.295672,0.457536,0.743155,0.97256,1.28104,1.54483,1.75624,1.9785,2.11813,2.16256
3212.3438,0.178906,0.303392,0.466077,0.75086,0.988251,1.30162,1.56311,1.78098,2.00251,2.15216,2.19324
3212.8259,0.18154,0.312049,0.47405,0.758618,1.0053,1.32409,1.58497,1.80515,2.02905,2.18842,2.22605
3213.3081,0.18808,0.319583,0.480659,0.767722,1.02303,1.34779,1.61045,1.82944,2.05912,2.22654,2.2612
3213.79,0.196791,0.324047,0.485916,0.778868,1.04072,1.37124,1.63896,1.85473,2.09263,2.26519,2.29828
3214.2722,0.204538,0.324688,0.49049,0.791774,1.05788,1.39276,1.66973,1.8818,2.12859,2.30289,2.3369
3214.7544,0.208517,0.322528,0.495159,0.805337,1.07419,1.41144,1.70206,1.91111,2.16578,2.33879,2.37709
3215.2366,0.207903,0.319973,0.500354,0.818264,1.08938,1.42759,1.73527,1.94271,2.20323,2.373,2.41907
3215.7185,0.204316,0.319606,0.506128,0.829763,1.10321,1.44277,1.76845,1.97609,2.24042,2.40648,2.46259
3216.2007,0.200825,0.322869,0.512436,0.839899,1.1158,1.45899,1.80038,2.01031,2.27712,2.44064,2.5066
3216.6829,0.20019,0.329416,0.519371,0.849409,1.12783,1.47779,1.82982,2.04419,2.31319,2.47688,2.54951
3217.165,0.203456,0.33746,0.527111,0.859156,1.14056,1.49942,1.85601,2.07673,2.34856,2.51611,2.59012
3217.647,0.209646,0.344872,0.535664,0.869593,1.15529,1.52279,1.87919,2.10755,2.38341,2.55843,2.62848
3218.1292,0.216578,0.350323,0.544742,0.880609,1.17269,1.54618,1.90061,2.1372,2.41819,2.60286,2.66606
3218.6113,0.222157,0.35382,0.553921,0.891833,1.19247,1.5683,1.92207,2.16703,2.45346,2.64762,2.70496
3219.0935,0.225351,0.356422,0.56296,0.903152,1.21355,1.58909,1.9452,2.19871,2.4896,2.69099,2.74674
3219.5754,0.226431,0.35943,0.571933,0.915013,1.23467,1.60973,1.97089,2.23344,2.52661,2.73222,2.79159
3220.0576,0.226529,0.363629,0.580997,0.928258,1.25499,1.63172,1.99918,2.27132,2.56438,2.77219,2.83842
3220.5398,0.226906,0.369008,0.590015,0.94359,1.27437,1.65584,2.02956,2.31131,2.60297,2.81292,2.88574
3221.022,0.228323,0.37499,0.598456,0.961046,1.29321,1.68173,2.06143,2.35168,2.64281,2.85642,2.93272
3221.5039,0.230771,0.380891,0.605768,0.979845,1.3121,1.70823,2.09438,2.39093,2.68441,2.90344,2.97963
3221.9861,0.233609,0.386267,0.611951,0.9987,1.33162,1.73439,2.12811,2.42856,2.728,2.95304,3.02753
3222.4683,0.236052,0.39099,0.617833,1.01637,1.3521,1.76006,2.16226,2.46525,2.77325,3.00331,3.07735
3222.9504,0.237764,0.395135,0.62469,1.03218,1.37358,1.78588,2.19626,2.50243,2.8195,3.05259,3.12907
3223.4324,0.239193,0.398827,0.633436,1.04618,1.39567,1.81259,2.2294,2.54137,2.86621,3.10029,3.18169
3223.9146,0.241346,0.402189,0.643973,1.05913,1.41746,1.84039,2.26127,2.58239,2.91335,3.14699,3.23384
3224.3967,0.245015,0.405371,0.655232,1.07214,1.43787,1.86892,2.29206,2.62476,2.96131,3.19366,3.28474
3224.8789,0.249976,0.408589,0.665876,1.08635,1.45623,1.89779,2.32272,2.66715,3.01047,3.24096,3.33487
3225.3608,0.254787,0.412092,0.675151,1.10251,1.47283,1.92717,2.35453,2.70851,3.06084,3.28899,3.38577
3225.843,0.257539,0.416079,0.683271,1.12075,1.48913,1.95772,2.38854,2.74878,3.11195,3.3377,3.4391
3226.3252,0.257172,0.420658,0.691148,1.14048,1.50718,1.98999,2.42487,2.78898,3.16305,3.38732,3.49573
3226.8074,0.25446,0.425917,0.699764,1.16074,1.5286,2.02358,2.46264,2.83067,3.21345,3.43842,3.55521
3227.2893,0.251834,0.432081,0.709684,1.18062,1.55365,2.05696,2.5005,2.87509,3.26268,3.49157,3.61622
3227.7715,0.252006,0.439577,0.72098,1.1998,1.58106,2.08821,2.53751,2.92257,3.31063,3.54697,3.67748
3228.2537,0.256256,0.448841,0.733435,1.21859,1.60879,2.1162,2.57388,2.97236,3.35781,3.60435,3.73858
3228.7358,0.263558,0.459892,0.746746,1.23755,1.63519,2.14144,2.61097,3.02312,3.40545,3.66339,3.80011
3229.2178,0.2712,0.47192,0.760548,1.25692,1.65983,2.16598,2.65054,3.07353,3.45536,3.72404,3.86318
3229.7,0.276475,0.48329,0.774382,1.2763,1.68362,2.19239,2.69375,3.12286,3.5093,3.78656,3.92855
3230.1821,0.278334,0.492157,0.787796,1.29493,1.70804,2.22241,2.74047,3.17111,3.56804,3.85115,3.9961
3230.6643,0.277897,0.497468,0.800593,1.31231,1.73424,2.25618,2.78936,3.21887,3.6306,3.91751,4.06476
3231.1462,0.277556,0.499746,0.812994,1.32872,1.76244,2.29234,2.8386,3.26696,3.69452,3.9847,4.13285
3231.6284,0.279352,0.501068,0.825517,1.34527,1.79193,2.32883,2.88671,3.31613,3.75699,4.05138,4.19875
3232.1106,0.283738,0.504084,0.838581,1.36324,1.82158,2.36391,2.93291,3.36683,3.81629,4.11629,4.26146
3232.5928,0.289454,0.510585,0.852153,1.38339,1.85043,2.39686,2.97713,3.41916,3.87277,4.17854,4.32107
3233.0747,0.294479,0.520487,0.865756,1.40553,1.87812,2.4281,3.01977,3.47276,3.92849,4.23791,4.3789
3233.5569,0.29732,0.531928,0.878867,1.42879,1.90485,2.45882,3.06152,3.52689,3.9859,4.29481,4.43725
3234.0391,0.297794,0.542435,0.891398,1.45224,1.93121,2.49049,3.10333,3.58075,4.04631,4.35041,4.49862
3234.5212,0.29694,0.550377,0.903835,1.47543,1.95775,2.52442,3.14631,3.63385,4.10918,4.40654,4.56485
3235.0032,0.296331,0.555751,0.916931,1.49851,1.98482,2.56148,3.19137,3.68642,4.17262,4.46541,4.63634
3235.4854,0.297349,0.559855,0.931187,1.5219,2.01244,2.60204,3.23881,3.73943,4.23456,4.52891,4.71191
3235.9675,0.300799,0.564188,0.946535,1.5459,2.04043,2.64589,3.28807,3.79419,4.2941,4.59787,4.78934
3236.4497,0.306875,0.569404,0.962468,1.57048,2.06855,2.69231,3.33799,3.85156,4.35195,4.67148,4.86632
3236.9316,0.31524,0.575068,0.978487,1.59536,2.09679,2.74018,3.38758,3.91138,4.41006,4.74757,4.94137
3237.4138,0.325043,0.580336,0.994487,1.62028,2.12541,2.78821,3.43673,3.97248,4.47048,4.8236,5.01425
3237.896,0.334938,0.58496,1.01075,1.64515,2.1549,2.83522,3.48632,4.0334,4.53442,4.89779,5.08576
3238.3782,0.343332,0.589825,1.02763,1.6701,2.1858,2.88027,3.53771,4.09333,4.60183,4.96984,5.15718
3238.8601,0.348962,0.59658,1.04511,1.69537,2.21849,2.92287,3.59182,4.15271,4.6718,5.04075,5.22971
3239.3423,0.351587,0.606624,1.06279,1.7212,2.25297,2.96306,3.64855,4.21288,4.7433,5.11198,5.30425
3239.8245,0.352299,0.620152,1.08008,1.7477,2.28878,3.00149,3.70678,4.27519,4.81568,5.18455,5.38127
3240.3066,0.353116,0.635901,1.09664,1.77482,2.32501,3.03942,3.76505,4.33991,4.8887,5.25841,5.46077
3240.7886,0.355944,0.651767,1.11259,1.80229,2.36065,3.07841,3.82229,4.40603,4.96204,5.33258,5.54202
3241.2708,0.36153,0.665876,1.12842,1.82974,2.395,3.11981,3.87837,4.47179,5.03495,5.40568,5.62354
3241.7529,0.3691,0.67745,1.14473,1.85678,2.42813,3.16425,3.93397,4.53586,5.10637,5.47678,5.70328
3242.2351,0.376873,0.686992,1.16201,1.88331,2.46108,3.21126,3.99023,4.59817,5.17559,5.54589,5.77949
3242.717,0.383092,0.695805,1.18061,1.90965,2.49545,3.25958,4.04821,4.65995,5.24295,5.61418,5.85162
3243.1992,0.386871,0.705207,1.20077,1.93648,2.53265,3.30788,4.10841,4.72293,5.30992,5.6836,5.92096
3243.6814,0.388442,0.715904,1.22244,1.96457,2.5731,3.3555,4.17053,4.7883,5.37845,5.75608,5.99026
3244.1636,0.388854,0.727786,1.2451,1.99431,2.6158,3.40286,4.23337,4.85601,5.44971,5.83257,6.06246
3244.6455,0.389465,0.740172,1.26755,2.0255,2.65883,3.45106,4.2951,4.92482,5.52329,5.91229,6.13906
3245.1277,0.391543,0.752288,1.28833,2.05741,2.70026,3.50107,4.35406,4.99294,5.59722,5.99284,6.21911
3245.6099,0.396036,0.763694,1.30651,2.08922,2.7392,3.55296,4.40967,5.05902,5.66913,6.07111,6.29969
3246.092,0.403375,0.774418,1.3224,2.12045,2.77613,3.60588,4.46296,5.12268,5.73738,6.14471,6.37755
3246.574,0.413269,0.784795,1.3377,2.15114,2.81245,3.65871,4.51625,5.18461,5.80182,6.21297,6.45088
3247.0562,0.424629,0.795209,1.35467,2.18158,2.84972,3.71098,4.57207,5.24609,5.86345,6.27714,6.51996
3247.5383,0.435845,0.805927,1.37494,2.21191,2.88897,3.76319,4.63182,5.30849,5.92379,6.33955,6.58665
3248.0205,0.445453,0.81714,1.39866,2.24194,2.93055,3.81644,4.6951,5.37266,5.98423,6.40257,6.65307
3248.5024,0.45285,0.829097,1.42444,2.27146,2.97422,3.87155,4.75993,5.43862,6.04582,6.46766,6.72038
3248.9846,0.458568,0.842173,1.45038,2.30075,3.01937,3.92834,4.82393,5.50549,6.10932,6.53505,6.78851
3249.4668,0.463859,0.856764,1.47518,2.3309,3.06511,3.98547,4.88553,5.57172,6.17505,6.6039,6.85662
3249.949,0.469833,0.873054,1.49881,2.36344,3.11046,4.04105,4.94455,5.63575,6.24272,6.67267,6.92386
3250.4309,0.47674,0.890827,1.52224,2.39957,3.15461,4.0935,5.00195,5.69673,6.31118,6.73958,6.98971
3250.9131,0.483871,0.909491,1.54661,2.43925,3.19747,4.14243,5.059,5.755,6.37866,6.80309,7.05385
3251.3953,0.49012,0.928297,1.57247,2.48115,3.23991,4.1888,5.11664,5.81199,6.44338,6.86235,7.11582
3251.8774,0.494754,0.946628,1.59958,2.52332,3.28356,4.2347,5.17532,5.8694,6.50425,6.91754,7.17489
3252.3594,0.497922,0.964168,1.62722,2.56435,3.32991,4.2825,5.23522,5.92824,6.56124,6.96985,7.23023
3252.8416,0.500601,0.980901,1.65466,2.60394,3.37934,4.33395,5.29643,5.98811,6.61506,7.02086,7.28143
3253.3237,0.50411,0.997003,1.68148,2.64272,3.4305,4.38943,5.35874,6.04733,6.66653,7.07156,7.32876
3253.8059,0.50948,1.01273,1.70765,2.68133,3.48078,4.44775,5.42136,6.10378,6.71601,7.12175,7.37305
3254.2878,0.517006,1.02833,1.73353,2.71971,3.52768,4.5066,5.48278,6.15604,6.76327,7.17,7.4153
3254.77,0.526185,1.04395,1.75978,2.75725,3.57033,4.56378,5.5412,6.20403,6.8078,7.21458,7.45604
3255.2522,0.536024,1.05959,1.78709,2.79354,3.61015,4.61818,5.59528,6.24884,6.84934,7.25449,7.49499
3255.7344,0.545561,1.07513,1.81582,2.82918,3.6502,4.67026,5.64484,6.29193,6.88821,7.28986,7.53121
3256.2163,0.554314,1.09052,1.8456,2.86564,3.6936,4.72143,5.69102,6.33438,6.92522,7.32163,7.56347
3256.6985,0.562463,1.10607,1.87535,2.90435,3.74187,4.77301,5.73583,6.37644,6.9614,7.3505,7.59089
3257.1807,0.57065,1.12245,1.90381,2.94555,3.79422,4.82541,5.78128,6.41761,6.99744,7.37634,7.61329
3257.6628,0.579524,1.14047,1.93031,2.988,3.8481,4.87807,5.82853,6.45707,7.03327,7.3983,7.63121
3258.1448,0.589281,1.16042,1.95537,3.02974,3.9007,4.93017,5.87742,6.4941,7.06787,7.41569,7.6455
3258.627,0.599514,1.18154,1.98051,3.06953,3.95053,4.98147,5.92648,6.52834,7.09945,7.42884,7.65677
3259.1091,0.609483,1.20213,2.00747,3.10776,3.99808,5.03258,5.97359,6.55988,7.12605,7.4392,7.66501
3259.5913,0.618603,1.22035,2.03728,3.1463,4.04537,5.08436,6.0168,6.58912,7.1462,7.44836,7.66958
3260.0732,0.626845,1.23548,2.06991,3.18727,4.0946,5.13706,6.05512,6.61653,7.15953,7.45671,7.66953
3260.5554,0.634772,1.2488,2.10457,3.23187,4.1468,5.1898,6.08895,6.64227,7.16684,7.46271,7.66409
3261.0376,0.643212,1.26334,2.14025,3.27971,4.20134,5.24093,6.11986,6.66597,7.16965,7.46342,7.65298
3261.5198,0.652801,1.28247,2.17624,3.32928,4.25632,5.28901,6.14988,6.68676,7.16954,7.45611,7.63651
3262.0017,0.663692,1.30806,2.21209,3.37879,4.30966,5.3337,6.18046,6.70361,7.16747,7.43993,7.61535
3262.4839,0.675585,1.33926,2.2474,3.427,4.36014,5.37595,6.21171,6.71579,7.16363,7.41646,7.59013
3262.9661,0.687989,1.37262,2.28163,3.47346,4.40775,5.41732,6.2423,6.72317,7.15751,7.38882,7.5611
3263.4482,0.700532,1.40372,2.31439,3.51843,4.45344,5.45897,6.27011,6.7262,7.14832,7.35987,7.52782
3263.9302,0.713122,1.4292,2.34582,3.56257,4.49844,5.50094,6.29338,6.72561,7.13523,7.33073,7.48926
3264.4124,0.725905,1.44841,2.3769,3.60669,4.54376,5.54223,6.31169,6.72219,7.11757,7.3004,7.4443
3264.8945,0.739079,1.4635,2.40928,3.65151,4.58987,5.58144,6.32636,6.71659,7.09498,7.26673,7.39239
3265.3767,0.75271,1.47825,2.44475,3.69731,4.6368,5.61762,6.33973,6.70945,7.06749,7.22782,7.33417
3265.8586,0.766649,1.49614,2.48453,3.74377,4.68417,5.65074,6.35394,6.70127,7.03557,7.18299,7.27149
3266.3408,0.780608,1.51885,2.52879,3.79001,4.73137,5.68162,6.3697,6.69227,6.99994,7.13285,7.20672
3266.823,0.794315,1.54592,2.57641,3.83503,4.77762,5.71141,6.38578,6.68197,6.96114,7.07847,7.1416
3267.3052,0.807637,1.57565,2.62532,3.8784,4.82226,5.74114,6.39965,6.6691,6.91923,7.02048,7.07619
3267.7871,0.820599,1.60638,2.67303,3.92056,4.86499,5.77131,6.40866,6.65182,6.87358,6.95865,7.00861
3268.2693,0.833293,1.63749,2.71744,3.96265,4.906,5.80178,6.41124,6.62843,6.82334,6.89214,6.9358
3268.7515,0.845785,1.66933,2.75751,4.00581,4.94582,5.83184,6.40744,6.59807,6.76798,6.82014,6.85495
3269.2336,0.858113,1.70232,2.7935,4.0504,4.98492,5.86024,6.39854,6.56116,6.70781,6.74256,6.76494
3269.7156,0.870403,1.73595,2.82666,4.09576,5.02328,5.88546,6.38613,6.51912,6.64393,6.6602,6.66694
3270.1978,0.882972,1.76846,2.85865,4.14059,5.06036,5.9062,6.37137,6.47365,6.57752,6.57437,6.56372
3270.6799,0.896284,1.79769,2.89083,4.18374,5.09536,5.92191,6.3547,6.42596,6.50894,6.48607,6.45825
3271.1621,0.910721,1.82244,2.92398,4.22489,5.1277,5.93327,6.33613,6.37638,6.43742,6.39536,6.35225
3271.644,0.926286,1.84356,2.95847,4.26464,5.15743,5.9419,6.31573,6.3247,6.36141,6.30136,6.24568
3272.1262,0.942482,1.86384,2.99457,4.30398,5.18526,5.9496,6.29376,6.27082,6.27976,6.20293,6.13727
3272.6084,0.958519,1.88676,3.03256,4.34362,5.21225,5.95719,6.27055,6.21515,6.19269,6.09971,6.02572
3273.0906,0.973793,1.91472,3.07258,4.38352,5.23935,5.96383,6.24605,6.15847,6.10203,5.99269,5.91064
3273.5725,0.988362,1.94776,3.11439,4.42302,5.26701,5.96743,6.21951,6.10123,6.01037,5.88395,5.79264
3274.0547,1.00307,1.98375,3.15732,4.46127,5.29498,5.96587,6.18968,6.04296,5.91973,5.77549,5.67282
3274.5369,1.0192,2.01976,3.20054,4.49782,5.32243,5.95858,6.15533,5.98237,5.83068,5.66823,5.55201
3275.019,1.03773,2.05384,3.24346,4.53287,5.34837,5.94717,6.11601,5.91822,5.74242,5.56178,5.43054
3275.501,1.05885,2.08592,3.28595,4.56709,5.37202,5.93475,6.07247,5.85038,5.65376,5.45518,5.30862
3275.9832,1.08168,2.11756,3.32816,4.60115,5.39315,5.92438,6.02657,5.78025,5.56402,5.34793,5.18685
3276.4653,1.10477,2.1506,3.37016,4.63533,5.41207,5.91748,5.98051,5.71001,5.47333,5.24032,5.06627
3276.9475,1.12672,2.1859,3.41176,4.66926,5.42932,5.91323,5.93584,5.64134,5.38199,5.13295,4.94783
3277.4294,1.14682,2.22261,3.45251,4.70208,5.44526,5.90922,5.89271,5.57434,5.28976,5.02584,4.83183
3277.9116,1.16522,2.25872,3.49214,4.73282,5.45986,5.90276,5.84984,5.50761,5.19563,4.91813,4.71766
3278.3938,1.18264,2.29211,3.53083,4.76078,5.47273,5.89209,5.80529,5.43927,5.09837,4.80875,4.60442
3278.876,1.19984,2.3218,3.5692,4.7859,5.48349,5.87677,5.75753,5.3681,4.99749,4.69746,4.49165
3279.3579,1.21733,2.34847,3.608,4.80882,5.49205,5.85737,5.70619,5.29397,4.89392,4.58561,4.37985
3279.8401,1.23529,2.37427,3.64761,4.83061,5.49867,5.83496,5.65211,5.21738,4.78979,4.47574,4.27014
3280.3223,1.25384,2.40186,3.68782,4.8523,5.50375,5.81054,5.59659,5.13876,4.68747,4.37019,4.16355
3280.8044,1.27329,2.43327,3.72794,4.87442,5.50754,5.78484,5.54058,5.05816,4.58841,4.26983,4.06017
3281.2864,1.29408,2.46903,3.76726,4.89672,5.50993,5.75812,5.48418,4.97554,4.49261,4.17356,3.95911
3281.7686,1.31657,2.5081,3.80544,4.91835,5.51053,5.73019,5.42687,4.89137,4.39888,4.07898,3.859
3282.2507,1.34063,2.54846,3.84262,4.93828,5.5089,5.70049,5.36811,4.80681,4.30563,3.98378,3.75886
3282.7329,1.36558,2.58815,3.87912,4.95584,5.5048,5.66838,5.30789,4.72321,4.21183,3.88684,3.65866
3283.2148,1.39042,2.62608,3.91506,4.971,5.4984,5.63366,5.24669,4.64134,4.11745,3.78863,3.55931
3283.697,1.4144,2.66243,3.95005,4.98439,5.49024,5.59687,5.18513,4.56106,4.02337,3.69076,3.46211
3284.1792,1.4375,2.69826,3.98336,4.99694,5.48111,5.55928,5.12347,4.48153,3.93077,3.59509,3.36812
3284.6614,1.46051,2.7348,4.0144,5.00946,5.47168,5.52233,5.06152,4.40195,3.84045,3.50284,3.27774
3285.1433,1.48466,2.77286,4.04324,5.02233,5.4623,5.48697,4.99886,4.32197,3.7524,3.41427,3.19067
3285.6255,1.51092,2.8126,4.07086,5.03529,5.45285,5.4532,4.93521,4.24169,3.66587,3.32881,3.10622
3286.1077,1.53944,2.85375,4.09877,5.04763,5.44292,5.42006,4.87053,4.16131,3.57976,3.24559,3.02369
3286.5898,1.56946,2.89574,4.12831,5.0584,5.43222,5.3862,4.80493,4.08092,3.49333,3.16403,2.94258
3287.0718,1.5996,2.93788,4.1599,5.06682,5.42086,5.35051,4.73852,4.00059,3.40668,3.08415,2.86284
3287.554,1.62844,2.97926,4.19278,5.07254,5.40941,5.31259,4.67139,3.92066,3.32092,3.00649,2.78489
3288.0361,1.65505,3.01883,4.22534,5.07587,5.39854,5.27282,4.60383,3.84175,3.23763,2.93177,2.70956
3288.5183,1.67927,3.05563,4.25591,5.0776,5.38844,5.23195,4.53638,3.76435,3.15812,2.86032,2.63777
3289.0002,1.70158,3.08925,4.28355,5.07871,5.3784,5.19065,4.46962,3.6884,3.08259,2.79184,2.5701
3289.4824,1.72289,3.1201,4.30836,5.07978,5.36686,5.14906,4.40359,3.61316,3.00999,2.72534,2.5064
3289.9646,1.74433,3.1493,4.33118,5.08064,5.35189,5.10675,4.33752,3.53766,2.9386,2.65951,2.44574
3290.4468,1.76702,3.17836,4.35298,5.08036,5.33203,5.06291,4.27002,3.46144,2.86711,2.59319,2.38673
3290.9287,1.79195,3.20866,4.37435,5.07771,5.30695,5.01684,4.19987,3.38493,2.79546,2.52589,2.32815
3291.4109,1.81976,3.24117,4.39528,5.07191,5.27768,4.96828,4.12692,3.30925,2.7249,2.45807,2.26956
3291.8931,1.85043,3.2763,4.41545,5.06326,5.2463,4.91758,4.05253,3.23541,2.65711,2.39103,2.21149
3292.3752,1.88319,3.31393,4.43456,5.05314,5.2151,4.86558,3.97905,3.16368,2.59301,2.32651,2.15513
3292.8572,1.91666,3.35334,4.45246,5.04335,5.18562,4.8132,3.9087,3.09349,2.53212,2.26605,2.10178
3293.3394,1.94932,3.39328,4.46911,5.03513,5.15809,4.76112,3.84229,3.02387,2.47292,2.21045,2.0523
3293.8215,1.98007,3.43208,4.48441,5.02831,5.13148,4.70947,3.77879,2.95409,2.41398,2.15953,2.00674
3294.3037,2.00865,3.46803,4.49809,5.02142,5.10414,4.65786,3.71567,2.88398,2.35486,2.11217,1.96435
3294.7856,2.03567,3.49992,4.50989,5.01241,5.07482,4.60557,3.6501,2.81389,2.29618,2.06669,1.92373
3295.2678,2.06224,3.52741,4.51964,4.99983,5.04332,4.552,3.58027,2.74438,2.23892,2.02136,1.8833
3295.75,2.08953,3.55109,4.52742,4.98363,5.01044,4.49705,3.50628,2.67615,2.18355,1.9749,1.84181
3296.2322,2.11835,3.57224,4.53343,4.9651,4.97732,4.44122,3.43015,2.60996,2.12982,1.92688,1.79883
3296.7141,2.149,3.5923,4.53794,4.94602,4.94442,4.38536,3.35496,2.54663,2.07725,1.8779,1.75496
3297.1963,2.18134,3.61246,4.5413,4.92763,4.91116,4.33015,3.28356,2.48664,2.02574,1.82945,1.71153
3297.6785,2.21493,3.63344,4.54401,4.90999,4.87625,4.27563,3.21736,2.42971,1.97576,1.78333,1.66989
3298.1606,2.24902,3.65544,4.54677,4.89218,4.83882,4.22119,3.1559,2.37464,1.92785,1.7409,1.63077
3298.6426,2.28267,3.67824,4.55021,4.87309,4.79945,4.16599,3.09731,2.31981,1.88201,1.70251,1.59402
3299.1248,2.31488,3.70139,4.55456,4.85226,4.7602,4.10967,3.03926,2.26418,1.83754,1.66728,1.55907
3299.6069,2.34493,3.72447,4.55943,4.8303,4.7237,4.05268,2.98011,2.20799,1.7937,1.63362,1.52553
3300.0891,2.37282,3.74732,4.56396,4.80855,4.69155,3.99609,2.91935,2.15287,1.75045,1.60001,1.49362
3300.571,2.39941,3.77002,4.56733,4.78838,4.66309,3.94095,2.85756,2.10083,1.70868,1.56576,1.46397
3301.0532,2.42607,3.79288,4.56929,4.7704,4.63549,3.88759,2.79583,2.05305,1.66957,1.53126,1.43695
3301.5354,2.45409,3.81598,4.57027,4.75409,4.60503,3.83537,2.73512,2.00917,1.63366,1.49761,1.41222
3302.0176,2.48398,3.83898,4.57096,4.73799,4.56895,3.78293,2.67581,1.96759,1.6003,1.466,1.38867
3302.4995,2.51528,3.86088,4.57176,4.72034,4.52676,3.72881,2.6177,1.92657,1.56805,1.4371,1.36506
3302.9817,2.54691,3.88038,4.57243,4.69988,4.48025,3.67208,2.56027,1.88521,1.53572,1.41079,1.34065
3303.4639,2.57775,3.89644,4.57221,4.67647,4.43239,3.61269,2.50317,1.84374,1.50327,1.38642,1.31557
3303.946,2.60711,3.90883,4.57026,4.65107,4.38578,3.55152,2.44657,1.80286,1.47186,1.36307,1.29047
3304.428,2.63479,3.91839,4.56601,4.62515,4.3417,3.49009,2.39126,1.7629,1.44307,1.33998,1.26585
3304.9102,2.66081,3.92674,4.55918,4.59982,4.30003,3.43009,2.33817,1.72344,1.41775,1.31655,1.24161
3305.3923,2.68522,3.93547,4.54958,4.57505,4.25989,3.37274,2.28766,1.68372,1.39539,1.29244,1.2172
3305.8745,2.70809,3.94541,4.53707,4.54967,4.22029,3.31837,2.239,1.6435,1.37423,1.2676,1.19223
3306.3564,2.72972,3.95617,4.52179,4.52191,4.18041,3.26625,2.19042,1.60348,1.35215,1.24235,1.16714
3306.8386,2.75068,3.96636,4.50451,4.49043,4.13954,3.21488,2.13998,1.565,1.3276,1.21754,1.14325
3307.3208,2.77166,3.97429,4.48663,4.45516,4.09689,3.16262,2.08671,1.52915,1.30029,1.19438,1.12216
3307.803,2.7931,3.97879,4.46962,4.41748,4.05166,3.10829,2.0313,1.496,1.27122,1.17399,1.10469
3308.2849,2.81509,3.97977,4.45417,4.37968,4.00343,3.05153,1.97595,1.46453,1.24213,1.1568,1.09031
