Wavenumber (cm-1),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb)
1912.557,0.0394516,0.0337869,0.0360659,0.0329592,0.0342038,0.0387674,0.0393353,0.0491387
1913.0392,0.0378355,0.0320857,0.034039,0.0328786,0.0341721,0.0416558,0.0414269,0.0489705
1913.5212,0.0357897,0.0306158,0.0324425,0.0332762,0.0337247,0.0440903,0.0431932,0.048672
1914.0034,0.0338318,0.0297174,0.0318355,0.0337085,0.0329064,0.0451023,0.0440074,0.0481901
1914.4855,0.0321704,0.0293817,0.0322617,0.0336584,0.0320464,0.0445273,0.0437381,0.0474257
1914.9677,0.0307791,0.0293803,0.0332033,0.0327965,0.0316234,0.0430254,0.0426593,0.0463898
1915.4497,0.0296436,0.0294773,0.0338704,0.0311338,0.0319999,0.0415271,0.0411415,0.045259
1915.9319,0.0289297,0.0295563,0.0336287,0.0290059,0.033192,0.0405499,0.0393877,0.0442696
1916.4139,0.0289306,0.0296029,0.0323133,0.0269416,0.0347881,0.0398653,0.0373872,0.0435536
1916.8961,0.0298251,0.0296067,0.0303201,0.025491,0.036052,0.0386789,0.0350716,0.0430532
1917.3782,0.0314059,0.0294955,0.0284597,0.0250282,0.036228,0.0362506,0.0325509,0.0425815
1917.8604,0.03303,0.0291862,0.0275628,0.0255698,0.0349988,0.032642,0.0302544,0.0419941
1918.3424,0.0339717,0.0287214,0.0279991,0.0267595,0.0327806,0.0289665,0.0288027,0.0413191
1918.8246,0.0339351,0.0283331,0.0294966,0.0281075,0.0304911,0.0267377,0.0286606,0.0406937
1919.3066,0.0332024,0.0283251,0.0314239,0.0292837,0.0289649,0.0268927,0.0298794,0.0401836
1919.7888,0.0323189,0.0288824,0.0331904,0.0301995,0.0285855,0.0293751,0.0321123,0.0397018
1920.2709,0.0316913,0.0299548,0.0344229,0.0308904,0.0293322,0.0333572,0.0347749,0.039095
1920.7531,0.0313957,0.0312553,0.0349403,0.0313758,0.0309943,0.0376436,0.0372102,0.0382941
1921.2351,0.031221,0.0323528,0.0346974,0.0316092,0.0333007,0.0410138,0.0388567,0.0374091
1921.7173,0.0308782,0.0328428,0.0337749,0.0315302,0.0358946,0.0425313,0.0394404,0.0367042
1922.1993,0.0302502,0.0325538,0.0323822,0.0311674,0.038238,0.0418488,0.0391066,0.0364478
1922.6815,0.0295092,0.0316706,0.0308013,0.0307006,0.0396318,0.0393713,0.0383415,0.0367284
1923.1636,0.0289809,0.0306624,0.0292666,0.030406,0.0394726,0.0360849,0.0376672,0.037385
1923.6458,0.0288653,0.0300363,0.0278757,0.0305082,0.0376199,0.0330806,0.0373398,0.0381131
1924.1278,0.0290809,0.0300861,0.026619,0.031046,0.0345684,0.0310823,0.0372984,0.0386413
1924.61,0.0293687,0.0307797,0.0254973,0.0318373,0.0312646,0.0302676,0.037352,0.0388257
1925.092,0.0295418,0.0318011,0.024615,0.0325404,0.0286854,0.0304006,0.0373829,0.0386255
1925.5742,0.0296654,0.0326888,0.0241635,0.0327775,0.0274229,0.0311001,0.037398,0.03803
1926.0563,0.0300309,0.033028,0.0242988,0.0322881,0.0274712,0.032064,0.0374341,0.0370155
1926.5385,0.030928,0.0326469,0.024992,0.0310709,0.0283107,0.0331511,0.0374385,0.0355646
1927.0205,0.0323652,0.0317222,0.0259738,0.0294347,0.0292432,0.0343066,0.0372423,0.0337305
1927.5027,0.0339546,0.0306994,0.0268425,0.0278919,0.0297657,0.035416,0.0366469,0.031699
1927.9847,0.0350681,0.0300405,0.0272863,0.0269255,0.029741,0.0362215,0.0355389,0.0298034
1928.4669,0.0351656,0.0299535,0.0272757,0.0267561,0.0292989,0.0363916,0.0339423,0.028469
1928.949,0.0340708,0.0302823,0.0270969,0.027246,0.0286231,0.0357095,0.0320026,0.0280913
1929.4312,0.0320315,0.0306343,0.0271963,0.0279899,0.0278346,0.0342423,0.0299605,0.0288802
1929.9132,0.0295588,0.0306557,0.0279158,0.0285353,0.02704,0.0323456,0.0281428,0.0307367
1930.3954,0.0271846,0.0302604,0.0292643,0.0286046,0.0264322,0.0304669,0.0269284,0.033232
1930.8774,0.0253012,0.0296495,0.0308592,0.0281991,0.0262813,0.0288657,0.0266319,0.0357191
1931.3596,0.0241427,0.0291188,0.0320799,0.027549,0.0267678,0.0274502,0.0273317,0.0375333
1931.8417,0.0238375,0.028818,0.0323586,0.0269683,0.0277886,0.025868,0.0287708,0.0382002
1932.3239,0.0244203,0.0286555,0.0314631,0.0267062,0.028926,0.0238194,0.0304549,0.0375757
1932.8059,0.0257752,0.0284235,0.0296185,0.0268572,0.0296623,0.0214025,0.0319394,0.0358819
1933.2881,0.0275876,0.0280362,0.0273926,0.0273482,0.0297136,0.0192483,0.0331108,0.0336354
1933.7701,0.0293994,0.0276738,0.0253953,0.0279878,0.0292282,0.0183102,0.0342272,0.0314881
1934.2523,0.0307737,0.0276898,0.0239645,0.0285516,0.0286825,0.0193873,0.0356469,0.0300232
1934.7344,0.0314691,0.0283288,0.0230298,0.0288684,0.0285406,0.022638,0.0374428,0.0295624
1935.2166,0.0315095,0.0294595,0.02224,0.0288683,0.0289304,0.0273614,0.0392123,0.0300502
1935.6986,0.0311239,0.0305344,0.0212759,0.0285713,0.0295745,0.0321938,0.0402568,0.0310718
1936.1808,0.0306281,0.0308425,0.0201457,0.0280258,0.0300171,0.0356582,0.0400142,0.0320209
1936.6628,0.0303347,0.0299122,0.0192567,0.0272448,0.0299654,0.0368093,0.0384247,0.0323568
1937.145,0.0305149,0.0278079,0.0191913,0.0261958,0.0294871,0.0356385,0.0359596,0.0318256
1937.6271,0.0313517,0.0251313,0.0203168,0.0248586,0.0289291,0.0330198,0.0333172,0.0305303
1938.1093,0.0328354,0.022733,0.0224764,0.0233076,0.028639,0.0302216,0.0310362,0.0288265
1938.5913,0.0346482,0.0213131,0.0249792,0.0217492,0.0287042,0.0282342,0.0292986,0.0271255
1939.0735,0.0361746,0.0211443,0.0269281,0.0204807,0.0288929,0.027273,0.028007,0.0257245
1939.5555,0.036724,0.0220598,0.0276928,0.0198044,0.0288228,0.0267555,0.0269986,0.024752
1940.0377,0.0358615,0.023663,0.0272085,0.0199652,0.0282146,0.0257674,0.0261849,0.0242205
1940.5198,0.0336319,0.0255594,0.0259305,0.0211274,0.027054,0.0237105,0.025533,0.0241051
1941.002,0.0305522,0.0274468,0.0245375,0.0233272,0.0256013,0.0207545,0.0249831,0.0243692
1941.484,0.0274059,0.0290621,0.0235984,0.0263351,0.0242912,0.017865,0.0244495,0.0249289
1941.9662,0.0249402,0.030118,0.0233573,0.0294996,0.0235683,0.0163312,0.0239519,0.0256209
1942.4482,0.0235918,0.030364,0.0237172,0.0318224,0.0236964,0.0169449,0.0237462,0.0262497
1942.9304,0.0233958,0.0297501,0.0244134,0.0324259,0.0246339,0.0193921,0.0242354,0.0267019
1943.4125,0.0241228,0.0285084,0.0252321,0.0311272,0.0260828,0.0224679,0.0256457,0.0270049
1943.8947,0.0254637,0.0270429,0.0260852,0.0285955,0.0276645,0.0249469,0.0277482,0.0272454
1944.3767,0.0270672,0.0257431,0.0269253,0.0259848,0.0290513,0.0263082,0.02988,0.0274335
1944.8589,0.0284744,0.0248809,0.027646,0.0243595,0.0299762,0.0268553,0.0312381,0.027457
1945.3409,0.0291567,0.024611,0.02809,0.0242174,0.0301887,0.0273544,0.0312754,0.0271849
1945.8231,0.0287774,0.0249968,0.0281659,0.0252929,0.0294754,0.0284936,0.029999,0.0266469
1946.3052,0.0275288,0.0259915,0.0279719,0.0267621,0.0277964,0.0304541,0.0279684,0.0261254
1946.7874,0.0261973,0.0273765,0.0277873,0.027782,0.0254619,0.0328224,0.025944,0.0260222
1947.2694,0.0257638,0.0287342,0.0278998,0.0279962,0.0231846,0.0348599,0.0244373,0.026563
1947.7516,0.0267701,0.0295349,0.0283866,0.0276455,0.0218901,0.0358907,0.0235208,0.0275778
1948.2336,0.0289123,0.0293462,0.0290097,0.0272651,0.0223164,0.0355584,0.0229989,0.0285532
1948.7158,0.0311683,0.0280745,0.0292974,0.0272513,0.024579,0.0338861,0.0227263,0.0289309
1949.1979,0.0324139,0.0260866,0.0287746,0.0276089,0.0279631,0.0312071,0.0227829,0.028447
1949.6801,0.0321512,0.0240887,0.0272232,0.0280159,0.0311519,0.0280368,0.0233741,0.0272671
1950.1621,0.0308459,0.0227941,0.024834,0.0281179,0.0328385,0.0249284,0.0245696,0.0258224
1950.6443,0.0296179,0.022569,0.0221731,0.0278136,0.0323775,0.0223484,0.0261296,0.0244987
1951.1263,0.029491,0.0232756,0.019984,0.0273302,0.0300663,0.020606,0.0275853,0.0234446
1951.6085,0.030714,0.0243956,0.0189144,0.0270519,0.0268958,0.0198495,0.0285121,0.0226444
1952.0906,0.0326015,0.0253344,0.0192775,0.0272354,0.0239594,0.0200947,0.0287713,0.0221456
1952.5728,0.0339748,0.0257088,0.0209369,0.0278116,0.0219123,0.0212275,0.0285342,0.0221917
1953.0548,0.0338851,0.0254608,0.0233617,0.028405,0.0207984,0.0229518,0.0280922,0.0230968
1953.537,0.032145,0.0247754,0.0258279,0.0285624,0.020271,0.024741,0.0276367,0.024939
1954.019,0.0293688,0.0239161,0.0276857,0.0280466,0.019972,0.0259134,0.0271948,0.0273296
1954.5012,0.0265559,0.0231126,0.0285854,0.0270071,0.0197838,0.0258978,0.0267452,0.0294815
1954.9833,0.0245176,0.0225596,0.0285661,0.0259032,0.0198284,0.0245914,0.0263649,0.0305781
1955.4655,0.0235054,0.0224689,0.0279701,0.0252094,0.0202961,0.0225495,0.0262345,0.0302053
1955.9475,0.023228,0.0230672,0.0272358,0.0250916,0.0212799,0.0207924,0.0264751,0.0285503
1956.4297,0.0231744,0.0244846,0.0266882,0.0252771,0.0227274,0.020279,0.0269799,0.0262513
1956.9117,0.0229861,0.0265971,0.0264334,0.0252109,0.0244849,0.0213709,0.0274329,0.0240468
1957.3939,0.0226552,0.0289646,0.0263869,0.0243955,0.0263461,0.0236477,0.0275497,0.0224758
1957.876,0.0224853,0.0309609,0.0263854,0.0226959,0.0280639,0.0262011,0.0273558,0.0217843
1958.3582,0.0228973,0.0320575,0.0263004,0.02043,0.0293635,0.0281971,0.0272406,0.0220043
1958.8402,0.0242075,0.0320815,0.0260955,0.0182114,0.03001,0.029314,0.0276756,0.023062
1959.3224,0.0264677,0.0312645,0.0258149,0.0166671,0.0299252,0.029771,0.0287654,0.0248037
1959.8044,0.0293974,0.0300454,0.0255327,0.0161935,0.0292761,0.0299837,0.0299852,0.0269473
1960.2866,0.0324166,0.0287816,0.0253057,0.0168487,0.02845,0.030159,0.0303713,0.0290575
1960.7687,0.0347923,0.0275916,0.0251558,0.0183774,0.0278994,0.0301471,0.0291161,0.0306362
1961.2509,0.0358925,0.0264348,0.0250879,0.020322,0.0279298,0.0296293,0.0261878,0.03131
1961.7329,0.0354717,0.0253269,0.0251266,0.0221883,0.0285484,0.0284485,0.0225204,0.0310003
1962.2151,0.0338348,0.0244657,0.0253423,0.0236312,0.0294604,0.0267981,0.0195818,0.0299517
1962.6971,0.0317463,0.0241259,0.0258435,0.0245958,0.0302084,0.0251348,0.0185636,0.0285894
1963.1793,0.0300801,0.0243972,0.026726,0.0253148,0.0303834,0.0239155,0.0197071,0.0272969
1963.6614,0.029378,0.0250069,0.0280016,0.0261166,0.0298032,0.0233674,0.0221949,0.0262512
1964.1436,0.0295698,0.0254198,0.0295426,0.02713,0.0285822,0.0234376,0.024662,0.0254066
1964.6256,0.0300366,0.0251895,0.0310794,0.0280951,0.0270635,0.0239024,0.0259766,0.0246139
1965.1078,0.0299813,0.024314,0.0322603,0.0284635,0.0256483,0.0245124,0.0257975,0.0237797
1965.5898,0.0288869,0.0233269,0.0327546,0.0277732,0.024605,0.0250699,0.0246241,0.0229631
1966.072,0.0268096,0.0230298,0.0323721,0.0260683,0.0239473,0.0254375,0.0234071,0.0223644
1966.5541,0.0243601,0.0239989,0.0311643,0.0240324,0.0234454,0.02554,0.0230097,0.022227
1967.0363,0.0223867,0.0261725,0.0294501,0.0226415,0.0227832,0.0253961,0.0238167,0.0227104
1967.5183,0.0215419,0.028829,0.0277125,0.0225005,0.02178,0.0251365,0.0256482,0.0237948
1968.0005,0.0220012,0.0310141,0.0263815,0.0233738,0.020527,0.0249371,0.0279338,0.0252577
1968.4825,0.0234911,0.0321077,0.0256245,0.0243349,0.0193317,0.0248772,0.0299546,0.026717
1968.9647,0.0255341,0.0321158,0.0252836,0.0244244,0.0185184,0.0248305,0.0310121,0.02772
1969.4468,0.0276944,0.0315332,0.0249968,0.0233027,0.0182385,0.0245018,0.0305547,0.02787
1969.929,0.0296903,0.030936,0.0244348,0.0214509,0.0184179,0.0236224,0.0283618,0.026989
1970.411,0.0313798,0.0305907,0.0235218,0.0198274,0.018867,0.0221984,0.0247685,0.025267
1970.8932,0.0326936,0.0303177,0.0225045,0.0192375,0.0194754,0.0206401,0.0207393,0.0232879
1971.3752,0.0335761,0.0296917,0.0218078,0.0198486,0.0203456,0.0196372,0.0175943,0.0218409
1971.8574,0.0339673,0.0284346,0.0217575,0.0211771,0.0217433,0.0198115,0.0164257,0.0215737
1972.3395,0.033824,0.0267095,0.0223599,0.0225063,0.0238696,0.0213557,0.0175338,0.0226855
1972.8217,0.0331686,0.0250914,0.0232994,0.0233837,0.0266041,0.0238913,0.0202657,0.0248535
1973.3037,0.0321388,0.0242273,0.0241529,0.0238372,0.0294144,0.0266375,0.0233868,0.0274214
1973.7859,0.0310012,0.0244266,0.0246674,0.0242234,0.0315349,0.0287828,0.0257649,0.0296982
1974.2679,0.0300972,0.0254728,0.0249115,0.0248941,0.0323377,0.0298369,0.0269362,0.0311644
1974.7501,0.0297208,0.0267863,0.0252143,0.0259528,0.0316796,0.0297728,0.0272161,0.0314978
1975.2322,0.0299792,0.0278063,0.0259525,0.0272402,0.0299968,0.0289175,0.027334,0.0305114
1975.7144,0.0307207,0.0283054,0.0273351,0.0284822,0.0280774,0.0277061,0.0278895,0.0281657
1976.1964,0.0315894,0.0284198,0.0292977,0.0294435,0.0266393,0.026464,0.0290007,0.0247091
1976.6786,0.0321899,0.0284104,0.0315226,0.0299835,0.0259665,0.0253234,0.0303214,0.0208069
1977.1606,0.0322683,0.0283811,0.0335337,0.0300352,0.0258168,0.0242705,0.031328,0.0174435
1977.6428,0.0317967,0.0281943,0.0348222,0.0295784,0.0256403,0.0232556,0.0316283,0.015536
1978.1249,0.0309138,0.0276483,0.0349942,0.0286466,0.0249608,0.0222924,0.0311107,0.0154603
1978.6071,0.029782,0.0267559,0.0339303,0.027337,0.0236868,0.0215063,0.0299177,0.016826
1979.0891,0.0284843,0.0258773,0.0319019,0.0257831,0.0221812,0.0211172,0.0283451,0.0187041
1979.5713,0.0270422,0.0255705,0.0295484,0.0240989,0.021072,0.0213662,0.0267492,0.0201859
1980.0533,0.0255289,0.0262451,0.0276639,0.0223518,0.0209253,0.0224139,0.0254631,0.0209002
1980.5355,0.0241541,0.0278612,0.0268594,0.0206051,0.0219577,0.0242602,0.0246925,0.0211396
1981.0176,0.0232135,0.0298941,0.027276,0.0189998,0.0239198,0.0267301,0.0244058,0.0215328
1981.4998,0.0229116,0.0316014,0.0285172,0.0177866,0.0261837,0.0295234,0.0243026,0.0225288
1981.9819,0.0231952,0.0324236,0.0298482,0.0172435,0.0279822,0.0322762,0.0239344,0.0240644
1982.464,0.0237574,0.0322667,0.0305517,0.017507,0.0286948,0.0345793,0.0229529,0.0256202
1982.9462,0.0242488,0.0314983,0.030248,0.018434,0.0280777,0.0359692,0.0213509,0.0265758
1983.4282,0.0245537,0.0306835,0.0290253,0.0196124,0.0263575,0.0359803,0.019537,0.026591
1983.9104,0.0249061,0.0302474,0.0273459,0.0205491,0.0241597,0.0343336,0.0181797,0.0257711
1984.3925,0.025725,0.0302753,0.0258031,0.0209383,0.0222926,0.0312073,0.0178958,0.0245609
1984.8746,0.0272676,0.0305423,0.0248513,0.0208487,0.021459,0.0273796,0.0189481,0.0234796
1985.3567,0.0293666,0.0307066,0.0246279,0.0206969,0.0219982,0.0240314,0.0211059,0.0228699
1985.8389,0.03148,0.0305064,0.0249423,0.0210048,0.0237639,0.0222125,0.0237283,0.0227802
1986.3209,0.0330365,0.0298436,0.0254384,0.0220771,0.0261911,0.0222717,0.026011,0.0230051
1986.8031,0.0338156,0.0287512,0.0258403,0.0237945,0.0285162,0.0236448,0.0272725,0.0232284
1987.2852,0.0340663,0.0273332,0.0261349,0.0256548,0.0300589,0.025185,0.0271725,0.023183
1987.7673,0.0342591,0.0257446,0.0265556,0.0270534,0.0304641,0.0258633,0.0258096,0.022751
1988.2494,0.0346523,0.0241942,0.0273461,0.02765,0.029813,0.0253937,0.023674,0.0219597
1988.7316,0.0350254,0.0228992,0.0284621,0.0275731,0.0285459,0.0243385,0.0214585,0.0208901
1989.2136,0.0348275,0.02198,0.0294744,0.0273051,0.0272312,0.0236188,0.019798,0.0195854
1989.6958,0.0336286,0.0213765,0.0298007,0.0273324,0.0263174,0.0238432,0.0190589,0.0180635
1990.1779,0.0315092,0.0208882,0.0291245,0.0278332,0.0260011,0.0249691,0.0192536,0.0164456
1990.66,0.029111,0.020351,0.0277055,0.0286068,0.0262352,0.0264619,0.0200638,0.0150976
1991.1421,0.0273199,0.0198464,0.0263365,0.0292483,0.0268148,0.0277437,0.0209444,0.014618
1991.6243,0.0267702,0.0197717,0.0258786,0.0294279,0.0274827,0.0285917,0.0213261,0.015566
1992.1063,0.0274949,0.020637,0.0266184,0.0290668,0.0280328,0.0292205,0.0209073,0.0180338
1992.5885,0.0290053,0.022679,0.0279781,0.0282871,0.0283871,0.0300072,0.0198801,0.0214151
1993.0706,0.0307185,0.0256018,0.0289175,0.027228,0.0286131,0.0311198,0.0188832,0.0246393
1993.5527,0.0323141,0.0286704,0.0287203,0.0259655,0.0288658,0.0323618,0.0186626,0.0267178
1994.0348,0.033725,0.0310618,0.0275194,0.024629,0.0292775,0.0332903,0.0196532,0.0271962
1994.517,0.0348806,0.032224,0.0262083,0.023568,0.0298443,0.0334486,0.0217195,0.0262681
1994.999,0.0355267,0.0320733,0.0258415,0.0233375,0.0303672,0.0325689,0.0241932,0.0245793
1995.4812,0.0353373,0.0309761,0.0269102,0.0244132,0.0305069,0.0306995,0.0262176,0.0228729
1995.9633,0.0342507,0.0295516,0.0289689,0.0268016,0.0299644,0.0282424,0.0272312,0.021663
1996.4454,0.0327139,0.0284112,0.0308883,0.0298685,0.0286955,0.0258757,0.0272779,0.0210945
1996.9275,0.0315501,0.0279634,0.0315646,0.0325799,0.0270059,0.0243429,0.0269099,0.0210193
1997.4097,0.0314688,0.0283412,0.0305829,0.0340216,0.0254347,0.024153,0.0267543,0.021186
1997.8917,0.0325564,0.0294168,0.0284048,0.0338499,0.0244793,0.0253089,0.0270671,0.0214026
1998.3739,0.0341369,0.0308586,0.0260177,0.0323923,0.0243296,0.0272293,0.0275925,0.0216114
1998.856,0.0351488,0.032217,0.02433,0.0303749,0.0247868,0.0289683,0.0278109,0.0218856
1999.3381,0.0348066,0.0330485,0.0237237,0.0285067,0.0254244,0.029669,0.0273706,0.0223812
1999.8202,0.033089,0.0330577,0.0240113,0.0272042,0.0258721,0.0290039,0.0263678,0.0232532
2000.3024,0.0307186,0.0322034,0.0247385,0.0265801,0.0260138,0.0273357,0.025268,0.0245443
2000.7844,0.0286783,0.0307196,0.025544,0.0265859,0.025966,0.0255011,0.0245485,0.0260822
2001.2666,0.027628,0.0290384,0.0263171,0.0271184,0.0258777,0.0243499,0.0243447,0.0274522
2001.7487,0.0276132,0.0276412,0.0270959,0.0280067,0.0257377,0.0243058,0.0243646,0.0281036
2002.2308,0.0282035,0.0268909,0.027865,0.0289588,0.0253609,0.0251798,0.0241214,0.0275762
2002.7129,0.0288821,0.026904,0.0284628,0.0295998,0.0245783,0.0263127,0.0233042,0.0257495
2003.1951,0.0293625,0.0275146,0.0286903,0.0296399,0.0234835,0.0269452,0.0220165,0.0229749
2003.6771,0.0296316,0.0283608,0.0285199,0.0290666,0.0225199,0.026613,0.020721,0.0199951
2004.1593,0.0297772,0.0290703,0.028203,0.0282033,0.0222988,0.0253756,0.019945,0.0176643
2004.6414,0.029824,0.0294627,0.0281508,0.0275598,0.0232356,0.0237803,0.0199558,0.0165957
2005.1235,0.0297459,0.0296501,0.0286551,0.027552,0.025244,0.0225903,0.0206137,0.0169059
2005.6056,0.0296141,0.0299583,0.0296641,0.0282569,0.0277146,0.0224152,0.0214784,0.018184
2006.0878,0.0296845,0.030702,0.0308044,0.0293463,0.0298225,0.0234218,0.0220745,0.0196941
2006.5698,0.0302724,0.0319508,0.0316488,0.0302323,0.0309848,0.0252644,0.0221527,0.0207049
2007.052,0.0314694,0.0334433,0.0320303,0.0303445,0.0311724,0.0272609,0.0218121,0.0207895
2007.5341,0.0329417,0.0347135,0.0321508,0.0294016,0.0308644,0.028718,0.0214457,0.0199686
2008.0162,0.0340297,0.0353499,0.0323921,0.0275526,0.0306685,0.0292309,0.0215538,0.0186611
2008.4983,0.0341422,0.0352225,0.032976,0.0253223,0.030866,0.0288098,0.0225075,0.0174909
2008.9805,0.0331808,0.0345431,0.0337501,0.0233878,0.0312061,0.0277926,0.0243454,0.0170398
2009.4625,0.0316696,0.0337419,0.0342762,0.0222932,0.0311073,0.026628,0.0266835,0.017633
2009.9447,0.0304683,0.0332507,0.0341539,0.0222412,0.0301373,0.0256686,0.0287983,0.01921
2010.4268,0.0302561,0.0333113,0.0333241,0.0230618,0.0284391,0.025075,0.029892,0.021321
2010.9089,0.0311462,0.0338872,0.0321197,0.0243563,0.0267915,0.0248387,0.0294542,0.0232696
2011.391,0.0326892,0.0347018,0.0310448,0.0257188,0.0262371,0.0248634,0.0275464,0.0243816
2011.8732,0.034229,0.0353842,0.0304733,0.0269026,0.0274955,0.0250307,0.0248348,0.0243041
2012.3552,0.0353259,0.0356725,0.0304989,0.0278594,0.0305236,0.0252253,0.022312,0.02319
2012.8374,0.0359486,0.0355831,0.0310161,0.0286741,0.0344879,0.0253432,0.0208307,0.0216462
2013.3195,0.0363465,0.0354329,0.031912,0.0294712,0.0381585,0.0253132,0.0207015,0.0204413
2013.8016,0.0367693,0.0356525,0.033169,0.0303527,0.0404806,0.0251337,0.0215835,0.0201182
2014.2837,0.0372901,0.0364711,0.0347897,0.0313624,0.0409881,0.0248847,0.0227161,0.0207268
2014.7659,0.0378556,0.0376776,0.0366321,0.032448,0.039859,0.0246813,0.0233255,0.0218164
2015.2479,0.0384627,0.0386557,0.0383297,0.0334213,0.0376587,0.0245812,0.0229636,0.0226594
2015.7301,0.0392508,0.0387262,0.0394029,0.0339673,0.0349861,0.02451,0.0216374,0.0225712
2016.2122,0.0403862,0.0376084,0.0395024,0.033759,0.0322318,0.0242798,0.0197402,0.021191
2016.6943,0.0418138,0.0356816,0.038613,0.0326567,0.0295449,0.0237249,0.0178766,0.0186469
2017.1764,0.0431121,0.0338112,0.0370513,0.0308663,0.0269674,0.0228786,0.0166693,0.0155644
2017.6586,0.0436364,0.0328204,0.0352575,0.0289118,0.0246003,0.0220484,0.0165862,0.0129083
2018.1406,0.0429003,0.0329899,0.0335574,0.0274041,0.0226684,0.0216964,0.017801,0.011686
2018.6228,0.040927,0.0339448,0.0320871,0.0267526,0.0214422,0.0221795,0.0201074,0.0125898
2019.1049,0.0383184,0.0349554,0.0309045,0.0270006,0.0210851,0.0235196,0.0229335,0.0156956
2019.587,0.0359864,0.0353841,0.0301423,0.0278636,0.0215369,0.0253625,0.0255036,0.0203486
2020.0691,0.0347106,0.0349699,0.0300278,0.028914,0.0225115,0.0271725,0.0271304,0.0253369
2020.5513,0.0347842,0.0338304,0.0307262,0.0297923,0.0236166,0.0285486,0.0275167,0.0293274
2021.0333,0.0359491,0.0322873,0.0321305,0.0303365,0.024524,0.029452,0.0268952,0.0313773
2021.5155,0.0376254,0.0307127,0.0337908,0.0305954,0.0250933,0.0301787,0.0259036,0.0312591
2021.9976,0.0392559,0.0294963,0.0350848,0.0307568,0.025389,0.0310867,0.0252545,0.0294507
2022.4797,0.0405437,0.0290583,0.035548,0.0310354,0.0256048,0.0322699,0.0253821,0.0268402
2022.9618,0.0414726,0.0297726,0.0351502,0.0315573,0.0259618,0.0334225,0.026253,0.0243378
2023.444,0.0421623,0.0317713,0.0343281,0.0322762,0.0266398,0.0340104,0.0274247,0.0225795
2023.926,0.0427039,0.0347681,0.0337476,0.032971,0.0277576,0.0336407,0.0282972,0.0218014
2024.4082,0.0430893,0.0380796,0.0339472,0.0333556,0.02937,0.0323712,0.0284092,0.0218572
2024.8903,0.043246,0.0408904,0.0350777,0.033268,0.0314441,0.0307344,0.0276385,0.0223225
2025.3724,0.0431076,0.0426227,0.0368583,0.0328285,0.0338088,0.0294554,0.0262376,0.0226606
2025.8545,0.0426506,0.0431846,0.0387261,0.032443,0.0361211,0.0290473,0.0247154,0.0224479
2026.3367,0.0418932,0.0429499,0.0400675,0.0326154,0.0379055,0.0295443,0.0236312,0.0216044
2026.8187,0.0408956,0.0424936,0.0404281,0.0336667,0.0386913,0.0305265,0.0233869,0.0205001
2027.3009,0.0397854,0.0422535,0.0396473,0.0355411,0.0382084,0.0313955,0.0240978,0.0198173
2027.783,0.0387802,0.0423094,0.0379049,0.0378207,0.0365491,0.0317048,0.0255854,0.0201805
2028.2651,0.0381488,0.0423825,0.0356687,0.0399276,0.0342,0.0313516,0.0274792,0.0217437
2028.7472,0.0380953,0.0420351,0.0335427,0.0413689,0.0319051,0.0305602,0.0293665,0.0240076
2029.2294,0.0386318,0.0409548,0.0320527,0.0418843,0.0304004,0.029724,0.0309228,0.0260239
2029.7114,0.0395437,0.039182,0.0314653,0.0414572,0.0301338,0.0292177,0.0319782,0.0269043
2030.1936,0.0404989,0.0371607,0.0317434,0.0402464,0.0311027,0.0292518,0.0325151,0.0263306
2030.6757,0.0412363,0.0355667,0.0326631,0.0385121,0.0328876,0.0297863,0.0326193,0.0247375
2031.1578,0.0416902,0.034981,0.0340042,0.036554,0.0348656,0.0305127,0.0324106,0.0230351
2031.6399,0.0419511,0.0355749,0.0356697,0.0346377,0.0364889,0.0309338,0.0319783,0.0220426
2032.1221,0.0421006,0.0369936,0.0376549,0.0329119,0.0374864,0.0305623,0.0313491,0.0220034
2032.6041,0.0420775,0.0385249,0.0399156,0.0313763,0.037894,0.0291843,0.0305135,0.0225037
2033.0863,0.0417201,0.0394661,0.0422675,0.0299634,0.037924,0.0270421,0.0295054,0.0228437
2033.5684,0.0409725,0.0394764,0.0444083,0.028711,0.0377725,0.0247899,0.0284839,0.022594
2034.0505,0.0400786,0.0387085,0.0460356,0.0278868,0.037495,0.0231971,0.0277361,0.0219408
2034.5326,0.0395551,0.0376626,0.046955,0.0279132,0.0370221,0.0227562,0.0275522,0.0215679
2035.0148,0.0399014,0.0368825,0.0471024,0.0290774,0.0362927,0.0234425,0.0280245,0.0221594
2035.4968,0.0412314,0.0366942,0.046504,0.0312108,0.0353942,0.0247858,0.028911,0.0238813
2035.979,0.0431188,0.037129,0.0452584,0.0336077,0.0345923,0.0261971,0.0297007,0.0262148
2036.4611,0.0448161,0.0380237,0.0435784,0.03532,0.0342016,0.0273175,0.0298925,0.0282565
2036.9432,0.0457264,0.0391826,0.0418317,0.0356924,0.03437,0.0281557,0.0293302,0.0292611
2037.4253,0.045798,0.0404731,0.0404815,0.034792,0.0349297,0.0289549,0.0283593,0.02904
2037.9075,0.0455443,0.0418136,0.039906,0.0334155,0.0354522,0.0299248,0.0276595,0.0279609
2038.3895,0.0456659,0.0431063,0.0402073,0.032633,0.0355122,0.0310552,0.0278303,0.0266017
