Wavenumber (cm-1),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb)
4009.7649,1.72897,2.02743,2.71846,4.2217,6.09816,7.01379,6.55237,5.11261
4010.2471,1.70526,1.99027,2.66277,4.14431,6.03353,6.98938,6.55685,5.13527
4010.729,1.68186,1.9535,2.60891,4.06457,5.96516,6.96806,6.55998,5.15364
4011.2112,1.65799,1.91807,2.5571,3.98336,5.89293,6.94689,6.55877,5.16837
4011.6934,1.6333,1.88517,2.50687,3.9028,5.81923,6.92364,6.55206,5.18201
4012.1755,1.60762,1.85511,2.4571,3.82506,5.7472,6.89766,6.54153,5.19823
4012.6575,1.58105,1.82679,2.40659,3.75111,5.67842,6.86963,6.53096,5.2202
4013.1396,1.55405,1.79813,2.35474,3.68018,5.61188,6.84057,6.52395,5.24887
4013.6218,1.52748,1.76709,2.30198,3.61034,5.54491,6.81109,6.52184,5.28213
4014.104,1.50227,1.73286,2.24975,3.53967,5.47517,6.78132,6.52318,5.31541
4014.5859,1.47894,1.69633,2.19989,3.46722,5.40236,6.75128,6.52502,5.34372
4015.0681,1.45727,1.65986,2.15378,3.39332,5.32849,6.72115,6.52505,5.36404
4015.5503,1.43643,1.62632,2.1117,3.31918,5.25661,6.6911,6.52294,5.37685
4016.0325,1.41545,1.59786,2.07267,3.24621,5.18892,6.66076,6.52011,5.3858
4016.5144,1.39393,1.57495,2.03494,3.17543,5.12536,6.62893,6.5182,5.39557
4016.9966,1.37221,1.55618,1.99676,3.10721,5.06347,6.59387,6.51741,5.40928
4017.4788,1.3513,1.53892,1.95725,3.04135,4.99965,6.55427,6.51613,5.42692
4017.9609,1.33223,1.52065,1.91684,2.97754,4.931,6.51009,6.51191,5.44575
4018.4429,1.31551,1.50026,1.87707,2.91577,4.85692,6.46292,6.50304,5.46224
4018.925,1.30078,1.47859,1.83987,2.85673,4.77937,6.41531,6.48969,5.47425
4019.4072,1.28687,1.45783,1.80661,2.80142,4.70173,6.3696,6.4737,5.48197
4019.8894,1.27223,1.43998,1.77738,2.75032,4.62681,6.32692,6.45755,5.48743
4020.3713,1.25562,1.42537,1.75088,2.7024,4.55526,6.287,6.44308,5.49311
4020.8535,1.23662,1.41223,1.72506,2.65493,4.48554,6.24885,6.43091,5.50071
4021.3357,1.21588,1.39747,1.69816,2.60462,4.41526,6.2116,6.42057,5.51078
4021.8179,1.19487,1.37835,1.66957,2.54954,4.34307,6.17481,6.41101,5.52289
4022.2998,1.1753,1.35384,1.64014,2.49063,4.26973,6.13815,6.40104,5.53598
4022.782,1.15839,1.32511,1.61167,2.43168,4.1975,6.10081,6.38949,5.54849
4023.2642,1.14443,1.29491,1.586,2.37748,4.12843,6.06133,6.37542,5.55875
4023.7463,1.13286,1.26634,1.56393,2.3312,4.06278,6.01813,6.35837,5.56562
4024.2283,1.12276,1.24188,1.5447,2.29271,3.99864,5.97046,6.3386,5.56934
4024.7104,1.11348,1.22267,1.52624,2.25886,3.93302,5.91895,6.31706,5.57185
4025.1926,1.10486,1.20841,1.50615,2.22532,3.86369,5.86547,6.29497,5.57605
4025.6748,1.09698,1.19749,1.48293,2.18869,3.79045,5.81216,6.27313,5.58415
4026.1567,1.08955,1.18743,1.45692,2.14761,3.71508,5.76046,6.25152,5.5962
4026.6389,1.0815,1.17567,1.4301,2.10233,3.64016,5.71065,6.22951,5.60988
4027.1211,1.07136,1.16058,1.40506,2.05386,3.56764,5.66206,6.20641,5.62165
4027.6033,1.05808,1.14226,1.38354,2.00356,3.49819,5.61368,6.18206,5.62859
4028.0852,1.04201,1.12275,1.36536,1.95344,3.43143,5.56461,6.15696,5.6297
4028.5674,1.02508,1.10514,1.3485,1.9064,3.36687,5.5144,6.13197,5.626
4029.0496,1.00989,1.09199,1.33013,1.86558,3.30464,5.46309,6.1079,5.61967
4029.5317,0.998165,1.08387,1.30825,1.83292,3.24555,5.4112,6.08523,5.61291
4030.0137,0.989635,1.07891,1.2827,1.80775,3.19037,5.35939,6.06419,5.60732
4030.4958,0.982187,1.07372,1.25523,1.78673,3.13888,5.30804,6.04487,5.60373
4030.978,0.973364,1.06526,1.22854,1.76529,3.08932,5.25681,6.02714,5.60241
4031.4602,0.962214,1.05242,1.20499,1.73977,3.03882,5.20463,6.01024,5.60301
4031.9421,0.950143,1.03649,1.18576,1.70884,2.98464,5.15028,5.99251,5.60457
4032.4243,0.940037,1.02022,1.17064,1.67358,2.92554,5.09309,5.97157,5.60562
4032.9065,0.93413,1.00612,1.15851,1.63626,2.86245,5.03344,5.94514,5.60463
4033.3887,0.932056,0.995096,1.1478,1.59905,2.79805,4.9723,5.91215,5.60072
4033.8706,0.930499,0.986122,1.13707,1.5634,2.73536,4.91045,5.87358,5.59394
4034.3528,0.924815,0.976995,1.12533,1.53021,2.67628,4.84783,5.83232,5.58512
4034.835,0.911693,0.965676,1.11241,1.50027,2.6208,4.78382,5.79213,5.57532
4035.3171,0.891197,0.951361,1.09905,1.47445,2.56733,4.71823,5.75599,5.56537
4035.7991,0.866943,0.934795,1.0866,1.45327,2.51384,4.65219,5.72493,5.5558
4036.2813,0.844332,0.917831,1.07632,1.43645,2.45909,4.58812,5.69774,5.5471
4036.7634,0.827942,0.902581,1.06861,1.42263,2.40342,4.52862,5.67197,5.5399
4037.2456,0.819603,0.890606,1.06251,1.40965,2.34858,4.47501,5.64538,5.5348
4037.7275,0.818073,0.882396,1.056,1.39516,2.29707,4.42657,5.61706,5.53189
4038.2097,0.820218,0.87723,1.04692,1.37743,2.25093,4.38087,5.58751,5.5304
4038.6919,0.822745,0.873386,1.034,1.35597,2.21092,4.33489,5.55764,5.52881
4039.1741,0.823428,0.868681,1.0173,1.33174,2.17601,4.28607,5.52759,5.52547
4039.656,0.821332,0.861252,0.998039,1.30686,2.14375,4.23283,5.49616,5.51936
4040.1382,0.816281,0.850363,0.97789,1.28376,2.11119,4.17464,5.46147,5.51043
4040.6204,0.808262,0.836866,0.958295,1.26407,2.07613,4.112,5.42226,5.49941
4041.1025,0.797305,0.823004,0.940228,1.24795,2.038,4.04643,5.37896,5.48714
4041.5845,0.783883,0.811522,0.924303,1.23408,1.99792,3.98031,5.33369,5.47405
4042.0667,0.769418,0.804428,0.910984,1.22041,1.95787,3.91611,5.28916,5.45999
4042.5488,0.75634,0.802018,0.900596,1.20517,1.91946,3.85536,5.24725,5.44453
4043.031,0.747454,0.802646,0.893108,1.18753,1.88311,3.79783,5.20827,5.42738
4043.5129,0.744794,0.803357,0.887924,1.1676,1.84812,3.74176,5.17127,5.40864
4043.9951,0.748518,0.801107,0.883924,1.14611,1.81356,3.685,5.13495,5.38886
4044.4773,0.756494,0.793992,0.879876,1.12405,1.77918,3.62631,5.09853,5.36878
4044.9595,0.764912,0.781925,0.874983,1.10263,1.74576,3.566,5.06185,5.34918
4045.4414,0.769719,0.766473,0.869216,1.08328,1.71435,3.50525,5.02492,5.33063
4045.9236,0.768165,0.750077,0.863165,1.06736,1.68529,3.4451,4.9874,5.31348
4046.4058,0.759731,0.735144,0.857496,1.05554,1.6576,3.38585,4.94858,5.29781
4046.8879,0.746101,0.723427,0.852371,1.04721,1.62943,3.32749,4.90787,5.28345
4047.3699,0.730301,0.715818,0.847228,1.04049,1.59924,3.27044,4.86533,5.26994
4047.8521,0.71544,0.712416,0.841127,1.03295,1.5669,3.21585,4.82167,5.25658
4048.3342,0.703574,0.712656,0.833452,1.0228,1.53386,3.16474,4.77793,5.24247
4048.8164,0.695146,0.715406,0.824513,1.00969,1.50236,3.11665,4.7348,5.22663
4049.2983,0.689158,0.719072,0.815542,0.994755,1.4742,3.06907,4.69237,5.20813
4049.7805,0.683928,0.72183,0.80797,0.979745,1.44994,3.01826,4.65027,5.18642
4050.2627,0.678011,0.722035,0.802388,0.966041,1.42898,2.9614,4.60806,5.16156
4050.7449,0.670877,0.718691,0.797907,0.954117,1.41032,2.89844,4.56559,5.1344
4051.2268,0.663084,0.711764,0.792437,0.943679,1.39329,2.83254,4.52301,5.10631
4051.709,0.655924,0.702145,0.78383,0.934201,1.37763,2.76847,4.48047,5.07866
4052.1912,0.650725,0.691292,0.771235,0.925337,1.36312,2.71019,4.43778,5.05228
4052.6733,0.648161,0.680746,0.755784,0.916964,1.34901,2.65886,4.39434,5.02717
4053.1553,0.647868,0.671741,0.74017,0.908959,1.33395,2.61271,4.34932,5.00287
4053.6375,0.648557,0.664993,0.727353,0.901053,1.31627,2.56843,4.30211,4.97901
4054.1196,0.64857,0.660627,0.719192,0.892963,1.29477,2.5232,4.25274,4.95575
4054.6018,0.646629,0.658195,0.715771,0.884681,1.26935,2.47605,4.20209,4.93371
4055.0837,0.642423,0.656843,0.715694,0.876609,1.24134,2.42792,4.15159,4.91329
4055.5659,0.636733,0.655691,0.717002,0.869294,1.21333,2.38063,4.10267,4.89415
4056.0481,0.631033,0.654336,0.71809,0.862876,1.18839,2.3357,4.05621,4.87503
4056.5303,0.626763,0.653143,0.718127,0.856625,1.16898,2.29357,4.01211,4.85436
4057.0122,0.62466,0.652972,0.716935,0.849006,1.15572,2.25365,3.96942,4.83115
4057.4944,0.624487,0.654371,0.714597,0.838365,1.14697,2.21486,3.92679,4.80558
4057.9766,0.625262,0.656739,0.711156,0.823897,1.13935,2.17629,3.88297,4.77893
4058.4587,0.625773,0.658178,0.706584,0.806298,1.12948,2.13763,3.83716,4.75281
4058.9407,0.625056,0.656356,0.700916,0.78763,1.11575,2.09919,3.78918,4.72821
4059.4229,0.622556,0.649939,0.694365,0.770405,1.09918,2.0616,3.73945,4.70499
4059.905,0.618023,0.639586,0.687251,0.756422,1.08264,2.02543,3.68886,4.68188
4060.3872,0.611387,0.627684,0.67974,0.746034,1.06879,1.99079,3.63863,4.65707
4060.8691,0.60284,0.616898,0.6716,0.738305,1.05817,1.9572,3.59005,4.62892
4061.3513,0.593092,0.608534,0.662211,0.731898,1.04878,1.92367,3.54412,4.5967
4061.8335,0.583513,0.601938,0.650974,0.726055,1.03742,1.88903,3.50122,4.56084
4062.3157,0.575821,0.595338,0.637984,0.721012,1.02183,1.85234,3.46096,4.52302
4062.7976,0.571316,0.587458,0.624568,0.717611,1.00221,1.81337,3.42234,4.48561
4063.2798,0.570087,0.578647,0.613232,0.716443,0.98096,1.77277,3.38399,4.45086
4063.762,0.570774,0.570725,0.606781,0.717115,0.961136,1.73206,3.34455,4.41999
4064.2441,0.571204,0.565715,0.60692,0.718119,0.944666,1.6933,3.30282,4.39253
4064.7261,0.569602,0.564493,0.613079,0.717376,0.93161,1.65861,3.25793,4.36653
4065.2083,0.565603,0.566305,0.622271,0.713138,0.920792,1.62951,3.20936,4.33942
4065.6904,0.560377,0.569369,0.630272,0.704782,0.911127,1.60641,3.15706,4.30931
4066.1726,0.555775,0.571949,0.633585,0.693156,0.902568,1.58835,3.10151,4.27586
4066.6545,0.553076,0.573074,0.63109,0.680315,0.896026,1.57308,3.04358,4.24034
4067.1367,0.552224,0.572529,0.624389,0.668778,0.892422,1.55767,2.98437,4.20487
4067.6189,0.552025,0.570397,0.616595,0.660563,0.891637,1.53929,2.925,4.17145
4068.1011,0.551111,0.566714,0.610341,0.656435,0.892092,1.51611,2.86672,4.14122
4068.583,0.548928,0.561519,0.606262,0.655704,0.891227,1.48775,2.81112,4.11442
4069.0652,0.546076,0.555162,0.602911,0.656718,0.886598,1.45542,2.76019,4.09056
4069.5474,0.543821,0.548445,0.59807,0.657768,0.876978,1.42142,2.71584,4.06854
4070.0295,0.543156,0.542386,0.590484,0.657859,0.862925,1.38849,2.67894,4.04665
4070.5115,0.544081,0.537745,0.580773,0.656862,0.846525,1.35908,2.64824,4.02254
4070.9937,0.545503,0.534645,0.570904,0.655017,0.830411,1.33472,2.62023,3.99379
4071.4758,0.545787,0.532553,0.562689,0.652242,0.816515,1.3157,2.59028,3.95896
4071.958,0.543557,0.530602,0.556495,0.647897,0.805205,1.30103,2.55468,3.91854
4072.4399,0.538313,0.528033,0.55116,0.641223,0.795319,1.28861,2.51262,3.87513
4072.9221,0.530561,0.524556,0.545168,0.632127,0.785144,1.27579,2.46657,3.8323
4073.4043,0.521444,0.520483,0.538143,0.621602,0.773797,1.2601,2.42075,3.79291
4073.8865,0.512151,0.516602,0.53146,0.611338,0.762055,1.24008,2.37849,3.75773
4074.3684,0.503462,0.513801,0.527426,0.602771,0.751978,1.21583,2.34022,3.72548
4074.8506,0.495693,0.512529,0.527595,0.596284,0.745448,1.18912,2.30351,3.69396
4075.3328,0.489026,0.512348,0.53146,0.591198,0.742632,1.16278,2.26513,3.66157
4075.8149,0.483932,0.511896,0.536493,0.586541,0.741566,1.13962,2.22362,3.62793
4076.2969,0.481291,0.509437,0.539529,0.581925,0.739311,1.12138,2.18056,3.59349
4076.7791,0.482029,0.503831,0.538543,0.57782,0.733958,1.10812,2.13946,3.5586
4077.2612,0.486458,0.495378,0.533681,0.575046,0.725994,1.09836,2.10314,3.52321
4077.7434,0.493795,0.485971,0.527004,0.573985,0.717948,1.08989,2.07156,3.48732
4078.2253,0.50224,0.478349,0.521247,0.574223,0.712449,1.08082,2.04152,3.45166
4078.7075,0.50965,0.474828,0.518438,0.574928,0.710102,1.07011,2.00864,3.4177
4079.1897,0.51442,0.476225,0.519065,0.575562,0.708795,1.05772,1.97023,3.38676
4079.6719,0.516026,0.481606,0.522086,0.57623,0.705032,1.04417,1.92699,3.35869
4080.1538,0.514969,0.488931,0.525544,0.577305,0.696383,1.03006,1.8826,3.33157
4080.636,0.512267,0.496071,0.527441,0.578679,0.683268,1.01594,1.84152,3.30259
4081.1182,0.508906,0.501554,0.526486,0.579388,0.668853,1.00234,1.80646,3.26978
4081.6003,0.505572,0.50467,0.522528,0.57808,0.657217,0.98994,1.77719,3.23305
4082.0823,0.502629,0.50511,0.516503,0.574025,0.651119,0.979379,1.7512,3.19399
4082.5645,0.500167,0.50259,0.509901,0.567857,0.650764,0.970856,1.72547,3.15462
4083.0466,0.497948,0.496813,0.503982,0.561352,0.654101,0.963785,1.69821,3.11621
4083.5288,0.495349,0.487799,0.49917,0.556314,0.658132,0.956846,1.66954,3.0792
4084.0107,0.491514,0.476306,0.495009,0.553381,0.660271,0.948535,1.64082,3.04379
4084.4929,0.48581,0.463987,0.49073,0.551632,0.659156,0.937911,1.61343,3.01064
4084.9751,0.478389,0.45309,0.486,0.549263,0.654849,0.925094,1.58784,2.98059
4085.4573,0.470478,0.445772,0.481299,0.544762,0.648647,0.911186,1.56345,2.95377
4085.9392,0.464095,0.443302,0.477608,0.537691,0.642608,0.897687,1.5393,2.92879
4086.4214,0.461248,0.445506,0.475642,0.528616,0.638724,0.88578,1.5148,2.90307
4086.9036,0.462976,0.450782,0.47522,0.518479,0.637876,0.875889,1.49005,2.87411
4087.3857,0.468741,0.45677,0.475285,0.508129,0.639082,0.8677,1.46549,2.84095
4087.8677,0.476507,0.461442,0.474614,0.498429,0.639703,0.860514,1.44124,2.80466
4088.3499,0.483492,0.464035,0.472709,0.490671,0.63676,0.853641,1.41689,2.76765
4088.832,0.487253,0.465232,0.470247,0.486593,0.628719,0.84659,1.39177,2.73219
4089.3142,0.486568,0.46641,0.468714,0.487638,0.616537,0.839017,1.36567,2.69916
4089.7961,0.481756,0.468439,0.469457,0.493821,0.603226,0.830589,1.33931,2.66774
4090.2783,0.474361,0.470907,0.47274,0.503151,0.592175,0.820996,1.31424,2.63596
4090.7605,0.466421,0.472417,0.477408,0.512246,0.585358,0.81017,1.29212,2.60167
4091.2427,0.459714,0.471786,0.48136,0.517926,0.582579,0.798559,1.2738,2.56364
4091.7246,0.455252,0.469251,0.482564,0.518756,0.582091,0.787182,1.25886,2.52218
4092.2068,0.453171,0.466634,0.480046,0.515468,0.581945,0.777271,1.24582,2.47931
4092.689,0.452907,0.466191,0.474311,0.510068,0.581015,0.769614,1.23279,2.43811
4093.1711,0.453528,0.468892,0.467049,0.5044,0.579099,0.764002,1.21835,2.40154
4093.6531,0.454093,0.473477,0.460357,0.499324,0.576344,0.759227,1.20199,2.37103
4094.1353,0.454031,0.47705,0.455951,0.494999,0.572712,0.753744,1.18424,2.34584
4094.6174,0.453446,0.476888,0.454679,0.491749,0.567992,0.746649,1.16616,2.3234
4095.0996,0.453185,0.472144,0.456421,0.490486,0.562231,0.738301,1.14881,2.30075
4095.5815,0.454464,0.464222,0.460226,0.492126,0.556014,0.730117,1.13273,2.27601
4096.064,0.458101,0.455637,0.464534,0.496427,0.550204,0.723617,1.11788,2.24892
4096.5459,0.463723,0.448312,0.467498,0.501367,0.54528,0.719354,1.10388,2.22029
4097.0278,0.469538,0.442641,0.46745,0.503848,0.540882,0.71647,1.09044,2.19082
4097.5103,0.473042,0.437925,0.463503,0.501432,0.536018,0.713188,1.07754,2.16028
4097.9922,0.472393,0.433648,0.456032,0.493913,0.529854,0.7079,1.06524,2.12777
4098.4741,0.467634,0.430403,0.446725,0.483522,0.522511,0.700134,1.05335,2.09273
4098.9565,0.46087,0.429618,0.438065,0.473577,0.515233,0.690808,1.04127,2.05577
4099.4385,0.455147,0.432307,0.432412,0.466542,0.509767,0.681729,1.02819,2.01878
4099.9209,0.452705,0.437897,0.431099,0.462867,0.50736,0.674713,1.01371,1.98394
4100.4028,0.453745,0.444148,0.43395,0.461325,0.508049,0.670855,0.998187,1.95261
4100.8848,0.456575,0.448329,0.439356,0.460359,0.510665,0.6702,0.982614,1.92459
4101.3672,0.458972,0.448787,0.444853,0.459268,0.513476,0.671822,0.968011,1.89838
4101.8491,0.459783,0.445789,0.447941,0.458366,0.514995,0.674157,0.954778,1.87204
4102.3311,0.459607,0.441091,0.446919,0.458185,0.514469,0.675469,0.942517,1.84417
4102.8135,0.460128,0.43667,0.441473,0.458612,0.511886,0.674342,0.930424,1.81441
4103.2954,0.462648,0.433631,0.432827,0.458787,0.507658,0.67007,0.91792,1.78342
4103.7778,0.466919,0.432057,0.423331,0.457824,0.502323,0.662784,0.90503,1.75233
4104.2598,0.47106,0.431649,0.415617,0.455587,0.496452,0.653255,0.892293,1.72216
4104.7417,0.472556,0.432405,0.411649,0.452763,0.490676,0.642501,0.880373,1.69331
4105.2241,0.469638,0.434566,0.412086,0.450088,0.485639,0.631434,0.869711,1.66546
4105.7061,0.462216,0.43787,0.416222,0.447475,0.481736,0.620676,0.860431,1.63781
4106.188,0.451943,0.440906,0.422418,0.443949,0.478821,0.610522,0.852435,1.60971
4106.6704,0.441548,0.441438,0.428714,0.438591,0.476181,0.600923,0.845477,1.58112
4107.1523,0.433889,0.43779,0.433311,0.431733,0.472966,0.5915,0.839146,1.55282
4107.6348,0.4311,0.430354,0.434858,0.425283,0.468896,0.581728,0.832826,1.52612
4108.1167,0.433978,0.421956,0.432695,0.421713,0.464724,0.5714,0.825795,1.50223
4108.5986,0.441652,0.416515,0.427099,0.422329,0.462006,0.561156,0.817501,1.48168
4109.0811,0.451697,0.416693,0.419413,0.426156,0.462146,0.552622,0.807835,1.46409
4109.563,0.460798,0.422092,0.411806,0.430377,0.465292,0.547831,0.797239,1.44829
4110.0449,0.465889,0.429368,0.406557,0.432144,0.469864,0.548112,0.78653,1.43274
4110.5273,0.465316,0.434291,0.405135,0.430454,0.473195,0.553167,0.77655,1.41596
4111.0093,0.459447,0.434365,0.40753,0.426713,0.472983,0.561027,0.767796,1.39691
4111.4917,0.450391,0.430215,0.412216,0.423588,0.468628,0.568958,0.760232,1.37518
4111.9736,0.441,0.424831,0.41678,0.423031,0.461624,0.574693,0.753335,1.35114
4112.4556,0.433706,0.42133,0.418933,0.424964,0.454741,0.577191,0.746393,1.32593
4112.938,0.429805,0.420917,0.417447,0.427527,0.450597,0.576585,0.738954,1.30118
4113.4199,0.429426,0.42246,0.412656,0.428602,0.450503,0.573648,0.731189,1.27844
4113.9019,0.432008,0.423808,0.406325,0.42736,0.454179,0.569344,0.723972,1.25867
4114.3843,0.436835,0.423684,0.400946,0.424657,0.460281,0.564647,0.718507,1.24187
4114.8662,0.443275,0.422614,0.398714,0.422048,0.46716,0.560388,0.715662,1.22719
4115.3486,0.450658,0.422232,0.400643,0.42032,0.473342,0.556858,0.715364,1.21327
4115.8306,0.458031,0.423603,0.406223,0.418754,0.477617,0.553379,0.716435,1.19877
4116.3125,0.464117,0.425979,0.413795,0.415751,0.479005,0.548449,0.717005,1.18285
4116.7949,0.467609,0.427028,0.421404,0.410312,0.47692,0.54074,0.715266,1.1654
4117.2769,0.467698,0.424419,0.427597,0.403214,0.471525,0.530428,0.710139,1.14705
4117.7588,0.46451,0.417614,0.43171,0.396911,0.463986,0.519677,0.701541,1.12892
4118.2412,0.45913,0.408552,0.433604,0.394181,0.456279,0.511593,0.690224,1.11207
4118.7231,0.453162,0.400722,0.433234,0.396474,0.450505,0.508149,0.67743,1.09691
4119.2056,0.448033,0.397251,0.430555,0.403123,0.448008,0.508647,0.664611,1.08286
4119.6875,0.444455,0.399265,0.425872,0.411885,0.4488,0.510064,0.653252,1.06864
4120.1694,0.44233,0.405461,0.420294,0.420316,0.451614,0.509167,0.644646,1.05307
4120.6519,0.44109,0.413016,0.415722,0.426912,0.454566,0.504827,0.639513,1.03592
4121.1338,0.440158,0.419108,0.414147,0.431286,0.456021,0.498719,0.637549,1.01819
4121.6157,0.439217,0.422142,0.416594,0.433498,0.455177,0.493862,0.637233,1.00145
4122.0981,0.43815,0.422139,0.422395,0.433321,0.452071,0.492226,0.636207,0.986723
4122.5801,0.436876,0.420367,0.429341,0.430183,0.447137,0.493314,0.632209,0.973603
4123.0625,0.435363,0.418626,0.434665,0.423823,0.44074,0.494751,0.624172,0.960494
4123.5444,0.433866,0.41857,0.436309,0.415021,0.433138,0.494233,0.612855,0.945741
4124.0264,0.433159,0.421206,0.433809,0.405657,0.424883,0.491138,0.600583,0.928927
4124.5088,0.434384,0.426539,0.428383,0.397909,0.41728,0.486587,0.590155,0.911349
4124.9907,0.438427,0.433412,0.422296,0.39317,0.412309,0.482111,0.583511,0.89529
4125.4727,0.445167,0.439671,0.417858,0.39148,0.41182,0.478231,0.580927,0.882604
4125.9551,0.453184,0.442796,0.416509,0.391885,0.416371,0.474178,0.581152,0.873623
4126.437,0.460276,0.440863,0.418299,0.39336,0.424539,0.468908,0.582313,0.867115
4126.9194,0.464561,0.433488,0.421945,0.395545,0.433278,0.462444,0.582888,0.86122
4127.4014,0.465467,0.42224,0.425406,0.398734,0.439252,0.456403,0.582108,0.854628
4127.8833,0.463944,0.410254,0.426791,0.403223,0.440347,0.453251,0.579677,0.84719
4128.3657,0.46174,0.401117,0.425198,0.408632,0.436475,0.454844,0.575283,0.839672
4128.8477,0.460246,0.397516,0.42112,0.413801,0.429284,0.461258,0.568517,0.832977
4129.3296,0.459696,0.400211,0.416197,0.417345,0.421129,0.470616,0.559413,0.82741
4129.812,0.459204,0.407821,0.412443,0.41845,0.414039,0.479893,0.549103,0.822393
4130.2939,0.457539,0.417478,0.411358,0.417311,0.40925,0.486173,0.539832,0.816658
4130.7764,0.45404,0.426058,0.413359,0.414925,0.40726,0.487666,0.53399,0.80871
4131.2583,0.449065,0.431432,0.417752,0.412445,0.408047,0.484123,0.532656,0.797375
4131.7402,0.443797,0.43322,0.423143,0.410572,0.411108,0.476635,0.534709,0.782294
4132.2227,0.439655,0.432735,0.428004,0.409383,0.415382,0.467053,0.537281,0.76423
4132.7046,0.437773,0.432214,0.431142,0.408633,0.419372,0.457312,0.537397,0.745018
4133.1865,0.438801,0.433681,0.431947,0.408225,0.421668,0.448941,0.533705,0.727048
4133.6689,0.442964,0.437986,0.43045,0.408461,0.421657,0.442844,0.527134,0.71244
4134.1509,0.450142,0.44443,0.427231,0.40987,0.419935,0.43935,0.520059,0.702318
4134.6333,0.45979,0.451136,0.423177,0.412764,0.417997,0.438395,0.514673,0.696601
4135.1152,0.470775,0.455971,0.419164,0.416831,0.417318,0.439662,0.511783,0.694362
4135.5972,0.48136,0.45755,0.415751,0.421082,0.418365,0.442612,0.510775,0.69441
4136.0796,0.489522,0.455831,0.413082,0.424192,0.420214,0.446419,0.510525,0.695605
4136.5615,0.493576,0.452012,0.411051,0.425041,0.421049,0.449912,0.510366,0.696751
4137.0435,0.492876,0.447796,0.409611,0.423127,0.41923,0.451667,0.510341,0.696382
4137.5259,0.488239,0.44448,0.408958,0.418664,0.41425,0.450298,0.510705,0.692893
4138.0078,0.481848,0.442379,0.409413,0.412392,0.406978,0.444942,0.511286,0.685199
4138.4902,0.47653,0.440916,0.411076,0.405245,0.399098,0.435778,0.511307,0.673512
4138.9722,0.474627,0.439244,0.41358,0.398085,0.392167,0.424337,0.509777,0.659574
4139.4541,0.476906,0.436907,0.416238,0.391558,0.386967,0.413323,0.50605,0.645978
4139.9365,0.48207,0.434061,0.418535,0.386085,0.38352,0.405861,0.500061,0.634904
4140.4185,0.487231,0.43118,0.420555,0.381905,0.381613,0.404364,0.492171,0.62708
4140.9004,0.489246,0.428597,0.422895,0.379175,0.38129,0.409502,0.482925,0.62167
4141.3828,0.486343,0.426353,0.426028,0.378106,0.382881,0.41978,0.473036,0.617109
4141.8647,0.479185,0.4245,0.429578,0.379049,0.386564,0.432005,0.463532,0.612267
4142.3472,0.470771,0.423526,0.432191,0.382467,0.391891,0.442473,0.455746,0.607151
4142.8291,0.465132,0.424385,0.432269,0.388705,0.397769,0.448367,0.450899,0.602719
4143.311,0.465481,0.42793,0.429146,0.397643,0.402965,0.448716,0.449461,0.600029
4143.7935,0.472704,0.434123,0.423838,0.408414,0.406788,0.444556,0.450769,0.599369
4144.2754,0.484899,0.441695,0.418732,0.419367,0.4094,0.438272,0.453282,0.599907
4144.7573,0.498098,0.448666,0.416326,0.42837,0.411507,0.432478,0.455342,0.600051
4145.2397,0.507865,0.453465,0.417878,0.433397,0.413685,0.428916,0.455969,0.598252
4145.7217,0.511145,0.455857,0.422834,0.433205,0.415865,0.427831,0.45519,0.593777
4146.2041,0.507704,0.456988,0.429346,0.427877,0.417391,0.428098,0.453812,0.587056
4146.686,0.500535,0.458495,0.435381,0.41901,0.417595,0.428017,0.452947,0.579449
4147.168,0.49486,0.461343,0.439583,0.409352,0.416444,0.426364,0.453591,0.572569
4147.6504,0.49587,0.465195,0.441425,0.4019,0.414734,0.4231,0.456378,0.567486
4148.1323,0.506064,0.468734,0.440829,0.398725,0.413641,0.419286,0.461358,0.564201
4148.6143,0.523575,0.470588,0.437852,0.400069,0.413902,0.416263,0.46774,0.561646
4149.0967,0.542621,0.470174,0.432807,0.404241,0.415186,0.41465,0.473812,0.558191
4149.5786,0.556196,0.467944,0.42667,0.408507,0.41613,0.413916,0.477327,0.552417
4150.061,0.559637,0.464992,0.421238,0.410546,0.415118,0.412876,0.476417,0.543801
4150.543,0.553026,0.462426,0.418654,0.409623,0.411369,0.410769,0.470567,0.533046
4151.0249,0.540902,0.460903,0.420439,0.406773,0.405648,0.408069,0.460984,0.521951
4151.5073,0.529489,0.460493,0.426631,0.403912,0.400083,0.40633,0.449998,0.512897
4151.9893,0.523209,0.460784,0.435616,0.402544,0.397088,0.407095,0.439822,0.508062
4152.4712,0.522676,0.461102,0.444808,0.402959,0.397982,0.410675,0.431519,0.508559
4152.9536,0.525245,0.460811,0.451778,0.404419,0.402143,0.415762,0.424875,0.513784
4153.4355,0.527445,0.45966,0.455183,0.406017,0.407255,0.420247,0.419214,0.521317
4153.918,0.527436,0.458034,0.455053,0.407457,0.410553,0.422676,0.414411,0.527647
4154.3999,0.525892,0.456863,0.452412,0.409126,0.410348,0.423244,0.411246,0.529598
4154.8818,0.524982,0.45712,0.44861,0.411541,0.406949,0.423515,0.410762,0.525847
4155.3643,0.526504,0.459163,0.444814,0.414742,0.402448,0.425069,0.413143,0.517679
