Wavenumber (cm-1),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb)
499.955,-1.17549e-38,-1.17549e-38,0.0254382,-1.17549e-38,0.159078,0.00959276,0.21029,0.0919958,0.0690453,0.00265939,0.00231556,-1.17549e-38,-1.17549e-38,0.00825048,-1.17549e-38,-1.17549e-38,0.0143396,0.0104944,-1.17549e-38,0.189237,0.034498
500.4372,0.0197259,-1.17549e-38,0.0727599,0.00815496,0.169751,-1.17549e-38,0.161247,0.0915613,0.0992851,0.0492916,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0292411,-1.17549e-38,-1.17549e-38,0.0214187,0.00528877,-1.17549e-38,0.218735,0.0828485
500.9193,0.0617199,-1.17549e-38,0.1133,0.00988,0.160252,-1.17549e-38,0.11965,0.098811,0.109165,0.0872549,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0513226,-1.17549e-38,-1.17549e-38,0.0175926,-1.17549e-38,0.0143639,0.211899,0.119386
501.4014,0.100101,-1.17549e-38,0.136962,-1.17549e-38,0.131184,-1.17549e-38,0.0935361,0.104794,0.0903096,0.107833,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.078055,-1.17549e-38,-1.17549e-38,0.000969017,-1.17549e-38,0.0428523,0.169371,0.120211
501.8835,0.115337,-1.17549e-38,0.140426,-1.17549e-38,0.0953431,-1.17549e-38,0.0806616,0.105257,0.0404571,0.108194,-1.17549e-38,0.0228506,-1.17549e-38,0.105573,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0594278,0.10419,0.0730164
502.3656,0.0966865,-1.17549e-38,0.129014,-1.17549e-38,0.0705313,-1.17549e-38,0.0711982,0.102471,-1.17549e-38,0.0942585,-1.17549e-38,0.0364043,-1.17549e-38,0.123664,-1.17549e-38,0.00968237,-1.17549e-38,-1.17549e-38,0.0578676,0.0381585,-1.17549e-38
502.8477,0.053514,0.0412096,0.114908,-1.17549e-38,0.0665563,-1.17549e-38,0.0548531,0.101065,-1.17549e-38,0.0786098,-1.17549e-38,0.0328438,-1.17549e-38,0.12286,-1.17549e-38,0.0719313,-1.17549e-38,-1.17549e-38,0.0411144,-1.17549e-38,-1.17549e-38
503.3299,0.0104529,0.0883669,0.111194,-1.17549e-38,0.0780861,-1.17549e-38,0.0278979,0.101482,-1.17549e-38,0.0731275,-1.17549e-38,0.0219245,0.0110278,0.100784,-1.17549e-38,0.106967,0.0108821,-1.17549e-38,0.0186654,-1.17549e-38,-1.17549e-38
503.812,-1.17549e-38,0.0872957,0.125195,-1.17549e-38,0.0902114,-1.17549e-38,-1.17549e-38,0.0972757,-1.17549e-38,0.0817863,-1.17549e-38,0.014544,0.0383665,0.061792,-1.17549e-38,0.100135,0.0526332,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
504.2941,-1.17549e-38,0.039317,0.155146,0.00779897,0.0902839,-1.17549e-38,-1.17549e-38,0.0783744,-1.17549e-38,0.098853,0.0149407,0.0153174,0.0501795,0.0121252,-1.17549e-38,0.0583376,0.0864253,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
504.7762,0.0184538,-1.17549e-38,0.190917,0.0485312,0.0757003,-1.17549e-38,-1.17549e-38,0.0374685,-1.17549e-38,0.112485,0.0419405,0.0216884,0.0518848,-1.17549e-38,-1.17549e-38,0.00295168,0.10108,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
505.2583,0.0388477,-1.17549e-38,0.217448,0.0788821,0.0537864,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00502849,0.110934,0.0631231,0.0281771,0.0520779,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0964893,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
505.7404,0.04671,-1.17549e-38,0.21998,0.093245,0.0357869,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0180405,0.0888329,0.0737308,0.0315862,0.0571426,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0825017,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
506.2226,0.0458441,-1.17549e-38,0.190241,0.092786,0.0290916,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00115482,0.0509247,0.0709106,0.0335398,0.0674432,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0722144,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
506.7047,0.0496575,6.28255e-05,0.131236,0.0836956,0.0324862,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0102577,0.0546344,0.0386972,0.0771431,-1.17549e-38,-1.17549e-38,0.0115948,0.0729641,-1.17549e-38,0.010402,-1.17549e-38,-1.17549e-38
507.1868,0.0670012,0.0309269,0.0572757,0.0728436,0.0378185,0.0115668,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0273229,0.0502191,0.0785071,-1.17549e-38,-1.17549e-38,0.0678347,0.081015,0.0102493,0.0319409,-1.17549e-38,-1.17549e-38
507.6689,0.0906857,0.0146013,-1.17549e-38,0.0633968,0.036719,0.0264508,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0665996,0.0681882,-1.17549e-38,0.0118486,0.114286,0.0844632,0.0662237,0.0481826,-1.17549e-38,-1.17549e-38
508.151,0.0997295,-1.17549e-38,-1.17549e-38,0.0534454,0.0266485,0.0311365,-1.17549e-38,0.0165616,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0825304,0.0507047,0.0999185,0.0200031,0.138959,0.0721359,0.102798,0.051275,-1.17549e-38,-1.17549e-38
508.6331,0.0736721,-1.17549e-38,-1.17549e-38,0.0383483,0.0118221,0.0289323,-1.17549e-38,0.0837578,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0922454,0.0364726,0.185492,0.0192606,0.139399,0.0413329,0.118935,0.0398141,0.0307356,-1.17549e-38
509.1153,0.00749554,-1.17549e-38,-1.17549e-38,0.0148159,-1.17549e-38,0.0215059,-1.17549e-38,0.123169,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0919842,0.0360127,0.234579,0.0120741,0.120824,-1.17549e-38,0.113736,0.0199992,0.0572449,-1.17549e-38
509.5974,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0112254,0.000525701,0.135125,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0802878,0.0539629,0.237279,0.00262089,0.092316,-1.17549e-38,0.0844498,0.00186965,0.0742129,0.0134223
510.0795,-1.17549e-38,0.0434318,-1.17549e-38,-1.17549e-38,0.00291783,0.00409043,0.0286592,0.131827,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0574297,0.0860203,0.193856,-1.17549e-38,0.0632054,-1.17549e-38,0.0309903,-1.17549e-38,0.0820575,0.0814557
510.5616,-1.17549e-38,0.160711,-1.17549e-38,-1.17549e-38,0.0173448,0.00902053,0.0399131,0.128424,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0256822,0.120605,0.113043,-1.17549e-38,0.040444,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0774765,0.151546
511.0437,-1.17549e-38,0.248229,-1.17549e-38,-1.17549e-38,0.0343658,0.0321669,0.0368524,0.133384,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.144838,0.0103507,-1.17549e-38,0.0272437,-1.17549e-38,-1.17549e-38,0.00500153,0.0569082,0.198491
511.5258,-1.17549e-38,0.274497,-1.17549e-38,-1.17549e-38,0.0498328,0.0700432,0.0266664,0.144043,0.0302883,-1.17549e-38,0.0398871,-1.17549e-38,0.151415,-1.17549e-38,-1.17549e-38,0.0230556,-1.17549e-38,-1.17549e-38,0.0133446,0.021596,0.203658
512.008,-1.17549e-38,0.236956,-1.17549e-38,-1.17549e-38,0.0625267,0.107801,0.0153055,0.15007,0.0644491,-1.17549e-38,0.0674966,-1.17549e-38,0.141823,-1.17549e-38,-1.17549e-38,0.0245942,-1.17549e-38,-1.17549e-38,0.0164858,-1.17549e-38,0.164384
512.4901,-1.17549e-38,0.160712,-1.17549e-38,-1.17549e-38,0.0739534,0.125615,0.00419916,0.141806,0.0817886,-1.17549e-38,0.0749755,-1.17549e-38,0.124075,-1.17549e-38,-1.17549e-38,0.027372,-1.17549e-38,-1.17549e-38,0.0140186,-1.17549e-38,0.0948579
512.9722,0.0387436,0.0842516,0.0168317,-1.17549e-38,0.0863148,0.109951,-1.17549e-38,0.117257,0.0733145,-1.17549e-38,0.0641397,-1.17549e-38,0.10714,-1.17549e-38,-1.17549e-38,0.0274736,-1.17549e-38,0.0349555,0.00809673,-1.17549e-38,0.0193616
513.4543,0.0584879,0.0407084,0.0574011,-1.17549e-38,0.100162,0.0626923,-1.17549e-38,0.0832121,0.0399145,-1.17549e-38,0.0412287,-1.17549e-38,0.0958751,-1.17549e-38,-1.17549e-38,0.0234278,-1.17549e-38,0.096343,0.000974758,-1.17549e-38,-1.17549e-38
513.9365,0.0635701,0.0434488,0.0837953,-1.17549e-38,0.113212,0.00168756,-1.17549e-38,0.0502264,-1.17549e-38,-1.17549e-38,0.0137822,0.0167535,0.0892,-1.17549e-38,-1.17549e-38,0.0174076,-1.17549e-38,0.115642,-1.17549e-38,-1.17549e-38,-1.17549e-38
514.4186,0.0662328,0.0822762,0.0823917,-1.17549e-38,0.120907,-1.17549e-38,-1.17549e-38,0.0252988,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0219113,0.0819311,-1.17549e-38,0.00310096,0.0144225,-1.17549e-38,0.0890755,-1.17549e-38,-1.17549e-38,-1.17549e-38
514.9007,0.0726652,0.131068,0.0552206,-1.17549e-38,0.118178,-1.17549e-38,-1.17549e-38,0.00757359,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0124358,0.0685123,0.0272613,0.0114573,0.0190253,-1.17549e-38,0.034003,-1.17549e-38,0.0391004,-1.17549e-38
515.3828,0.080428,0.161423,0.0190807,-1.17549e-38,0.10142,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0101605,-1.17549e-38,-1.17549e-38,0.0461878,0.0565721,0.0177873,0.0310772,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0688358,0.0297847
515.8649,0.0822452,0.155191,-1.17549e-38,-1.17549e-38,0.0702633,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0695864,-1.17549e-38,-1.17549e-38,0.0163093,0.0563619,0.0202749,0.0435388,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0787466,0.0708645
516.347,0.073128,0.111458,-1.17549e-38,0.0200961,0.0291111,0.00578527,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.109579,-1.17549e-38,0.00541257,-1.17549e-38,0.0325287,0.0177509,0.0449854,0.0319225,-1.17549e-38,-1.17549e-38,0.0651168,0.0984205
516.8292,0.0559047,0.0460706,0.0201354,0.025119,-1.17549e-38,0.0252471,-1.17549e-38,-1.17549e-38,0.0023583,0.129209,0.0244497,0.0335393,-1.17549e-38,-1.17549e-38,0.0104775,0.0270368,0.0695562,-1.17549e-38,-1.17549e-38,0.0306102,0.108541
517.3113,0.0405518,-1.17549e-38,0.0443036,0.0231257,-1.17549e-38,0.0279069,-1.17549e-38,-1.17549e-38,0.0418507,0.133411,0.0518509,0.0653184,-1.17549e-38,-1.17549e-38,0.000511093,-1.17549e-38,0.0969228,0.0342203,-1.17549e-38,-1.17549e-38,0.100928
517.7934,0.0368743,-1.17549e-38,0.0494821,0.0273265,-1.17549e-38,0.0206168,-1.17549e-38,-1.17549e-38,0.0708578,0.127767,0.0683867,0.0849168,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.11377,0.0771784,-1.17549e-38,-1.17549e-38,0.0769095
518.2755,0.0461211,-1.17549e-38,0.0288848,0.0452032,-1.17549e-38,0.0121453,-1.17549e-38,-1.17549e-38,0.0848525,0.116261,0.0700417,0.0817521,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.122358,0.105475,-1.17549e-38,-1.17549e-38,0.0388919
518.7576,0.0585291,-1.17549e-38,-1.17549e-38,0.0732215,0.00823876,0.00511778,-1.17549e-38,-1.17549e-38,0.0822721,0.102872,0.0591955,0.0558093,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.124932,0.118957,-1.17549e-38,-1.17549e-38,-1.17549e-38
519.2397,0.0590415,0.00397616,-1.17549e-38,0.0989632,0.0462247,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.064223,0.0935286,0.0421286,0.0171938,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.121966,0.122744,-1.17549e-38,-1.17549e-38,-1.17549e-38
519.7219,0.0377143,0.0420124,-1.17549e-38,0.10867,0.0680306,-1.17549e-38,0.0330802,0.0261167,0.0346351,0.0946469,0.0244522,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0022916,0.0378963,0.112296,0.121398,0.0062807,-1.17549e-38,-1.17549e-38
520.204,-1.17549e-38,0.0660093,-1.17549e-38,0.0953207,0.0639006,-1.17549e-38,0.107937,0.0318361,-1.17549e-38,0.108264,0.00741259,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0138285,0.0806379,0.0950678,0.115858,0.0495691,-1.17549e-38,-1.17549e-38
520.6861,-1.17549e-38,0.0716204,-1.17549e-38,0.0621883,0.037152,-1.17549e-38,0.162485,0.0198595,-1.17549e-38,0.128047,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0229444,0.101372,0.0721316,0.104393,0.0902781,-1.17549e-38,-1.17549e-38
521.1682,-1.17549e-38,0.0631312,0.0156123,0.0199788,0.00224501,-1.17549e-38,0.186979,0.00119177,-1.17549e-38,0.140759,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00398492,0.0268296,0.0985668,0.0490005,0.0858029,0.123158,0.0143595,-1.17549e-38
521.6503,-1.17549e-38,0.049762,0.0124355,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.184108,-1.17549e-38,-1.17549e-38,0.133414,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0401883,0.0243845,0.0806283,0.0332248,0.0616797,0.143758,0.0690298,-1.17549e-38
522.1324,-1.17549e-38,0.0403739,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.164432,-1.17549e-38,-1.17549e-38,0.101665,-1.17549e-38,0.00667521,-1.17549e-38,0.0795565,0.0165856,0.0589262,0.0305793,0.0358477,0.14689,0.0949567,-1.17549e-38
522.6146,0.0240752,0.0394421,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00288902,0.139101,0.00898083,-1.17549e-38,0.053761,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.111864,0.00607351,0.0416099,0.0409144,0.0116621,0.12767,0.0806344,0.0542618
523.0967,0.063343,0.0460775,-1.17549e-38,-1.17549e-38,0.0389991,0.0290207,0.114157,0.0382925,-1.17549e-38,0.00678468,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.126653,-1.17549e-38,0.0313983,0.0564025,-1.17549e-38,0.0852432,0.0304091,0.102991
523.5788,0.0824116,0.056016,-1.17549e-38,-1.17549e-38,0.0920666,0.023703,0.0891644,0.0675722,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0174244,0.119475,-1.17549e-38,0.0271483,0.0641659,-1.17549e-38,0.0261589,-1.17549e-38,0.13666
524.0609,0.0818463,0.0645628,-1.17549e-38,-1.17549e-38,0.145833,-1.17549e-38,0.0603121,0.0854641,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0557043,0.094702,-1.17549e-38,0.0267038,0.0525231,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.152161
524.543,0.0716346,0.0680938,-1.17549e-38,-1.17549e-38,0.191205,-1.17549e-38,0.0256268,0.0848278,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0882784,0.063225,-1.17549e-38,0.0284704,0.0176725,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.15075
525.0251,0.0627646,0.0635285,-1.17549e-38,-1.17549e-38,0.218732,-1.17549e-38,-1.17549e-38,0.0662424,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.110005,0.036904,-1.17549e-38,0.031028,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.136343
525.5073,0.0595546,0.04747,-1.17549e-38,-1.17549e-38,0.219108,-1.17549e-38,-1.17549e-38,0.0388448,0.00172052,-1.17549e-38,0.0472439,-1.17549e-38,0.117004,0.0227265,-1.17549e-38,0.0320177,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.113462
525.9894,0.0576897,0.0172538,-1.17549e-38,-1.17549e-38,0.187434,-1.17549e-38,-1.17549e-38,0.0167535,0.00775915,-1.17549e-38,0.0845761,0.0126913,0.108103,0.0194189,-1.17549e-38,0.0281096,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00202937,0.0863373
526.4715,0.0493708,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.128327,0.0289365,-1.17549e-38,0.0113835,0.0153013,-1.17549e-38,0.101417,0.0100041,0.0865632,0.0187868,-1.17549e-38,0.016681,-1.17549e-38,-1.17549e-38,0.00867739,0.0285968,0.0595142
526.9536,0.0309489,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0558501,0.050285,0.0143073,0.0247183,0.0264291,-1.17549e-38,0.101802,-1.17549e-38,0.0598917,0.011409,8.60823e-05,-1.17549e-38,-1.17549e-38,0.0443938,0.05277,0.0293756,0.0385526
527.4357,0.00584352,-1.17549e-38,-1.17549e-38,0.0285123,-1.17549e-38,0.0392388,0.0634365,0.0491084,0.0413078,-1.17549e-38,0.0929779,-1.17549e-38,0.0370435,-1.17549e-38,0.0052544,-1.17549e-38,-1.17549e-38,0.0748381,0.0768493,0.0133405,0.0289793
527.9178,-1.17549e-38,-1.17549e-38,0.0088715,0.0706123,-1.17549e-38,0.00448043,0.104861,0.0728593,0.0573887,-1.17549e-38,0.0802271,-1.17549e-38,0.0248999,-1.17549e-38,0.00841004,-1.17549e-38,-1.17549e-38,0.0828034,0.0790448,-1.17549e-38,0.0334168
528.4,-1.17549e-38,-1.17549e-38,0.0336697,0.105854,-1.17549e-38,-1.17549e-38,0.126925,0.0863806,0.0698623,0.0189186,0.0646994,-1.17549e-38,0.0260107,-1.17549e-38,0.00832814,-1.17549e-38,-1.17549e-38,0.0723218,0.0650445,-1.17549e-38,0.0487295
528.8821,-1.17549e-38,-1.17549e-38,0.0335554,0.128974,-1.17549e-38,-1.17549e-38,0.125727,0.0853967,0.0732561,0.0461157,0.0450766,-1.17549e-38,0.0381103,-1.17549e-38,0.00503411,-1.17549e-38,-1.17549e-38,0.0547697,0.0443767,-1.17549e-38,0.0655673
529.3642,-1.17549e-38,-1.17549e-38,0.00910886,0.137876,-1.17549e-38,-1.17549e-38,0.10614,0.070855,0.0637926,0.062309,0.0213408,-1.17549e-38,0.0552589,-1.17549e-38,6.23137e-05,-1.17549e-38,-1.17549e-38,0.0427065,0.0267346,-1.17549e-38,0.0718739
529.8463,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.133154,-1.17549e-38,-1.17549e-38,0.0797246,0.0466926,0.0415574,0.0667213,-1.17549e-38,-1.17549e-38,0.0702438,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0435367,0.0187137,-1.17549e-38,0.0594436
530.3284,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.116327,-1.17549e-38,-1.17549e-38,0.0594952,0.0172849,0.0111484,0.0617509,-1.17549e-38,0.0187028,0.0771905,0.000712548,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0560893,0.0218045,0.0146043,0.0294314
530.8105,-1.17549e-38,0.0382941,-1.17549e-38,0.0885796,0.00204878,-1.17549e-38,0.0536579,-1.17549e-38,-1.17549e-38,0.049914,-1.17549e-38,0.0308217,0.0730373,0.0466703,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0720872,0.0326428,0.0277832,-1.17549e-38
531.2927,-1.17549e-38,0.0682491,-1.17549e-38,0.0515963,0.0324044,0.0431927,0.061718,-1.17549e-38,-1.17549e-38,0.0330508,-1.17549e-38,0.0276999,0.0575281,0.0799823,0.00273692,-1.17549e-38,-1.17549e-38,0.0813952,0.0452601,0.0340959,-1.17549e-38
531.7748,-1.17549e-38,0.08063,-1.17549e-38,0.00974623,0.0486873,0.10275,0.0751567,-1.17549e-38,-1.17549e-38,0.0141716,0.0194697,0.01263,0.0326581,0.0936091,0.00780856,0.0101462,-1.17549e-38,0.0776846,0.0538056,0.0294982,-1.17549e-38
532.2569,0.0354652,0.0745203,0.0326306,-1.17549e-38,0.0468325,0.163944,0.0824604,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0430826,-1.17549e-38,0.00246431,0.090676,0.0101537,0.057253,-1.17549e-38,0.061437,0.05433,0.0145502,-1.17549e-38
532.739,0.0912386,0.0541729,0.0520849,-1.17549e-38,0.0300087,0.209683,0.0760319,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0572725,-1.17549e-38,-1.17549e-38,0.0818963,0.00850692,0.0974571,-1.17549e-38,0.0389803,0.0453098,-1.17549e-38,-1.17549e-38
533.2211,0.127764,0.0282849,0.0526488,-1.17549e-38,0.0081142,0.222091,0.0570858,-1.17549e-38,0.0120871,0.0114013,0.0598048,-1.17549e-38,-1.17549e-38,0.0787522,0.00338261,0.118709,-1.17549e-38,0.0183184,0.02749,-1.17549e-38,0.0137215
533.7032,0.132559,0.00619629,0.0406002,-1.17549e-38,-1.17549e-38,0.192081,0.0351828,-1.17549e-38,0.0494449,0.0425098,0.0551926,-1.17549e-38,-1.17549e-38,0.0865272,-1.17549e-38,0.114578,-1.17549e-38,0.00421525,0.00371725,-1.17549e-38,0.0373072
534.1854,0.103684,-1.17549e-38,0.0258279,-1.17549e-38,-1.17549e-38,0.125202,0.0221726,-1.17549e-38,0.0829909,0.0801709,0.0505998,0.00779735,-1.17549e-38,0.101424,-1.17549e-38,0.0887738,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0491867
534.6675,0.0504507,-1.17549e-38,0.0145668,-1.17549e-38,0.0089234,0.0401015,0.0241608,-1.17549e-38,0.106786,0.11033,0.0506877,0.0382857,-1.17549e-38,0.113244,-1.17549e-38,0.0544998,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0127132,0.0467835
535.1496,-1.17549e-38,-1.17549e-38,0.00605336,-1.17549e-38,0.034572,-1.17549e-38,0.0368368,-1.17549e-38,0.117938,0.121423,0.055035,0.0650639,-1.17549e-38,0.111593,-1.17549e-38,0.0281602,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0294387,0.0307987
535.6317,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.062138,-1.17549e-38,0.047719,-1.17549e-38,0.117043,0.110138,0.0593819,0.0781307,0.0120603,0.0917807,-1.17549e-38,0.0206007,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0428516,0.00436831
536.1138,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0856752,-1.17549e-38,0.0443712,-1.17549e-38,0.107245,0.082601,0.0591407,0.0711512,0.028952,0.0571531,-1.17549e-38,0.0312091,0.0178653,-1.17549e-38,-1.17549e-38,0.0567308,-1.17549e-38
536.5959,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0121662,0.102866,-1.17549e-38,0.0231537,-1.17549e-38,0.0923563,0.0504249,0.0524616,0.044278,0.0391904,0.0170608,-1.17549e-38,0.0489587,0.053961,-1.17549e-38,-1.17549e-38,0.0761774,-1.17549e-38
537.0781,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0267319,0.113572,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0751948,0.0243158,0.0411453,0.00475844,0.0432564,-1.17549e-38,0.011647,0.059989,0.0828332,-1.17549e-38,-1.17549e-38,0.101262,-1.17549e-38
537.5602,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0364186,0.117422,0.0334721,-1.17549e-38,-1.17549e-38,0.0572083,0.00925619,0.0295898,-1.17549e-38,0.0412207,-1.17549e-38,0.0321609,0.0565979,0.0961075,-1.17549e-38,-1.17549e-38,0.124286,-1.17549e-38
538.0423,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0367052,0.11288,0.091648,-1.17549e-38,-1.17549e-38,0.0394622,0.00378979,0.0229849,-1.17549e-38,0.032172,-1.17549e-38,0.0506048,0.0414349,0.0922844,-1.17549e-38,-1.17549e-38,0.133195,-1.17549e-38
538.5244,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0277384,0.0985941,0.127498,-1.17549e-38,-1.17549e-38,0.0238884,0.00297887,0.0255991,-1.17549e-38,0.0156415,-1.17549e-38,0.062224,0.0243007,0.0771505,0.0189371,-1.17549e-38,0.118879,-1.17549e-38
539.0065,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0134029,0.0757232,0.13213,-1.17549e-38,0.00258771,0.0133679,0.00244468,0.039241,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0652054,0.0143953,0.060298,0.0785819,-1.17549e-38,0.0812466,-1.17549e-38
539.4886,-1.17549e-38,-1.17549e-38,0.000232658,-1.17549e-38,0.0491765,0.107997,-1.17549e-38,0.013285,0.010132,0.000793941,0.0619609,-1.17549e-38,-1.17549e-38,0.0353457,0.0615482,0.0139284,0.0501071,0.115213,-1.17549e-38,0.0300637,0.0291145
539.9708,-1.17549e-38,0.0106492,0.0556781,-1.17549e-38,0.0265225,0.0685258,-1.17549e-38,0.00202911,0.0134779,-1.17549e-38,0.0877171,-1.17549e-38,-1.17549e-38,0.0743703,0.0556119,0.0175902,0.0500067,0.120727,-1.17549e-38,-1.17549e-38,0.0762499
540.4529,-1.17549e-38,0.0457701,0.0953549,-1.17549e-38,0.0149354,0.032252,-1.17549e-38,-1.17549e-38,0.0187389,-1.17549e-38,0.107965,-1.17549e-38,-1.17549e-38,0.104844,0.051225,0.0177207,0.0575661,0.0993204,-1.17549e-38,-1.17549e-38,0.108848
540.935,0.00275369,0.0744238,0.108178,-1.17549e-38,0.0177858,0.0137815,0.0105409,-1.17549e-38,0.0189197,0.00229846,0.115142,-1.17549e-38,-1.17549e-38,0.116284,0.0492449,0.0106921,0.0662678,0.0649788,-1.17549e-38,-1.17549e-38,0.118203
541.4171,0.0185398,0.0858508,0.0927536,-1.17549e-38,0.0327357,0.0166385,0.033468,-1.17549e-38,0.00856345,0.0049692,0.10638,-1.17549e-38,-1.17549e-38,0.10213,0.0471631,-1.17549e-38,0.0688183,0.0348568,-1.17549e-38,-1.17549e-38,0.10252
541.8992,0.0186113,0.073107,0.0585632,-1.17549e-38,0.0524731,0.0323848,0.0601255,-1.17549e-38,-1.17549e-38,0.00525511,0.0850037,-1.17549e-38,-1.17549e-38,0.0636906,0.0409621,-1.17549e-38,0.0607017,0.0220221,-1.17549e-38,-1.17549e-38,0.0682571
