Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
499.955,0.0463578,-1.17549e-38,-1.17549e-38,0.13349,0.0245813,-1.17549e-38,-1.17549e-38,0.106934,0.204265,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
500.4372,0.0629032,-1.17549e-38,-1.17549e-38,0.106579,-1.17549e-38,0.016069,-1.17549e-38,0.0594537,0.198534,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
500.9193,0.0693006,-1.17549e-38,0.0348331,0.093736,-1.17549e-38,0.0517228,-1.17549e-38,0.0157214,0.153475,-1.17549e-38,0.00992143,-1.17549e-38,-1.17549e-38
501.4014,0.0626111,-1.17549e-38,0.0886452,0.0921979,-1.17549e-38,0.0671005,-1.17549e-38,-1.17549e-38,0.0874792,-1.17549e-38,0.0429931,-1.17549e-38,-1.17549e-38
501.8835,0.0459348,-1.17549e-38,0.125368,0.0968255,-1.17549e-38,0.054938,-1.17549e-38,-1.17549e-38,0.0267257,-1.17549e-38,0.0660696,-1.17549e-38,0.0287489
502.3656,0.0268372,-1.17549e-38,0.129315,0.103745,-1.17549e-38,0.0161107,-1.17549e-38,0.0065933,-1.17549e-38,-1.17549e-38,0.0616494,-1.17549e-38,0.054779
502.8477,0.0126939,-1.17549e-38,0.100467,0.1116,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0346305,-1.17549e-38,-1.17549e-38,0.0224832,-1.17549e-38,0.0573941
503.3299,0.00613393,8.66932e-05,0.0539041,0.120036,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0623778,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0240656,0.0379015
503.812,0.00436412,0.0352363,0.0105056,0.127429,0.00301711,-1.17549e-38,-1.17549e-38,0.0818113,0.0107314,-1.17549e-38,-1.17549e-38,0.0684937,0.0071097
504.2941,0.00235631,0.0426041,-1.17549e-38,0.130123,-1.17549e-38,-1.17549e-38,0.00359653,0.0874869,0.0235298,-1.17549e-38,-1.17549e-38,0.0957925,-1.17549e-38
504.7762,-1.17549e-38,0.0204131,-1.17549e-38,0.123679,-1.17549e-38,-1.17549e-38,0.0157574,0.0762295,0.0333885,0.00594467,-1.17549e-38,0.0939516,-1.17549e-38
505.2583,-1.17549e-38,-1.17549e-38,0.0136617,0.105261,-1.17549e-38,-1.17549e-38,0.0172604,0.0478504,0.0441124,0.0536077,-1.17549e-38,0.0634632,-1.17549e-38
505.7404,-1.17549e-38,-1.17549e-38,0.0455621,0.0759792,-1.17549e-38,0.0421345,-1.17549e-38,0.00635896,0.0575901,0.1179,0.0426807,0.0178777,-1.17549e-38
506.2226,-1.17549e-38,-1.17549e-38,0.0674773,0.0417287,-1.17549e-38,0.0772494,-1.17549e-38,-1.17549e-38,0.070084,0.180953,0.150891,-1.17549e-38,-1.17549e-38
506.7047,-1.17549e-38,-1.17549e-38,0.0669292,0.0111018,-1.17549e-38,0.0946359,-1.17549e-38,-1.17549e-38,0.0729105,0.222155,0.22523,-1.17549e-38,-1.17549e-38
507.1868,-1.17549e-38,-1.17549e-38,0.0441498,-1.17549e-38,-1.17549e-38,0.0991959,-1.17549e-38,-1.17549e-38,0.0574787,0.22802,0.242487,-1.17549e-38,-1.17549e-38
507.6689,0.00915173,0.00617307,0.01223,-1.17549e-38,0.0519157,0.0963873,-1.17549e-38,-1.17549e-38,0.0212094,0.198751,0.204979,-1.17549e-38,-1.17549e-38
508.151,0.027784,0.0180655,-1.17549e-38,-1.17549e-38,0.116622,0.0863513,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.146988,0.136384,-1.17549e-38,-1.17549e-38
508.6331,0.0468051,0.0140114,-1.17549e-38,-1.17549e-38,0.147725,0.0649114,0.0369621,-1.17549e-38,-1.17549e-38,0.0905763,0.0669364,-1.17549e-38,0.0216145
509.1153,0.0637501,0.00310993,0.00670843,-1.17549e-38,0.144254,0.030279,0.10235,-1.17549e-38,-1.17549e-38,0.0449732,0.0191508,-1.17549e-38,0.0999927
509.5974,0.07481,-1.17549e-38,0.0405301,-1.17549e-38,0.118121,-1.17549e-38,0.14042,-1.17549e-38,-1.17549e-38,0.0190438,0.00122791,-1.17549e-38,0.153369
510.0795,0.0759407,0.00239648,0.0761455,-1.17549e-38,0.0869695,-1.17549e-38,0.142544,-1.17549e-38,-1.17549e-38,0.0145184,0.00845568,-1.17549e-38,0.167379
510.5616,0.0657425,0.0186964,0.103878,-1.17549e-38,0.0655934,-1.17549e-38,0.113455,0.00487616,-1.17549e-38,0.027669,0.0293519,-1.17549e-38,0.145042
511.0437,0.0478742,0.0396237,0.119097,0.0609453,0.0595902,-1.17549e-38,0.0669144,0.0387388,-1.17549e-38,0.0517768,0.0525065,-1.17549e-38,0.104795
511.5258,0.0304027,0.0587296,0.12067,0.143047,0.0643952,0.0147006,0.0183451,0.0561459,-1.17549e-38,0.0793828,0.0707346,-1.17549e-38,0.0691617
512.008,0.0217357,0.0732839,0.107884,0.217727,0.0699786,0.0534773,-1.17549e-38,0.0544342,-1.17549e-38,0.10373,0.0812638,-1.17549e-38,0.051324
512.4901,0.0256083,0.0842384,0.0795874,0.261026,0.0678573,0.0712676,-1.17549e-38,0.0373585,-1.17549e-38,0.119365,0.0833888,-1.17549e-38,0.048829
512.9722,0.0383574,0.093015,0.0367332,0.259906,0.0559418,0.0644016,-1.17549e-38,0.0130453,-1.17549e-38,0.122388,0.0762395,-1.17549e-38,0.0481423
513.4543,0.0502768,0.0983512,-1.17549e-38,0.217545,0.0385297,0.0449095,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.110881,0.0583917,0.00891065,0.0361629
513.9365,0.0505159,0.0960923,-1.17549e-38,0.150646,0.0218338,0.0303893,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0855848,0.0292632,0.0383154,0.0104117
514.4186,0.0328647,0.0822325,-1.17549e-38,0.0808985,0.00833659,0.0300855,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0503665,-1.17549e-38,0.0690518,-1.17549e-38
514.9007,-1.17549e-38,0.0567047,-1.17549e-38,0.0261397,-1.17549e-38,0.0378809,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0119474,-1.17549e-38,0.095802,-1.17549e-38
515.3828,-1.17549e-38,0.0248138,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0373533,-1.17549e-38,0.00381127,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.112551,-1.17549e-38
515.8649,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0149344,-1.17549e-38,0.025964,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.115374,-1.17549e-38
516.347,-1.17549e-38,-1.17549e-38,0.0258318,0.00439812,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0439649,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.104016,0.0157359
516.8292,-1.17549e-38,-1.17549e-38,0.0525731,0.0262805,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0496429,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0815548,0.0376805
517.3113,-1.17549e-38,-1.17549e-38,0.0580808,0.04303,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0375096,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0525811,0.0447469
517.7934,-1.17549e-38,-1.17549e-38,0.0487814,0.043569,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00843792,-1.17549e-38,0.00428877,-1.17549e-38,0.0213617,0.0394461
518.2755,0.00651847,-1.17549e-38,0.0374725,0.0230872,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0130257,-1.17549e-38,-1.17549e-38,0.0303622
518.7576,0.00764871,-1.17549e-38,0.0345591,-1.17549e-38,-1.17549e-38,0.015621,0.0106109,-1.17549e-38,0.0230102,0.0110422,-1.17549e-38,-1.17549e-38,0.0243429
519.2397,-1.17549e-38,-1.17549e-38,0.0420501,-1.17549e-38,0.0138953,0.0648163,0.0316773,-1.17549e-38,0.0690646,0.00126777,-1.17549e-38,-1.17549e-38,0.0214965
519.7219,-1.17549e-38,-1.17549e-38,0.0537165,-1.17549e-38,0.0470781,0.0946374,0.054137,-1.17549e-38,0.0953792,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0159618
520.204,-1.17549e-38,-1.17549e-38,0.0606284,-1.17549e-38,0.0620507,0.103731,0.0684953,-1.17549e-38,0.0946775,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00096914
520.6861,-1.17549e-38,0.0106702,0.0578267,-1.17549e-38,0.0664323,0.0968517,0.0668207,-1.17549e-38,0.0730046,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.1682,-1.17549e-38,0.0343587,0.0470499,-1.17549e-38,0.0677607,0.0788749,0.0478533,0.0288069,0.0455117,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
521.6503,0.00600371,0.0407239,0.0336947,-1.17549e-38,0.0678779,0.0526423,0.0184938,0.0516199,0.0272648,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
522.1324,0.00863328,0.0302143,0.020964,0.00452058,0.0635574,0.021283,-1.17549e-38,0.0615271,0.0251994,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
522.6146,0.00116836,0.0098137,0.00622646,0.0596163,0.0519395,-1.17549e-38,-1.17549e-38,0.0611184,0.0356962,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
523.0967,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.1035,0.0356078,-1.17549e-38,-1.17549e-38,0.0537726,0.0482719,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
523.5788,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.129134,0.0227502,-1.17549e-38,-1.17549e-38,0.0413519,0.0522425,-1.17549e-38,-1.17549e-38,0.0162657,-1.17549e-38
524.0609,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.134959,0.0221397,-1.17549e-38,-1.17549e-38,0.0245595,0.0418767,-1.17549e-38,0.0267208,0.0414626,-1.17549e-38
524.543,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.124255,0.036785,0.0153376,-1.17549e-38,0.00505618,0.0176217,-1.17549e-38,0.0578947,0.0644236,-1.17549e-38
525.0251,0.0238602,-1.17549e-38,-1.17549e-38,0.102777,0.0607037,0.0415193,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0136089,0.0742545,0.0836357,-1.17549e-38
525.5073,0.0593617,-1.17549e-38,-1.17549e-38,0.0765698,0.0812271,0.0526073,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0439197,0.0744321,0.0993791,-1.17549e-38
525.9894,0.0907757,-1.17549e-38,-1.17549e-38,0.0511549,0.086284,0.0425559,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0720512,0.0652827,0.11232,-1.17549e-38
526.4715,0.105697,-1.17549e-38,-1.17549e-38,0.0315402,0.0721565,0.0151655,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0870935,0.0573376,0.122322,-1.17549e-38
526.9536,0.0964657,-1.17549e-38,-1.17549e-38,0.0214329,0.0453406,-1.17549e-38,0.00324359,0.0204994,-1.17549e-38,0.0789305,0.0580364,0.128833,-1.17549e-38
527.4357,0.0643834,-1.17549e-38,0.036308,0.0211938,0.0170723,-1.17549e-38,0.0445412,0.0433261,-1.17549e-38,0.0441767,0.0680744,0.132362,-1.17549e-38
527.9178,0.0192837,-1.17549e-38,0.0715362,0.026192,-1.17549e-38,-1.17549e-38,0.0740838,0.0565538,-1.17549e-38,-1.17549e-38,0.0827421,0.135219,-1.17549e-38
528.4,-1.17549e-38,0.0162575,0.0885675,0.0278384,-1.17549e-38,-1.17549e-38,0.0849327,0.0551476,-1.17549e-38,-1.17549e-38,0.0954559,0.140428,-1.17549e-38
528.8821,-1.17549e-38,0.0140489,0.0930554,0.0181391,-1.17549e-38,-1.17549e-38,0.0805343,0.0393379,-1.17549e-38,-1.17549e-38,0.100391,0.149312,-1.17549e-38
529.3642,-1.17549e-38,-1.17549e-38,0.0923266,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0701827,0.0154973,0.0232273,-1.17549e-38,0.0934912,0.159343,-1.17549e-38
529.8463,-1.17549e-38,-1.17549e-38,0.0921559,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0611702,-1.17549e-38,0.0440118,-1.17549e-38,0.0726949,0.164109,-1.17549e-38
530.3284,-1.17549e-38,-1.17549e-38,0.0941933,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0531232,-1.17549e-38,0.0559688,-1.17549e-38,0.0382211,0.156133,-1.17549e-38
530.8105,-1.17549e-38,-1.17549e-38,0.0950725,-1.17549e-38,0.00300384,-1.17549e-38,0.0389558,0.00111927,0.0617585,-1.17549e-38,-1.17549e-38,0.13109,0.00314712
531.2927,-1.17549e-38,-1.17549e-38,0.0881015,-1.17549e-38,0.0340879,0.00763594,0.0117103,0.0282883,0.0640574,0.0157949,-1.17549e-38,0.0906671,0.0102801
531.7748,-1.17549e-38,0.00652153,0.0671644,0.0140718,0.0740872,0.0270562,-1.17549e-38,0.056248,0.0628188,0.00660346,-1.17549e-38,0.0423749,0.0178805
532.2569,-1.17549e-38,0.0184641,0.0310304,0.0325635,0.111314,0.0335377,-1.17549e-38,0.0697065,0.0549406,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0283362
532.739,-1.17549e-38,0.015407,-1.17549e-38,0.0309919,0.131663,0.0264128,-1.17549e-38,0.0598941,0.037006,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0421124
533.2211,-1.17549e-38,0.000632688,-1.17549e-38,0.0140121,0.12573,0.0105781,-1.17549e-38,0.0293335,0.00941184,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0573398
533.7032,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.094204,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0706459
534.1854,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0481266,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0786503
534.6675,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00383384,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00524399,0.0794835
535.1496,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0411442,0.0738442
535.6317,-1.17549e-38,-1.17549e-38,0.0018086,-1.17549e-38,-1.17549e-38,0.0145226,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00688175,0.00743007,0.0730511,0.0650708
536.1138,-1.17549e-38,0.0127854,0.032606,-1.17549e-38,-1.17549e-38,0.0395781,-1.17549e-38,-1.17549e-38,0.00133835,0.0301756,0.0332721,0.0948397,0.0577476
536.5959,-1.17549e-38,0.0379084,0.0496497,-1.17549e-38,0.0116946,0.0669921,-1.17549e-38,-1.17549e-38,0.0102659,0.0633112,0.0465233,0.104186,0.0550676
537.0781,0.00663561,0.0653147,0.05309,-1.17549e-38,0.0399388,0.091157,-1.17549e-38,0.022005,0.0084131,0.0946175,0.0493868,0.103426,0.0564285
537.5602,0.0229076,0.0917644,0.0480901,-1.17549e-38,0.0612745,0.104629,-1.17549e-38,0.0547445,0.00396005,0.109797,0.0462135,0.0979861,0.0573521
538.0423,0.0352059,0.111213,0.0413554,0.0169404,0.0709088,0.100857,0.0268562,0.0836345,0.00648346,0.101941,0.0408286,0.0928814,0.0526614
538.5244,0.0408837,0.115558,0.037461,0.0349226,0.0680802,0.0779668,0.0567645,0.0991493,0.0196628,0.0763825,0.0348553,0.089482,0.0412784
539.0065,0.0388829,0.0974693,0.036742,0.0438636,0.0557611,0.0406815,0.0763991,0.0928827,0.03894,0.0468983,0.0281522,0.0848638,0.0290104
539.4886,0.0296188,0.0543689,0.03562,0.0443277,0.0396674,-1.17549e-38,0.0807805,0.0626019,0.0555755,0.026419,0.0207172,0.0743369,0.0262791
539.9708,0.0147831,-1.17549e-38,0.0289268,0.0419854,0.02618,-1.17549e-38,0.0728879,0.0150696,0.0635501,0.0190776,0.0141753,0.0553436,0.0411611
540.4529,-1.17549e-38,-1.17549e-38,0.0127459,0.0420041,0.0194687,-1.17549e-38,0.0611857,-1.17549e-38,0.0637757,0.0188959,0.0113507,0.0297676,0.0721326
540.935,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0442968,0.0192656,-1.17549e-38,0.0539632,-1.17549e-38,0.0625092,0.0152965,0.0141252,0.00287151,0.106236
541.4171,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0434869,0.0210101,-1.17549e-38,0.0543217,-1.17549e-38,0.06559,0.000969231,0.0213988,-1.17549e-38,0.125234
541.8992,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0335302,0.018781,-1.17549e-38,0.0590947,-1.17549e-38,0.0732593,-1.17549e-38,0.0290721,-1.17549e-38,0.116507
542.3813,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0131846,0.0093417,-1.17549e-38,0.0620423,-1.17549e-38,0.0794671,-1.17549e-38,0.0323794,-1.17549e-38,0.0813493
542.8635,0.00652002,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0585759,0.0164133,0.0757729,-1.17549e-38,0.028946,-1.17549e-38,0.0347188
543.3456,0.0202864,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0484868,0.0476024,0.0566232,-1.17549e-38,0.0202958,-1.17549e-38,-1.17549e-38
543.8277,0.02493,0.0291301,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.03514,0.0590676,0.0225075,-1.17549e-38,0.0107697,-1.17549e-38,-1.17549e-38
544.3098,0.019503,0.0389717,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0224632,0.0512622,-1.17549e-38,-1.17549e-38,0.00481028,-1.17549e-38,-1.17549e-38
544.7919,0.0079828,0.0335463,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.012444,0.0316208,-1.17549e-38,-1.17549e-38,0.00467669,-1.17549e-38,0.00627827
545.274,-1.17549e-38,0.0252138,-1.17549e-38,-1.17549e-38,0.00800152,-1.17549e-38,0.00496969,0.00924146,-1.17549e-38,-1.17549e-38,0.0101106,0.0387172,0.0248295
545.7562,-1.17549e-38,0.023965,0.0215879,0.00911025,0.0293945,0.00686284,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0197778,0.0716578,0.0334493
546.2383,-1.17549e-38,0.0321316,0.0414412,0.0270668,0.0530822,0.0169933,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0327772,0.085684,0.0310706
546.7204,-1.17549e-38,0.0445078,0.0387226,0.0444431,0.0798762,0.0268094,0.00238791,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0484989,0.0758548,0.0226812
547.2025,-1.17549e-38,0.0532498,0.0202875,0.0578931,0.108793,0.0377615,0.0155317,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0648523,0.0463569,0.0147243
547.6846,-1.17549e-38,0.0536359,-1.17549e-38,0.0621322,0.134809,0.0504481,0.036558,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0768482,0.00789087,0.0116151
548.1667,0.00248171,0.0466869,-1.17549e-38,0.053873,0.149779,0.0635667,0.0606784,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0777268,-1.17549e-38,0.0148515
548.6489,0.0190149,0.0375059,-1.17549e-38,0.0355203,0.146318,0.0739293,0.080301,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0628968,-1.17549e-38,0.0236426
549.131,0.0348087,0.0312906,-1.17549e-38,0.014889,0.122183,0.0782337,0.0877558,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0343843,-1.17549e-38,0.0355501
549.6131,0.0430195,0.0301334,0.0260989,0.000374527,0.0822318,0.0757589,0.0781862,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00223703,-1.17549e-38,0.0469736
550.0952,0.0396938,0.0326148,0.059644,-1.17549e-38,0.0365345,0.0697552,0.051505,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0543506
550.5773,0.0268468,0.0358492,0.0882728,-1.17549e-38,-1.17549e-38,0.0656709,0.0129036,-1.17549e-38,0.00613299,0.00546251,-1.17549e-38,-1.17549e-38,0.0562827
551.0594,0.011681,0.037831,0.10287,-1.17549e-38,-1.17549e-38,0.0668644,-1.17549e-38,-1.17549e-38,0.0441722,0.0313336,0.00376636,-1.17549e-38,0.0551592
551.5416,0.0024422,0.0381461,0.0984466,-1.17549e-38,-1.17549e-38,0.071061,-1.17549e-38,-1.17549e-38,0.0822321,0.060532,0.0412843,-1.17549e-38,0.0563195
552.0237,0.00386998,0.0370377,0.0761527,-1.17549e-38,-1.17549e-38,0.0707842,-1.17549e-38,-1.17549e-38,0.111302,0.0908906,0.0802356,-1.17549e-38,0.064419
552.5058,0.0150099,0.0344187,0.0427644,-1.17549e-38,-1.17549e-38,0.0581033,-1.17549e-38,-1.17549e-38,0.127042,0.116855,0.110044,-1.17549e-38,0.0790917
552.9879,0.0301127,0.0301976,0.0077073,0.0140413,0.00741572,0.0307162,-1.17549e-38,-1.17549e-38,0.129215,0.131225,0.126274,-1.17549e-38,0.0930602
553.47,0.0415652,0.0256716,-1.17549e-38,0.0395951,0.0323947,-1.17549e-38,0.0542351,-1.17549e-38,0.119248,0.128535,0.129129,-1.17549e-38,0.0946446
553.9521,0.0432724,0.0243711,-1.17549e-38,0.0596433,0.0435814,-1.17549e-38,0.114618,0.000792537,0.0986301,0.108113,0.119141,-1.17549e-38,0.0738335
554.4343,0.033231,0.0309216,-1.17549e-38,0.0631036,0.0330365,-1.17549e-38,0.155728,0.0132474,0.0695191,0.0748484,0.0945139,-1.17549e-38,0.0284688
554.9164,0.0144998,0.0481957,-1.17549e-38,0.0479551,0.00298917,-1.17549e-38,0.166561,0.0268991,0.0366036,0.0370588,0.0530365,0.027727,-1.17549e-38
555.3985,-1.17549e-38,0.0747496,-1.17549e-38,0.0228972,-1.17549e-38,-1.17549e-38,0.148031,0.0453122,0.00782206,0.00269585,-1.17549e-38,0.0542356,-1.17549e-38
555.8806,-1.17549e-38,0.1046,-1.17549e-38,0.00181361,-1.17549e-38,0.00767387,0.111602,0.0708573,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0622452,-1.17549e-38
556.3627,-1.17549e-38,0.129689,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0261735,0.0728464,0.101294,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0471773,-1.17549e-38
556.8448,-1.17549e-38,0.143421,-1.17549e-38,0.00619182,-1.17549e-38,0.0302355,0.0439638,0.129382,0.0201352,-1.17549e-38,-1.17549e-38,0.0141046,-1.17549e-38
557.327,0.0045158,0.143065,0.0193562,0.028132,0.00253408,0.0214624,0.029432,0.14616,0.0555648,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
557.8091,0.016705,0.12989,0.0424065,0.0516127,0.0231801,0.00621408,0.0264522,0.14581,0.0903941,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
558.2912,0.0186201,0.107652,0.0636203,0.0679552,0.0210832,-1.17549e-38,0.0287192,0.128821,0.112214,-1.17549e-38,0.011778,-1.17549e-38,-1.17549e-38
558.7733,0.00953776,0.0809943,0.0789997,0.0722864,-1.17549e-38,-1.17549e-38,0.0304848,0.101388,0.113175,-1.17549e-38,0.0689727,-1.17549e-38,0.00215745
559.2554,-1.17549e-38,0.0547983,0.0842782,0.0640229,-1.17549e-38,-1.17549e-38,0.0286791,0.0716381,0.0923402,-1.17549e-38,0.104818,-1.17549e-38,0.022198
559.7375,-1.17549e-38,0.0341098,0.0762699,0.0460459,-1.17549e-38,-1.17549e-38,0.0228981,0.0453748,0.0552751,-1.17549e-38,0.114891,-1.17549e-38,0.0293501
560.2197,-1.17549e-38,0.0234087,0.0548159,0.0233489,-1.17549e-38,-1.17549e-38,0.0144496,0.0239709,0.011507,0.00708617,0.103573,-1.17549e-38,0.0311047
560.7018,-1.17549e-38,0.0246379,0.0240848,0.00130688,-1.17549e-38,-1.17549e-38,0.00549773,0.00527993,-1.17549e-38,0.0512469,0.0794817,-1.17549e-38,0.0366785
561.1839,-1.17549e-38,0.0350286,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0921628,0.0507725,-1.17549e-38,0.0521715
561.666,0.00749025,0.0468533,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.125733,0.022671,-1.17549e-38,0.0770571
562.1481,0.0140234,0.050527,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00443127,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.150293,-1.17549e-38,-1.17549e-38,0.104173
562.6302,0.0153733,0.0401294,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.039405,0.0015519,-1.17549e-38,-1.17549e-38,0.16487,-1.17549e-38,-1.17549e-38,0.123551
563.1124,0.0131214,0.0180593,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0705553,0.00952525,-1.17549e-38,-1.17549e-38,0.167388,-1.17549e-38,-1.17549e-38,0.127999
563.5945,0.00961367,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00318649,0.0892211,0.019419,-1.17549e-38,-1.17549e-38,0.154724,-1.17549e-38,0.0110258,0.117019
564.0766,0.0066197,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0472557,0.0913887,0.0308052,-1.17549e-38,-1.17549e-38,0.124992,-1.17549e-38,0.0258812,0.0965051
564.5587,0.00499225,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.087909,0.0795888,0.0429067,-1.17549e-38,-1.17549e-38,0.0804395,-1.17549e-38,0.0392019,0.074476
565.0408,0.00501931,0.0276981,-1.17549e-38,-1.17549e-38,0.114622,0.0614111,0.0537898,-1.17549e-38,-1.17549e-38,0.028616,-1.17549e-38,0.0462302,0.0558522
565.5229,0.00679536,0.0635557,-1.17549e-38,-1.17549e-38,0.120732,0.0454544,0.0607291,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0438349,0.0398641
566.0051,0.0102443,0.0868765,-1.17549e-38,-1.17549e-38,0.105775,0.0370462,0.0618612,0.00572504,-1.17549e-38,-1.17549e-38,0.00217664,0.0327914,0.0217616
566.4872,0.0149043,0.0850138,-1.17549e-38,-1.17549e-38,0.0758642,0.0361404,0.0578216,0.0210135,-1.17549e-38,-1.17549e-38,0.00274501,0.0180714,-1.17549e-38
566.9693,0.0197802,0.0571549,-1.17549e-38,-1.17549e-38,0.0414787,0.0384487,0.051718,0.037661,-1.17549e-38,-1.17549e-38,0.000199997,0.0065718,-1.17549e-38
