Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
4229.6099,5.45602,5.24921,4.96961,4.56003,4.07395,3.4577,2.62335,1.78955,1.09204,0.668082,0.440109,0.299556,1.66676
4230.0923,5.45097,5.24604,4.97657,4.56089,4.0868,3.46453,2.63243,1.80851,1.09972,0.680434,0.451686,0.301415,1.67425
4230.5742,5.44188,5.24644,4.98382,4.5624,4.09802,3.46818,2.64595,1.82515,1.1062,0.691113,0.462295,0.303003,1.67935
4231.0566,5.42783,5.24828,4.99059,4.56507,4.10659,3.47043,2.66253,1.83828,1.11286,0.699302,0.469248,0.303409,1.68162
4231.5386,5.41009,5.2498,4.9957,4.56932,4.11199,3.4728,2.68017,1.84757,1.12118,0.704411,0.47134,0.302171,1.68198
4232.0205,5.39144,5.25012,4.99808,4.57503,4.11442,3.47659,2.69718,1.85365,1.13181,0.706397,0.469359,0.299751,1.68227
4232.5029,5.37473,5.24886,4.99747,4.5812,4.11488,3.48329,2.71276,1.8582,1.14422,0.706135,0.465709,0.297547,1.68431
4232.9849,5.36146,5.24562,4.99447,4.5861,4.11497,3.49439,2.72695,1.86354,1.15702,0.705477,0.463381,0.297407,1.68897
4233.4668,5.35126,5.23968,4.99005,4.58785,4.1164,3.51056,2.74004,1.87183,1.16888,0.706752,0.464811,0.300833,1.69593
4233.9492,5.34214,5.23031,4.98472,4.58525,4.12048,3.53047,2.75205,1.88407,1.17928,0.711819,0.471111,0.308236,1.70407
4234.4312,5.33139,5.21723,4.97815,4.5785,4.12767,3.55067,2.76258,1.89949,1.18855,0.721133,0.481873,0.318579,1.71215
4234.9136,5.31664,5.20075,4.96934,4.56944,4.1375,3.56676,2.77108,1.91579,1.19728,0.733393,0.495482,0.32964,1.71936
4235.3955,5.29661,5.18162,4.9574,4.56093,4.14883,3.57573,2.7774,1.93021,1.20559,0.746029,0.509692,0.338816,1.72528
4235.8774,5.27157,5.16065,4.94222,4.55579,4.16029,3.57773,2.78217,1.94077,1.21291,0.756298,0.522241,0.344169,1.72966
4236.3599,5.24318,5.1385,4.92476,4.55551,4.17065,3.57611,2.78684,1.9471,1.21866,0.762472,0.531409,0.345239,1.73227
4236.8418,5.21395,5.11577,4.9066,4.55964,4.17904,3.57551,2.79318,1.95044,1.22305,0.764543,0.536441,0.343275,1.73327
4237.3237,5.18629,5.09296,4.88943,4.56602,4.18498,3.57919,2.80249,1.95288,1.22749,0.764201,0.537727,0.340717,1.73356
4237.8062,5.16166,5.07052,4.8745,4.57186,4.18836,3.58728,2.8149,1.9565,1.23396,0.764143,0.53664,0.340128,1.73483
4238.2881,5.1399,5.04882,4.86242,4.57496,4.18943,3.59721,2.829,1.96275,1.24368,0.766997,0.535003,0.343046,1.73871
4238.7705,5.11937,5.02818,4.85317,4.57439,4.18865,3.60572,2.84237,1.97223,1.25603,0.774231,0.534412,0.349331,1.74562
4239.2524,5.09776,5.00902,4.84605,4.57045,4.18658,3.61123,2.85262,1.98468,1.26868,0.785463,0.535753,0.357367,1.75419
4239.7344,5.07328,4.99167,4.8396,4.56397,4.18371,3.61472,2.85853,1.99908,1.27897,0.798499,0.53918,0.36505,1.76183
4240.2168,5.04558,4.97586,4.83174,4.55563,4.18043,3.61877,2.86077,2.01388,1.28556,0.810255,0.544498,0.370983,1.76634
4240.6987,5.01575,4.9602,4.82016,4.54555,4.17699,3.62533,2.86154,2.02736,1.28932,0.818267,0.551629,0.375153,1.76756
4241.1807,4.98542,4.94212,4.80309,4.53337,4.17366,3.63414,2.86351,2.0383,1.29266,0.822069,0.560737,0.378651,1.76779
4241.6631,4.95536,4.91879,4.78004,4.51867,4.17063,3.64268,2.86855,2.04647,1.29783,0.823574,0.571929,0.382651,1.77067
4242.145,4.92463,4.88853,4.75206,4.50141,4.16782,3.64779,2.87699,2.05269,1.30555,0.826069,0.584762,0.387405,1.77914
4242.6274,4.89091,4.85199,4.72141,4.48228,4.16474,3.64774,2.88777,2.05848,1.31484,0.832258,0.598017,0.392021,1.79362
4243.1094,4.85208,4.81195,4.69074,4.4627,4.1607,3.64335,2.89913,2.06522,1.32416,0.842546,0.609989,0.395214,1.81169
4243.5913,4.80783,4.77182,4.66202,4.44452,4.15522,3.63736,2.90944,2.07371,1.33287,0.854713,0.619154,0.396424,1.82913
4244.0737,4.76023,4.73366,4.63595,4.42933,4.14849,3.63265,2.91765,2.08414,1.34178,0.865287,0.624771,0.396443,1.84187
4244.5557,4.71269,4.69717,4.61179,4.41755,4.14139,3.63066,2.92331,2.09647,1.3525,0.871763,0.627043,0.397013,1.84762
4245.0376,4.66796,4.66019,4.58797,4.408,4.13484,3.63086,2.92658,2.11067,1.36618,0.874181,0.62681,0.399712,1.84658
4245.52,4.62655,4.62042,4.56292,4.39806,4.129,3.63164,2.92813,2.12652,1.38266,0.874999,0.625045,0.404969,1.84111
4246.002,4.58669,4.57708,4.53587,4.38478,4.12293,3.63178,2.9292,2.14311,1.40054,0.877393,0.622545,0.411917,1.83465
4246.4844,4.54579,4.53138,4.50716,4.3663,4.115,3.63137,2.93139,2.15866,1.41798,0.883223,0.619935,0.419078,1.83041
4246.9663,4.50227,4.48561,4.47784,4.34282,4.10398,3.63153,2.93609,2.17105,1.43347,0.892102,0.617841,0.425268,1.8304
4247.4482,4.45639,4.44154,4.44881,4.31644,4.08997,3.63332,2.9439,2.17898,1.44618,0.902137,0.61699,0.430012,1.83486
4247.9307,4.40973,4.39926,4.42006,4.28989,4.07434,3.63663,2.95412,2.18296,1.45593,0.911661,0.618112,0.433326,1.84249
4248.4126,4.3638,4.35724,4.39044,4.26493,4.05896,3.63982,2.96498,2.18521,1.46313,0.920567,0.621744,0.435279,1.85107
4248.8945,4.31901,4.31332,4.35819,4.24139,4.04506,3.64049,2.97423,2.18848,1.46878,0.930253,0.628095,0.435879,1.85843
4249.377,4.27451,4.26604,4.3219,4.21748,4.03266,3.63666,2.98013,2.19443,1.47433,0.942267,0.637013,0.435375,1.86326
4249.8589,4.22884,4.21552,4.28127,4.19104,4.02078,3.62788,2.98207,2.20273,1.48119,0.956713,0.647993,0.434607,1.8655
4250.3413,4.18061,4.16334,4.23726,4.16094,4.00816,3.6154,2.98081,2.21151,1.49009,0.971627,0.660157,0.434887,1.86607
4250.8232,4.12892,4.11175,4.19163,4.12768,3.99392,3.60159,2.97811,2.21879,1.50081,0.983791,0.672244,0.437373,1.86638
4251.3052,4.07332,4.06251,4.14605,4.09302,3.97779,3.58882,2.97603,2.2238,1.51247,0.990458,0.682781,0.442335,1.86752
4251.7876,4.01398,4.01615,4.10148,4.059,3.95999,3.57864,2.97609,2.22734,1.52429,0.990926,0.690476,0.448914,1.86995
4252.2695,3.95192,3.97183,4.05793,4.02703,3.94112,3.57131,2.97867,2.23111,1.53603,0.987066,0.694718,0.455553,1.87355
4252.7515,3.88919,3.92785,4.01473,3.99757,3.92201,3.56595,2.9829,2.23648,1.54776,0.982606,0.695893,0.460827,1.87804
4253.2339,3.82848,3.88248,3.97096,3.97023,3.90348,3.56097,2.98718,2.2438,1.55916,0.981627,0.695328,0.464117,1.88352
4253.7158,3.77213,3.83464,3.92594,3.94418,3.88591,3.55465,2.99001,2.25235,1.56918,0.986998,0.694855,0.465796,1.89043
4254.1982,3.72104,3.78406,3.87954,3.9184,3.86884,3.5456,2.99085,2.26102,1.57651,0.999365,0.696235,0.46695,1.89911
4254.6802,3.67418,3.73105,3.83218,3.89183,3.85103,3.53319,2.99028,2.26882,1.58074,1.01701,0.700644,0.468909,1.90912
4255.1621,3.62901,3.6761,3.78449,3.86351,3.83112,3.51795,2.98952,2.2752,1.58304,1.03657,0.708358,0.472794,1.91897
4255.6445,3.58257,3.61967,3.73686,3.83265,3.80855,3.50155,2.98945,2.27998,1.58579,1.05433,0.718642,0.479194,1.92664
4256.1265,3.53276,3.5623,3.68912,3.79874,3.784,3.48642,2.98997,2.28329,1.59123,1.06758,0.729904,0.487983,1.93067
4256.6084,3.47917,3.50479,3.6408,3.76152,3.75888,3.47479,2.99002,2.28556,1.60005,1.07548,0.740185,0.498344,1.93108
4257.0908,3.42319,3.44825,3.59165,3.72097,3.73432,3.46751,2.98831,2.28744,1.61102,1.07898,0.747936,0.509029,1.92948
4257.5728,3.36732,3.39382,3.54224,3.67733,3.7102,3.46335,2.98428,2.28966,1.62184,1.08012,0.752805,0.518797,1.9282
4258.0552,3.31399,3.34213,3.49391,3.63137,3.68522,3.45917,2.97847,2.2928,1.63068,1.08079,0.755941,0.526774,1.92901
4258.5371,3.26413,3.29293,3.44794,3.58448,3.65779,3.45114,2.97221,2.2971,1.63718,1.08208,0.759484,0.532551,1.93239
4259.019,3.2164,3.24498,3.40451,3.53839,3.62722,3.43656,2.96671,2.30256,1.64233,1.08415,0.765383,0.536029,1.93772
4259.5015,3.16764,3.19647,3.36211,3.49454,3.59434,3.41518,2.9623,2.30902,1.64772,1.08695,0.774203,0.537246,1.94402
4259.9834,3.1145,3.14565,3.31819,3.45344,3.5612,3.38935,2.95835,2.31624,1.65453,1.09086,0.784697,0.536454,1.95063
4260.4653,3.05572,3.0915,3.2705,3.41444,3.53016,3.36285,2.95382,2.32389,1.66312,1.09694,0.794466,0.534426,1.95725
4260.9478,2.9934,3.03418,3.21854,3.37628,3.50292,3.33915,2.94814,2.33152,1.67312,1.10643,0.801336,0.532676,1.96349
4261.4297,2.93236,2.97514,3.16377,3.33792,3.47985,3.31989,2.94177,2.33868,1.68374,1.11975,0.804618,0.533228,1.96851
4261.9121,2.87768,2.91671,3.10869,3.29898,3.45981,3.30442,2.93597,2.34522,1.69395,1.13576,0.805481,0.53784,1.97125
4262.394,2.83171,2.86132,3.05524,3.25949,3.44043,3.29048,2.93205,2.35132,1.70268,1.15188,0.806296,0.547044,1.97106
4262.876,2.79271,2.81055,3.00381,3.21914,3.4188,3.27531,2.9303,2.3573,1.70917,1.16521,0.809369,0.55957,1.96836
4263.3584,2.7557,2.76448,2.9534,3.17686,3.39252,3.2568,2.92954,2.36303,1.71339,1.17405,0.815824,0.572612,1.9647
4263.8403,2.71544,2.7217,2.9028,3.13133,3.36082,3.23415,2.92745,2.36766,1.71638,1.17901,0.825175,0.582934,1.96215
4264.3223,2.66925,2.67999,2.8517,3.082,3.32505,3.20797,2.92161,2.36983,1.72003,1.18266,0.835724,0.588321,1.96238
4264.8047,2.6183,2.63743,2.80091,3.03005,3.28815,3.18005,2.91075,2.36843,1.72637,1.18799,0.845463,0.588644,1.96587
4265.2866,2.56642,2.59321,2.75166,2.97813,3.25305,3.15277,2.89541,2.36343,1.73642,1.19639,0.853001,0.585936,1.97174
4265.769,2.51757,2.54766,2.70463,2.92916,3.22107,3.12821,2.87768,2.356,1.74952,1.20669,0.858041,0.583359,1.97802
4266.251,2.47358,2.50162,2.65948,2.88477,3.19125,3.10732,2.8602,2.34806,1.76334,1.21595,0.861239,0.583557,1.98242
4266.7329,2.43337,2.45565,2.61531,2.84462,3.16105,3.08923,2.84501,2.34129,1.77476,1.22156,0.86358,0.587288,1.98326
4267.2153,2.39395,2.40974,2.57146,2.80697,3.12802,3.0715,2.83285,2.33655,1.78114,1.22319,0.865678,0.593141,1.98025
4267.6973,2.35239,2.36373,2.52805,2.76997,3.09129,3.05116,2.82321,2.33382,1.78145,1.22315,0.867483,0.598545,1.97474
4268.1792,2.30744,2.31794,2.4856,2.73276,3.05189,3.02617,2.81486,2.33266,1.77671,1.22486,0.86856,0.601477,1.96926
4268.6616,2.26016,2.27352,2.44436,2.69552,3.01184,2.99645,2.80643,2.33263,1.76952,1.23054,0.868753,0.601777,1.96641
4269.1436,2.21306,2.23201,2.40379,2.65871,2.97282,2.96376,2.79665,2.33332,1.76298,1.23981,0.868714,0.601236,1.96763
4269.626,2.16873,2.19438,2.36292,2.62224,2.93524,2.93057,2.78442,2.33419,1.75944,1.25027,0.869838,0.602405,1.97256
4270.1079,2.12845,2.16025,2.32125,2.5852,2.89838,2.89849,2.76887,2.3344,1.75974,1.2594,0.8736,0.606984,1.97935
4270.5898,2.0917,2.12793,2.2794,2.5463,2.86119,2.8675,2.74961,2.33312,1.76313,1.26633,0.880688,0.614867,1.98561
4271.0723,2.05674,2.09526,2.23882,2.50467,2.82323,2.83637,2.7271,2.32993,1.76802,1.27212,0.89055,0.624413,1.98968
4271.5542,2.02183,2.0608,2.20074,2.4604,2.78495,2.80407,2.70281,2.32518,1.77296,1.2786,0.90166,0.633607,1.99123
4272.0361,1.98639,2.02434,2.16503,2.41455,2.74737,2.77101,2.67889,2.31984,1.77744,1.2868,0.91233,0.641228,1.99123
4272.5186,1.95135,1.98666,2.13006,2.36878,2.71141,2.73929,2.6573,2.315,1.78187,1.2964,0.921546,0.647238,1.99119
4273.0005,1.91847,1.9487,2.09371,2.3248,2.67735,2.71153,2.639,2.31127,1.78699,1.30624,0.929328,0.652302,1.9923
4273.4829,1.88914,1.91093,2.0548,2.28376,2.64473,2.68908,2.62352,2.30844,1.79301,1.31541,0.936431,0.656969,1.9948
4273.9648,1.8634,1.87341,2.01402,2.24578,2.61263,2.6708,2.60929,2.30562,1.79923,1.32366,0.943639,0.661183,1.99789
4274.4468,1.83987,1.83633,1.97344,2.20976,2.58014,2.65329,2.59448,2.30163,1.80427,1.33093,0.951117,0.664416,2.0001
4274.9292,1.81649,1.80049,1.93503,2.1737,2.54669,2.63259,2.57795,2.29546,1.8069,1.3366,0.958182,0.666204,2.00012
4275.4111,1.79166,1.76698,1.89938,2.13564,2.51209,2.60623,2.5597,2.28658,1.80677,1.33946,0.963656,0.666615,1.99755
4275.8931,1.76496,1.7364,1.86525,2.09479,2.47643,2.57438,2.54058,2.27513,1.80463,1.33851,0.966567,0.666336,1.99334
4276.3755,1.73707,1.70813,1.83064,2.0522,2.43996,2.53938,2.52165,2.26176,1.80178,1.33407,0.966796,0.666354,1.98938
4276.8574,1.70906,1.68034,1.79426,2.01043,2.40308,2.50411,2.50347,2.24741,1.79932,1.3281,0.965277,0.667501,1.98753
4277.3398,1.68151,1.65105,1.75659,1.97223,2.36645,2.47032,2.48594,2.23295,1.7975,1.32345,0.963599,0.67012,1.98852
4277.8218,1.65414,1.61943,1.71979,1.93907,2.331,2.43799,2.46855,2.21889,1.79573,1.32232,0.96324,0.673982,1.99146
4278.3037,1.62595,1.5866,1.68653,1.91041,2.29764,2.40613,2.45085,2.20524,1.79318,1.32528,0.964913,0.678434,1.99441
4278.7861,1.59594,1.55513,1.65859,1.8841,2.26688,2.37411,2.43255,2.19169,1.78939,1.33125,0.968447,0.682673,1.99563
4279.2681,1.56387,1.52777,1.63594,1.85764,2.23846,2.34243,2.41337,2.17794,1.78465,1.33858,0.973217,0.686058,1.9947
4279.75,1.53063,1.50587,1.61695,1.82947,2.21141,2.3123,2.39276,2.16407,1.77988,1.34621,0.978744,0.688404,1.99278
4280.2324,1.49808,1.48872,1.59928,1.79949,2.18437,2.28455,2.36996,2.15065,1.77615,1.35421,0.984966,0.690165,1.99169
4280.7144,1.46834,1.47396,1.58095,1.76872,2.15616,2.25872,2.34447,2.13854,1.77408,1.36325,0.991962,0.692392,1.99255
4281.1968,1.44289,1.45878,1.56107,1.73856,2.1261,2.23323,2.31661,2.12841,1.77359,1.37363,0.999431,0.696349,1.99503
4281.6787,1.42198,1.44128,1.53971,1.7101,2.09404,2.20663,2.28762,2.12014,1.77389,1.38451,1.00647,0.702845,1.99759
4282.1606,1.40462,1.42113,1.51736,1.68388,2.06021,2.17873,2.25913,2.11259,1.77386,1.39391,1.01196,0.711544,1.99865
4282.6431,1.38912,1.39933,1.49431,1.65991,2.02503,2.15092,2.23237,2.10387,1.77262,1.39956,1.01542,0.720713,1.99766
4283.125,1.37387,1.37735,1.47049,1.63767,1.98914,2.12503,2.20763,2.09219,1.76986,1.40005,1.01754,0.727738,1.9954
4283.6069,1.35785,1.35619,1.44573,1.61621,1.95347,2.10178,2.18431,2.07687,1.76589,1.39576,1.02011,0.730342,1.99311
4284.0894,1.34076,1.336,1.4202,1.59418,1.91908,2.07991,2.16155,2.05883,1.76124,1.38882,1.02497,0.727929,1.9914
4284.5713,1.32278,1.31641,1.39462,1.57019,1.88688,2.05667,2.13881,2.04034,1.75606,1.38228,1.03293,0.722207,1.98959
4285.0537,1.30439,1.29716,1.36994,1.54335,1.85715,2.02951,2.11602,2.02393,1.74989,1.37879,1.04314,0.7166,1.98618
4285.5356,1.28633,1.27851,1.34686,1.5136,1.82932,1.99784,2.09337,2.01102,1.74194,1.37951,1.05352,0.71464,1.98006
4286.0176,1.26947,1.26101,1.32554,1.48185,1.80214,1.96351,2.07102,2.00129,1.73176,1.38378,1.06192,0.718241,1.97166
4286.5,1.25455,1.24483,1.30564,1.44954,1.77423,1.9299,2.04913,1.99292,1.71987,1.38962,1.06735,0.726853,1.96316
4286.9819,1.24156,1.22926,1.28676,1.41811,1.7447,1.9,2.02803,1.98361,1.70784,1.39471,1.07046,0.737959,1.95755
4287.4639,1.22941,1.21293,1.26864,1.38858,1.71362,1.8748,2.0083,1.97175,1.69759,1.39728,1.07292,0.748499,1.95705
4287.9463,1.21627,1.19483,1.25114,1.36151,1.68209,1.85293,1.99056,1.95693,1.69046,1.39654,1.07624,0.756326,1.96188
4288.4282,1.20053,1.17522,1.23388,1.3373,1.65176,1.83166,1.97499,1.93978,1.68656,1.39275,1.08068,0.760903,1.97005
4288.9106,1.18189,1.15575,1.21612,1.31636,1.62419,1.80853,1.96107,1.92141,1.68482,1.38709,1.08499,0.76305,1.97827
4289.3926,1.1617,1.13847,1.19702,1.29909,1.6,1.78265,1.94762,1.90282,1.68373,1.38134,1.08718,0.76413,1.9835
4289.8745,1.14224,1.12442,1.17625,1.28541,1.5786,1.75493,1.93315,1.88468,1.682,1.37746,1.0858,0.765266,1.98416
4290.3569,1.12531,1.11277,1.15444,1.27422,1.55833,1.72728,1.91627,1.8673,1.67896,1.37672,1.08093,0.766941,1.98056
4290.8389,1.11125,1.10128,1.13307,1.26332,1.53736,1.70134,1.89591,1.8507,1.67449,1.379,1.07416,0.769035,1.97428
4291.3208,1.09904,1.08772,1.11372,1.25007,1.51467,1.67767,1.8716,1.83462,1.66878,1.38246,1.06775,0.771132,1.96717
4291.8032,1.08726,1.07136,1.09718,1.23259,1.49061,1.65557,1.8437,1.81872,1.66216,1.38435,1.0635,0.772903,1.96042
4292.2852,1.07519,1.05345,1.08295,1.21094,1.46666,1.63375,1.81375,1.80278,1.65504,1.38256,1.06214,0.774381,1.95435
4292.7676,1.0631,1.03659,1.06958,1.18735,1.44445,1.61112,1.78429,1.78703,1.64788,1.37709,1.06357,0.775976,1.94871
4293.2495,1.05165,1.02334,1.05557,1.16531,1.42472,1.58735,1.75808,1.77207,1.64099,1.37023,1.06759,0.778157,1.94332
4293.7314,1.04112,1.01508,1.04029,1.14773,1.40692,1.56293,1.73685,1.75844,1.63428,1.36527,1.07439,0.780963,1.93847
4294.2139,1.03104,1.01139,1.02447,1.13539,1.38957,1.53866,1.72025,1.74608,1.62728,1.36431,1.08418,0.783689,1.93487
4294.6958,1.02067,1.01024,1.00986,1.12645,1.37113,1.51511,1.70585,1.73411,1.61946,1.36672,1.09646,0.785119,1.93312
4295.1777,1.00963,1.00858,0.99828,1.11751,1.35073,1.49221,1.69033,1.72125,1.61058,1.36946,1.10951,0.784304,1.93327
4295.6602,0.998059,1.00327,0.99053,1.10542,1.32819,1.46936,1.67118,1.70664,1.60082,1.369,1.12078,0.781459,1.9346
4296.1421,0.986256,0.992121,0.985828,1.0889,1.3037,1.44587,1.64807,1.69047,1.59047,1.36359,1.12817,0.77828,1.93592
4296.6245,0.974084,0.974866,0.982065,1.06894,1.27757,1.42154,1.62283,1.67392,1.57945,1.3544,1.13127,0.777326,1.93611
4297.1064,0.960977,0.953445,0.97683,1.04803,1.25036,1.39685,1.59829,1.65839,1.56717,1.34473,1.13154,0.780681,1.93464
4297.5884,0.946614,0.931391,0.96863,1.02864,1.22325,1.3728,1.57652,1.64453,1.55291,1.33797,1.13124,0.788695,1.93169
4298.0708,0.931687,0.912354,0.957577,1.01201,1.1981,1.35029,1.55771,1.63179,1.5367,1.33572,1.13171,0.799597,1.9279
4298.5527,0.917973,0.898513,0.94511,0.997781,1.17686,1.3296,1.54022,1.61878,1.51982,1.33706,1.13241,0.810266,1.9238
4299.0347,0.907397,0.889776,0.932917,0.984599,1.16056,1.31034,1.5217,1.60414,1.50454,1.33937,1.13139,0.817711,1.91932
4299.5171,0.900669,0.88423,0.921836,0.971068,1.14874,1.29176,1.50052,1.58735,1.49297,1.33972,1.12702,0.820406,1.91376
4299.999,0.896551,0.879478,0.911465,0.956575,1.13957,1.2733,1.47669,1.56887,1.4858,1.33613,1.1196,0.818793,1.9062
4300.4814,0.892456,0.873959,0.900746,0.941544,1.13078,1.25479,1.45176,1.54968,1.48167,1.32809,1.11166,0.814755,1.89627
4300.9634,0.886065,0.867429,0.889013,0.92708,1.12072,1.23615,1.42796,1.53069,1.47778,1.31656,1.10664,0.810504,1.88476
4301.4453,0.876865,0.860461,0.876664,0.914292,1.10873,1.21702,1.407,1.51224,1.47134,1.30358,1.10681,0.807545,1.87366
4301.9277,0.866443,0.8535,0.864919,0.903672,1.09492,1.19676,1.38932,1.49423,1.46096,1.29177,1.11194,0.806246,1.86546
4302.4097,0.857284,0.846263,0.85487,0.894875,1.0796,1.17506,1.37407,1.47642,1.44711,1.28352,1.1195,0.806111,1.86191
4302.8916,0.850896,0.837889,0.846576,0.886982,1.06302,1.15274,1.35971,1.45879,1.43154,1.28009,1.1262,0.806433,1.86308
4303.374,0.846627,0.82768,0.838945,0.879066,1.04554,1.1319,1.34482,1.44176,1.41603,1.28093,1.12969,0.806838,1.86713
4303.856,0.842056,0.815839,0.830506,0.8707,1.02798,1.11503,1.32866,1.4261,1.4015,1.28375,1.12934,0.807395,1.87118
4304.3384,0.834695,0.803682,0.820494,0.862083,1.01146,1.10345,1.31125,1.41257,1.38785,1.28556,1.12593,0.808332,1.8728
4304.8203,0.823754,0.793146,0.809452,0.853714,0.996859,1.09603,1.29305,1.40145,1.37461,1.28423,1.12081,0.809669,1.87113
4305.3022,0.810672,0.785868,0.798886,0.845836,0.984191,1.08939,1.27453,1.39216,1.36164,1.27949,1.1152,0.811129,1.86697
4305.7847,0.797987,0.782314,0.790244,0.83806,0.972464,1.0795,1.25598,1.38306,1.3495,1.27288,1.11011,0.812372,1.86178
4306.2666,0.787428,0.781434,0.783891,0.829451,0.96023,1.06381,1.23749,1.37198,1.3391,1.26649,1.10625,0.813347,1.85623
4306.7485,0.778685,0.780996,0.778784,0.819072,0.946468,1.04259,1.21902,1.35711,1.33103,1.26144,1.10388,0.81441,1.84955
4307.231,0.769854,0.778487,0.773023,0.806643,0.931192,1.01867,1.20048,1.33804,1.32503,1.25717,1.10242,0.816098,1.84008
4307.7129,0.759212,0.772128,0.764941,0.792889,0.915383,0.995817,1.18165,1.31612,1.31987,1.25184,1.10052,0.818735,1.82678
4308.1953,0.746926,0.761534,0.754077,0.779316,0.900365,0.976879,1.16226,1.29384,1.31377,1.2437,1.09684,0.822188,1.81049
4308.6772,0.735254,0.747703,0.741462,0.767507,0.887068,0.962696,1.1421,1.27349,1.30517,1.23237,1.09118,0.825928,1.79411
4309.1592,0.72697,0.732433,0.729082,0.758354,0.875623,0.952247,1.12135,1.25586,1.2935,1.21918,1.08512,0.829277,1.7813
4309.6416,0.723171,0.717534,0.718824,0.751679,0.865421,0.943626,1.10079,1.24004,1.27957,1.20659,1.08135,0.831561,1.77463
4310.1235,0.722228,0.704317,0.711525,0.746467,0.855489,0.935116,1.08177,1.22423,1.26535,1.19694,1.08191,0.832105,1.77421
4310.6055,0.720815,0.693509,0.706665,0.74155,0.844933,0.925758,1.06569,1.20725,1.25315,1.1914,1.08661,0.830237,1.77756
4311.0879,0.716334,0.685451,0.702845,0.736275,0.833278,0.915288,1.05333,1.18949,1.24434,1.18955,1.09277,0.825575,1.78076
4311.5698,0.708901,0.680214,0.698709,0.730753,0.82062,0.903709,1.04419,1.17264,1.23858,1.18974,1.09659,0.818559,1.78009
4312.0522,0.701279,0.677489,0.693701,0.725546,0.80759,0.890905,1.03645,1.15847,1.23387,1.18977,1.09523,0.810807,1.77337
4312.5342,0.696745,0.676429,0.688185,0.721063,0.795133,0.876577,1.02752,1.14753,1.22759,1.18764,1.08823,0.804806,1.76054
4313.0161,0.696424,0.675753,0.682919,0.717115,0.784167,0.860546,1.01506,1.13859,1.21797,1.18196,1.07728,0.802819,1.74349
4313.4985,0.698141,0.674265,0.678339,0.712947,0.775263,0.843167,0.997956,1.12934,1.20498,1.17218,1.06494,0.805567,1.72526
4313.9805,0.697687,0.671491,0.674187,0.707695,0.768496,0.825497,0.976716,1.1177,1.19006,1.15854,1.05313,0.811559,1.70891
4314.4624,0.691631,0.667943,0.669714,0.700951,0.763542,0.809005,0.953233,1.10287,1.175,1.14204,1.04269,0.817643,1.69634
4314.9448,0.67969,0.664721,0.664228,0.693043,0.759902,0.794933,0.929971,1.08561,1.16075,1.12434,1.03377,0.820559,1.68763
4315.4268,0.665027,0.662681,0.65752,0.684874,0.757075,0.783708,0.909077,1.06768,1.14705,1.10754,1.02659,0.818559,1.68123
4315.9092,0.652389,0.661744,0.649878,0.677461,0.754557,0.774834,0.891804,1.05081,1.13314,1.09365,1.02169,0.812136,1.67493
4316.3911,0.645424,0.660863,0.641762,0.67142,0.751722,0.767323,0.878366,1.0359,1.11878,1.08383,1.01942,0.803485,1.66725
4316.873,0.644907,0.658635,0.633484,0.66664,0.74774,0.760319,0.86814,1.02278,1.10476,1.0778,1.01931,0.795199,1.65819
4317.3555,0.648758,0.654117,0.625142,0.662256,0.741737,0.753427,0.860007,1.01041,1.09246,1.07372,1.0199,0.789043,1.64884
4317.8374,0.653521,0.647309,0.616784,0.656911,0.733158,0.746523,0.852667,0.997502,1.08273,1.06902,1.0194,0.785477,1.64031
4318.3193,0.656148,0.639085,0.608584,0.649287,0.722153,0.739337,0.84491,0.98319,1.07502,1.06175,1.01659,0.783938,1.63269
4318.8018,0.655113,0.630749,0.600839,0.638752,0.70969,0.731282,0.835811,0.967422,1.06739,1.05168,1.01151,0.783463,1.62502
4319.2837,0.650531,0.623516,0.593863,0.625895,0.697224,0.721769,0.824864,0.950985,1.05748,1.04042,1.00519,0.783156,1.61618
4319.7661,0.643608,0.61809,0.58794,0.6126,0.686021,0.710772,0.811999,0.935114,1.04364,1.03028,0.998803,0.782342,1.60591
4320.248,0.6359,0.614357,0.58343,0.601458,0.676489,0.6991,0.797519,0.920896,1.02573,1.02257,0.992812,0.780523,1.59509
4320.73,0.628724,0.611268,0.580883,0.594681,0.667917,0.68808,0.781996,0.908792,1.005,1.01651,0.986698,0.777307,1.58497
4321.2124,0.622819,0.607132,0.580906,0.593022,0.658879,0.678822,0.766214,0.898512,0.983395,1.00966,0.97955,0.772387,1.57611
4321.6943,0.618267,0.600434,0.583727,0.595356,0.648136,0.671625,0.751124,0.889281,0.962808,0.999667,0.970985,0.765508,1.56792
4322.1763,0.614681,0.590911,0.588697,0.599199,0.635555,0.665907,0.737721,0.880269,0.944603,0.986046,0.961656,0.756469,1.55917
4322.6587,0.61155,0.580184,0.594176,0.601909,0.622466,0.66064,0.726769,0.870906,0.929553,0.970828,0.952883,0.745256,1.54898
4323.1406,0.608524,0.571292,0.598011,0.601834,0.61118,0.654872,0.718449,0.860923,0.917971,0.957372,0.945642,0.732348,1.5373
