Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb)
1849.8818,0.157128,0.148739,0.150939,0.155146,0.180111,0.210207,0.278919,0.355954,0.49787,0.608437,0.616942,0.529713,0.421998,0.291665
1850.364,0.152887,0.147783,0.150607,0.151934,0.175785,0.207532,0.273409,0.34609,0.489307,0.599403,0.609913,0.527955,0.418841,0.292728
1850.8461,0.147216,0.146698,0.149201,0.148904,0.171495,0.204503,0.267705,0.334548,0.480171,0.58988,0.602578,0.525603,0.413958,0.293645
1851.3282,0.141186,0.145032,0.146788,0.146224,0.167734,0.20117,0.261791,0.322587,0.469985,0.57955,0.594712,0.52276,0.408782,0.294563
1851.8103,0.136113,0.142718,0.143799,0.143932,0.164979,0.197864,0.255468,0.311789,0.458769,0.56829,0.58622,0.519713,0.40486,0.295759
1852.2925,0.132954,0.1401,0.140788,0.142023,0.16345,0.194929,0.248515,0.30317,0.446915,0.556114,0.577169,0.516656,0.40302,0.297411
1852.7745,0.13191,0.137718,0.138199,0.140592,0.162942,0.192413,0.240983,0.296756,0.434955,0.543295,0.567792,0.513506,0.402954,0.299444
1853.2567,0.132446,0.135976,0.13627,0.139851,0.162829,0.189916,0.23338,0.291811,0.423272,0.530423,0.558423,0.509948,0.403475,0.301553
1853.7388,0.133648,0.134896,0.135031,0.139961,0.162274,0.186729,0.226565,0.287392,0.411859,0.518219,0.549358,0.505664,0.403252,0.303363
1854.2209,0.134648,0.134068,0.134349,0.140774,0.160585,0.182274,0.221349,0.282804,0.400302,0.507137,0.540757,0.50058,0.401536,0.304569
1854.703,0.134922,0.132854,0.13397,0.141725,0.157549,0.176583,0.21805,0.277709,0.388073,0.497085,0.53265,0.49495,0.398486,0.304966
1855.1852,0.134362,0.130744,0.133596,0.142024,0.153529,0.1705,0.216253,0.271991,0.375003,0.487501,0.525005,0.489208,0.39493,0.304424
1855.6672,0.133173,0.127692,0.132974,0.141057,0.149275,0.16537,0.214972,0.26563,0.361591,0.477759,0.517768,0.48367,0.391745,0.302924
1856.1494,0.131674,0.124208,0.131991,0.13872,0.145527,0.162338,0.213115,0.258741,0.348886,0.46757,0.510805,0.478289,0.389269,0.300689
1856.6315,0.130103,0.121142,0.130696,0.135484,0.142689,0.161659,0.210004,0.251688,0.33797,0.457084,0.503835,0.472652,0.387111,0.298297
1857.1136,0.128512,0.119241,0.129232,0.13213,0.140728,0.162478,0.205667,0.245048,0.32936,0.446659,0.496481,0.466234,0.384471,0.296584
1857.5957,0.126769,0.118725,0.127711,0.129353,0.139327,0.163244,0.200738,0.239337,0.322743,0.436545,0.488468,0.458784,0.380754,0.296269
1858.0779,0.124698,0.119152,0.12613,0.127483,0.138143,0.162547,0.196053,0.234652,0.317191,0.426745,0.479826,0.450579,0.376079,0.297478
1858.5599,0.122273,0.119656,0.124368,0.126445,0.136987,0.159882,0.192174,0.230539,0.311719,0.41713,0.470906,0.442371,0.371314,0.299493
1859.0421,0.119739,0.119453,0.122304,0.125929,0.135831,0.155856,0.189129,0.226275,0.305799,0.407644,0.462129,0.43502,0.367578,0.300985
1859.5242,0.117551,0.118264,0.119931,0.125593,0.134701,0.151745,0.186484,0.221376,0.299511,0.39837,0.453653,0.429047,0.365511,0.300651
1860.0063,0.116133,0.116398,0.117397,0.125162,0.133585,0.148715,0.183652,0.215952,0.293312,0.389396,0.445233,0.424375,0.364812,0.297881
1860.4884,0.115612,0.114479,0.11494,0.124436,0.132441,0.147218,0.180238,0.210595,0.287648,0.380625,0.436403,0.420391,0.364344,0.293052
1860.9706,0.115709,0.113028,0.112774,0.123265,0.131269,0.14688,0.176214,0.205918,0.282669,0.371762,0.426852,0.416272,0.362756,0.287318
1861.4526,0.115871,0.112197,0.111013,0.121596,0.130148,0.146866,0.171929,0.202098,0.278155,0.362529,0.416727,0.411364,0.359227,0.282047
1861.9348,0.115604,0.111768,0.109658,0.11952,0.129179,0.146429,0.167967,0.198811,0.273645,0.352964,0.406633,0.405441,0.353888,0.278248
1862.4169,0.114764,0.11139,0.108636,0.11727,0.128362,0.14531,0.164944,0.195572,0.268627,0.343533,0.397337,0.39873,0.347659,0.276242
1862.899,0.113637,0.110837,0.107833,0.115106,0.127521,0.143769,0.163272,0.192201,0.262719,0.334901,0.389387,0.391744,0.341636,0.275683
1863.3811,0.112743,0.110135,0.1071,0.113171,0.126375,0.142286,0.162947,0.188991,0.255776,0.32751,0.382887,0.385004,0.33645,0.27581
1863.8633,0.112501,0.1095,0.10629,0.111412,0.124715,0.141183,0.163447,0.18646,0.247913,0.321257,0.377535,0.378835,0.332038,0.275759
1864.3453,0.112968,0.109188,0.105324,0.109659,0.122588,0.140393,0.163836,0.184914,0.239458,0.315531,0.372828,0.373291,0.327919,0.274802
1864.8275,0.113768,0.109344,0.10429,0.107783,0.120346,0.139509,0.163074,0.184171,0.230874,0.309598,0.368272,0.368252,0.32372,0.272509
1865.3096,0.114234,0.109921,0.103478,0.105824,0.118522,0.138041,0.160478,0.183636,0.222671,0.303073,0.363498,0.363575,0.319537,0.26887
1865.7917,0.113671,0.110692,0.103272,0.10398,0.117574,0.135722,0.156099,0.182672,0.215348,0.296196,0.358284,0.359214,0.315866,0.264325
1866.2738,0.111659,0.111344,0.103927,0.102469,0.117638,0.132683,0.150796,0.180968,0.209339,0.289691,0.352515,0.355193,0.313152,0.259656
1866.756,0.108251,0.11162,0.105356,0.101356,0.118413,0.129378,0.145901,0.178661,0.20497,0.284308,0.346132,0.351457,0.311294,0.255715
1867.238,0.104011,0.11142,0.107072,0.100498,0.119251,0.126345,0.142637,0.176123,0.202383,0.280331,0.3391,0.347693,0.309501,0.2531
1867.7202,0.0998949,0.110801,0.108352,0.0996666,0.119372,0.123942,0.141575,0.173604,0.201431,0.27732,0.331444,0.3433,0.306676,0.251909
1868.2023,0.0969471,0.109845,0.108563,0.098793,0.118156,0.122219,0.142339,0.170986,0.201548,0.274253,0.323357,0.337641,0.302173,0.251677
1868.6844,0.0958047,0.108506,0.107536,0.0981294,0.115465,0.120969,0.14371,0.167871,0.201785,0.27006,0.315332,0.330556,0.29649,0.251548
1869.1665,0.0962392,0.106583,0.105701,0.0981214,0.111823,0.119937,0.144269,0.164021,0.201184,0.264328,0.308095,0.322732,0.291164,0.250717
1869.6487,0.0972514,0.103946,0.103752,0.0989994,0.108175,0.119025,0.143263,0.159758,0.199325,0.25759,0.302265,0.315384,0.287636,0.248872
1870.1307,0.097797,0.100783,0.102093,0.100508,0.105348,0.118311,0.14093,0.155845,0.196474,0.25083,0.298012,0.309384,0.286135,0.246208
1870.6129,0.0974261,0.09761,0.100617,0.102053,0.103698,0.117893,0.138075,0.152982,0.193205,0.244767,0.295045,0.304763,0.285711,0.243053
1871.095,0.0963208,0.0950534,0.0989172,0.10305,0.10315,0.117774,0.135475,0.151408,0.189968,0.239569,0.292815,0.300925,0.285086,0.239565
1871.5771,0.0949477,0.0935987,0.0966219,0.103158,0.103394,0.117833,0.1336,0.150828,0.186968,0.235001,0.290682,0.297171,0.283373,0.235747
1872.0592,0.0936975,0.0934071,0.0936309,0.102366,0.10402,0.117872,0.132568,0.150553,0.184242,0.230675,0.28799,0.293124,0.280323,0.231647
1872.5414,0.0926892,0.0942392,0.0902212,0.100943,0.104607,0.11768,0.132158,0.149812,0.181772,0.226263,0.284131,0.288878,0.2762,0.227565
1873.0234,0.0917964,0.0955514,0.0869911,0.0992884,0.104804,0.11709,0.131858,0.148134,0.179479,0.221624,0.27868,0.284849,0.271471,0.224048
1873.5056,0.0908605,0.0967513,0.0846497,0.0977327,0.104394,0.116046,0.130997,0.145604,0.177157,0.216854,0.271536,0.28138,0.266502,0.221621
1873.9877,0.0899237,0.0974509,0.0837503,0.0964003,0.103312,0.114625,0.128996,0.142755,0.174486,0.212233,0.262987,0.278373,0.261471,0.22041
1874.4698,0.0892725,0.0975416,0.0845078,0.0952151,0.101599,0.113027,0.125635,0.140152,0.171205,0.208094,0.253656,0.275253,0.256514,0.219944
1874.9519,0.0892469,0.0970797,0.0867595,0.0940113,0.0993648,0.111515,0.121223,0.13798,0.167393,0.204662,0.244379,0.27131,0.251892,0.219323
1875.4341,0.0899691,0.0961368,0.0900333,0.092649,0.0968017,0.110315,0.116575,0.135944,0.163606,0.201918,0.236031,0.266191,0.247958,0.217666
1875.9161,0.0912085,0.0947507,0.0936695,0.0910752,0.0942044,0.109503,0.112751,0.133556,0.160678,0.199543,0.229329,0.260214,0.244915,0.214577
1876.3983,0.092489,0.092989,0.0969598,0.0893356,0.0919423,0.108948,0.110635,0.130569,0.159238,0.197005,0.224619,0.254275,0.242595,0.210328
1876.8804,0.0933503,0.0910314,0.0992761,0.0875673,0.0903484,0.108372,0.110531,0.12724,0.159238,0.193783,0.221739,0.249375,0.240465,0.205652
1877.3625,0.0935607,0.0891697,0.100176,0.0859794,0.0895808,0.107502,0.111995,0.124208,0.159851,0.189634,0.220034,0.246047,0.237915,0.201291
1877.8446,0.0931438,0.0877018,0.0994908,0.0848005,0.0895547,0.106225,0.114009,0.122094,0.159854,0.184765,0.218543,0.244046,0.234607,0.19762
1878.3268,0.0922474,0.086782,0.097381,0.0841881,0.0899965,0.104655,0.115431,0.121125,0.158265,0.179787,0.216306,0.242463,0.230643,0.194578
1878.8088,0.0909985,0.0863212,0.0943121,0.0841369,0.0905841,0.103042,0.115508,0.121045,0.15485,0.175436,0.212709,0.240217,0.226449,0.191889
1879.291,0.0894648,0.086011,0.0908987,0.0844542,0.0910738,0.101614,0.114186,0.121345,0.150205,0.172195,0.207708,0.236631,0.222467,0.189368
1879.7731,0.0877226,0.0854742,0.0876493,0.0848346,0.0913343,0.100443,0.112041,0.121628,0.1454,0.170024,0.201825,0.231763,0.218902,0.187067
1880.2552,0.0859366,0.084477,0.084752,0.0849974,0.0912967,0.0994354,0.109869,0.121817,0.141426,0.168366,0.195911,0.226305,0.215669,0.185171
1880.7373,0.0843616,0.0830909,0.0820632,0.0847987,0.0909061,0.0984486,0.108215,0.122085,0.13877,0.166444,0.190775,0.221122,0.212517,0.183756
1881.2195,0.0832672,0.0816986,0.0793437,0.084255,0.0901389,0.0974276,0.107133,0.122599,0.137277,0.163684,0.186863,0.216741,0.209234,0.182617
1881.7015,0.0828565,0.0808131,0.0765954,0.0834819,0.0890659,0.0964603,0.106341,0.123281,0.136336,0.160011,0.184136,0.213108,0.20575,0.18132
1882.1837,0.0832354,0.0807864,0.0742401,0.0826115,0.0878719,0.0957008,0.105604,0.123771,0.135225,0.155866,0.182174,0.209747,0.202131,0.179419
1882.6658,0.0844112,0.0815703,0.072961,0.0817464,0.0867789,0.0952212,0.105038,0.12358,0.133473,0.151934,0.180416,0.206163,0.198505,0.176714
1883.1479,0.0862622,0.0826834,0.0732626,0.0809605,0.0859122,0.0949105,0.105062,0.12232,0.131091,0.148778,0.178406,0.202197,0.194976,0.173367
1883.63,0.0884661,0.0834368,0.0750319,0.0803138,0.0852211,0.094517,0.106019,0.11987,0.128568,0.146582,0.175932,0.198091,0.191588,0.169822
1884.1122,0.0904639,0.0833051,0.0774335,0.0798482,0.0845374,0.0938244,0.10773,0.116427,0.126611,0.145142,0.173046,0.194231,0.18833,0.166572
1884.5942,0.0915647,0.0822206,0.0792773,0.0795626,0.0837362,0.0928383,0.109386,0.112447,0.12572,0.14409,0.169971,0.190786,0.185168,0.1639
1885.0764,0.0912148,0.0805974,0.0796714,0.0793973,0.0828677,0.0918241,0.109908,0.108531,0.125827,0.14316,0.166967,0.187534,0.182085,0.161731
1885.5585,0.0893074,0.0790676,0.0785489,0.0792541,0.0821431,0.0911287,0.108588,0.105288,0.126236,0.142297,0.164214,0.184016,0.179095,0.159671
1886.0406,0.0863051,0.0781055,0.0767053,0.0790487,0.0817878,0.0908963,0.105553,0.103153,0.125978,0.14156,0.161755,0.17988,0.176218,0.157229
1886.5227,0.0830352,0.0777968,0.075307,0.0787639,0.0818949,0.0909057,0.101671,0.102231,0.124378,0.140917,0.159518,0.175133,0.173418,0.154075
1887.0049,0.0802761,0.0778858,0.0752215,0.0784666,0.0824023,0.0906706,0.0980135,0.102235,0.121443,0.140138,0.157388,0.170113,0.170556,0.15021
1887.4869,0.078418,0.0780034,0.0765869,0.0782835,0.0831723,0.0897311,0.0953044,0.102577,0.117853,0.138865,0.155264,0.165267,0.167412,0.145962
1887.9691,0.0773822,0.077886,0.0787607,0.0783507,0.0840551,0.0879403,0.0937102,0.102579,0.114606,0.136794,0.153063,0.16096,0.163786,0.14187
1888.4512,0.0767881,0.0774814,0.0805639,0.0787446,0.0848577,0.0856042,0.092989,0.101737,0.112516,0.133862,0.150698,0.157409,0.159663,0.138499
1888.9333,0.0762682,0.076936,0.0807747,0.0794027,0.0852761,0.0833803,0.0927927,0.10001,0.11173,0.130342,0.148075,0.15471,0.155344,0.136189
1889.4154,0.0757767,0.0764848,0.0788088,0.0800809,0.0849514,0.0819069,0.0929003,0.0979258,0.111574,0.126736,0.145183,0.152832,0.151377,0.134809
1889.8976,0.0756424,0.0762942,0.0751714,0.0804252,0.0837195,0.0813695,0.0932172,0.0962773,0.110997,0.123478,0.142194,0.15155,0.1482,0.133725
1890.3796,0.0762538,0.0763623,0.0711588,0.0801341,0.0818351,0.081423,0.0935897,0.0955585,0.109411,0.120702,0.139454,0.15044,0.145782,0.132139
1890.8618,0.077653,0.0765548,0.0680333,0.0790712,0.0798878,0.0815548,0.0936847,0.0956583,0.107099,0.118313,0.137287,0.149003,0.143638,0.129525
1891.3439,0.0793992,0.0767185,0.0664485,0.0772634,0.0784701,0.0814733,0.0930821,0.0960452,0.10489,0.116229,0.135775,0.146857,0.141187,0.125822
1891.826,0.0807419,0.0767831,0.0664267,0.0748702,0.0778682,0.0811983,0.0914857,0.0961547,0.103514,0.114515,0.13464,0.143877,0.138105,0.121362
1892.3081,0.0809598,0.0768207,0.0676185,0.0721976,0.0779392,0.0809147,0.0889025,0.0956701,0.103142,0.113298,0.133296,0.140244,0.134498,0.116722
1892.7903,0.079725,0.0770539,0.0695538,0.0697283,0.0782139,0.0807879,0.0857058,0.0946032,0.103292,0.112579,0.131086,0.136382,0.130832,0.112552
1893.2723,0.0773355,0.0777796,0.0717707,0.0680803,0.078185,0.0808811,0.0825569,0.0931973,0.103151,0.112103,0.127637,0.132781,0.127693,0.109383
1893.7545,0.0746486,0.0791946,0.0738218,0.0678359,0.0776278,0.0811953,0.0802257,0.091737,0.102116,0.111456,0.123139,0.129802,0.125463,0.107459
1894.2366,0.0726965,0.0811847,0.0752476,0.0692707,0.0767329,0.081746,0.0793823,0.090387,0.100232,0.110324,0.118346,0.127554,0.124103,0.106648
1894.7188,0.0721781,0.0832121,0.07565,0.0721124,0.0759411,0.0825507,0.0803945,0.0891511,0.0981861,0.10876,0.114232,0.125913,0.123164,0.106504
1895.2008,0.0731286,0.0844465,0.074916,0.0755102,0.0756034,0.0835044,0.0831341,0.087946,0.0968325,0.107193,0.111488,0.124634,0.122029,0.106458
1895.683,0.0749811,0.0841516,0.0734241,0.0783325,0.0757425,0.0842732,0.0868755,0.086707,0.096591,0.106133,0.110161,0.123457,0.120259,0.106053
1896.165,0.0769688,0.0821047,0.0719608,0.0796679,0.0761126,0.0843692,0.0904256,0.0854517,0.0971796,0.105779,0.109724,0.122189,0.117807,0.105094
1896.6472,0.0785473,0.0787516,0.0712967,0.0792075,0.0764644,0.0834061,0.0925065,0.0842867,0.0978589,0.105851,0.109465,0.120735,0.114999,0.103636
1897.1293,0.0795562,0.0750058,0.0717015,0.0772977,0.0767361,0.0813621,0.0922219,0.0833888,0.0979116,0.105785,0.108901,0.119119,0.112315,0.101832
1897.6115,0.0801194,0.0718495,0.0727365,0.0747346,0.0770072,0.0786786,0.0894091,0.0829702,0.0969802,0.105094,0.107946,0.117476,0.110158,0.0997914
1898.0935,0.0804644,0.0699367,0.0734731,0.0724702,0.0772954,0.0761319,0.0847452,0.0832085,0.095127,0.103675,0.106831,0.115977,0.108678,0.0975322
1898.5757,0.0807969,0.0693505,0.0730472,0.0713102,0.0774077,0.074513,0.0795226,0.0841395,0.0927006,0.101875,0.105907,0.114697,0.107716,0.0950233
1899.0577,0.0812445,0.069629,0.0712376,0.0716321,0.0770184,0.0742538,0.0751156,0.0855724,0.0901544,0.100284,0.105448,0.113487,0.106877,0.0922664
1899.5399,0.0818216,0.0700713,0.068666,0.0732006,0.0759476,0.0752079,0.0723865,0.087109,0.0879182,0.0993793,0.105532,0.11197,0.105707,0.0893483
1900.022,0.0823959,0.0701469,0.0664459,0.0751875,0.074415,0.0767247,0.0713923,0.0882843,0.0863415,0.0992603,0.106021,0.109717,0.103905,0.0864342
1900.5042,0.0826936,0.0697451,0.0655135,0.0764581,0.0730243,0.0779632,0.0715529,0.0887479,0.0856555,0.0996358,0.106619,0.106505,0.10145,0.0837228
1900.9862,0.0823963,0.0691229,0.066093,0.0760695,0.0724349,0.0782618,0.0721122,0.0883827,0.0859075,0.100036,0.106966,0.102504,0.0985861,0.0813993
1901.4684,0.0813125,0.0686267,0.0676251,0.0737829,0.072921,0.0773913,0.0725726,0.0873091,0.0868924,0.100076,0.106746,0.0982514,0.0956963,0.0796061
1901.9504,0.0795155,0.0684062,0.0691732,0.0702865,0.0741381,0.0755988,0.0728614,0.0857988,0.0881611,0.0995878,0.105779,0.0944291,0.093118,0.0784198
1902.4326,0.0773348,0.0683267,0.0700138,0.066913,0.0752885,0.0734569,0.0731994,0.0841643,0.0891485,0.0985897,0.104069,0.0915865,0.0910098,0.0778224
1902.9147,0.0751915,0.0681276,0.0700209,0.0649436,0.0755922,0.07161,0.0738295,0.0826786,0.0893773,0.0971448,0.10179,0.0899766,0.0893183,0.0776686
1903.3969,0.0733973,0.0676895,0.0696304,0.0648951,0.0747478,0.0705334,0.0748099,0.0815286,0.0886384,0.0952736,0.099228,0.0895744,0.0878473,0.0776718
1903.8789,0.0720548,0.0672006,0.0694597,0.0662437,0.0730761,0.0703817,0.0759811,0.08078,0.0870657,0.0929807,0.0967033,0.0901993,0.0863799,0.0774449
1904.3611,0.0711111,0.0670882,0.0698657,0.0677912,0.071268,0.070964,0.0770751,0.0803572,0.0850695,0.0903445,0.0944928,0.0916115,0.0848021,0.0766066
1904.8431,0.0704921,0.0677524,0.0707326,0.0684447,0.0699301,0.0718493,0.077855,0.0800738,0.0831527,0.0875637,0.0927544,0.0935078,0.083179,0.0749255
1905.3253,0.0701945,0.0692805,0.0716087,0.0678638,0.0692588,0.0725608,0.0781923,0.0797324,0.0816912,0.0849044,0.0914792,0.0954484,0.0817482,0.0724312
1905.8074,0.0702697,0.0713282,0.072059,0.0665352,0.0690445,0.0727742,0.0780702,0.0792451,0.0807813,0.0826033,0.0904947,0.0968237,0.0808169,0.0694405
1906.2896,0.0707367,0.0732353,0.0719699,0.0652846,0.0689348,0.0724358,0.0775616,0.0786865,0.0802303,0.0808235,0.0895334,0.096957,0.0805869,0.066481
1906.7716,0.0715093,0.074313,0.0716046,0.0646403,0.0687112,0.071752,0.0768207,0.0782265,0.0797025,0.0796984,0.0883532,0.0953522,0.0809799,0.0641299
1907.2538,0.0723915,0.0741659,0.0713878,0.0645179,0.06838,0.0710577,0.0760667,0.077979,0.0789566,0.0793941,0.0868614,0.0919731,0.0815707,0.0628077
1907.7358,0.0731335,0.0728932,0.0715689,0.0644253,0.0680615,0.0706267,0.0755101,0.0778767,0.0780452,0.0800825,0.0851718,0.0873735,0.0817167,0.0625956
1908.218,0.0735111,0.0710672,0.071994,0.0639828,0.0678238,0.070523,0.0752203,0.0776833,0.0773299,0.0817823,0.0835494,0.0825484,0.0808637,0.0631672
1908.7001,0.0734082,0.0694866,0.0721384,0.0633191,0.06763,0.0705765,0.0750122,0.0771577,0.07726,0.0841615,0.0822629,0.0785375,0.0788712,0.0638938
1909.1823,0.0728921,0.0688124,0.0713826,0.063014,0.067435,0.0704936,0.0744774,0.076271,0.0780256,0.0864881,0.0814266,0.0759732,0.0761466,0.0641091
1909.6643,0.0722445,0.0692582,0.0693666,0.0636187,0.067308,0.0700395,0.0732181,0.0753188,0.07932,0.0878649,0.080926,0.0748223,0.0734565,0.0634305
1910.1465,0.0718784,0.0705019,0.0662136,0.0651312,0.0674242,0.0691855,0.071178,0.0748224,0.0804308,0.0876781,0.0804756,0.0744887,0.0714875,0.0619622
1910.6285,0.0721186,0.0718761,0.0625049,0.0668628,0.0678979,0.0681372,0.0688197,0.0752464,0.0806556,0.0859652,0.0797735,0.0742259,0.0704378,0.0602282
1911.1107,0.0729604,0.0727208,0.059057,0.0678231,0.0686092,0.0672339,0.066956,0.0767011,0.0797589,0.0834048,0.0786538,0.0735782,0.0699315,0.0588536
1911.5928,0.0739911,0.0726716,0.0566516,0.0673268,0.0692033,0.0667862,0.0663048,0.0788088,0.0781262,0.0809154,0.0771486,0.072554,0.0693022,0.0581926
1912.075,0.074563,0.0717409,0.0558333,0.0654006,0.0692891,0.0669331,0.0670588,0.0808015,0.0765069,0.0791494,0.0754566,0.0714668,0.0680148,0.0581423
1912.557,0.0741301,0.0702148,0.0567786,0.0627829,0.0686979,0.0675614,0.0687429,0.081795,0.0755368,0.0782026,0.0738719,0.0706248,0.0659453,0.0582308
1913.0392,0.0725543,0.0684847,0.0592088,0.0605799,0.0676247,0.0683065,0.0704393,0.0811437,0.0753372,0.0776703,0.0727183,0.0701096,0.0633969,0.0579111
1913.5212,0.0702031,0.0669018,0.0623938,0.059756,0.0665541,0.068662,0.0712662,0.0787609,0.0754252,0.0769763,0.0722876,0.0697707,0.0608975,0.056899
1914.0034,0.0677681,0.0656787,0.0653587,0.0606728,0.0659867,0.0682056,0.0708561,0.0752397,0.075007,0.0757736,0.0727567,0.0694048,0.0589144,0.0553662
1914.4855,0.0659026,0.0648404,0.0673083,0.0629206,0.0661248,0.0668591,0.069526,0.0716209,0.0735024,0.0741734,0.0740944,0.0689568,0.0576445,0.0538474
1914.9677,0.0649332,0.0642408,0.0680343,0.0655743,0.0667323,0.0649985,0.0680019,0.0688725,0.0709422,0.0726493,0.0760138,0.0685684,0.0569923,0.0528998
1915.4497,0.0648479,0.063656,0.0679858,0.0677128,0.0672619,0.0633061,0.0669147,0.0674287,0.0679585,0.0717129,0.0780118,0.0684464,0.0567162,0.0527599
1915.9319,0.0654891,0.0629289,0.0679424,0.068836,0.067126,0.062458,0.0664557,0.0670987,0.0654429,0.071615,0.0794654,0.068686,0.0565946,0.0532256
1916.4139,0.0667122,0.0621129,0.0685251,0.068971,0.0659415,0.0628211,0.0663706,0.0673299,0.0641563,0.0722293,0.0797453,0.0691879,0.0564898,0.0537742
1916.8961,0.0683454,0.0615543,0.0697998,0.0685112,0.0637074,0.0642472,0.0662004,0.0675975,0.0644568,0.0731073,0.0783854,0.0696964,0.0562981,0.0538055
1917.3782,0.0700092,0.0618067,0.0711666,0.0679151,0.0609173,0.0660299,0.0656132,0.0677108,0.0661529,0.0736653,0.0753668,0.0699157,0.0558614,0.0529406
1917.8604,0.0710602,0.0632885,0.0717208,0.0674031,0.0584769,0.0671855,0.06466,0.0678573,0.0685475,0.07349,0.0713771,0.0696425,0.0549606,0.0512851
1918.3424,0.070905,0.0658641,0.0709886,0.0668673,0.0572767,0.0670643,0.0637417,0.0683108,0.070786,0.0725989,0.067653,0.0688301,0.0534612,0.0494304
1918.8246,0.0694708,0.0688211,0.0693682,0.0661122,0.057669,0.0657978,0.0632632,0.0690652,0.072321,0.0713774,0.0653075,0.067534,0.0514944,0.0480736
1919.3066,0.0672941,0.0713366,0.0677741,0.0651674,0.05936,0.0640984,0.0633217,0.0698072,0.0730523,0.0702207,0.0647543,0.0658256,0.0494687,0.0475859
1919.7888,0.0651594,0.072926,0.0669448,0.0643407,0.0617342,0.062696,0.0637065,0.0702051,0.0730791,0.069261,0.0657178,0.0637918,0.0479107,0.0478952
1920.2709,0.0636943,0.0735265,0.0670731,0.0640324,0.064193,0.0619689,0.0640912,0.0701621,0.07243,0.0683723,0.0675714,0.0616009,0.0472857,0.0486167
1920.7531,0.0631643,0.0733318,0.0678332,0.0645085,0.0662939,0.06189,0.0642097,0.0698499,0.0710181,0.0673389,0.0695935,0.0595393,0.0478629,0.0492092
1921.2351,0.0634444,0.072589,0.0685931,0.0657473,0.0677616,0.0621416,0.0639578,0.0695634,0.0688112,0.0660402,0.0710746,0.0579504,0.0496139,0.0491154
1921.7173,0.0641252,0.0714633,0.0686872,0.0673952,0.0684777,0.0623048,0.063433,0.0695,0.0660837,0.0645719,0.0714046,0.0570804,0.052164,0.0479577
1922.1993,0.0647442,0.0700212,0.0676907,0.068861,0.0684747,0.0620845,0.0628918,0.0696017,0.0635333,0.0632375,0.0702443,0.0569177,0.0548698,0.04578
1922.6815,0.0650654,0.068335,0.0655883,0.069531,0.0679039,0.0614806,0.0626025,0.0695969,0.0620531,0.0623825,0.0677176,0.0571756,0.057043,0.0431446
1923.1636,0.0652125,0.0666107,0.0627223,0.0689987,0.0669583,0.0607714,0.0626608,0.0692309,0.0622139,0.0621741,0.0644272,0.0574751,0.0581937,0.0408778
1923.6458,0.0655237,0.0651865,0.0595581,0.0671762,0.0657903,0.0603002,0.0629257,0.0684639,0.0638743,0.0625151,0.0611928,0.0575717,0.058115,0.0395781
1924.1278,0.0662498,0.0643778,0.0564775,0.0642665,0.0644869,0.0602487,0.0631352,0.0674489,0.066278,0.0631512,0.058689,0.0574128,0.0568033,0.039291
1924.61,0.0673468,0.0643024,0.0537488,0.0606885,0.0631147,0.0605704,0.0630923,0.0663648,0.0685111,0.0638362,0.0572445,0.0570198,0.0543876,0.0395911
1925.092,0.068477,0.0648148,0.051619,0.0570096,0.0617832,0.0610741,0.0627682,0.0653111,0.0699313,0.0644053,0.0568694,0.0563721,0.0511759,0.0399206
1925.5742,0.069171,0.0655634,0.0503764,0.0538543,0.0606698,0.061545,0.0622763,0.0643443,0.070341,0.064748,0.0573856,0.0554206,0.0477448,0.0399018
1926.0563,0.0690587,0.0661199,0.0502869,0.0517495,0.0599753,0.0618217,0.0617604,0.0635683,0.0699153,0.0647622,0.0585316,0.0542053,0.0449009,0.0394598
1926.5385,0.0680697,0.0661208,0.0514206,0.0509451,0.0598181,0.0618197,0.0612803,0.0631447,0.0689961,0.0643653,0.0599992,0.0529478,0.043416,0.0387421
1927.0205,0.0664947,0.0653693,0.0535029,0.0513297,0.0601264,0.0615295,0.0607745,0.0631735,0.0678847,0.0635625,0.0614367,0.0519983,0.0436384,0.0379385
1927.5027,0.0648461,0.0638714,0.0559504,0.0525244,0.0606172,0.0610188,0.0601233,0.0635447,0.0667453,0.0625024,0.0624768,0.0516419,0.0452515,0.0371569
1927.9847,0.0635943,0.0618242,0.0581228,0.0540864,0.0609022,0.0604411,0.059257,0.063928,0.0656447,0.0614434,0.0628188,0.0519102,0.0473894,0.0364468
1928.4669,0.0629543,0.059594,0.0596435,0.0556635,0.060674,0.0600182,0.0582262,0.0639529,0.0646484,0.0606283,0.0623307,0.0525565,0.049046,0.0359072
1928.949,0.0628508,0.0576786,0.0605677,0.0570205,0.059873,0.0599682,0.0571967,0.0634493,0.0638645,0.0601455,0.0611075,0.0532134,0.0495176,0.0357267
1929.4312,0.0630565,0.0566057,0.0612791,0.0580067,0.0587453,0.0603978,0.056401,0.0625487,0.0633997,0.0598702,0.0594376,0.05361,0.0486456,0.0360706
1929.9132,0.0633903,0.0567383,0.0621742,0.0585709,0.0577561,0.0612269,0.0560916,0.0615538,0.0632764,0.0595311,0.0576871,0.0536917,0.0467892,0.0368858
