Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
1495.5261,0.0185718,0.0346372,0.0295501,0.025004,0.0310542,0.0179041,0.0423664,0.0340418,0.0303089,0.0151993,0.0233122,0.0325156,0.0180766,-1.17549e-38,0.0199169
1496.0082,0.0186555,0.0351252,0.0336509,0.0251035,0.0354501,0.0192549,0.0404965,0.0335004,0.0281943,0.0200739,0.0239161,0.0314373,0.0176802,0.00277909,0.0198722
1496.4904,0.0190515,0.034931,0.036715,0.027265,0.0391997,0.0213914,0.0365868,0.0327052,0.0262494,0.026128,0.022872,0.0284349,0.0168057,0.00780038,0.0163605
1496.9724,0.0192458,0.0334338,0.03795,0.0308916,0.0404518,0.0236958,0.0323202,0.0322633,0.0255906,0.031249,0.0205864,0.0250599,0.0157629,0.0127769,0.0104782
1497.4546,0.0191605,0.0307454,0.037783,0.0345808,0.0388498,0.0259661,0.0290958,0.0324606,0.0262143,0.03392,0.0181832,0.0228303,0.0147682,0.0160468,0.00432398
1497.9366,0.0191864,0.027532,0.0372863,0.0371309,0.0352982,0.0281964,0.027428,0.0332898,0.0272086,0.0337786,0.0169628,0.0224993,0.0139733,0.0170997,-1.17549e-38
1498.4188,0.0199433,0.0247101,0.0373851,0.0381241,0.0311883,0.0302558,0.0271181,0.034619,0.0276014,0.0314483,0.0178023,0.0238913,0.0135479,0.0163074,-1.17549e-38
1498.9009,0.0219262,0.0232019,0.0383632,0.0379329,0.0278263,0.0318536,0.0276447,0.0362463,0.0270872,0.0281817,0.0206162,0.0260353,0.0136753,0.0144402,-1.17549e-38
1499.3831,0.0251817,0.0236049,0.039772,0.0372619,0.0260644,0.0328126,0.0285005,0.03785,0.026212,0.0253386,0.0242016,0.0275962,0.0144312,0.0122736,-1.17549e-38
1499.8651,0.029269,0.0258749,0.0407748,0.0364869,0.0261136,0.033329,0.0294194,0.0389813,0.0258656,0.0237322,0.0268963,0.0275939,0.0156579,0.0103132,0.00159347
1500.3473,0.0335515,0.0293244,0.0406575,0.0353567,0.0276336,0.033873,0.0303987,0.0391622,0.0265213,0.023317,0.0276431,0.0259237,0.0169753,0.0087401,0.00420388
1500.8293,0.0374822,0.0329216,0.0391071,0.0333318,0.0299542,0.0348144,0.0315214,0.0380277,0.027914,0.0234665,0.0265064,0.0233146,0.0179186,0.00757956,0.00656431
1501.3115,0.0406361,0.0356348,0.0362394,0.0302201,0.0322074,0.036127,0.0327307,0.0354789,0.0292705,0.023497,0.0243985,0.020947,0.0181219,0.00689846,0.00843451
1501.7936,0.0426249,0.0367553,0.0325975,0.0266048,0.0334484,0.0373725,0.0337073,0.0318387,0.0297745,0.0230696,0.0224397,0.0199905,0.0175213,0.00685466,0.00966712
1502.2758,0.0431182,0.0362089,0.0291165,0.0237092,0.0329783,0.0379758,0.0339484,0.027878,0.0290025,0.0223428,0.0213476,0.021102,0.0165033,0.00757596,0.0103142
1502.7578,0.0419903,0.034631,0.0268693,0.0226742,0.0307649,0.0376236,0.0330433,0.0245317,0.027111,0.0218308,0.0211691,0.0240597,0.01581,0.00899338,0.0106976
1503.24,0.0393883,0.0329937,0.0266402,0.0238194,0.0275306,0.0364602,0.030944,0.0224211,0.024649,0.0220591,0.0215351,0.0278683,0.0161572,0.0108074,0.0112429
1503.722,0.035604,0.0320293,0.0286408,0.0265442,0.024363,0.0349275,0.0280259,0.0215663,0.0221982,0.0232811,0.0221659,0.0312793,0.0178332,0.0126174,0.0121626
1504.2042,0.0308996,0.0318858,0.0324892,0.0297961,0.0222186,0.0334655,0.0249883,0.0214397,0.0201863,0.0254043,0.0231441,0.0332736,0.0205042,0.014066,0.0132291
1504.6863,0.0255099,0.0321023,0.0372332,0.0325683,0.0216407,0.0323322,0.0227777,0.0211704,0.0189565,0.0280092,0.0247577,0.0332871,0.0231548,0.0148881,0.0137301
1505.1685,0.0199618,0.0317916,0.041248,0.0341696,0.0226441,0.0315793,0.0225113,0.0198052,0.0188997,0.0303134,0.0269841,0.0313534,0.0240947,0.014895,0.012636
1505.6505,0.0156411,0.0301281,0.0423286,0.0343578,0.0246295,0.0311239,0.0250504,0.016846,0.0203291,0.0311888,0.0288479,0.028332,0.0214369,0.014001,0.0091956
1506.1327,0.0148388,0.0273033,0.0388647,0.0334051,0.0265141,0.0308959,0.029939,0.0131433,0.022879,0.0296847,0.0285082,0.0258258,0.0147374,0.0123781,0.0040308
1506.6147,0.0190103,0.0250239,0.0318754,0.031887,0.0274685,0.0310063,0.0348552,0.0109593,0.0251043,0.0260746,0.0251035,0.0250323,0.00663232,0.0105815,-1.17549e-38
1507.0969,0.0267014,0.0250458,0.024713,0.0301929,0.0276405,0.0317091,0.0374414,0.012011,0.0255459,0.02192,0.0203968,0.0254982,0.00104098,0.0092807,-1.17549e-38
1507.579,0.0346005,0.0274125,0.0199201,0.0284033,0.0277161,0.0331416,0.037443,0.0159264,0.0241554,0.0186427,0.0171025,0.0258594,-1.17549e-38,0.00882219,-1.17549e-38
