Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb)
1481.5447,0.00368681,-1.17549e-38,0.00582016,0.00701959,0.0120369,-1.17549e-38,0.00603632,0.0127118,0.0108245,0.0181104,0.0121405,0.0149067,0.00328818,0.00408653,0.00770851
1482.0269,0.0043319,0.00109648,0.00672831,0.00774728,0.0125651,-1.17549e-38,0.00187221,0.0117554,0.00650492,0.0192985,0.0111212,0.0135433,0.00193794,0.00279275,0.0076568
1482.5089,0.0034627,0.00388438,0.00718496,0.00697725,0.0118223,-1.17549e-38,-1.17549e-38,0.00978143,0.00298118,0.0190574,0.0104945,0.0116965,0.00206542,0.0018446,0.00691476
1482.9911,0.00184447,0.00621433,0.00709505,0.00457189,0.0100821,0.002884,-1.17549e-38,0.00759233,0.000342968,0.0173494,0.00994799,0.00952127,0.00336942,0.00104525,0.0055274
1483.4731,0.00042622,0.0071314,0.00633015,0.00124651,0.00826303,0.00546148,-1.17549e-38,0.0060715,-1.17549e-38,0.0146588,0.00929242,0.00754158,0.00533832,0.000517475,0.00365259
1483.9553,-1.17549e-38,0.00610244,0.00477395,-1.17549e-38,0.00730466,0.00658932,-1.17549e-38,0.00572562,-1.17549e-38,0.0117756,0.00849577,0.0063254,0.00734045,0.00060249,0.00147558
1484.4374,0.000185964,0.00315369,0.00247135,-1.17549e-38,0.00755622,0.00587186,-1.17549e-38,0.00647422,-1.17549e-38,0.0095068,0.00757261,0.00612297,0.0087706,0.00152081,-1.17549e-38
1484.9196,0.000921275,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00856009,0.00358596,-1.17549e-38,0.00773476,-1.17549e-38,0.00842894,0.00645673,0.00671018,0.00919964,0.00308043,-1.17549e-38
1485.4016,0.00137943,-1.17549e-38,-1.17549e-38,0.00171189,0.00931059,0.000531574,-1.17549e-38,0.00869515,0.00123642,0.00873891,0.00498406,0.00749939,0.00845056,0.00468247,-1.17549e-38
1485.8838,0.00112272,-1.17549e-38,-1.17549e-38,0.0062954,0.00878981,-1.17549e-38,-1.17549e-38,0.0086257,0.00326969,0.0101665,0.00301801,0.00780812,0.0065911,0.00563339,-1.17549e-38
1486.3658,0.00023681,-1.17549e-38,-1.17549e-38,0.0103275,0.00653437,-1.17549e-38,0.00342627,0.00716051,0.00392329,0.0119297,0.000641704,0.0071637,0.0038969,0.00557,-1.17549e-38
1486.848,-1.17549e-38,-1.17549e-38,0.000804056,0.012122,0.0029815,-1.17549e-38,0.00712993,0.00449034,0.00224562,0.0128746,-1.17549e-38,0.00555118,0.000814243,0.00470606,-1.17549e-38
1487.3301,-1.17549e-38,-1.17549e-38,0.00472487,0.0108386,-1.17549e-38,-1.17549e-38,0.0083257,0.00131313,-1.17549e-38,0.0119696,-1.17549e-38,0.00345054,-1.17549e-38,0.00363979,-1.17549e-38
1487.8123,-1.17549e-38,-1.17549e-38,0.00772799,0.00692433,-1.17549e-38,0.00157748,0.0069472,-1.17549e-38,-1.17549e-38,0.00893387,-1.17549e-38,0.0015601,-1.17549e-38,0.00281699,-1.17549e-38
1488.2943,-1.17549e-38,-1.17549e-38,0.00863061,0.0017409,-1.17549e-38,0.00425217,0.00410203,-1.17549e-38,-1.17549e-38,0.00448947,-1.17549e-38,0.000408282,-1.17549e-38,0.00216521,-1.17549e-38
1488.7765,-1.17549e-38,0.00329488,0.00743761,-1.17549e-38,-1.17549e-38,0.00577255,0.00113215,-1.17549e-38,-1.17549e-38,0.000107495,-1.17549e-38,0.000170763,-1.17549e-38,0.00122139,-1.17549e-38
1489.2585,-1.17549e-38,0.00576884,0.00531946,-1.17549e-38,-1.17549e-38,0.00557968,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.000727536,-1.17549e-38,-1.17549e-38,-1.17549e-38
1489.7407,-1.17549e-38,0.00655074,0.00403285,-1.17549e-38,-1.17549e-38,0.00366376,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00179805,0.0018411,-1.17549e-38,-1.17549e-38
1490.2228,-1.17549e-38,0.00614554,0.00481698,-1.17549e-38,-1.17549e-38,0.000731243,-1.17549e-38,0.000313636,0.00238858,0.000929046,0.000370304,0.00306708,0.00601758,-1.17549e-38,-1.17549e-38
1490.705,-1.17549e-38,0.00520018,0.00733961,-1.17549e-38,0.000318714,-1.17549e-38,-1.17549e-38,0.00180155,0.00409537,0.00491379,0.000286403,0.00428558,0.00871016,-1.17549e-38,-1.17549e-38
1491.187,-1.17549e-38,0.00402808,0.00989651,-1.17549e-38,0.00134893,-1.17549e-38,-1.17549e-38,0.002266,0.00361047,0.00760404,-1.17549e-38,0.00529837,0.00893512,-1.17549e-38,-1.17549e-38
1491.6692,-1.17549e-38,0.00255069,0.0107932,0.00157084,0.00234403,-1.17549e-38,2.02008e-05,0.00191704,0.00233178,0.00796812,-1.17549e-38,0.00599612,0.00698671,-1.17549e-38,-1.17549e-38
1492.1512,-1.17549e-38,0.000646692,0.00940677,0.00382362,0.00313103,-1.17549e-38,0.00302227,0.00151399,0.00178708,0.00641927,-1.17549e-38,0.00629505,0.00400484,-1.17549e-38,-1.17549e-38
1492.6334,0.000137657,-1.17549e-38,0.00624986,0.00537185,0.00353151,-1.17549e-38,0.00581073,0.00188086,0.00272921,0.00408741,-1.17549e-38,0.00620446,0.00121814,-1.17549e-38,-1.17549e-38
1493.1155,0.000272029,-1.17549e-38,0.00245989,0.00604374,0.00352902,0.000789359,0.00730292,0.00342092,0.00492211,0.00198765,-1.17549e-38,0.00591514,-1.17549e-38,0.00123532,-1.17549e-38
1493.5977,0.000343796,-1.17549e-38,-1.17549e-38,0.00567744,0.00333499,0.00226429,0.00683313,0.00582193,0.00739824,0.000541266,0.00128832,0.00579946,-1.17549e-38,0.00605334,-1.17549e-38
1494.0797,0.000771341,-1.17549e-38,-1.17549e-38,0.00425654,0.00331634,0.00333664,0.00451251,0.00808387,0.00894906,-1.17549e-38,0.0043781,0.00628357,-1.17549e-38,0.0103737,-1.17549e-38
1494.5619,0.00154841,-1.17549e-38,-1.17549e-38,0.00206655,0.0038266,0.00405251,0.00124679,0.00889151,0.00865394,-1.17549e-38,0.00756467,0.00764786,-1.17549e-38,0.0132016,0.00294121
1495.0439,0.00224807,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00500722,0.00460647,-1.17549e-38,0.00729187,0.00635661,-1.17549e-38,0.0102463,0.009842,0.00027106,0.0139309,0.00712526
1495.5261,0.00229943,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0066326,0.00529839,-1.17549e-38,0.00357757,0.0030066,-1.17549e-38,0.011944,0.012418,0.0018481,0.0127256,0.0113651
1496.0082,0.00146126,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00816234,0.00642976,-1.17549e-38,-1.17549e-38,0.000448106,-1.17549e-38,0.0125206,0.0147468,0.00500309,0.0106028,0.015399
1496.4904,0.000108135,0.000470878,0.00138415,0.00170185,0.00913507,0.00812397,0.00150856,-1.17549e-38,0.000269025,-1.17549e-38,0.012339,0.0165046,0.00997336,0.00883503,0.0188019
1496.9724,-1.17549e-38,0.00221571,0.0028858,0.00524144,0.00958924,0.010219,0.00452777,0.00149238,0.00260877,8.96886e-05,0.012082,0.0179215,0.0158328,0.00806224,0.0210691
1497.4546,-1.17549e-38,0.00448509,0.00383114,0.00855664,0.0100141,0.0123386,0.00696949,0.0076526,0.00629976,0.00314599,0.0123392,0.0194266,0.0209112,0.00813292,0.0218113
1497.9366,-1.17549e-38,0.00672939,0.0039033,0.0108637,0.0109341,0.0140168,0.00879352,0.0148997,0.00992777,0.00573555,0.0133362,0.0211176,0.0236713,0.00868983,0.0208645
1498.4188,-1.17549e-38,0.00804643,0.00306381,0.0119639,0.0125286,0.014795,0.0102744,0.0208734,0.0125989,0.00762134,0.0148591,0.0225705,0.0233998,0.0096469,0.018398
1498.9009,-1.17549e-38,0.00774944,0.00177181,0.012094,0.0144612,0.0143795,0.0115516,0.0239548,0.0141312,0.00915866,0.0162972,0.0230921,0.0206579,0.0111404,0.0150829
1499.3831,-1.17549e-38,0.00597834,0.000902407,0.0116727,0.0160236,0.0128491,0.0125408,0.0239145,0.0148655,0.0109581,0.0169087,0.02226,0.0172025,0.0131464,0.0120614
1499.8651,-1.17549e-38,0.00376871,0.00124777,0.0110154,0.0165929,0.0106954,0.0131606,0.0218684,0.0152632,0.0133913,0.0162963,0.0203136,0.0150392,0.0152402,0.0104923
1500.3473,-1.17549e-38,0.00238112,0.0030029,0.0101869,0.0160516,0.00860299,0.0135364,0.0193977,0.0155897,0.0163152,0.0147299,0.0180107,0.0152481,0.0167946,0.0109806
1500.8293,-1.17549e-38,0.00251601,0.005681,0.00910904,0.0148315,0.00720672,0.0139349,0.017617,0.0159302,0.0191861,0.0130618,0.0161602,0.0176038,0.0173816,0.0133661
1501.3115,-1.17549e-38,0.00399386,0.00839238,0.00780629,0.0136488,0.00699624,0.0145303,0.0168676,0.0164166,0.0213658,0.0123646,0.0152833,0.0210187,0.0170069,0.01687
1501.7936,-1.17549e-38,0.00592645,0.0102384,0.00658625,0.0131298,0.00826128,0.0152362,0.0169189,0.0173581,0.022422,0.0134494,0.0155093,0.0242367,0.0160801,0.0204049
1502.2758,0.00029627,0.00724452,0.0107024,0.00598785,0.0134469,0.0109589,0.015755,0.0173354,0.0190927,0.022346,0.0163903,0.0166003,0.0264213,0.0151752,0.0230206
1502.7578,0.000588606,0.00735785,0.00986821,0.00647397,0.0141732,0.0146181,0.0158352,0.0178034,0.0216557,0.0215582,0.0203806,0.0180687,0.0274249,0.014714,0.0243681
1503.24,0.000873133,0.00650099,0.00826394,0.00810151,0.0145298,0.0184678,0.0155143,0.0182781,0.0245973,0.0206491,0.0241698,0.0193542,0.0275909,0.0148077,0.0248103
1503.722,0.00149064,0.00553393,0.00645074,0.0104443,0.0138373,0.0217224,0.0151291,0.0189152,0.0271364,0.0200673,0.0267498,0.0199419,0.0272957,0.0153748,0.0250433
1504.2042,0.00260511,0.00550677,0.00471002,0.0127444,0.011815,0.0237947,0.0151417,0.0199102,0.028473,0.0200093,0.0277623,0.019363,0.0266574,0.0163728,0.0255666
1504.6863,0.00411202,0.00733082,0.00299528,0.0141072,0.00865171,0.024389,0.0159529,0.0213735,0.0280575,0.0205052,0.0275583,0.017208,0.0255874,0.0179179,0.0263428
1505.1685,0.00563796,0.0114515,0.00110489,0.0137654,0.00499872,0.0236337,0.0177385,0.0232533,0.0258618,0.021528,0.0271427,0.0134105,0.0240962,0.0201801,0.0267405
1505.6505,0.00666955,0.0171595,-1.17549e-38,0.0116687,0.00190575,0.0223348,0.0202254,0.0252972,0.0227354,0.0229563,0.0279508,0.00898747,0.0226607,0.0230269,0.0259217
1506.1327,0.00694427,0.0218565,-1.17549e-38,0.00924066,0.000411121,0.0219136,0.0225342,0.0271597,0.0203953,0.0243575,0.0309508,0.00657035,0.0221909,0.0256702,0.0239146
1506.6147,0.00683538,0.0221891,-1.17549e-38,0.00879443,0.000743941,0.023285,0.0236349,0.0287285,0.0201657,0.0249663,0.0353128,0.00878709,0.0231048,0.0271328,0.0224108
1507.0969,0.0069386,0.0172449,0.000585136,0.0110961,0.0022274,0.025696,0.023289,0.0302354,0.0215345,0.0242808,0.0388134,0.0152106,0.0245972,0.0274653,0.0233078
1507.579,0.00726937,0.00928483,0.00467631,0.0145792,0.00425876,0.0275857,0.0221027,0.0318348,0.0229685,0.0225544,0.0400188,0.0226812,0.0255903,0.0277905,0.0266042
1508.0612,0.00731758,0.00130795,0.00883008,0.0172978,0.00675311,0.0280967,0.0207487,0.0332925,0.0235913,0.0205097,0.0390232,0.0283809,0.0258707,0.0291084,0.0307593
1508.5432,0.00665232,-1.17549e-38,0.0118725,0.0184626,0.00968746,0.0272937,0.0195777,0.0341413,0.023449,0.0188714,0.0365747,0.0312938,0.0259641,0.0316272,0.0342232
1509.0254,0.00530161,-1.17549e-38,0.0131066,0.0185237,0.0127081,0.0256518,0.0186807,0.0339888,0.0229536,0.0181502,0.0333674,0.0318878,0.0264572,0.0348883,0.0362423
1509.5074,0.00376983,-1.17549e-38,0.0124083,0.0185672,0.0151824,0.023629,0.0179964,0.0327353,0.0224758,0.0185987,0.0298942,0.0313804,0.0275303,0.0381603,0.0369053
1509.9896,0.00278961,-1.17549e-38,0.010253,0.019538,0.0165213,0.0215016,0.0173799,0.0306265,0.022268,0.0202614,0.0265479,0.0310481,0.0288888,0.0408139,0.0367908
1510.4717,0.00294052,0.000723883,0.00758283,0.0215979,0.0164924,0.0194226,0.0167005,0.028149,0.0225684,0.0230706,0.0237481,0.031707,0.030021,0.0425434,0.0364766
1510.9539,0.00429363,0.00548001,0.00549826,0.0239002,0.0153388,0.0175943,0.0159919,0.0258556,0.0236657,0.0268905,0.0219923,0.033508,0.0305695,0.043384,0.0361609
1511.4359,0.0062404,0.00925223,0.00484007,0.0249508,0.0136796,0.0163864,0.0155696,0.0242215,0.0257742,0.0314317,0.0217756,0.0360866,0.0305826,0.043589,0.0355913
1511.9181,0.00766944,0.0113299,0.0058008,0.0235053,0.0122603,0.0162454,0.0159584,0.0235697,0.0287507,0.0361038,0.0233784,0.0389515,0.0305106,0.0434767,0.0343549
1512.4001,0.00756181,0.0115956,0.0078099,0.019545,0.0116607,0.0173874,0.0175475,0.0240431,0.0319357,0.0400296,0.0266437,0.0418589,0.0309592,0.0433224,0.0323729
1512.8823,0.00570788,0.0104431,0.00989246,0.0145042,0.0121142,0.0195305,0.0201824,0.0255867,0.0344196,0.042372,0.0309678,0.0448803,0.032383,0.0433113,0.0302175
1513.3644,0.00294509,0.00850316,0.0112991,0.0103798,0.0135553,0.0219818,0.023099,0.0279305,0.035624,0.0427662,0.0355914,0.0481099,0.0349457,0.0435249,0.0289406
1513.8466,0.000688854,0.00638276,0.0118799,0.00847937,0.0158175,0.0240442,0.0253155,0.0305941,0.0356794,0.0414676,0.0399664,0.0513227,0.0385771,0.0439416,0.0295717
1514.3286,0.000196911,0.0045677,0.0119567,0.00883504,0.0187791,0.025395,0.0261506,0.0329404,0.0353029,0.0391347,0.0439271,0.0539029,0.0430443,0.0444648,0.0327148
1514.8108,0.00207328,0.0034332,0.0119305,0.0104535,0.0223464,0.0262037,0.0255226,0.0342987,0.0353685,0.0365078,0.0476293,0.0550469,0.047906,0.0450052,0.0384208
1515.2928,0.00610044,0.00321993,0.0119426,0.0119296,0.0262917,0.0270132,0.0239819,0.03418,0.0364759,0.0342156,0.0513663,0.0540928,0.0524095,0.0456223,0.0461777
1515.775,0.0112511,0.00390154,0.0117424,0.0120577,0.0300255,0.0284583,0.0225525,0.032599,0.0386369,0.0327273,0.0553092,0.0509146,0.0555148,0.0466688,0.0548421
1516.2571,0.0158773,0.00501735,0.0108295,0.0103799,0.0324994,0.0308262,0.0223514,0.030394,0.0411359,0.0323248,0.0591925,0.0463469,0.0562901,0.048756,0.0626165
1516.7393,0.0183381,0.0057537,0.00888885,0.00754803,0.0326078,0.0336122,0.0239348,0.0291072,0.0427921,0.0329861,0.0621744,0.0422553,0.0547011,0.052306,0.0675552
1517.2213,0.0180047,0.00550689,0.00620583,0.00501853,0.0301011,0.0356245,0.0267875,0.0300182,0.042775,0.0343071,0.0632917,0.0406317,0.0520501,0.0569023,0.0687725
1517.7035,0.0156284,0.00444836,0.00348835,0.00401983,0.0259967,0.0358675,0.0297118,0.0331049,0.0413055,0.035738,0.0622907,0.0421896,0.0501412,0.0613096,0.0671564
1518.1855,0.0124789,0.00332902,0.00123357,0.00487095,0.0217711,0.0342539,0.0318072,0.0372614,0.0393875,0.0369987,0.0598394,0.0460806,0.0499588,0.0643375,0.0644936
1518.6677,0.00936791,0.00281504,-1.17549e-38,0.00727735,0.0183578,0.0314044,0.032891,0.0413412,0.0380487,0.038239,0.0569704,0.0508186,0.0513973,0.0654992,0.0621534
1519.1498,0.00646953,0.00309722,-1.17549e-38,0.0108808,0.0159174,0.0281088,0.0332249,0.0447246,0.0379787,0.0399101,0.0545616,0.0550386,0.0538583,0.0649815,0.060689
1519.632,0.00361819,0.0038415,-1.17549e-38,0.0154221,0.0141298,0.025051,0.0331729,0.0472238,0.0395484,0.0425587,0.0531848,0.0576299,0.0567606,0.0633941,0.0601555
1520.114,0.00064671,0.00427225,-1.17549e-38,0.0205045,0.012594,0.0227745,0.0330803,0.0487722,0.0427768,0.0465459,0.0530721,0.0577723,0.0596807,0.0616309,0.060545
1520.5962,-1.17549e-38,0.00349969,-1.17549e-38,0.0251877,0.0112679,0.0216457,0.0332979,0.0492044,0.0470468,0.0515672,0.0539817,0.0554537,0.0623048,0.0607048,0.0620702
1521.0782,-1.17549e-38,0.00137146,0.00135831,0.0279833,0.0107569,0.0217019,0.0341485,0.0483316,0.0509554,0.05627,0.0551274,0.0523107,0.0644359,0.061204,0.0650678
1521.5604,-1.17549e-38,-1.17549e-38,0.00805743,0.0279199,0.0118059,0.0226018,0.0357035,0.0463285,0.053168,0.0589851,0.0557001,0.0510964,0.066146,0.062644,0.0694209
1522.0425,-1.17549e-38,-1.17549e-38,0.0143951,0.0256105,0.0142318,0.0239658,0.0376475,0.0438317,0.0537209,0.0593333,0.0557042,0.0531254,0.0677873,0.0639011,0.0742773
1522.5247,-1.17549e-38,0.000399395,0.0178594,0.0225121,0.0169315,0.0256788,0.0395322,0.0414394,0.0537343,0.058369,0.0558707,0.0571753,0.069675,0.0644347,0.0787017
1523.0067,9.8983e-05,0.0036691,0.0177081,0.0196241,0.018896,0.0277228,0.0410526,0.0393747,0.0540946,0.0572964,0.0568877,0.0611634,0.0718449,0.0645884,0.0823132
1523.4889,0.00229165,0.00741789,0.0146182,0.0172836,0.0198205,0.0298888,0.0420671,0.0376448,0.0549305,0.0567847,0.0590298,0.0637129,0.0740914,0.0650747,0.0852812
1523.9709,0.0037074,0.0107585,0.0100582,0.0155877,0.02013,0.0316897,0.0425312,0.0363305,0.0558592,0.0571026,0.0621801,0.0645331,0.0761304,0.0665617,0.0880862
1524.4531,0.00405137,0.0131148,0.00595801,0.0147098,0.0207411,0.0324998,0.0424875,0.0357728,0.0564181,0.0583755,0.065892,0.0643048,0.0778106,0.0695006,0.0912958
1524.9352,0.00343706,0.0142511,0.0042106,0.014884,0.0225481,0.0319102,0.0420972,0.0365546,0.0564911,0.0606319,0.069477,0.0643558,0.0793429,0.0740298,0.0953085
1525.4174,0.0024939,0.0142487,0.00571405,0.0160872,0.0256724,0.0301406,0.0416201,0.039183,0.0565621,0.0636589,0.0722831,0.0659711,0.081362,0.0799393,0.100108
1525.8994,0.00206549,0.013358,0.00961906,0.0177347,0.0290827,0.0280901,0.0412859,0.0436228,0.0574989,0.0669241,0.0741123,0.0695708,0.0846024,0.0867885,0.105262
1526.3816,0.00261897,0.0117996,0.0138238,0.0188324,0.031209,0.0268301,0.0411499,0.0491264,0.0599303,0.0698011,0.0753784,0.0745197,0.0893747,0.0941077,0.110262
1526.8636,0.00394987,0.00972114,0.0164359,0.0185568,0.0310908,0.0270235,0.0411049,0.0545365,0.0637988,0.0719539,0.0767845,0.0797862,0.0953516,0.101457,0.114837
1527.3458,0.00542905,0.00733639,0.0168228,0.0167612,0.0290114,0.0287821,0.0410512,0.0587298,0.0684388,0.0735328,0.0788433,0.0846945,0.101808,0.108323,0.118949
1527.8279,0.00646774,0.00502868,0.0156131,0.0140775,0.0262737,0.0318473,0.0410691,0.0609373,0.0729736,0.0750612,0.0816392,0.0891441,0.108016,0.114113,0.122598
1528.3101,0.00683289,0.00322618,0.0139899,0.0115899,0.0244224,0.0357453,0.0414506,0.0609803,0.0767338,0.0771203,0.0849214,0.0933702,0.113535,0.118427,0.125754
1528.7921,0.00665929,0.00210062,0.0128342,0.0102357,0.0243658,0.0398283,0.0425331,0.0594087,0.0795264,0.0800093,0.0883941,0.0975974,0.1183,0.121434,0.128497
1529.2743,0.00621058,0.00138155,0.0122387,0.0103059,0.0259245,0.0433411,0.0444358,0.0573629,0.0816281,0.0835913,0.0919506,0.101859,0.122509,0.123915,0.131165
1529.7563,0.00561908,0.00052692,0.0116717,0.011436,0.0281056,0.0456256,0.0469214,0.0561204,0.083509,0.087424,0.0956492,0.10605,0.126444,0.126812,0.134304
1530.2385,0.00482532,-1.17549e-38,0.0105523,0.0130553,0.0298093,0.0463852,0.0495182,0.0565832,0.0854999,0.0910368,0.0994951,0.110091,0.130383,0.130649,0.138403
1530.7206,0.00372189,-1.17549e-38,0.00873742,0.0148608,0.0303988,0.0458375,0.0518126,0.0589912,0.0876245,0.0941444,0.103297,0.114047,0.134682,0.135315,0.143679
1531.2028,0.00234557,-1.17549e-38,0.00664803,0.0169535,0.0298564,0.0446422,0.0537174,0.062933,0.0896515,0.0967176,0.106787,0.118155,0.139874,0.140341,0.150078
1531.6848,0.00098471,-1.17549e-38,0.00509565,0.0195885,0.0286254,0.0436103,0.0555636,0.0675587,0.0912934,0.0989688,0.109945,0.122786,0.146619,0.145435,0.157443
1532.167,0.000146908,-1.17549e-38,0.00495136,0.0227047,0.0273415,0.0432873,0.0579404,0.0718871,0.0924775,0.101314,0.113322,0.128342,0.155358,0.150885,0.165663
1532.649,0.000344615,-1.17549e-38,0.00670877,0.0255344,0.0265555,0.0435854,0.0612656,0.0751631,0.0936125,0.104297,0.118004,0.135043,0.165701,0.157512,0.174596
1533.1312,0.00168471,0.000525906,0.0100137,0.026763,0.026465,0.0437918,0.0652439,0.0772121,0.0956384,0.108402,0.124941,0.142624,0.176046,0.165963,0.183805
1533.6133,0.00352835,0.003468,0.0135818,0.0255476,0.0267722,0.0432527,0.0687693,0.0785409,0.0995363,0.113774,0.133895,0.150287,0.184334,0.175823,0.192521
1534.0955,0.00477303,0.00538685,0.0159747,0.0225644,0.0269096,0.042254,0.0707351,0.079897,0.105477,0.120133,0.14329,0.157219,0.18988,0.185727,0.200223
1534.5775,0.00469409,0.00635133,0.0166384,0.0196156,0.0265312,0.0419499,0.0709911,0.0816323,0.112555,0.127036,0.151535,0.163245,0.194142,0.194673,0.207255
1535.0597,0.00343,0.00696444,0.016046,0.0181785,0.0257594,0.0433505,0.0702852,0.0835841,0.119421,0.134147,0.158222,0.168815,0.199304,0.202869,0.21461
1535.5417,0.00174266,0.00776702,0.0150422,0.0185937,0.0250336,0.0465841,0.0694862,0.0854452,0.125004,0.141203,0.163938,0.174504,0.206469,0.211218,0.223142
1536.0239,0.000528393,0.00902923,0.0142517,0.0202992,0.0248454,0.050935,0.069047,0.0871073,0.128788,0.147857,0.169377,0.180657,0.215086,0.220373,0.23306
1536.506,0.000459025,0.0108654,0.0138842,0.0224376,0.0255578,0.0552981,0.0689802,0.0887697,0.130801,0.153673,0.174742,0.187426,0.223494,0.230278,0.243965
1536.9882,0.00180461,0.0133835,0.0138208,0.0243388,0.027326,0.0586663,0.0691299,0.0908957,0.131532,0.158306,0.179698,0.195017,0.229935,0.240311,0.255308
1537.4702,0.00438661,0.0166906,0.0138279,0.0257379,0.0300734,0.0604918,0.0695158,0.0941105,0.131868,0.1618,0.183753,0.203957,0.233589,0.249815,0.26694
1537.9524,0.00760102,0.0206701,0.0138092,0.0267656,0.0334594,0.0609277,0.0706074,0.0990286,0.133063,0.164911,0.186926,0.215123,0.235498,0.258736,0.279501
1538.4344,0.0105179,0.0245386,0.014008,0.0277798,0.0368028,0.0609811,0.0733459,0.105847,0.136597,0.169292,0.190522,0.229193,0.239118,0.268118,0.294221
1538.9166,0.0122575,0.0265899,0.0149328,0.0290628,0.0391356,0.0622702,0.0785338,0.113656,0.143545,0.176939,0.197344,0.245299,0.249237,0.279902,0.311645
1539.3987,0.0127374,0.0251801,0.0167408,0.0304879,0.0397812,0.0657483,0.0856158,0.120362,0.153442,0.188366,0.209844,0.260246,0.267727,0.295272,0.329914
1539.8809,0.0128804,0.0206942,0.0186654,0.0315491,0.0391348,0.0702577,0.0925776,0.124449,0.164326,0.201426,0.227138,0.270947,0.290089,0.312947,0.345634
1540.3629,0.0134934,0.0154718,0.0196313,0.0318106,0.0383639,0.073362,0.0979651,0.126719,0.174732,0.213392,0.245554,0.277848,0.309676,0.330435,0.3575
1540.8451,0.0143434,0.0115155,0.0192834,0.0311127,0.0383651,0.0735083,0.102157,0.129365,0.18472,0.223446,0.26214,0.284116,0.323963,0.34645,0.367315
1541.3271,0.0145392,0.00928209,0.018081,0.0294812,0.0393983,0.0708035,0.106471,0.134101,0.194776,0.232387,0.275974,0.292458,0.334756,0.361039,0.377721
1541.8093,0.0133924,0.00806147,0.01675,0.0272094,0.0412941,0.0666578,0.111837,0.141281,0.204644,0.241188,0.287281,0.303372,0.345107,0.374403,0.390138
1542.2914,0.0109978,0.00679927,0.0157093,0.0250459,0.0436663,0.0631016,0.118155,0.149976,0.213314,0.250224,0.296595,0.315282,0.356933,0.386358,0.404275
1542.7736,0.00817722,0.0048274,0.0148294,0.0240613,0.0460798,0.0618523,0.124523,0.158766,0.219975,0.25941,0.304515,0.326086,0.370337,0.396747,0.41903
1543.2556,0.0058592,0.00216889,0.0137182,0.0251528,0.0482075,0.063655,0.13003,0.166742,0.224865,0.26877,0.3117,0.334942,0.384473,0.406097,0.433865
1543.7378,0.00451584,-1.17549e-38,0.0122577,0.028607,0.0499033,0.0683918,0.134323,0.173878,0.229251,0.278752,0.318829,0.342838,0.398781,0.415721,0.449337
1544.2198,0.00406382,-1.17549e-38,0.0109138,0.0339125,0.0511883,0.0755327,0.137608,0.180661,0.23479,0.289978,0.326505,0.351885,0.413414,0.427272,0.466472
1544.702,0.0040841,-1.17549e-38,0.0105687,0.0397514,0.0522241,0.0842935,0.140374,0.187503,0.242781,0.30265,0.335115,0.364063,0.428763,0.441953,0.485607
1545.1841,0.00414387,-1.17549e-38,0.011844,0.0443566,0.0532775,0.0935329,0.143131,0.194412,0.253472,0.31606,0.344663,0.379886,0.444647,0.459659,0.505608
1545.6663,0.00409303,-1.17549e-38,0.0143504,0.0464367,0.0546061,0.101945,0.146246,0.201137,0.265841,0.328845,0.354769,0.397815,0.460008,0.478774,0.524365
1546.1483,0.00413624,0.00109513,0.0167737,0.0459802,0.0563082,0.108706,0.149917,0.207645,0.278315,0.340016,0.36499,0.41531,0.473567,0.497252,0.540402
1546.6305,0.00461567,0.00408931,0.017869,0.0439931,0.0582977,0.113896,0.15425,0.214364,0.289828,0.349634,0.375173,0.430585,0.484716,0.513968,0.553821
1547.1125,0.00574495,0.00699361,0.017277,0.0415882,0.0604234,0.118212,0.15931,0.221948,0.300113,0.358477,0.385502,0.443271,0.493682,0.528945,0.565679
1547.5947,0.00747665,0.00968595,0.0155952,0.0394558,0.0625986,0.122393,0.165078,0.230878,0.309319,0.367317,0.39633,0.453937,0.501169,0.5427,0.576955
1548.0768,0.00945955,0.0121182,0.0140313,0.0379172,0.0648707,0.126755,0.171382,0.241199,0.317625,0.376483,0.408022,0.463487,0.508069,0.555647,0.588104
1548.559,0.0110486,0.0141801,0.0139279,0.0371996,0.0674307,0.130949,0.177916,0.252417,0.325176,0.385837,0.420871,0.47289,0.515394,0.567913,0.599226
1549.041,0.0114627,0.0156395,0.0161697,0.0376149,0.0705432,0.134086,0.184454,0.26363,0.332269,0.395043,0.434967,0.483026,0.52421,0.57947,0.610439
1549.5232,0.0101926,0.0162041,0.0205918,0.03946,0.0743571,0.135397,0.191144,0.273914,0.339512,0.403965,0.449969,0.494364,0.535281,0.590346,0.622021
