Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb)
2959.7146,0.017604,0.051196,0.0795687,0.122731,0.15319,0.22759,0.274717,0.34407,0.429353,0.518207,0.567703,0.612232,0.69111,0.728739,0.756748
2960.1968,0.0180366,0.0516444,0.079395,0.121768,0.154262,0.226295,0.273412,0.344863,0.433189,0.518981,0.570503,0.61598,0.701668,0.734672,0.763272
2960.6787,0.0188336,0.0520913,0.0792177,0.120585,0.156511,0.224922,0.274117,0.346331,0.436775,0.519051,0.573291,0.62129,0.711822,0.740541,0.770033
2961.1609,0.0195953,0.0526501,0.0791956,0.118881,0.159616,0.224206,0.277722,0.348927,0.440329,0.519202,0.576673,0.627407,0.720166,0.746026,0.776942
2961.6431,0.0201848,0.0534101,0.0795238,0.116683,0.162848,0.224763,0.284035,0.352412,0.444039,0.520287,0.580942,0.633266,0.72611,0.750888,0.784221
2962.1252,0.0208612,0.0542267,0.0803519,0.114498,0.165226,0.226803,0.291641,0.355982,0.447885,0.522884,0.585959,0.638228,0.730024,0.75514,0.792041
2962.6072,0.0220158,0.0546346,0.0816449,0.113096,0.165947,0.229946,0.298359,0.358668,0.451621,0.527087,0.591301,0.642521,0.732925,0.759072,0.800177
2963.0894,0.0237033,0.0539766,0.083088,0.113042,0.164846,0.233292,0.302134,0.359773,0.454893,0.53254,0.596534,0.647106,0.735906,0.763116,0.807991
2963.5715,0.0253583,0.05173,0.0841437,0.114308,0.162565,0.235772,0.301959,0.359191,0.457418,0.538655,0.601379,0.653012,0.73965,0.767668,0.814801
2964.0537,0.0259854,0.0478861,0.0842682,0.116237,0.16031,0.236633,0.298342,0.35748,0.459122,0.544861,0.605683,0.660592,0.744253,0.772956,0.820357
2964.5356,0.0247651,0.043171,0.0831783,0.117897,0.159321,0.235802,0.293065,0.355706,0.460212,0.550727,0.609323,0.669204,0.749422,0.779006,0.825079
2965.0178,0.0216747,0.0389219,0.0810172,0.118609,0.160342,0.233904,0.288323,0.355076,0.461137,0.555983,0.612226,0.677546,0.754866,0.785633,0.829827
2965.5,0.0176544,0.036598,0.0783404,0.118297,0.163344,0.231928,0.285709,0.356473,0.462443,0.560498,0.61454,0.684431,0.760563,0.792461,0.835359
2965.9822,0.0141301,0.0371213,0.0759432,0.117481,0.167585,0.230736,0.285592,0.360028,0.464528,0.56432,0.61676,0.68946,0.766717,0.798987,0.841809
2966.4641,0.0121676,0.0403978,0.0746119,0.116933,0.171913,0.230722,0.287209,0.364959,0.467411,0.56774,0.61958,0.693146,0.773436,0.80477,0.84857
2966.9463,0.0118298,0.0453107,0.0748665,0.117237,0.175176,0.231776,0.289367,0.369818,0.470672,0.571282,0.623464,0.69645,0.780412,0.809712,0.854679
2967.4285,0.0122042,0.0502194,0.0767424,0.118517,0.176587,0.233511,0.291251,0.373106,0.47364,0.575487,0.628231,0.700079,0.786915,0.814253,0.85946
2967.9106,0.0121116,0.0536963,0.0796813,0.120438,0.175955,0.235516,0.29285,0.373996,0.475757,0.580583,0.633031,0.704069,0.792159,0.81926,0.863029
2968.3926,0.011018,0.0550971,0.0826365,0.12245,0.173684,0.237475,0.294749,0.372752,0.476911,0.586214,0.636825,0.707885,0.795816,0.825557,0.866305
2968.8748,0.00950778,0.0546796,0.0844563,0.124076,0.170564,0.239136,0.297521,0.370603,0.477529,0.59149,0.639108,0.710887,0.798303,0.833329,0.87052
2969.3569,0.00896099,0.0532804,0.0844371,0.125099,0.167415,0.240262,0.301176,0.369084,0.478378,0.595397,0.640351,0.712781,0.800605,0.841783,0.876497
2969.8391,0.0106315,0.0518063,0.0827552,0.12557,0.164783,0.240691,0.305047,0.369248,0.480218,0.597385,0.641833,0.713756,0.803764,0.849373,0.884121
2970.3213,0.0147433,0.0508519,0.0804581,0.125675,0.162849,0.240475,0.308176,0.371196,0.483495,0.597754,0.644914,0.714284,0.808378,0.854532,0.892327
2970.8032,0.0202204,0.0506007,0.0789357,0.12558,0.161549,0.239955,0.309878,0.374184,0.488225,0.597579,0.650206,0.71483,0.814408,0.856494,0.899621
2971.2854,0.0252322,0.0509576,0.0791549,0.125339,0.16079,0.239649,0.31012,0.377198,0.494033,0.598167,0.65714,0.7157,0.821343,0.855729,0.904842
2971.7676,0.0281905,0.051741,0.0811506,0.124922,0.16056,0.239978,0.309474,0.379571,0.500293,0.600349,0.664172,0.717093,0.828495,0.853734,0.907759
2972.2498,0.0285539,0.0527856,0.0841224,0.124311,0.160865,0.241026,0.308733,0.381285,0.50628,0.604052,0.669494,0.719238,0.8352,0.852322,0.909159
2972.7317,0.0269565,0.053922,0.0870543,0.123589,0.161576,0.242504,0.308451,0.382816,0.511345,0.608393,0.671854,0.722414,0.840878,0.852819,0.910397
2973.2139,0.0246577,0.0548977,0.0893901,0.122944,0.162367,0.243971,0.308689,0.384728,0.515076,0.612265,0.671112,0.726827,0.845069,0.855609,0.912673
2973.696,0.0227452,0.0553387,0.091257,0.12259,0.16285,0.245135,0.30906,0.387316,0.517389,0.615016,0.668309,0.732411,0.847583,0.860184,0.91647
2974.1782,0.0216362,0.054821,0.0930996,0.122649,0.16282,0.246017,0.309009,0.390471,0.518477,0.616809,0.665273,0.738744,0.848686,0.865601,0.921461
2974.6602,0.0211391,0.0530524,0.0950589,0.123065,0.162444,0.246853,0.308135,0.39377,0.518635,0.618424,0.663952,0.745177,0.849121,0.87103,0.926919
2975.1423,0.0209044,0.0500848,0.096635,0.123619,0.162225,0.247814,0.306398,0.39665,0.518097,0.620659,0.665757,0.751113,0.849824,0.876101,0.932304
2975.6245,0.0208371,0.0464283,0.0969247,0.124011,0.162745,0.248778,0.304123,0.398587,0.517018,0.62376,0.67114,0.756298,0.851474,0.88094,0.937612
2976.1067,0.021138,0.042951,0.0952578,0.123981,0.164323,0.249315,0.301839,0.399287,0.515638,0.62726,0.679536,0.760931,0.854205,0.885935,0.94326
2976.5886,0.0219911,0.0405475,0.0917409,0.123415,0.166785,0.248938,0.30008,0.39888,0.514462,0.630335,0.68964,0.765541,0.857737,0.891445,0.949648
2977.0708,0.023215,0.0397095,0.0873046,0.122375,0.16945,0.247451,0.299256,0.398017,0.514252,0.632415,0.699902,0.770689,0.86185,0.897618,0.956776
2977.553,0.0242212,0.0402407,0.083227,0.12107,0.171379,0.245199,0.299632,0.397729,0.515763,0.633614,0.709017,0.776669,0.866824,0.904405,0.964245
2978.0352,0.0243609,0.0413316,0.0804827,0.119759,0.17179,0.243046,0.301377,0.39899,0.519351,0.634686,0.716281,0.783369,0.873441,0.911705,0.971636
2978.5171,0.0234003,0.0420126,0.0793485,0.118629,0.170475,0.242068,0.304546,0.402202,0.524737,0.636566,0.721699,0.790369,0.88248,0.919503,0.978937
2978.9993,0.0217344,0.0417473,0.07947,0.117726,0.16802,0.243105,0.308973,0.406948,0.531096,0.639859,0.725874,0.797222,0.894056,0.927889,0.986657
2979.4814,0.0201387,0.0407991,0.0802559,0.116969,0.165653,0.246365,0.314148,0.412247,0.537429,0.644626,0.729756,0.803756,0.907323,0.936974,0.995495
2979.9636,0.0192223,0.0401071,0.0812833,0.116287,0.164717,0.251287,0.31925,0.417159,0.542986,0.65059,0.73435,0.810234,0.920808,0.946826,1.00585
2980.4456,0.0189941,0.0407126,0.0824604,0.115763,0.165985,0.256718,0.323421,0.421341,0.547535,0.657521,0.740447,0.817278,0.933201,0.957528,1.01758
2980.9277,0.0188797,0.0430706,0.0839088,0.115678,0.169167,0.261345,0.326202,0.425148,0.55138,0.665471,0.748443,0.825624,0.94409,0.969331,1.03029
2981.4099,0.0181867,0.046675,0.0857049,0.116362,0.172957,0.264197,0.327827,0.429221,0.5552,0.674702,0.758261,0.835806,0.954152,0.982724,1.04379
2981.8921,0.0166667,0.050245,0.087677,0.117922,0.175662,0.264996,0.329141,0.433901,0.559802,0.685405,0.769406,0.847957,0.964731,0.998287,1.0585
2982.374,0.0147442,0.0523727,0.0893837,0.120049,0.176112,0.26422,0.331134,0.438935,0.565876,0.697515,0.781165,0.861784,0.977117,1.01636,1.07531
2982.8562,0.0132372,0.0522532,0.090291,0.122093,0.174332,0.262856,0.334368,0.443666,0.573795,0.71074,0.792906,0.876758,0.99202,1.03675,1.09503
2983.3384,0.0127833,0.0500784,0.0900629,0.123433,0.171579,0.261972,0.338684,0.447555,0.583512,0.724756,0.80439,0.892384,1.0095,1.05871,1.11783
2983.8206,0.0134102,0.0468929,0.0888209,0.12392,0.169674,0.262275,0.343373,0.45061,0.594632,0.739335,0.815958,0.908449,1.02929,1.08134,1.1431
2984.3025,0.014577,0.0440318,0.0872152,0.124053,0.170017,0.263839,0.347674,0.453436,0.606635,0.754299,0.828464,0.925103,1.05114,1.10402,1.16974
2984.7847,0.0156508,0.0424884,0.0862134,0.12471,0.17282,0.266114,0.35125,0.4569,0.619148,0.76938,0.842919,0.942752,1.07496,1.12674,1.19677
2985.2668,0.0164451,0.0425568,0.0866512,0.126539,0.176985,0.268208,0.354311,0.461656,0.632061,0.784214,0.860003,0.96182,1.1006,1.14999,1.2237
2985.749,0.0173944,0.0438898,0.0887454,0.129415,0.180671,0.269339,0.357367,0.467847,0.645409,0.798546,0.879677,0.982543,1.12764,1.17433,1.25057
2986.231,0.0192103,0.0458473,0.0918484,0.132366,0.182235,0.269254,0.360828,0.475108,0.659091,0.812498,0.901162,1.00489,1.15532,1.20002,1.27764
2986.7131,0.0222584,0.0478701,0.0946339,0.134067,0.181034,0.268417,0.364754,0.482821,0.672694,0.826624,0.923286,1.02865,1.18286,1.22693,1.30519
2987.1953,0.0261068,0.0496622,0.0956865,0.133621,0.177727,0.267855,0.368919,0.49048,0.68561,0.84163,0.945036,1.05357,1.20992,1.25475,1.33353
2987.6775,0.0295944,0.0511435,0.0942131,0.131132,0.173949,0.268723,0.373084,0.497995,0.697431,0.85793,0.965968,1.07939,1.2368,1.28331,1.36304
2988.1594,0.0314086,0.0522948,0.0904818,0.127693,0.171527,0.271788,0.377283,0.50579,0.708372,0.875389,0.986241,1.10583,1.26436,1.31276,1.39425
2988.6416,0.0308114,0.0530636,0.0857095,0.124765,0.171632,0.277094,0.381895,0.514618,0.719377,0.893486,1.00633,1.13245,1.29349,1.3434,1.42762
2989.1238,0.0280547,0.0534044,0.0814366,0.12335,0.174276,0.283951,0.387468,0.525136,0.731786,0.911776,1.02668,1.15871,1.32457,1.37536,1.46314
2989.606,0.0242371,0.0533887,0.0787539,0.123456,0.178384,0.291216,0.394391,0.537438,0.746692,0.930243,1.0475,1.18411,1.35726,1.40833,1.5002
2990.0879,0.0207217,0.0532504,0.0778427,0.124187,0.18241,0.297715,0.402619,0.550832,0.764376,0.949264,1.06885,1.20857,1.39072,1.44163,1.53776
2990.5701,0.0184873,0.0532737,0.078096,0.124382,0.18517,0.30262,0.411605,0.564071,0.784107,0.969199,1.09083,1.23251,1.42411,1.47458,1.57494
2991.0522,0.017783,0.0535722,0.0787012,0.123408,0.186445,0.305684,0.420509,0.575941,0.804447,0.990011,1.11358,1.25691,1.45701,1.50701,1.61146
2991.5344,0.0182219,0.053921,0.0792506,0.121634,0.187016,0.307299,0.428577,0.585887,0.82386,1.01129,1.13718,1.28278,1.48953,1.53953,1.64782
2992.0164,0.0191644,0.0538067,0.0799372,0.120269,0.188102,0.308341,0.435482,0.594268,0.841334,1.03271,1.16154,1.31074,1.52219,1.5733,1.68495
2992.4985,0.0200985,0.052727,0.0812095,0.120657,0.190549,0.309837,0.441418,0.602107,0.856715,1.05452,1.18642,1.34061,1.55549,1.60942,1.72369
2992.9807,0.0207933,0.0505745,0.0831868,0.123443,0.194287,0.312519,0.44688,0.61053,0.870659,1.07757,1.21171,1.3716,1.58976,1.64805,1.76441
2993.4629,0.0212156,0.047843,0.0853388,0.128113,0.198406,0.316487,0.452294,0.620307,0.884279,1.10284,1.23761,1.4027,1.62496,1.68819,1.8069
2993.9448,0.0213712,0.0454675,0.0867298,0.133205,0.201785,0.321174,0.457742,0.63173,0.89869,1.13055,1.26454,1.43339,1.66085,1.72797,1.85066
2994.427,0.0212409,0.0443463,0.0866804,0.13708,0.203852,0.325724,0.462988,0.644796,0.914632,1.15975,1.29282,1.46388,1.697,1.76572,1.89511
2994.9092,0.0208483,0.0448218,0.0853418,0.138803,0.20495,0.329572,0.467766,0.659388,0.932303,1.18863,1.32234,1.49498,1.73295,1.80095,1.93971
2995.3914,0.0203529,0.0464574,0.0837163,0.138614,0.206068,0.332876,0.472084,0.675265,0.951423,1.21543,1.35246,1.52749,1.76833,1.83473,1.98399
2995.8733,0.0200332,0.0482738,0.0830562,0.137716,0.208135,0.336452,0.476305,0.691894,0.971477,1.23939,1.38233,1.56151,1.80305,1.86914,2.02762
2996.3555,0.0201327,0.0492988,0.0840457,0.137527,0.211366,0.341227,0.480944,0.708392,0.992026,1.26108,1.41131,1.59628,1.83739,1.90606,2.07047
2996.8376,0.0206871,0.0490751,0.0863262,0.13889,0.215118,0.347556,0.486373,0.723749,1.01293,1.28192,1.43921,1.63049,1.8719,1.94615,2.11272
2997.3198,0.0214939,0.0478133,0.0886788,0.141671,0.218311,0.35489,0.492711,0.737282,1.0343,1.30318,1.46621,1.66304,1.90713,1.98856,2.15473
2997.8018,0.0222792,0.0461447,0.0897195,0.144955,0.220128,0.362034,0.499989,0.749014,1.05631,1.3252,1.49265,1.69364,1.94328,2.03157,2.1968
2998.2839,0.022953,0.0447002,0.0886574,0.147594,0.220492,0.367832,0.508413,0.759695,1.07881,1.34742,1.5189,1.72294,1.98009,2.07368,2.23897
2998.7661,0.0237427,0.0438259,0.0856919,0.148762,0.22005,0.371808,0.518423,0.770437,1.10122,1.36896,1.54538,1.75209,2.017,2.11438,2.28109
2999.2483,0.0250704,0.0435772,0.0819041,0.148214,0.219721,0.374363,0.530397,0.782219,1.12274,1.38952,1.57262,1.78214,2.05353,2.15422,2.32309
2999.7302,0.0272202,0.0438919,0.0787747,0.146232,0.220134,0.376453,0.54418,0.795564,1.14288,1.40972,1.60106,1.81357,2.08963,2.1943,2.36525
3000.2124,0.030014,0.0447204,0.077584,0.143412,0.221331,0.379031,0.558824,0.81054,1.1619,1.43091,1.63072,1.84626,2.12564,2.23546,2.40805
3000.6946,0.0327361,0.0459867,0.0789194,0.140465,0.222882,0.382607,0.57285,0.826972,1.18084,1.45433,1.66089,1.87965,2.16197,2.27783,2.45184
3001.1768,0.0343993,0.0474505,0.082444,0.138076,0.224283,0.387164,0.584965,0.844634,1.20093,1.48045,1.69042,1.91307,2.19868,2.32078,2.49639
3001.6587,0.034229,0.0486613,0.0870185,0.13676,0.225345,0.39238,0.594785,0.863258,1.22281,1.50862,1.71832,1.94593,2.23532,2.36334,2.54091
3002.1409,0.0320882,0.0491191,0.0911702,0.136703,0.226337,0.397936,0.603071,0.88241,1.24597,1.53747,1.74443,1.97782,2.27114,2.40466,2.58438
3002.623,0.0285954,0.0485691,0.0937471,0.137655,0.227795,0.403718,0.611286,0.901414,1.26898,1.56549,1.76957,2.00861,2.30556,2.44421,2.62611
3003.1052,0.0248577,0.0472155,0.0944414,0.139029,0.230166,0.409846,0.620754,0.919484,1.29032,1.59166,1.79503,2.03852,2.33852,2.48198,2.66605
3003.5872,0.0219599,0.045679,0.0938663,0.140229,0.233505,0.416556,0.63195,0.936058,1.30933,1.61574,1.82168,2.06794,2.37049,2.51826,2.70463
3004.0693,0.0204826,0.044697,0.0931039,0.141068,0.237422,0.424041,0.64436,0.951128,1.32669,1.63821,1.84934,2.09723,2.40206,2.55362,2.74245
3004.5515,0.0202978,0.0447477,0.0929914,0.141981,0.241292,0.432303,0.65692,0.965337,1.34398,1.66004,1.87692,2.12636,2.43352,2.58865,2.77994
3005.0337,0.0207276,0.0458221,0.0936241,0.143832,0.244588,0.441081,0.668701,0.979717,1.36279,1.68229,1.90301,2.15483,2.46461,2.62379,2.81736
3005.5156,0.0209463,0.0474611,0.0944204,0.147361,0.247119,0.449882,0.679385,0.995183,1.38384,1.70572,1.92676,2.18199,2.49471,2.65911,2.85487
3005.9978,0.0203902,0.049005,0.0946817,0.152599,0.249045,0.458133,0.689314,1.01206,1.40668,1.73046,1.94819,2.20758,2.52336,2.69421,2.89255
3006.48,0.0189694,0.0498935,0.0942072,0.158632,0.250691,0.465394,0.699208,1.02992,1.43018,1.75593,1.96812,2.23215,2.55058,2.72834,2.93024
3006.9622,0.0170186,0.0498672,0.093489,0.163918,0.252322,0.471535,0.709807,1.04784,1.4532,1.78104,1.9877,2.25688,2.57693,2.76085,2.96746
3007.4441,0.0150741,0.0490062,0.0933465,0.167004,0.254028,0.476777,0.7216,1.06493,1.47513,1.80467,2.00787,2.28293,2.60306,2.79153,3.00334
3007.9263,0.0136264,0.047639,0.0942984,0.167242,0.255792,0.481579,0.734694,1.08085,1.49591,1.82628,2.02907,2.31063,2.62918,2.82079,3.0369
3008.4084,0.0129618,0.0462023,0.0961652,0.165101,0.257633,0.48645,0.748747,1.09596,1.51559,1.84608,2.05111,2.33915,2.65471,2.84938,3.06728
3008.8906,0.0131212,0.0451205,0.098198,0.161924,0.259702,0.491781,0.763005,1.11112,1.53404,1.86482,2.0733,2.36676,2.67849,2.87775,3.09392
3009.3726,0.0139543,0.0447357,0.0996189,0.159291,0.262223,0.497789,0.776522,1.12715,1.5508,1.88319,2.09471,2.39161,2.69933,2.90553,3.11661
3009.8547,0.0152295,0.045274,0.100143,0.15837,0.265339,0.504531,0.788582,1.14428,1.56547,1.90129,2.11463,2.41255,2.71669,2.93142,3.13557
3010.3369,0.0167713,0.0468244,0.100094,0.159564,0.268994,0.511949,0.799138,1.16191,1.57802,1.91848,2.13292,2.42939,2.7309,2.95371,3.15144
3010.8191,0.0185675,0.0493079,0.10005,0.162585,0.272935,0.519869,0.808928,1.17875,1.58903,1.93384,2.15012,2.44273,2.74288,2.97114,3.16522
3011.301,0.0207725,0.052449,0.100344,0.166768,0.276849,0.528002,0.819084,1.19341,1.59946,1.94679,2.16696,2.4535,2.75347,2.98358,3.17792
3011.7832,0.023555,0.0557824,0.10082,0.171397,0.280527,0.535991,0.83039,1.20513,1.61019,1.95753,2.18373,2.46263,2.76291,2.99205,3.19004
3012.2654,0.0268401,0.0587304,0.10103,0.17585,0.283944,0.543549,0.84268,1.21423,1.62165,1.967,2.1997,2.47081,2.77085,2.99828,3.20118
3012.7476,0.0301137,0.0607572,0.100687,0.179591,0.287214,0.550647,0.854857,1.22203,1.63373,1.97632,2.21322,2.47851,2.77672,3.00384,3.21019
3013.2295,0.0324787,0.0615483,0.0999986,0.182138,0.290472,0.55759,0.865591,1.23022,1.64598,1.98616,2.22253,2.48575,2.78026,3.00951,3.21582
3013.7117,0.0330172,0.0611336,0.0995838,0.183115,0.293742,0.564889,0.874243,1.23991,1.6579,1.99635,2.22673,2.49214,2.78179,3.01513,3.21759
3014.1938,0.0312865,0.0598835,0.100029,0.182403,0.296873,0.572948,0.881347,1.25096,1.66912,2.00606,2.22645,2.4969,2.78198,3.01994,3.21625
3014.676,0.0276427,0.0583707,0.101428,0.180281,0.29956,0.581743,0.888284,1.26205,1.67942,2.01432,2.22366,2.49929,2.78153,3.02316,3.21347
3015.158,0.0231609,0.0571452,0.103269,0.177441,0.301463,0.590729,0.896384,1.27151,1.6886,2.02061,2.22077,2.49922,2.78081,3.02453,3.21107
3015.6401,0.0191587,0.0565122,0.104769,0.174819,0.302393,0.599052,0.906111,1.27836,1.69644,2.02512,2.2195,2.49758,2.77996,3.02444,3.21014
3016.1223,0.0165898,0.0563952,0.105442,0.173292,0.302506,0.605978,0.916884,1.28299,1.7029,2.02868,2.22039,2.49608,2.77903,3.02382,3.21071
3016.6045,0.0156544,0.0563468,0.105459,0.173383,0.302382,0.611266,0.927619,1.28697,1.70815,2.03233,2.22295,2.4966,2.77823,3.02372,3.21206
3017.0864,0.0158373,0.0557141,0.105531,0.175112,0.302879,0.615257,0.937529,1.29219,1.71265,2.03693,2.22655,2.50026,2.77797,3.02494,3.21334
3017.5686,0.0163017,0.0539112,0.106361,0.178066,0.304765,0.618651,0.946567,1.29985,1.71697,2.04287,2.23129,2.50698,2.77876,3.02788,3.21418
3018.0508,0.0163717,0.0507004,0.108065,0.181645,0.30831,0.622164,0.955238,1.31008,1.72162,2.05013,2.23823,2.51563,2.78116,3.03267,3.21491
3018.533,0.0158344,0.0463715,0.109975,0.185331,0.313069,0.626297,0.964016,1.32217,1.72699,2.05846,2.24878,2.52472,2.78567,3.03933,3.2164
3019.0149,0.0149594,0.0417263,0.110998,0.188839,0.318059,0.631321,0.972918,1.33516,1.73353,2.0676,2.26361,2.53329,2.79263,3.04798,3.21974
3019.4971,0.014301,0.0378473,0.110333,0.192055,0.32226,0.637385,0.981577,1.34843,1.7418,2.07744,2.28198,2.54142,2.80207,3.05876,3.22593
3019.9792,0.0144265,0.0357181,0.10806,0.194848,0.325168,0.644604,0.989752,1.36175,1.75238,2.08799,2.30182,2.55012,2.81366,3.07162,3.23566
3020.4614,0.0156777,0.0358445,0.105247,0.196926,0.327074,0.653017,0.997833,1.37517,1.76558,2.09946,2.32075,2.56072,2.82682,3.08624,3.24916
3020.9434,0.0180171,0.03804,0.103479,0.197896,0.328891,0.662492,1.0069,1.38881,1.78115,2.11221,2.3374,2.57417,2.84094,3.10205,3.26609
3021.4255,0.0209839,0.0414737,0.104088,0.197548,0.331654,0.6727,1.01824,1.40286,1.79839,2.12668,2.35205,2.59052,2.85576,3.11852,3.28557
3021.9077,0.0237983,0.0449714,0.107486,0.196161,0.335985,0.683201,1.03256,1.41761,1.81647,2.14325,2.36635,2.60887,2.87141,3.13527,3.3064
3022.3899,0.0256292,0.0474477,0.112956,0.194569,0.341814,0.693612,1.04947,1.43331,1.83491,2.16194,2.38209,2.62788,2.88809,3.15216,3.32734
3022.8718,0.0259556,0.0482892,0.118944,0.193874,0.348456,0.703718,1.0675,1.45002,1.85372,2.18226,2.39995,2.64628,2.90563,3.16903,3.34736
3023.354,0.0248515,0.0475439,0.123696,0.194909,0.354962,0.713479,1.0847,1.46741,1.87306,2.20309,2.419,2.66332,2.92317,3.18544,3.36572
3023.8362,0.0230066,0.0458636,0.125917,0.197803,0.360537,0.722975,1.0995,1.48481,1.89275,2.22298,2.43716,2.67875,2.93938,3.20065,3.38183
3024.3184,0.0214168,0.0442503,0.125174,0.20192,0.364848,0.732348,1.11141,1.50148,1.91198,2.24059,2.4523,2.69253,2.95297,3.21381,3.39506
3024.8003,0.0208719,0.0437063,0.121934,0.206206,0.368108,0.741763,1.12111,1.51688,1.92947,2.25515,2.4633,2.70449,2.96321,3.2243,3.40468
3025.2825,0.0215219,0.0448877,0.117272,0.20972,0.370935,0.751334,1.13002,1.53076,1.94401,2.26672,2.47034,2.71425,2.97012,3.23192,3.41008
3025.7646,0.022792,0.0478557,0.112422,0.212018,0.374035,0.76103,1.1395,1.54311,1.95496,2.27604,2.47455,2.72144,2.9741,3.2368,3.41107
3026.2468,0.0237251,0.0520154,0.108414,0.213222,0.377859,0.770602,1.15014,1.55402,1.96248,2.2841,2.47731,2.72607,2.97554,3.23918,3.40805
3026.7288,0.02357,0.0563079,0.105923,0.213818,0.382389,0.779653,1.16164,1.56366,1.96731,2.29167,2.47964,2.72864,2.97451,3.23914,3.40187
3027.2109,0.0222617,0.0596345,0.105346,0.214378,0.387209,0.787895,1.17312,1.57231,1.97045,2.29901,2.482,2.72994,2.97099,3.23661,3.39349
3027.6931,0.0204916,0.0613531,0.106935,0.215368,0.391809,0.795426,1.18386,1.58038,1.97291,2.30585,2.48446,2.73063,2.9652,3.23165,3.38363
3028.1753,0.0193104,0.061592,0.110788,0.217053,0.395933,0.802846,1.19379,1.58821,1.97564,2.31169,2.48694,2.73096,2.95785,3.22476,3.37281
3028.6572,0.0194952,0.0611667,0.116636,0.219478,0.399725,0.811038,1.20348,1.59591,1.97952,2.31612,2.48941,2.73091,2.95005,3.21704,3.3616
3029.1394,0.0210697,0.0611057,0.123594,0.22245,0.403579,0.820713,1.21369,1.60331,1.98528,2.31913,2.49197,2.7306,2.94295,3.20998,3.3509
3029.6216,0.0232723,0.0620423,0.130161,0.225581,0.407804,0.831975,1.22471,1.6103,1.99333,2.32122,2.49492,2.73063,2.93741,3.20504,3.34191
3030.1038,0.02499,0.0638465,0.134656,0.228399,0.412393,0.844182,1.23619,1.61716,2.00365,2.32333,2.49871,2.73205,2.93391,3.2031,3.33577
3030.5857,0.0253959,0.0657301,0.13597,0.23052,0.417085,0.856203,1.24737,1.62476,2.01578,2.32655,2.50387,2.73585,2.93267,3.20427,3.33305
3031.0679,0.0244093,0.0667548,0.134197,0.231772,0.421659,0.866967,1.25769,1.63426,2.02897,2.33184,2.51084,2.74239,2.9339,3.20792,3.33353
3031.55,0.0227197,0.0664031,0.130678,0.232235,0.426224,0.876006,1.26726,1.64659,2.04246,2.33964,2.51981,2.75115,2.93796,3.21315,3.33637
3032.0322,0.0213884,0.0648455,0.127322,0.232193,0.431235,0.883711,1.2768,1.66194,2.05564,2.3498,2.53059,2.76107,2.9452,3.21919,3.34055
3032.5142,0.021293,0.0627712,0.125581,0.232087,0.437226,0.891175,1.28719,1.67976,2.06823,2.36166,2.54264,2.77114,2.95568,3.22565,3.34523
3032.9963,0.0227319,0.0609612,0.12574,0.23251,0.444457,0.899673,1.29894,1.69895,2.08031,2.37441,2.55521,2.78082,2.96869,3.23234,3.34969
3033.4785,0.0253516,0.0599124,0.126962,0.234153,0.452747,0.910042,1.31201,1.71829,2.09213,2.3874,2.5674,2.78994,2.98251,3.23882,3.35313
3033.9607,0.028354,0.0597158,0.128043,0.237621,0.461589,0.922245,1.32595,1.73667,2.10396,2.40017,2.57823,2.79822,2.99452,3.24413,3.35449
3034.4426,0.0308322,0.0601712,0.12833,0.243091,0.470431,0.935359,1.34028,1.75313,2.11581,2.41226,2.58677,2.80488,3.0018,3.24684,3.35263
3034.9248,0.0320929,0.0609896,0.128168,0.250029,0.478901,0.948035,1.35468,1.76691,2.12727,2.42292,2.59231,2.80873,3.00215,3.24552,3.34666
3035.407,0.0318828,0.0619409,0.128619,0.257201,0.486852,0.959195,1.36886,1.77756,2.13751,2.43108,2.59455,2.80861,2.99485,3.23925,3.33606
3035.8892,0.0304699,0.0628994,0.130662,0.263108,0.494257,0.968568,1.38234,1.78508,2.14552,2.43562,2.59374,2.80392,2.98081,3.22786,3.32054
3036.3711,0.0285442,0.063818,0.134465,0.266654,0.501085,0.976704,1.39435,1.78988,2.15037,2.43584,2.59038,2.79469,2.96191,3.21162,3.29961
3036.8533,0.0269307,0.064677,0.139205,0.267685,0.507276,0.984472,1.40403,1.79256,2.15145,2.43167,2.58479,2.78118,2.93982,3.19065,3.27255
3037.3354,0.0261976,0.0654348,0.143497,0.267058,0.512793,0.992378,1.41076,1.79346,2.14841,2.42353,2.57665,2.76339,2.91513,3.16453,3.23869
3037.8176,0.0263426,0.0660044,0.146128,0.266205,0.517664,1.00018,1.41444,1.7925,2.14113,2.41178,2.56487,2.74099,2.88726,3.13231,3.19803
3038.2996,0.02677,0.0662797,0.146616,0.266427,0.521929,1.00706,1.41548,1.78913,2.12959,2.39639,2.54801,2.71369,2.85513,3.09314,3.15155
3038.7817,0.0266335,0.0662113,0.145333,0.268306,0.525522,1.01223,1.41448,1.78269,2.11396,2.37698,2.52487,2.68186,2.81816,3.04703,3.10092
3039.2639,0.0253796,0.0658705,0.143201,0.271546,0.528182,1.01546,1.41184,1.77272,2.09468,2.3533,2.49521,2.64661,2.77671,2.99519,3.0477
