Wavenumber (cm-1),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb)
1945.8231,0.0324646,0.0389459,0.0354424,0.0422881,0.042407,0.0419853,0.0413276,0.0408672,0.0362649,0.0350443,0.0401193,0.032273,0.0380832,0.0334144,0.0454538,0.0397451,0.0358179,0.0439321,0.0353792,0.0442363,0.0322632
1946.3052,0.0308397,0.0399641,0.0364534,0.0424392,0.0434404,0.0409116,0.039882,0.0401765,0.0373907,0.0359747,0.0381835,0.0320563,0.0391395,0.0331001,0.0467637,0.0368225,0.0356891,0.0457222,0.0394558,0.0404938,0.0313329
1946.7874,0.0298117,0.040399,0.0372932,0.0420388,0.0433809,0.0410669,0.0400747,0.0403301,0.0400456,0.037001,0.0354329,0.0326826,0.0397382,0.034354,0.046658,0.0342204,0.0360112,0.0479565,0.0424788,0.0375895,0.0306574
1947.2694,0.0298089,0.0399744,0.0382143,0.0411879,0.042227,0.0423177,0.0418357,0.0410761,0.0432133,0.0382842,0.032678,0.0346182,0.0394727,0.036841,0.0450751,0.0324718,0.0369894,0.0498428,0.0439711,0.0362152,0.0307733
1947.7516,0.030748,0.0387051,0.0395516,0.0403262,0.040358,0.0439163,0.0442116,0.0418501,0.0457433,0.0400307,0.031014,0.0379646,0.0385135,0.0399258,0.0424409,0.0318586,0.0385158,0.0505159,0.0441683,0.0365144,0.0320837
1948.2336,0.0320926,0.0368412,0.0413742,0.0399281,0.0383727,0.0449675,0.04596,0.0421376,0.0469676,0.0422342,0.0312717,0.0422221,0.0375324,0.0428696,0.0394294,0.0324194,0.0402764,0.0494005,0.0437719,0.0380765,0.0344491
1948.7158,0.0331591,0.0347946,0.0433253,0.0401574,0.0368498,0.0449206,0.0462374,0.0417594,0.0469791,0.0445765,0.0335781,0.0463592,0.0373286,0.0449993,0.0366593,0.0340172,0.0419102,0.0464981,0.0434773,0.0401238,0.0371311
1949.1979,0.0334828,0.0330834,0.0447657,0.0407006,0.0361064,0.0438174,0.045013,0.0409195,0.0464728,0.0465386,0.0372516,0.0492264,0.0383824,0.0458684,0.0345247,0.0363946,0.0431048,0.0424675,0.0435547,0.041781,0.039141
1949.6801,0.033041,0.0322379,0.0451478,0.0409155,0.0360676,0.0422038,0.0430041,0.0400323,0.0462669,0.0476326,0.0411059,0.050136,0.0405863,0.0454116,0.0332209,0.0392139,0.0436136,0.0383984,0.0437271,0.0423561,0.0397815
1950.1621,0.0322099,0.0326258,0.0443779,0.0402436,0.0363514,0.0407922,0.0411862,0.0394734,0.046792,0.0476089,0.0440164,0.0492414,0.0433015,0.0440141,0.0328651,0.0421015,0.0432537,0.0353487,0.0434293,0.0415677,0.0390333
1950.6443,0.0314984,0.0342545,0.0429038,0.0386414,0.0365371,0.0400939,0.0401963,0.0394228,0.0478548,0.04654,0.0454232,0.0474145,0.0456887,0.0423965,0.0335472,0.0446988,0.041955,0.0338965,0.0422751,0.0396593,0.0375354
1951.1263,0.0312444,0.0366931,0.0414495,0.0367352,0.0364349,0.0402225,0.040017,0.0398549,0.0487981,0.0447903,0.0454951,0.0456597,0.0470994,0.0413108,0.0352327,0.0467033,0.0398652,0.0339755,0.0404014,0.0373476,0.0361913
1951.6085,0.0314625,0.039223,0.0405674,0.0355617,0.036164,0.0409286,0.0401205,0.0406043,0.0489251,0.0429265,0.0449075,0.0444526,0.0473173,0.0411811,0.0376194,0.0478921,0.0374284,0.0350639,0.0384459,0.0355857,0.0356649
1952.0906,0.0319127,0.0411811,0.0403192,0.0360136,0.0359949,0.0417873,0.039937,0.0414173,0.047906,0.0415889,0.04441,0.0434719,0.0465624,0.0418953,0.0401376,0.0481398,0.0353268,0.0365656,0.03718,0.0351816,0.0360546
1952.5728,0.0323058,0.0422957,0.0403075,0.0383086,0.0361044,0.0424078,0.039303,0.0419784,0.0459352,0.0413071,0.044449,0.041941,0.0453086,0.0428923,0.0421793,0.0474381,0.0342535,0.0381113,0.0370631,0.0364197,0.0368972
1953.0548,0.0324886,0.0427759,0.0400276,0.0417987,0.0364556,0.0425682,0.0385779,0.0419682,0.0435844,0.042274,0.0450349,0.0393563,0.0440398,0.043502,0.0434266,0.0459095,0.0346132,0.0395967,0.0380219,0.03888,0.0374596
1953.537,0.0324915,0.043067,0.0392707,0.0452316,0.0368899,0.0422511,0.0383588,0.041187,0.0414891,0.0441746,0.0458667,0.036071,0.0430688,0.0433233,0.0440232,0.0437974,0.0363163,0.0409876,0.0395656,0.0415821,0.0371383
1954.019,0.0324434,0.0434255,0.0382793,0.047316,0.0373186,0.0416147,0.0390045,0.0396929,0.0400705,0.0462097,0.0465797,0.0332731,0.0424754,0.0424006,0.0444326,0.0414211,0.0387878,0.0420956,0.041092,0.0434044,0.0357675
1954.5012,0.0324491,0.0436133,0.0375496,0.0472918,0.0378055,0.0409289,0.0402994,0.0378438,0.0394246,0.0473983,0.0469476,0.0322994,0.0421607,0.0411034,0.0450622,0.0391065,0.0411915,0.0425317,0.042137,0.0435761,0.0337011
1954.9833,0.0325311,0.0429606,0.0374462,0.0452254,0.0384365,0.0404764,0.0414962,0.0361713,0.0393832,0.047069,0.0469459,0.0337164,0.0419661,0.0398145,0.0459321,0.0371224,0.0427565,0.0418882,0.0424256,0.0419867,0.0316385
1955.4655,0.0326544,0.0408068,0.0379325,0.0419053,0.0390921,0.0404185,0.041722,0.0351408,0.0396628,0.0452665,0.0466951,0.036841,0.0417922,0.0386613,0.0466572,0.0356548,0.0430422,0.0400075,0.0417904,0.0391543,0.0302795
1955.9475,0.0327712,0.0370476,0.0386127,0.0384388,0.0393688,0.0406723,0.0404797,0.0349581,0.0399949,0.0427791,0.0463657,0.0401092,0.0416503,0.0374926,0.046771,0.0348163,0.0420273,0.0371267,0.0401434,0.0359017,0.0299923
1956.4297,0.0328157,0.0324111,0.0390149,0.0357969,0.0387909,0.0408946,0.0379235,0.0355509,0.0401869,0.0407203,0.0461084,0.0420834,0.0416211,0.0361064,0.0461334,0.034661,0.0400326,0.0337993,0.0376078,0.0329668,0.0306708
1956.9117,0.0326604,0.0282541,0.0388615,0.0345224,0.0371925,0.0406424,0.0347707,0.036711,0.0401248,0.0399102,0.046011,0.0423974,0.0417505,0.0345481,0.0450968,0.035173,0.0375735,0.0306727,0.0347032,0.0307639,0.0318409
1957.3939,0.0321154,0.0259615,0.0381414,0.0346596,0.0349682,0.039671,0.0319577,0.0382592,0.039765,0.0404368,0.0460509,0.0419838,0.0419616,0.0332392,0.0443003,0.0362379,0.035228,0.0282797,0.0323517,0.0293638,0.0329299
1957.876,0.0310364,0.0262612,0.0370019,0.0358436,0.0329567,0.0381969,0.0302677,0.0401032,0.0391345,0.0416587,0.0460471,0.0424229,0.0420544,0.0328174,0.0442498,0.0376389,0.0335274,0.0269347,0.0315601,0.0286084,0.0335396
1958.3582,0.0294938,0.0288233,0.0356287,0.0374675,0.0319866,0.0369164,0.030105,0.0421693,0.0383301,0.0426267,0.0456761,0.0448315,0.0418098,0.0337567,0.0449852,0.0391119,0.032839,0.0267183,0.0329009,0.0282498,0.0335821
1958.8402,0.0278534,0.0323822,0.0342401,0.0388797,0.0323819,0.0366875,0.0314593,0.0442894,0.0374958,0.0426435,0.0446024,0.0490186,0.0411405,0.0360007,0.0460556,0.0404416,0.0332411,0.0274826,0.0361282,0.0280608,0.0332278
1959.3224,0.0266404,0.0353362,0.0331613,0.0395847,0.0337809,0.0380251,0.0339909,0.0461552,0.0367803,0.0416034,0.0426934,0.0534698,0.0401874,0.0388592,0.0467888,0.0415357,0.0344515,0.0288563,0.0402283,0.0279217,0.0327214
1959.8044,0.0262247,0.0365106,0.0328286,0.0394079,0.0353979,0.0407326,0.0371423,0.0473801,0.0362989,0.0399363,0.040183,0.0561749,0.0392862,0.0412738,0.0466405,0.0424247,0.0358875,0.0303004,0.0439037,0.0278865,0.0321923
1960.2866,0.0265371,0.0356812,0.0336216,0.0385667,0.0365357,0.0439366,0.0402494,0.0476307,0.0361207,0.0382606,0.0376535,0.0557796,0.0388067,0.0423271,0.0454069,0.0431862,0.0368773,0.0312791,0.0461762,0.0281862,0.0315807
1960.7687,0.0270561,0.0335899,0.0355955,0.0375963,0.036986,0.0465348,0.0426821,0.0467547,0.0362793,0.0370297,0.0358086,0.0523551,0.0389389,0.0417045,0.0432342,0.0438459,0.0369542,0.0315223,0.0467265,0.0291167,0.0307266
1961.2509,0.0271337,0.0314675,0.0383182,0.0371299,0.0370572,0.0477699,0.0440303,0.0448533,0.0367845,0.0364036,0.0351667,0.0473327,0.0395398,0.0398255,0.0405102,0.0443201,0.0360885,0.0312371,0.0458086,0.0308172,0.0295693
1961.7329,0.0264568,0.030354,0.0409777,0.0376142,0.0372487,0.0475461,0.0442581,0.0422819,0.0376144,0.036369,0.0358661,0.042669,0.0401299,0.0375545,0.0377529,0.0444356,0.0347189,0.0310858,0.0439032,0.0330622,0.028317
1962.2151,0.0253005,0.0306149,0.0427308,0.0390935,0.0378426,0.0462895,0.0437086,0.03959,0.0386921,0.0369255,0.0376928,0.0397795,0.0400696,0.0356877,0.0355293,0.0440173,0.0335433,0.0318729,0.0414381,0.0352315,0.0274415
1962.6971,0.0243568,0.0319009,0.0430827,0.0411713,0.0387165,0.0445065,0.0429086,0.0374044,0.0398706,0.0381298,0.0402654,0.0388885,0.0388542,0.0345651,0.0343505,0.0430067,0.033166,0.0340884,0.0387728,0.0365407,0.0274405
1963.1793,0.0242479,0.033493,0.0420808,0.043166,0.03948,0.0424097,0.0422708,0.0362636,0.0409513,0.0399475,0.0432126,0.0391248,0.0364033,0.0340515,0.0345118,0.0415515,0.0337852,0.0375831,0.036347,0.0364396,0.0284781
1963.6614,0.0250825,0.034754,0.0402378,0.0443786,0.0397948,0.0398977,0.0418857,0.0364348,0.0417395,0.0420623,0.0462283,0.0392146,0.0331957,0.0338429,0.0359354,0.0400111,0.0350894,0.0415837,0.0347214,0.0349424,0.0301429
1964.1436,0.026387,0.0353993,0.0382588,0.0443418,0.0396216,0.0368672,0.0415427,0.0377904,0.0421106,0.0438576,0.0490255,0.0382954,0.0301437,0.0338199,0.0381497,0.0388404,0.0364234,0.0450468,0.034359,0.0326671,0.0315516
1964.6256,0.0274542,0.035487,0.03672,0.0429438,0.0392273,0.0335738,0.040954,0.0398235,0.0420477,0.0446522,0.0512926,0.0363645,0.0282331,0.0341594,0.0404622,0.0383859,0.0371356,0.0471283,0.0352803,0.0305364,0.0318201
1965.1078,0.0278285,0.0352363,0.0358291,0.0404103,0.0389699,0.0307363,0.0400089,0.0418176,0.0416309,0.0440679,0.0527256,0.0341652,0.0280925,0.0351311,0.0422311,0.0386956,0.0369139,0.0474899,0.0368924,0.0293182,0.0306505
1965.5898,0.0275609,0.0348646,0.0353422,0.037212,0.0390303,0.0292838,0.0388764,0.0431044,0.0409913,0.0423023,0.0531214,0.0326717,0.0297097,0.0367552,0.0430532,0.0394676,0.0359312,0.0463153,0.0381773,0.0292803,0.028651
1966.072,0.0270749,0.034535,0.0346746,0.0339785,0.0392648,0.0298774,0.0379056,0.0433134,0.0402699,0.0401379,0.0524693,0.0325145,0.0324329,0.0385883,0.042771,0.0401954,0.0347367,0.0441159,0.0381703,0.0301355,0.0271192
1966.5541,0.0267801,0.0343636,0.0332213,0.0314169,0.0392723,0.0324705,0.0374108,0.0425264,0.0396045,0.0386431,0.0509846,0.0336538,0.0352721,0.0398207,0.0413701,0.0404617,0.033949,0.0414911,0.0364619,0.0312776,0.0272976
1967.0363,0.0267566,0.034383,0.0308062,0.0301676,0.0386542,0.0361944,0.0374943,0.0412603,0.0391407,0.0386657,0.0490627,0.0354641,0.0373762,0.0396692,0.0389324,0.0402052,0.0339092,0.0389624,0.0334172,0.0321559,0.0294859
1967.5183,0.0267875,0.0344595,0.0279793,0.0305699,0.0373131,0.0397266,0.0380213,0.0402376,0.0390355,0.0403778,0.0471634,0.0371802,0.0384207,0.0378249,0.035736,0.0397395,0.0345087,0.0368969,0.0299493,0.0325459,0.0326725
1968.0005,0.0266957,0.0342852,0.0258501,0.0324588,0.0355707,0.0419592,0.0387361,0.0400346,0.03942,0.0431689,0.0456685,0.0383962,0.0386417,0.0346396,0.0323881,0.0394646,0.0353186,0.0354804,0.0270129,0.0325412,0.0351028
1968.4825,0.0266266,0.0335507,0.0254745,0.0351633,0.0340061,0.042517,0.0394026,0.0408066,0.0403273,0.0459534,0.0447739,0.0392537,0.0385207,0.0309418,0.0297686,0.039496,0.0359103,0.0347046,0.0252047,0.0323209,0.0354103
1968.9647,0.0269733,0.032219,0.0272042,0.0377533,0.0331379,0.0418133,0.0398728,0.0422379,0.041625,0.0476558,0.0444458,0.0402291,0.0384161,0.0276842,0.028706,0.0395282,0.036111,0.0343725,0.0246976,0.0319399,0.0334443
1969.4468,0.028006,0.0306923,0.0304328,0.0394164,0.0331639,0.0407185,0.0401081,0.0436963,0.0429964,0.0476008,0.0444453,0.0417409,0.0384242,0.025663,0.029545,0.0390259,0.0360436,0.0341588,0.0253833,0.0313177,0.0302712
1969.929,0.0295319,0.0296963,0.0338759,0.0397978,0.0338904,0.0401051,0.0402056,0.0444928,0.0440056,0.0457145,0.0444153,0.0438515,0.0384958,0.0253614,0.031878,0.0375914,0.0359965,0.0337457,0.0269909,0.0303956,0.0274858
1970.411,0.030885,0.0298739,0.0362341,0.0391543,0.0348652,0.0404751,0.0404159,0.0441509,0.04425,0.042539,0.0440218,0.0462078,0.0386411,0.026849,0.0346657,0.0352643,0.0362497,0.033004,0.0291036,0.0292976,0.0263111
1970.8932,0.0313072,0.0312951,0.0368788,0.0382169,0.0356419,0.0417827,0.0410616,0.0425984,0.0435565,0.0390537,0.0431058,0.0482166,0.0390251,0.0297349,0.036768,0.0325751,0.0369483,0.0321144,0.0311789,0.0283433,0.0269863
1971.3752,0.030476,0.0332396,0.03614,0.0377948,0.0360279,0.0435037,0.0423219,0.0401918,0.0421131,0.0363149,0.0417617,0.0493399,0.0398624,0.0332518,0.0376022,0.0303222,0.0380505,0.0315166,0.0326861,0.0278845,0.0287612
1971.8574,0.0287711,0.0344988,0.0349972,0.0383383,0.0361598,0.0449083,0.044003,0.0375543,0.040433,0.035041,0.0402885,0.0493339,0.0411834,0.0365197,0.0374661,0.0292179,0.0393258,0.0316694,0.0333288,0.0280846,0.0304449
1972.3395,0.0270491,0.0340815,0.0344035,0.0397384,0.0363589,0.0453904,0.0455095,0.0353167,0.0391384,0.0353535,0.0390544,0.0483072,0.0426594,0.0388861,0.0372638,0.0296159,0.0403749,0.0327588,0.0331899,0.0288117,0.031109
1972.8217,0.0260819,0.0318775,0.0347325,0.0414733,0.0368809,0.0446887,0.0461291,0.033908,0.0386721,0.0368095,0.0383747,0.0466121,0.0436453,0.0401515,0.037829,0.0314285,0.0406868,0.0345525,0.0326669,0.0297186,0.0305056
1973.3037,0.0260706,0.0288204,0.0356918,0.0429571,0.0377386,0.042926,0.0454976,0.0334772,0.0390915,0.0386874,0.0384616,0.0446781,0.0434547,0.0405498,0.0393432,0.0341996,0.0397762,0.0365099,0.0322271,0.0304411,0.0290409
1973.7859,0.0265663,0.0263979,0.0366672,0.0438341,0.0387084,0.0404979,0.0439236,0.0339391,0.0400598,0.0403501,0.0394161,0.0428924,0.0417354,0.0405211,0.0412518,0.0372491,0.0374138,0.0380828,0.0321489,0.0307789,0.0274531
1974.2679,0.0268269,0.0257691,0.0371805,0.044042,0.0394943,0.037905,0.0423008,0.0350737,0.0410494,0.0414888,0.041199,0.0415577,0.0387367,0.0404423,0.0426944,0.0398487,0.0338592,0.0390114,0.032413,0.0307674,0.0264418
1974.7501,0.0263352,0.0270363,0.0371319,0.0436677,0.0399292,0.0356174,0.0416013,0.0366146,0.0416493,0.0421447,0.0435697,0.0408917,0.0352983,0.0404941,0.0431037,0.0414213,0.0299412,0.039415,0.0327799,0.030631,0.0264193
1975.2322,0.0251214,0.0291556,0.0367233,0.042767,0.0400862,0.0340043,0.0422638,0.0382989,0.0417965,0.042553,0.0460638,0.0410112,0.032532,0.0407151,0.0425354,0.0417261,0.0268588,0.0396167,0.0329617,0.0306648,0.0274125
1975.7144,0.0237075,0.0305799,0.0362072,0.0413121,0.0402491,0.0333066,0.0438855,0.0398815,0.0417829,0.0429482,0.0480971,0.0418843,0.0313367,0.0411411,0.041541,0.0409394,0.025731,0.0398273,0.032759,0.0310915,0.0290747
1976.1964,0.0227633,0.0302476,0.0356915,0.0392901,0.0407688,0.0336081,0.0454304,0.0411361,0.0420255,0.043447,0.0491923,0.0432848,0.0319899,0.041876,0.0407453,0.0395549,0.0270813,0.0399201,0.0321128,0.0319264,0.0307847
1976.6786,0.0227268,0.0282819,0.035131,0.0368341,0.0418725,0.0347926,0.0458249,0.0418591,0.0427492,0.0440314,0.0492062,0.0448171,0.0340307,0.0430225,0.0404672,0.0381268,0.0305316,0.0394654,0.0311067,0.0329023,0.0318391
1977.1606,0.0236108,0.0259298,0.0344693,0.0342517,0.0434989,0.0365265,0.0445761,0.0418979,0.0438019,0.0445754,0.0483922,0.046046,0.0365,0.0445409,0.040619,0.0369994,0.034902,0.0380217,0.0299625,0.0335251,0.031714
1977.6428,0.0250561,0.0247573,0.0337971,0.0319181,0.0452354,0.0383219,0.0420594,0.0412128,0.0447476,0.0448698,0.0472325,0.0466886,0.0384058,0.0461694,0.0408709,0.0362041,0.0387114,0.0355062,0.0290146,0.0333013,0.0302965
1978.1249,0.026542,0.0256235,0.0334078,0.0301194,0.0464194,0.0396963,0.0393438,0.0399631,0.0451813,0.0446523,0.0461483,0.0467623,0.039158,0.0474858,0.0408901,0.0355844,0.0408387,0.0324102,0.0286167,0.0320587,0.0279602
1978.6071,0.0276131,0.0281157,0.0337067,0.0289619,0.0464122,0.040369,0.0376796,0.0385557,0.0450331,0.0436894,0.045297,0.0465779,0.038751,0.0480782,0.0404822,0.0350366,0.0409989,0.0297154,0.028983,0.0301624,0.0254265
1979.0891,0.0280256,0.0308191,0.0350083,0.0283967,0.0449465,0.0403856,0.0379151,0.0375776,0.0446151,0.0419165,0.0445997,0.0465577,0.0376421,0.0477137,0.0396092,0.0346552,0.039782,0.0285308,0.0300602,0.028431,0.0234846
1979.5713,0.027784,0.0322311,0.0373128,0.0283113,0.0423485,0.0400778,0.0401003,0.0375758,0.0443464,0.0395689,0.0439637,0.0469689,0.0364468,0.0464132,0.0383644,0.034655,0.0382454,0.0296182,0.0315512,0.0277304,0.0227177
1980.0533,0.0270818,0.0316937,0.0401824,0.0286103,0.0394529,0.0398595,0.0434355,0.0387668,0.0443518,0.0372006,0.0435056,0.0477436,0.0356502,0.0444101,0.0369713,0.035135,0.0373073,0.033022,0.0331156,0.0284656,0.0233599
1980.5355,0.0261835,0.0297263,0.0428223,0.02924,0.0371949,0.0399669,0.0465862,0.0408586,0.0442608,0.0355331,0.0435711,0.0485086,0.0354663,0.0420419,0.0357786,0.0358945,0.0372997,0.0379737,0.0346136,0.0303078,0.0252986
1981.0176,0.0253057,0.0275798,0.0443795,0.0301659,0.0361008,0.0403109,0.048239,0.0431454,0.0434158,0.0351822,0.0445009,0.0488169,0.0358591,0.0396403,0.0351797,0.0364794,0.0379251,0.0431115,0.0361866,0.0323606,0.0281458
1981.4998,0.024561,0.0263772,0.0443388,0.0313381,0.0360086,0.04055,0.0476629,0.0448751,0.0413845,0.0363879,0.0462948,0.0484264,0.0366413,0.0374624,0.0354436,0.0364521,0.038592,0.0469336,0.0380735,0.0336675,0.0313054
1981.9819,0.0239985,0.0264547,0.0427938,0.0326652,0.0362285,0.0403509,0.0450193,0.045679,0.0384117,0.0388771,0.0484278,0.0474376,0.0375686,0.0356672,0.0365478,0.035686,0.0388607,0.0483117,0.040284,0.033724,0.0340429
1982.464,0.0237019,0.0273106,0.0404106,0.0340064,0.0360491,0.0396664,0.0412704,0.0457754,0.035445,0.0419272,0.049996,0.0462081,0.0384015,0.0343268,0.0381459,0.0344625,0.0386865,0.046877,0.0423979,0.0326697,0.0356208
1982.9462,0.0238494,0.0281028,0.0380788,0.0351904,0.0352344,0.0388315,0.0377375,0.0457868,0.0336601,0.0446096,0.0501504,0.0451281,0.0389527,0.033457,0.0397221,0.0333022,0.0383247,0.0431367,0.0436966,0.0310852,0.0355309
1983.4282,0.0246496,0.0282689,0.0364542,0.0360745,0.0341542,0.0383896,0.0355495,0.0462788,0.0337841,0.0461273,0.0485727,0.0444334,0.0391358,0.0330537,0.0408479,0.0326716,0.0380229,0.0382868,0.0435836,0.0295955,0.0337463
1983.9104,0.0261656,0.0278373,0.0356766,0.0366332,0.0334581,0.0387459,0.0352562,0.0473348,0.0356764,0.0461226,0.0456948,0.0441807,0.039005,0.0331188,0.0413719,0.032787,0.0377745,0.0338011,0.0420078,0.0285724,0.0308357
1984.3925,0.0281524,0.0272911,0.0354165,0.0370229,0.0335484,0.0398742,0.0367482,0.0484628,0.03845,0.0448319,0.0425101,0.0443537,0.0387545,0.0336622,0.0414248,0.0336283,0.0373316,0.0309494,0.0395746,0.0280884,0.0278156
1984.8746,0.0300609,0.0271751,0.0351785,0.037546,0.0342558,0.0412794,0.0394343,0.0489012,0.0410385,0.0430002,0.0400799,0.0449622,0.0386634,0.0346769,0.041251,0.0350795,0.0364542,0.0304015,0.0372382,0.0280517,0.0257556
1985.3567,0.0312619,0.0277522,0.0346309,0.0384879,0.0349645,0.042255,0.0425193,0.0481208,0.0428131,0.0415517,0.03903,0.0460202,0.038998,0.0361005,0.0409981,0.0370138,0.0351755,0.0320397,0.0357742,0.0283523,0.0253136
1985.8389,0.0313703,0.0289015,0.0337522,0.0399021,0.0350769,0.0422759,0.0452456,0.0461883,0.0438411,0.0411523,0.0393439,0.0474323,0.0399116,0.0377846,0.0406134,0.0392272,0.0338619,0.0350372,0.0353945,0.0289068,0.0264483
1986.3209,0.0304489,0.030237,0.0327579,0.0414887,0.0344501,0.0412765,0.0470496,0.0437742,0.0446603,0.0418942,0.0405477,0.0489145,0.0413788,0.039489,0.0399117,0.0413065,0.0330208,0.0381642,0.03575,0.0296262,0.0284631
1986.8031,0.028955,0.0313096,0.0319302,0.0426732,0.0334796,0.0396604,0.0476548,0.0418308,0.0457906,0.0432828,0.0421013,0.0500563,0.0431897,0.0409105,0.0387572,0.0426283,0.0330118,0.0402134,0.0362664,0.03039,0.0303372
1987.2852,0.0274718,0.0317877,0.0314935,0.0428751,0.0328039,0.038077,0.047123,0.0411363,0.0473379,0.0445407,0.0436965,0.0505014,0.0450049,0.0417482,0.0372369,0.0426131,0.0338648,0.0404234,0.0365316,0.0310676,0.0311721
1987.7673,0.0263982,0.0315895,0.031573,0.0418383,0.0328752,0.0371107,0.0458282,0.041918,0.0489212,0.0450664,0.0452749,0.0501253,0.0464637,0.0418047,0.0357108,0.0411427,0.0353008,0.0387848,0.0364714,0.0315581,0.03057
1988.2494,0.025788,0.030947,0.032184,0.0398293,0.0337238,0.0370445,0.0442952,0.0437171,0.0499282,0.0447816,0.0468152,0.0490769,0.0473077,0.0410833,0.0346884,0.0388395,0.0369095,0.0360851,0.036243,0.0317999,0.0288007
1988.7316,0.0254246,0.0303369,0.0332086,0.0375447,0.0350841,0.0377969,0.0429388,0.0455913,0.0498977,0.0441274,0.0481207,0.0476477,0.0474486,0.0398108,0.0345874,0.0368836,0.0383404,0.0335764,0.0359893,0.0317479,0.0266623
1989.2136,0.025051,0.0302553,0.0343851,0.0357635,0.0367367,0.0390303,0.0418773,0.0465802,0.04876,0.0437031,0.0488314,0.046081,0.0469205,0.0383437,0.0355288,0.036385,0.0393775,0.0323737,0.0356842,0.0313631,0.0250878
1989.6958,0.0245578,0.030955,0.0353638,0.0349858,0.0387246,0.0403215,0.040989,0.0461754,0.0468065,0.0438363,0.0486601,0.0444849,0.0457534,0.0370179,0.0372971,0.0377332,0.0398886,0.0329356,0.0351816,0.0306393,0.0247215
1990.1779,0.0240069,0.0323167,0.035833,0.0352743,0.0412357,0.0412847,0.0401766,0.0445483,0.0445027,0.0444099,0.0476593,0.0429014,0.0438953,0.0360538,0.0394402,0.040355,0.0397598,0.0349079,0.0343746,0.0296437,0.0256859
1990.66,0.0235314,0.033939,0.0356587,0.0363089,0.0442562,0.0416418,0.0396257,0.0424703,0.0423221,0.0450305,0.0463257,0.0414376,0.0412793,0.0355686,0.0413984,0.0429647,0.0389294,0.0373378,0.0333097,0.0285197,0.0275854
1991.1421,0.0232291,0.0353918,0.0349707,0.037546,0.0472862,0.0413086,0.0398289,0.0409647,0.0406648,0.0453823,0.045459,0.0403239,0.0380221,0.0356434,0.0426079,0.044153,0.0375217,0.0391175,0.0321849,0.0274341,0.0296903
1991.6243,0.0231322,0.0364868,0.0341225,0.0384213,0.0494072,0.0405054,0.0412725,0.040771,0.0398069,0.0455139,0.0457884,0.0398238,0.0346016,0.0363497,0.0426287,0.0430983,0.0359492,0.0395195,0.0312642,0.0265018,0.0312517
1992.1063,0.023256,0.0373456,0.0335031,0.0385703,0.0497736,0.0397648,0.0439464,0.0418709,0.0398382,0.0458131,0.0475259,0.0400459,0.0317971,0.0376811,0.0413235,0.0400604,0.034805,0.0385937,0.030777,0.0257564,0.031848
1992.5885,0.0236566,0.038152,0.0333028,0.0379882,0.0481771,0.0397014,0.0471102,0.0434762,0.0406335,0.0466327,0.0501794,0.0408227,0.0303367,0.0394445,0.0389895,0.0362567,0.0345375,0.0371229,0.0308562,0.0252056,0.0315399
1993.0706,0.0244205,0.0387911,0.0334249,0.0370185,0.0451467,0.0406393,0.0496112,0.0445858,0.0419154,0.0478941,0.0528205,0.0417849,0.0305223,0.041242,0.036295,0.0331464,0.0351724,0.0361081,0.0315072,0.024909,0.0306872
1993.5527,0.0255853,0.038748,0.0336041,0.0361771,0.0415132,0.0423812,0.0505096,0.0446538,0.0433714,0.0490538,0.0545914,0.0425634,0.0321523,0.0426012,0.0340259,0.0316959,0.0363454,0.0361863,0.0325633,0.0249708,0.029599
1994.0348,0.0270614,0.0374007,0.0335998,0.0359294,0.0379036,0.0442811,0.0495225,0.0438494,0.0447383,0.0494589,0.0550748,0.0429551,0.0347297,0.0431781,0.0327914,0.0321043,0.0375917,0.0373685,0.0336402,0.0254357,0.0283349
1994.517,0.0286097,0.0345061,0.0333224,0.0365078,0.0345744,0.0455504,0.0470728,0.0428201,0.0458321,0.0488027,0.0543825,0.0429787,0.0377133,0.0429209,0.0328113,0.033951,0.0386355,0.0391277,0.0341789,0.0261824,0.026785
1994.999,0.029889,0.0305517,0.0328591,0.0378042,0.0315912,0.0456377,0.0440269,0.0421994,0.046569,0.0473781,0.0530195,0.0428392,0.0406431,0.042116,0.0338512,0.036505,0.0394831,0.0406774,0.0336706,0.0269278,0.0249098
1995.4812,0.0305535,0.0266942,0.0324244,0.0393756,0.0291007,0.04451,0.041287,0.0421745,0.0470065,0.0459577,0.0516099,0.0428263,0.043147,0.0412759,0.0353488,0.0390211,0.0402777,0.0413138,0.0320112,0.0273782,0.022933
1995.9633,0.0303696,0.0242286,0.0322675,0.0406024,0.0274276,0.0426745,0.0394231,0.0423747,0.0473697,0.0453458,0.0505874,0.0431616,0.0449216,0.0408967,0.0367115,0.0409458,0.0410365,0.0407205,0.0297432,0.027442,0.0213183
