Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb)
1127.671,0.110847,0.124336,0.112463,0.0989011,0.106011,0.130823,0.116248,0.0951216,0.0876605
1128.1532,0.10384,0.118531,0.110425,0.094184,0.108924,0.12569,0.1114,0.0970026,0.0856493
1128.6353,0.0965914,0.112971,0.107045,0.090895,0.112716,0.120805,0.105606,0.0997492,0.083862
1129.1174,0.0905114,0.108374,0.10422,0.0887806,0.115654,0.11669,0.10116,0.102068,0.0820168
1129.5995,0.0868232,0.104951,0.102486,0.0872093,0.115729,0.112745,0.0996396,0.103055,0.0801794
1130.0817,0.0861694,0.102109,0.10099,0.0857632,0.111706,0.107954,0.100906,0.102483,0.0791349
1130.5637,0.0882285,0.0985189,0.0984716,0.0845713,0.10402,0.101808,0.103162,0.100692,0.0801767
1131.0459,0.0916333,0.0927268,0.0943084,0.0840974,0.0948948,0.0947474,0.104164,0.098221,0.0843389
1131.528,0.0944104,0.0840941,0.0888163,0.0845399,0.0874817,0.0878752,0.102786,0.0954554,0.0915401
1132.0101,0.0948163,0.0734562,0.0827764,0.0853333,0.0843453,0.0822581,0.0998222,0.0925641,0.100257
1132.4922,0.0921029,0.0629755,0.0768202,0.0851913,0.0861262,0.078372,0.0974268,0.0897605,0.108066
1132.9744,0.0867285,0.0551715,0.0712813,0.0827382,0.0911571,0.0760485,0.0975649,0.0876174,0.112828
1133.4564,0.0799092,0.0517236,0.0665191,0.0773456,0.0963071,0.0748291,0.100618,0.0870611,0.113819
1133.9386,0.0728858,0.0528125,0.0631823,0.0696499,0.0985996,0.0743499,0.105175,0.0888854,0.112073
1134.4207,0.066438,0.0573422,0.0619373,0.0614375,0.0966854,0.0744542,0.109128,0.0930571,0.109662
1134.9028,0.0608956,0.0637125,0.0627649,0.0549625,0.0913455,0.0750351,0.11119,0.0983684,0.108369
1135.3849,0.0564329,0.0704811,0.0644557,0.0520393,0.0847952,0.0758432,0.111635,0.102848,0.108599
1135.8671,0.0532348,0.0765148,0.0648804,0.0533039,0.0792754,0.0764704,0.111702,0.1048,0.109251
1136.3491,0.0513535,0.0808006,0.0620129,0.0579267,0.0758136,0.0765251,0.112189,0.103798,0.108593
1136.8313,0.0504785,0.0824002,0.055063,0.0638793,0.0738775,0.0758399,0.112434,0.100902,0.105495
1137.3134,0.049983,0.0807983,0.0449715,0.0686764,0.072028,0.0745555,0.110576,0.0978752,0.100151
1137.7955,0.0493217,0.0763589,0.0339978,0.0703296,0.0690331,0.0730494,0.104955,0.0959437,0.0938459
1138.2776,0.0484271,0.0703392,0.0247405,0.0681161,0.0646517,0.0717719,0.0955623,0.0949798,0.0880558
1138.7598,0.0476587,0.0642267,0.0191804,0.0627898,0.0596008,0.0710541,0.0843858,0.0936949,0.0836199
1139.2418,0.0472523,0.0587934,0.0181362,0.0560991,0.0548418,0.0709156,0.0743463,0.0906615,0.0805576
1139.724,0.0467597,0.0536202,0.0211631,0.0498597,0.0508022,0.0709173,0.0675768,0.0854024,0.0785318
1140.2061,0.0450952,0.0475476,0.0267633,0.0451088,0.0471484,0.0701811,0.0642826,0.0787891,0.0774365
1140.6882,0.0413244,0.039776,0.032838,0.0418203,0.0432496,0.0676942,0.0629346,0.0725396,0.0775555
1141.1703,0.0356127,0.0307901,0.0373697,0.0392896,0.0389012,0.0628584,0.0615382,0.0682333,0.0791688
1141.6525,0.0294849,0.0223846,0.0391911,0.0368507,0.0346661,0.0560036,0.0589827,0.0665052,0.0819877
1142.1345,0.0250331,0.0167515,0.0384749,0.0344042,0.0315193,0.0484847,0.0555405,0.0668369,0.0849458
1142.6167,0.0235991,0.0152752,0.036574,0.0324339,0.0300804,0.0421763,0.0523236,0.0679156,0.0865695
1143.0988,0.0249513,0.0178375,0.0351906,0.0315892,0.0300876,0.0385857,0.0502779,0.0682343,0.085677
1143.5809,0.0276155,0.0229943,0.0353443,0.0321936,0.0305798,0.0381118,0.0495121,0.0666136,0.0819146
1144.063,0.0300727,0.0287606,0.036806,0.0340149,0.0306658,0.0399243,0.0493491,0.0624965,0.0758055
1144.5452,0.0318176,0.0334282,0.0383579,0.0363899,0.0302493,0.0425153,0.0488768,0.0560158,0.068377
1145.0272,0.0334041,0.0360042,0.0386444,0.0385592,0.0300982,0.0445217,0.0474801,0.0478832,0.060708
1145.5094,0.0354854,0.036248,0.0369791,0.0399967,0.0311734,0.0452664,0.0450117,0.039153,0.053696
1145.9915,0.0377264,0.0345346,0.0335927,0.040593,0.0337398,0.0447395,0.041659,0.0309458,0.0480691
1146.4736,0.0385948,0.031723,0.0292981,0.0406503,0.0369685,0.0431943,0.0377847,0.0242324,0.0444342
1146.9557,0.0363162,0.0290012,0.0249724,0.0406985,0.0393509,0.0407892,0.0339076,0.0197262,0.0431588
1147.4379,0.0303204,0.0275757,0.0212592,0.0411811,0.039622,0.0375723,0.0307181,0.0178296,0.0441058
1147.9199,0.0220792,0.0281922,0.0185619,0.0421282,0.0375223,0.0337353,0.0289026,0.0185373,0.0464567
1148.4021,0.0146567,0.030694,0.0170872,0.0429944,0.0338874,0.0298014,0.0287299,0.0213028,0.0488624
1148.8842,0.0111963,0.033926,0.0167394,0.0428085,0.0300758,0.0264884,0.0296595,0.0250297,0.0499421
1149.3663,0.0132646,0.0361518,0.0169636,0.0406123,0.0271856,0.0243196,0.0303639,0.0283713,0.0488826
1149.8484,0.0200197,0.0358411,0.0168457,0.0359761,0.0255747,0.0233171,0.0293426,0.0303202,0.0457975
1150.3306,0.0286206,0.0324312,0.0156194,0.0293074,0.0248939,0.0230625,0.0258623,0.0307669,0.0416484
1150.8126,0.0355822,0.0266405,0.0133064,0.0217899,0.0244762,0.0230886,0.0206294,0.0306023,0.0378032
1151.2948,0.0383401,0.020151,0.0109437,0.0150009,0.0237606,0.0232665,0.0156583,0.0311866,0.0354926
1151.7769,0.036283,0.0148338,0.0100509,0.0103916,0.0225292,0.0238516,0.013271,0.0334594,0.0354164
1152.259,0.0308395,0.011939,0.0115791,0.0088149,0.020939,0.0251555,0.0147404,0.0372695,0.0375922
1152.7411,0.024655,0.0116736,0.0150801,0.0102249,0.0194343,0.0271482,0.0194001,0.0413773,0.0413918
1153.2233,0.0202868,0.0133363,0.0187897,0.0136387,0.0185972,0.0293573,0.0248324,0.0441247,0.0456888
1153.7053,0.0190424,0.0158484,0.0206882,0.0174452,0.0189264,0.0311646,0.0281156,0.0443152,0.0491043
1154.1875,0.0205135,0.0183106,0.019849,0.0200478,0.0205557,0.0322394,0.0274414,0.0417549,0.0503782
1154.6696,0.0230059,0.0202679,0.0171067,0.0206147,0.0230324,0.0327105,0.0231271,0.0371964,0.0488136
1155.1517,0.02459,0.0216066,0.0145242,0.0195184,0.0253494,0.032909,0.0173787,0.0318517,0.044611
1155.6338,0.0241602,0.0222753,0.0139961,0.0181075,0.0263392,0.0328974,0.0129208,0.0268512,0.0388636
1156.116,0.0219077,0.0221039,0.015957,0.0178429,0.0252992,0.0322141,0.011332,0.0229374,0.0331254
1156.598,0.0189959,0.0208679,0.0190897,0.0193026,0.022492,0.0301049,0.0121339,0.0204245,0.0287311
1157.0802,0.0167146,0.0185188,0.0212165,0.0217375,0.0191539,0.0261079,0.013207,0.0192788,0.0262325
1157.5623,0.0156741,0.0153592,0.0207327,0.0235219,0.0169147,0.0205518,0.0122559,0.0191886,0.0252671
1158.0444,0.0155056,0.0119969,0.0176156,0.0232154,0.0169212,0.0145693,0.00836996,0.0196148,0.0249049
1158.5265,0.0151763,0.0090842,0.0133972,0.0205035,0.0191968,0.00959675,0.0026866,0.0198948,0.0242176
1159.0087,0.013672,0.00701129,0.0102228,0.0163851,0.0226418,0.00670549,-1.17549e-38,0.0194335,0.0227116
1159.4907,0.0106507,0.00574906,0.00966855,0.012537,0.0256628,0.00619828,-1.17549e-38,0.017912,0.0204181
1159.9729,0.00674093,0.00492631,0.0120206,0.0103563,0.027001,0.0076546,-1.17549e-38,0.0153919,0.0176985
1160.455,0.00334862,0.00408498,0.0162993,0.010332,0.0262186,0.0102635,0.00580472,0.0122445,0.0149916
1160.9371,0.00202817,0.00296779,0.0208344,0.0120542,0.0235947,0.0131433,0.0143281,0.00895196,0.0126875
1161.4192,0.00365536,0.00169294,0.0239859,0.0146851,0.0196349,0.0155022,0.0223974,0.00591966,0.0111397
1161.9014,0.00778759,0.000730594,0.0246956,0.0174629,0.0146618,0.0167418,0.0284074,0.00342308,0.0106883
1162.3834,0.0126218,0.000682488,0.0227655,0.0199374,0.00882172,0.0166682,0.0317291,0.00170591,0.0115808
1162.8656,0.0157387,0.00195552,0.0188707,0.0219347,0.0024425,0.0157679,0.0324889,0.00111251,0.0138026
1163.3477,0.0153663,0.00448807,0.0143278,0.0234299,-1.17549e-38,0.0152455,0.0311637,0.00208802,0.0169359
1163.8298,0.0114641,0.00768885,0.0106504,0.0244618,-1.17549e-38,0.0165327,0.0283188,0.00496603,0.0201738
1164.3119,0.00588876,0.0106521,0.00901391,0.0250805,-1.17549e-38,0.0203521,0.0245589,0.00964625,0.0225249
1164.7941,0.0014044,0.0125519,0.00984315,0.0252706,-1.17549e-38,0.0258974,0.0205353,0.0154076,0.0231448
1165.2761,8.96069e-05,0.012995,0.0127118,0.0248705,-1.17549e-38,0.0308221,0.0168425,0.0210698,0.0216784
1165.7583,0.00218215,0.0121304,0.0165722,0.0236055,0.000142095,0.0322891,0.0138107,0.0254872,0.0184796
1166.2404,0.00616413,0.0104774,0.0201578,0.0212967,0.00573481,0.028579,0.0113687,0.0280848,0.0145903
1166.7225,0.0100151,0.00862383,0.0223615,0.0181418,0.010924,0.0202405,0.00914606,0.0290568,0.0114083
1167.2046,0.0126935,0.0070077,0.0225096,0.0148272,0.0155174,0.0099719,0.00680097,0.0290645,0.0101056
1167.6868,0.0147393,0.00588126,0.0205605,0.012298,0.0195775,0.00123952,0.00435644,0.0286461,0.0110369
1168.1688,0.0175802,0.00537805,0.0172272,0.0112551,0.0230951,-1.17549e-38,0.00227858,0.0277984,0.013488
1168.651,0.0221339,0.00553069,0.0138923,0.0116909,0.0258887,-1.17549e-38,0.00119736,0.0260678,0.0160049
1169.1331,0.0278228,0.00618636,0.0121641,0.0128068,0.0277764,-1.17549e-38,0.00143422,0.0230855,0.0172127
1169.6152,0.0327541,0.00693221,0.0131326,0.0134316,0.0288185,0.00223456,0.00266847,0.0191016,0.0166652
1170.0973,0.0348855,0.00719497,0.016701,0.0127223,0.029373,0.0053209,0.00401071,0.0150596,0.0151635
1170.5795,0.0332646,0.00654515,0.0214736,0.0107175,0.0298653,0.00780417,0.00448921,0.0121076,0.0142749
1171.0615,0.0284688,0.00502783,0.0253943,0.00838184,0.0304117,0.0102174,0.00366937,0.0108935,0.0153214
1171.5437,0.0220725,0.00325997,0.0268101,0.0070822,0.0305787,0.0129281,0.0020172,0.0111558,0.0184884
1172.0258,0.0157037,0.00217569,0.0252954,0.0077916,0.0294912,0.0155474,0.000763247,0.0118846,0.0226384
1172.5079,0.0104224,0.00255801,0.0217267,0.0104814,0.02629,0.0169999,0.0013283,0.0119041,0.0259247
1172.99,0.00670494,0.00465081,0.0176296,0.0140513,0.0207009,0.0161088,0.00462972,0.0104659,0.0267705
1173.4722,0.0047424,0.00807268,0.0143056,0.0168313,0.0133796,0.0122591,0.0106352,0.00752654,0.0245871
1173.9542,0.00458156,0.012031,0.0123027,0.0173769,0.00579047,0.00577137,0.0183614,0.00365605,0.0198706
1174.4364,0.00595371,0.0156535,0.011437,0.0151469,-1.17549e-38,-1.17549e-38,0.0262579,-1.17549e-38,0.0137693
1174.9185,0.00807329,0.0182418,0.0111603,0.0107528,-1.17549e-38,-1.17549e-38,0.0327394,-1.17549e-38,0.00751136
1175.4006,0.00978724,0.0193783,0.0109231,0.0057152,-1.17549e-38,-1.17549e-38,0.0366154,-1.17549e-38,0.00203355
1175.8827,0.0101211,0.0189347,0.0103636,0.0018881,-1.17549e-38,-1.17549e-38,0.0372992,-1.17549e-38,-1.17549e-38
1176.3649,0.00884577,0.0170506,0.00938273,0.00079757,-1.17549e-38,-1.17549e-38,0.0348291,-1.17549e-38,-1.17549e-38
1176.8469,0.00660706,0.0140875,0.00819526,0.00309702,0.00205126,-1.17549e-38,0.0297973,0.00233784,-1.17549e-38
1177.3291,0.00450189,0.0105339,0.00729787,0.00827796,0.004593,-1.17549e-38,0.0232361,0.00658278,-1.17549e-38
1177.8112,0.00342836,0.00688267,0.0072262,0.0147513,0.00695041,0.00636019,0.0164392,0.0103903,-1.17549e-38
1178.2933,0.0036879,0.00355275,0.00813796,0.0203677,0.00891984,0.0120465,0.0106864,0.013079,-1.17549e-38
1178.7754,0.00505767,0.000901712,0.00952328,0.0232809,0.00985261,0.0153593,0.00690845,0.0142387,0.00107466
1179.2576,0.00714001,-1.17549e-38,0.0103799,0.0228039,0.00887948,0.0162741,0.00541545,0.0137512,0.00486317
1179.7396,0.00961105,-1.17549e-38,0.00986055,0.0197733,0.0055175,0.0151296,0.00582721,0.0118599,0.00917341
1180.2218,0.0121778,-1.17549e-38,0.00795074,0.0161065,0.000190027,0.0123192,0.00727254,0.00926419,0.0133836
1180.7039,0.0143976,0.0013562,0.00560485,0.0137072,-1.17549e-38,0.00825921,0.00879686,0.00704481,0.0167296
1181.186,0.015665,0.00281732,0.00414907,0.0133536,-1.17549e-38,0.00357086,0.00980617,0.00625792,0.01873
1181.6681,0.0154903,0.00335628,0.00437092,0.0142945,-1.17549e-38,-1.17549e-38,0.0103338,0.00732002,0.0194829
1182.1503,0.0138686,0.00287943,0.00601217,0.0148501,-1.17549e-38,-1.17549e-38,0.0109741,0.00961034,0.0195501
1182.6323,0.0114012,0.00224966,0.00806542,0.0136152,-1.17549e-38,-1.17549e-38,0.012477,0.0117081,0.0194921
1183.1145,0.00901874,0.00288111,0.00959831,0.0104319,-1.17549e-38,-1.17549e-38,0.0151814,0.0122604,0.0194424
1183.5966,0.00749644,0.00579897,0.0103915,0.00647616,0.00271715,-1.17549e-38,0.0186006,0.0109425,0.0191067
1184.0787,0.0071272,0.0107658,0.0108694,0.00346269,0.0117062,0.0026042,0.0214509,0.00879181,0.0181999
1184.5608,0.0077657,0.0161348,0.0114524,0.00259569,0.0207884,0.0051453,0.0221989,0.0075929,0.0169306
1185.043,0.0091269,0.0196359,0.0119805,0.00400245,0.0281196,0.00672115,0.0198809,0.00870051,0.0160644
1185.525,0.0110182,0.0196422,0.011777,0.00692858,0.0320178,0.00753976,0.0147212,0.0121359,0.0164523
1186.0072,0.0132932,0.0161057,0.0103201,0.0103718,0.0317818,0.00805979,0.00813586,0.0166,0.0183794
1186.4893,0.0156229,0.0105693,0.00791532,0.013587,0.0280328,0.00859008,0.0020668,0.0203521,0.0212639
1186.9714,0.0173882,0.0052902,0.00572537,0.0161577,0.0222883,0.00908794,-1.17549e-38,0.0222661,0.0239544
1187.4535,0.0179008,0.00208663,0.00505327,0.0177904,0.0161054,0.00926169,-1.17549e-38,0.0222917,0.0253819
1187.9357,0.0168367,0.00162257,0.00641558,0.018204,0.0104735,0.00887301,-1.17549e-38,0.0210752,0.0250562
1188.4177,0.01452,0.00344019,0.00913064,0.0172844,0.00586169,0.00801798,-1.17549e-38,0.019176,0.0230831
1188.8999,0.011773,0.00649105,0.0117308,0.0153098,0.00268429,0.00719831,0.00104964,0.0165855,0.0198302
1189.382,0.00940237,0.00966501,0.0128682,0.0129201,0.00155056,0.0071308,0.0042303,0.0129311,0.0156583
1189.8641,0.00770967,0.0120127,0.0120603,0.0107601,0.00291638,0.00838963,0.00836278,0.00813035,0.0109923
1190.3462,0.00641971,0.0127522,0.00982204,0.00908248,0.00642095,0.0110617,0.0131,0.00289354,0.00659922
1190.8284,0.00508816,0.0113525,0.00723247,0.00769425,0.0106264,0.0145941,0.0174026,-1.17549e-38,0.00366061
1191.3104,0.00364789,0.00782247,0.00534189,0.00632093,0.0136225,0.0179358,0.0200254,-1.17549e-38,0.00336546
1191.7926,0.00262021,0.00299674,0.00480565,0.00504789,0.0141922,0.0199452,0.0203529,-1.17549e-38,0.00618756
1192.2747,0.0027751,-1.17549e-38,0.00582884,0.00439067,0.0126475,0.0199046,0.0189278,0.000882798,0.0113673
1192.7568,0.00447227,-1.17549e-38,0.00824218,0.00488568,0.0106124,0.0178984,0.0172068,0.00492277,0.0170534
1193.2389,0.00719148,-1.17549e-38,0.0115269,0.00656919,0.00985248,0.0148343,0.0166501,0.00803835,0.0211125
1193.7211,0.00964363,-1.17549e-38,0.0148078,0.00885743,0.0110363,0.0120391,0.0177557,0.00908542,0.0221319
1194.2031,0.0104346,0.00217772,0.0169901,0.0109876,0.0133729,0.0105881,0.0197122,0.00791984,0.0200064
1194.6853,0.00885372,0.00468434,0.0171516,0.0126411,0.0153516,0.0107172,0.020911,0.00538357,0.01579
1195.1674,0.00527344,0.00525931,0.0150537,0.0141594,0.0159225,0.0116767,0.0199789,0.00290297,0.0109774
1195.6495,0.00092008,0.00430822,0.0114418,0.0161079,0.0151563,0.0121542,0.0166639,0.00187549,0.00670614
1196.1316,-1.17549e-38,0.00329756,0.00785205,0.0185478,0.0139272,0.011046,0.0120361,0.00306954,0.00333847
1196.6138,-1.17549e-38,0.00381114,0.00593307,0.0206853,0.0130125,0.00810996,0.00792516,0.00627529,0.000582249
1197.0958,-1.17549e-38,0.00657018,0.00662429,0.0212825,0.012449,0.00409059,0.00596863,0.0103882,-1.17549e-38
1197.578,-1.17549e-38,0.0109899,0.00965981,0.019561,0.0116849,0.000253165,0.00682647,0.0139357,-1.17549e-38
1198.0601,-1.17549e-38,0.0154842,0.0136965,0.0158817,0.0103201,-1.17549e-38,0.0099592,0.0158101,-1.17549e-38
1198.5422,-1.17549e-38,0.0182949,0.0169943,0.0116356,0.00871079,-1.17549e-38,0.0140082,0.0157964,-1.17549e-38
1199.0243,0.00062353,0.0183648,0.0182514,0.00840108,0.00785045,-1.17549e-38,0.0174861,0.0145672,-1.17549e-38
1199.5065,0.00331084,0.01581,0.0171249,0.00698751,0.00859459,-1.17549e-38,0.019363,0.0131433,-1.17549e-38
1199.9885,0.0063615,0.0117979,0.0141993,0.00703574,0.0108734,9.29536e-05,0.0192785,0.0122061,-1.17549e-38
1200.4707,0.00931219,0.00794539,0.010524,0.0073791,0.0135537,0.0023901,0.0173956,0.0117555,-1.17549e-38
1200.9528,0.0115642,0.00557194,0.00707959,0.00681759,0.0150832,0.005259,0.0141506,0.0113457,0.000240179
1201.4349,0.0127258,0.00517463,0.00449654,0.00476,0.0144366,0.0085418,0.010155,0.0106588,-1.17549e-38
1201.917,0.0128337,0.00635838,0.00309614,0.00142059,0.0116862,0.0118384,0.0062867,0.00989179,-1.17549e-38
1202.3992,0.0122635,0.00820052,0.00305948,-1.17549e-38,0.0078505,0.0147184,0.00374267,0.0095769,-1.17549e-38
1202.8812,0.0113854,0.00979451,0.00447451,-1.17549e-38,0.00423552,0.0169467,0.00377244,0.00995575,-1.17549e-38
1203.3634,0.0102383,0.010639,0.00718697,-1.17549e-38,0.00179661,0.0184863,0.00705882,0.010463,-1.17549e-38
1203.8455,0.00851266,0.0106753,0.010623,-1.17549e-38,0.000912588,0.0192908,0.0130916,0.009862,0.00293432
1204.3276,0.00589669,0.0100411,0.0138295,-1.17549e-38,0.00154987,0.0191295,0.020053,0.00707662,0.00940498
1204.8097,0.00253384,0.00881,0.0158141,0.00413096,0.00349529,0.0176815,0.0254898,0.00216083,0.0149812
1205.2919,-1.17549e-38,0.00696821,0.0159983,0.00988337,0.00639075,0.0148739,0.0275011,-1.17549e-38,0.0179142
1205.7739,-1.17549e-38,0.0046527,0.0144759,0.0138056,0.0096094,0.011176,0.025737,-1.17549e-38,0.017459
1206.2561,-1.17549e-38,0.00241045,0.0119067,0.0147342,0.0122505,0.00754721,0.0215423,-1.17549e-38,0.0141238
1206.7382,-1.17549e-38,0.00116597,0.00915933,0.012853,0.0134565,0.00500203,0.0171256,-1.17549e-38,0.00934211
1207.2203,0.000728914,0.00178012,0.00698899,0.00958999,0.0129318,0.00407656,0.0142897,0.00346551,0.00475679
1207.7024,0.00320011,0.00442077,0.00593965,0.00680657,0.011276,0.00457499,0.0135304,0.0103608,0.00150771
1208.1846,0.00506377,0.00818688,0.00639893,0.00579466,0.00979399,0.00577072,0.0140108,0.0153964,-1.17549e-38
1208.6666,0.00658333,0.0113425,0.00857361,0.00671908,0.00981191,0.00690625,0.0142998,0.0176296,-1.17549e-38
1209.1488,0.00850555,0.0121482,0.0122679,0.00880022,0.011913,0.00764193,0.0133012,0.0174641,-1.17549e-38
1209.6309,0.0113397,0.00985628,0.0166351,0.0109932,0.0155961,0.00817449,0.0107964,0.0161389,0.000727149
1210.113,0.014805,0.00525486,0.020241,0.0126143,0.0195687,0.008994,0.00739491,0.0149774,0.00200175
1210.5951,0.017874,0.000365582,0.0216093,0.0135118,0.0224446,0.0104751,0.00409296,0.0148239,0.00376433
1211.0773,0.0193838,-1.17549e-38,0.0200125,0.0138102,0.0233702,0.0125621,0.00178311,0.0158412,0.00564932
1211.5593,0.0187665,-1.17549e-38,0.0159697,0.0135844,0.022223,0.014719,0.000937447,0.017597,0.00684702
1212.0415,0.0163831,0.000276227,0.0110109,0.0127813,0.0193828,0.0161609,0.00150098,0.0192922,0.00651822
1212.5236,0.0132608,0.00384535,0.00677553,0.0113884,0.0153675,0.0162565,0.00295946,0.0200392,0.00442848
1213.0057,0.0104728,0.00628948,0.00404267,0.00958097,0.010646,0.0149006,0.00456649,0.019149,0.00131558
1213.4878,0.00862183,0.0067523,0.0024057,0.00762174,0.00570726,0.0126489,0.00569624,0.0163763,-1.17549e-38
1213.97,0.00773833,0.00596947,0.000848337,0.00558341,0.00120361,0.0104924,0.00618191,0.0120508,-1.17549e-38
1214.452,0.00755055,0.005697,-1.17549e-38,0.00321014,-1.17549e-38,0.00933524,0.00641495,0.00703348,-1.17549e-38
1214.9342,0.00782873,0.00743632,-1.17549e-38,0.000152627,-1.17549e-38,0.00944591,0.00706625,0.00250098,0.00218819
1215.4163,0.00852458,0.0113015,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0102387,0.00854931,-1.17549e-38,0.00508245
1215.8984,0.00964779,0.0157918,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0105944,0.0105882,-1.17549e-38,0.00647456
1216.3805,0.0110331,0.0186348,0.00347522,-1.17549e-38,0.00256721,0.00958841,0.0122438,0.00114962,0.00597476
1216.8627,0.0122026,0.0181536,0.0097876,-1.17549e-38,0.00558187,0.00716788,0.0124433,0.00489645,0.00448358
1217.3447,0.0124267,0.0142752,0.0149487,-1.17549e-38,0.00814597,0.00428444,0.0106695,0.00900354,0.00362375
1217.8269,0.01096,0.00857373,0.0169919,-1.17549e-38,0.0103723,0.00232254,0.00732485,0.0120096,0.00471044
1218.309,0.00736335,0.00338959,0.0154782,0.00262277,0.0125921,0.00216382,0.00350919,0.0130621,0.00790692
1218.7911,0.00181174,0.000634888,0.011632,0.00504652,0.0149071,0.00353111,0.000381448,0.0123789,0.0120954
1219.2732,-1.17549e-38,0.00100301,0.00751533,0.00538248,0.0169156,0.00510426,-1.17549e-38,0.0111088,0.0155367
1219.7554,-1.17549e-38,0.00393176,0.00483732,0.00440831,0.0178356,0.00536592,-1.17549e-38,0.0105657,0.0168887
1220.2374,-1.17549e-38,0.00814375,0.00415787,0.00343994,0.0169742,0.00360146,-1.17549e-38,0.0112768,0.0159362
1220.7196,-1.17549e-38,0.0122985,0.00488372,0.00349839,0.0142434,0.000359583,-1.17549e-38,0.0125082,0.013607
1221.2017,-1.17549e-38,0.0153908,0.00589198,0.0047872,0.0103728,-1.17549e-38,0.000563,0.0126721,0.0113305
1221.6838,-1.17549e-38,0.0168432,0.00627397,0.00673029,0.00665238,-1.17549e-38,0.00306011,0.0104096,0.0102063
1222.1659,0.00583257,0.0164596,0.00574619,0.00842932,0.00434109,-1.17549e-38,0.00673618,0.00562094,0.0105113
1222.6481,0.0110294,0.014397,0.00459599,0.0091858,0.00409487,-1.17549e-38,0.0111878,-1.17549e-38,0.0117767
1223.1301,0.0129191,0.0111503,0.00334002,0.00879345,0.00575049,-1.17549e-38,0.0154178,-1.17549e-38,0.0132483
1223.6123,0.0120791,0.00744947,0.00237897,0.0075257,0.00855698,-1.17549e-38,0.0182028,-1.17549e-38,0.0143274
1224.0944,0.0103483,0.00403233,0.00183506,0.00592467,0.0116543,-1.17549e-38,0.0186651,-1.17549e-38,0.0147105
1224.5765,0.00969505,0.00140201,0.00159802,0.00453875,0.0144654,-1.17549e-38,0.0167274,-1.17549e-38,0.0142641
1225.0586,0.011088,-1.17549e-38,0.00149894,0.00370248,0.016774,-1.17549e-38,0.0131808,-1.17549e-38,0.0128894
1225.5408,0.0140387,-1.17549e-38,0.0014963,0.00340665,0.0185123,-1.17549e-38,0.00929303,0.00129044,0.0105731
1226.0228,0.0170297,-1.17549e-38,0.00176223,0.00330449,0.019492,-1.17549e-38,0.00615279,0.00245524,0.00757206
1226.505,0.0184746,0.000335088,0.00259586,0.00289007,0.0193261,-1.17549e-38,0.00412924,0.00296883,0.00449051
1226.9871,0.0175707,0.00248249,0.00418244,0.00181039,0.0176178,0.000217847,0.00278861,0.00340771,0.00208011
1227.4692,0.0145739,0.00540082,0.0063381,0.000157601,0.0142758,0.00312559,0.00133837,0.00403198,0.000851383
1227.9513,0.0104766,0.00852016,0.00844008,-1.17549e-38,0.00972742,0.00691469,-1.17549e-38,0.0046773,0.000789225
1228.4335,0.00643369,0.0111018,0.00965703,-1.17549e-38,0.00488346,0.0104787,-1.17549e-38,0.00493593,0.00140851
1228.9155,0.00333883,0.0125898,0.00938519,-1.17549e-38,0.000874879,0.012668,-1.17549e-38,0.00440649,0.00211219
1229.3977,0.00171924,0.012894,0.00761584,0.000142106,-1.17549e-38,0.0130171,-1.17549e-38,0.00286816,0.00256176
1229.8798,0.00182497,0.0123926,0.0049751,0.00207352,-1.17549e-38,0.0120962,-1.17549e-38,0.000383726,0.00276923
1230.3619,0.00367401,0.01165,0.0024039,0.00287429,0.00158208,0.0111873,0.00303228,-1.17549e-38,0.00287682
1230.844,0.00694956,0.0110449,0.000703293,0.00172426,0.00590998,0.0114798,0.00691758,-1.17549e-38,0.00287295
1231.3262,0.0108815,0.0105523,0.000240519,-1.17549e-38,0.0106269,0.0133276,0.00893549,-1.17549e-38,0.00254117
1231.8082,0.0143489,0.00979747,0.000945346,-1.17549e-38,0.0140876,0.016052,0.00835032,-1.17549e-38,0.00170782
1232.2904,0.0162976,0.00832057,0.00249108,-1.17549e-38,0.0148178,0.0183699,0.00564624,-1.17549e-38,0.000557254
1232.7725,0.0162778,0.00588385,0.00446437,-1.17549e-38,0.0121553,0.0191133,0.00215522,-1.17549e-38,-1.17549e-38
1233.2546,0.0147208,0.0026641,0.00643569,-1.17549e-38,0.00671671,0.017783,-1.17549e-38,0.00361277,-1.17549e-38
1233.7367,0.0126859,-1.17549e-38,0.00799919,-1.17549e-38,0.000349765,0.0146781,-1.17549e-38,0.00577001,0.00114675
1234.2189,0.0111656,-1.17549e-38,0.00887258,-1.17549e-38,-1.17549e-38,0.0106583,-1.17549e-38,0.00560627,0.00328337
1234.7009,0.0104001,-1.17549e-38,0.00902117,0.00269864,-1.17549e-38,0.00677031,-1.17549e-38,0.00325734,0.00514283
1235.1831,0.00971054,-1.17549e-38,0.00866394,0.00518782,-1.17549e-38,0.003931,-1.17549e-38,-1.17549e-38,0.00560276
1235.6652,0.0080272,-1.17549e-38,0.00809156,0.00783209,0.00161575,0.00272025,-1.17549e-38,-1.17549e-38,0.00411581
