Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb)
4313.9805,11.9694,13.4256,12.9627,11.5898,9.63346,7.88094,5.34917,3.83127,2.49102
4314.4624,12.0881,13.5432,13.0713,11.7009,9.74648,7.98794,5.42843,3.87704,2.52798
4314.9448,12.2085,13.6565,13.1797,11.8077,9.85974,8.09061,5.5079,3.92751,2.56254
4315.4268,12.3302,13.7648,13.287,11.9137,9.97277,8.19184,5.58826,3.98308,2.59552
4315.9092,12.4518,13.8687,13.3921,12.0222,10.0852,8.29516,5.67003,4.04241,2.62833
4316.3911,12.5715,13.9697,13.494,12.1348,10.1968,8.40235,5.75348,4.1035,2.66187
4316.873,12.6883,14.0695,13.5926,12.2507,10.3077,8.51251,5.83874,4.16477,2.69592
4317.3555,12.8026,14.1687,13.6879,12.3664,10.4176,8.62299,5.92575,4.22558,2.72963
4317.8374,12.9157,14.2667,13.78,12.4774,10.5264,8.73129,6.01389,4.2858,2.76246
4318.3193,13.0282,14.3618,13.8687,12.5805,10.6339,8.83661,6.10176,4.34518,2.79478
4318.8018,13.1398,14.4518,13.9534,12.6748,10.7396,8.94009,6.18741,4.40287,2.82769
4319.2837,13.2489,14.5361,14.0341,12.7623,10.8429,9.04396,6.26941,4.45776,2.86233
4319.7661,13.3531,14.6154,14.1119,12.8468,10.9436,9.15028,6.34797,4.50941,2.89906
4320.248,13.4506,14.6919,14.1886,12.9321,11.0417,9.25992,6.42541,4.55902,2.93746
4320.73,13.5412,14.7677,14.266,13.0202,11.1382,9.37224,6.50522,4.60962,2.97678
4321.2124,13.6259,14.8436,14.3443,13.1105,11.2347,9.48537,6.59035,4.66514,3.01669
4321.6943,13.7066,14.9187,14.4211,13.2003,11.3333,9.59687,6.68152,4.72866,3.0575
4322.1763,13.7855,14.9904,14.4923,13.2865,11.4354,9.70457,6.77685,4.8008,3.1
4322.6587,13.8644,15.0564,14.5539,13.3665,11.5407,9.80739,6.87301,4.87928,3.1448
4323.1406,13.9439,15.1152,14.6041,13.4394,11.6472,9.9058,6.96709,4.95984,3.19188
4323.623,14.0234,15.1666,14.6445,13.5058,11.7516,10.0017,7.05809,5.03819,3.24058
4324.105,14.1005,15.2116,14.6792,13.5668,11.851,10.0977,7.147,5.11174,3.28986
4324.5869,14.1717,15.2515,14.7123,13.6238,11.9437,10.1959,7.23569,5.18041,3.33875
4325.0693,14.234,15.287,14.7456,13.678,12.0306,10.2968,7.32557,5.24611,3.38661
4325.5513,14.2859,15.3184,14.7781,13.7307,12.1139,10.3993,7.4167,5.31143,3.43323
4326.0332,14.3286,15.3456,14.8074,13.7826,12.1958,10.5013,7.50817,5.37842,3.47879
4326.5156,14.3661,15.3683,14.8315,13.8341,12.277,10.6007,7.59898,5.44778,3.52386
4326.9976,14.4029,15.3862,14.8501,13.8847,12.356,10.6961,7.68896,5.51893,3.56935
4327.48,14.4424,15.3989,14.865,13.9331,12.4304,10.788,7.7789,5.59059,3.61628
4327.9619,14.4849,15.4065,14.8776,13.9776,12.4982,10.8777,7.86995,5.66158,3.66532
4328.4438,14.5279,15.4093,14.8881,14.017,12.5599,10.9665,7.96273,5.73151,3.71626
4328.9263,14.5671,15.4079,14.8946,14.0507,12.6175,11.055,8.05677,5.80102,3.76782
4329.4082,14.5988,15.4024,14.8943,14.0789,12.674,11.1423,8.15083,5.87131,3.81807
4329.8901,14.6211,15.3924,14.8853,14.1022,12.7308,11.2273,8.24368,5.94318,3.86552
4330.3726,14.6341,15.3765,14.8671,14.121,12.7872,11.309,8.33503,6.01627,3.91006
4330.8545,14.6393,15.3532,14.8409,14.1354,12.8411,11.3879,8.42571,6.08898,3.95332
4331.3369,14.6385,15.3213,14.8091,14.1452,12.8901,11.4655,8.51716,6.15951,3.9979
4331.8188,14.6328,15.2812,14.7735,14.1501,12.9337,11.5435,8.61032,6.2273,4.04599
4332.3008,14.6227,15.2344,14.7354,14.1496,12.9729,11.6222,8.70489,6.29393,4.09826
4332.7832,14.6081,15.1834,14.6951,14.1434,13.0101,11.6998,8.79918,6.36254,4.15372
4333.2651,14.5889,15.1303,14.6518,14.1318,13.0475,11.7736,8.89093,6.43597,4.21052
4333.7471,14.5643,15.0756,14.6037,14.116,13.0861,11.8409,8.97819,6.5147,4.26697
4334.2295,14.5335,15.0178,14.549,14.0977,13.1256,11.9007,9.06013,6.59624,4.32212
4334.7114,14.4954,14.9539,14.4862,14.0782,13.1644,11.9541,9.13708,6.67642,4.37556
4335.1938,14.4494,14.881,14.4157,14.0573,13.2003,12.0028,9.2103,6.75183,4.42708
4335.6758,14.3958,14.7974,14.3394,14.0327,13.2308,12.0482,9.28153,6.82182,4.47676
4336.1577,14.3356,14.7039,14.2595,14.0014,13.2539,12.0906,9.35276,6.88863,4.52552
4336.6401,14.2705,14.6031,14.1771,13.961,13.2687,12.1299,9.4259,6.95571,4.57549
4337.1221,14.202,14.4982,14.0909,13.9116,13.2757,12.1663,9.50238,7.02542,4.6294
4337.604,14.1316,14.3914,13.9983,13.8554,13.2765,12.201,9.58249,7.09771,4.68919
4338.0864,14.0599,14.2826,13.8967,13.796,13.2732,12.2359,9.66503,7.17056,4.75449
4338.5684,13.9869,14.1698,13.7861,13.7358,13.2672,12.2726,9.74745,7.24169,4.82236
4339.0508,13.9114,14.0505,13.669,13.6753,13.2592,12.3116,9.82681,7.31006,4.88866
4339.5327,13.8308,13.9238,13.5498,13.6129,13.2487,12.3521,9.90114,7.37638,4.95022
4340.0146,13.7416,13.7905,13.4319,13.5465,13.2351,12.3929,9.97046,7.44242,5.00648
4340.4971,13.6406,13.6527,13.3162,13.4749,13.2178,12.4328,10.037,7.50992,5.05935
4340.979,13.527,13.5121,13.2003,13.3982,13.1969,12.4705,10.1041,7.57997,5.11174
4341.4609,13.403,13.3691,13.0802,13.3173,13.1719,12.5043,10.1748,7.65309,5.16571
4341.9434,13.2736,13.2225,12.9524,13.2333,13.1421,12.5324,10.2498,7.72948,5.22162
4342.4253,13.1439,13.071,12.8154,13.1467,13.1059,12.5529,10.3272,7.80898,5.27866
4342.9077,13.0172,12.914,12.6709,13.0574,13.0627,12.5647,10.4028,7.89067,5.33596
4343.3896,12.893,12.7523,12.5222,12.9643,13.0127,12.568,10.4722,7.97259,5.39342
4343.8716,12.7681,12.5877,12.3731,12.866,12.9581,12.5644,10.5329,8.05207,5.45148
4344.354,12.6388,12.4217,12.2259,12.7611,12.9021,12.5561,10.5854,8.12689,5.51046
4344.8359,12.5028,12.2548,12.0803,12.6489,12.8472,12.5453,10.6335,8.19646,5.57004
4345.3179,12.3602,12.0864,11.9333,12.53,12.7945,12.5336,10.6818,8.26215,5.6295
4345.8003,12.2131,11.9154,11.781,12.4069,12.7431,12.522,10.7336,8.32662,5.68845
4346.2822,12.0635,11.741,11.6204,12.2831,12.6908,12.5106,10.7891,8.39211,5.74732
4346.7646,11.9122,11.5635,11.451,12.1613,12.636,12.4989,10.8456,8.45907,5.80707
4347.2466,11.7586,11.3834,11.2748,12.0423,12.578,12.486,10.8989,8.52576,5.86832
4347.7285,11.6016,11.2014,11.0954,11.9242,12.5165,12.4707,10.9454,8.58919,5.93066
4348.2109,11.4396,11.0176,10.9162,11.8032,12.451,12.4518,10.9841,8.6469,5.9927
4348.6929,11.2721,10.8312,10.7391,11.6759,12.3802,12.4285,11.0161,8.69858,6.053
4349.1748,11.0999,10.6414,10.5641,11.5407,12.3023,12.4001,11.0442,8.74664,6.11108
4349.6572,10.9249,10.4477,10.3904,11.3986,12.2165,12.3661,11.0706,8.79548,6.16786
4350.1392,10.7496,10.2515,10.2167,11.2522,12.124,12.3262,11.0966,8.84962,6.22502
4350.6216,10.576,10.0551,10.0424,11.1039,12.0278,12.2806,11.1222,8.91165,6.28396
4351.1035,10.4042,9.8612,9.86722,10.9554,11.9313,12.2305,11.1467,8.98083,6.34486
4351.5854,10.2323,9.6715,9.69121,10.8068,11.8361,12.178,11.1696,9.05313,6.40681
4352.0679,10.057,9.48614,9.51447,10.6571,11.7414,12.1248,11.1905,9.12277,6.4685
4352.5498,9.87594,9.30377,9.33739,10.5057,11.6444,12.0716,11.2096,9.18448,6.5291
4353.0317,9.68914,9.12249,9.16087,10.3522,11.5428,12.0177,11.2273,9.23561,6.58839
4353.5142,9.49947,8.94081,8.98623,10.197,11.4355,11.9612,11.2436,9.27707,6.64616
4353.9961,9.31095,8.75805,8.81457,10.0416,11.3239,11.9004,11.2583,9.31265,6.70151
4354.4785,9.12649,8.57431,8.6461,9.88743,11.2101,11.835,11.2705,9.34725,6.75278
4354.9604,8.94641,8.39012,8.47976,9.73626,11.096,11.7658,11.2793,9.38488,6.79849
4355.4424,8.76878,8.20638,8.31356,9.58891,10.9818,11.694,11.2837,9.42722,6.83874
4355.9248,8.59134,8.02434,8.14563,9.44491,10.8667,11.6195,11.2833,9.47341,6.876
4356.4067,8.41333,7.84559,7.97525,9.30236,10.7489,11.5414,11.2782,9.5209,6.91454
4356.8887,8.23616,7.67157,7.80348,9.1585,10.6278,11.4587,11.2692,9.56675,6.9586
4357.3711,8.06237,7.50299,7.63276,9.01086,10.5032,11.3717,11.2573,9.60891,7.01026
4357.853,7.89395,7.3394,7.46577,8.85838,10.3761,11.2823,11.2433,9.64675,7.06853
4358.3354,7.73124,7.17936,7.30422,8.70175,10.2479,11.1932,11.228,9.68068,7.13003
4358.8174,7.57314,7.02114,7.14799,8.54304,10.1195,11.1055,11.2112,9.71118,7.19091
4359.2993,7.41821,6.86353,6.99541,8.38459,9.99171,11.0179,11.1925,9.73801,7.24861
4359.7817,7.26566,6.7064,6.84429,8.22818,9.86449,10.9272,11.1702,9.76002,7.30238
4360.2637,7.11545,6.55065,6.69325,8.07456,9.73752,10.8304,11.1427,9.77604,7.35246
4360.7456,6.9677,6.39784,6.54258,7.92359,9.61015,10.7273,11.1082,9.78607,7.39878
4361.228,6.82201,6.24954,6.39416,7.7746,9.48167,10.6208,11.0666,9.79193,7.4405
4361.71,6.67739,6.10687,6.25042,7.62677,9.35156,10.5156,11.0189,9.79669,7.47668
4362.1924,6.53294,5.97015,6.11306,7.47958,9.21982,10.4154,10.9675,9.80306,7.50753
4362.6743,6.38853,5.83888,5.98218,7.33323,9.08706,10.3208,10.9151,9.81176,7.53499
4363.1563,6.24496,5.71207,5.8563,7.18878,8.95434,10.2291,10.8636,9.82101,7.56204
4363.6387,6.10333,5.58869,5.73321,7.04788,8.8229,10.1361,10.8138,9.82776,7.59106
4364.1206,5.96437,5.46815,5.61115,6.91199,8.69364,10.0384,10.7659,9.82977,7.62245
4364.6025,5.82817,5.35046,5.48959,6.7815,8.56692,9.93574,10.7192,9.82727,7.65462
4365.085,5.69472,5.236,5.36934,6.65545,8.44257,9.82964,10.6733,9.82306,7.68525
4365.5669,5.56474,5.12511,5.25192,6.53215,8.32007,9.72217,10.6273,9.82079,7.71294
4366.0493,5.44001,5.01788,5.1388,6.41029,8.19866,9.61405,10.58,9.82273,7.73807
4366.5313,5.32255,4.91417,5.03067,6.28958,8.07731,9.50417,10.5295,9.82806,7.76234
4367.0132,5.21325,4.81398,4.92725,6.17035,7.95469,9.39079,10.4742,9.8331,7.78747
4367.4956,5.11069,4.71754,4.82744,6.05241,7.82932,9.27312,10.4136,9.83305,7.81409
4367.9775,5.01131,4.62503,4.72979,5.93427,7.70032,9.15239,10.348,9.82444,7.84147
4368.4595,4.91093,4.53594,4.63301,5.81371,7.56816,9.03131,10.2787,9.80683,7.86815
4368.9419,4.80685,4.44859,4.53643,5.68955,7.43507,8.91266,10.2074,9.7829,7.89289
4369.4238,4.69928,4.36029,4.44022,5.5634,7.30447,8.79776,10.1355,9.75687,7.91521
4369.9063,4.59119,4.26849,4.34539,5.43982,7.17954,8.68624,10.0644,9.73221,7.93534
4370.3882,4.48673,4.17225,4.2535,5.32437,7.06175,8.57685,9.99491,9.71004,7.95375
4370.8701,4.38917,4.07341,4.16631,5.22064,6.95012,8.46887,9.92749,9.68896,7.97059
4371.3525,4.29971,3.97653,4.08516,5.12804,6.84184,8.36277,9.8614,9.66632,7.98552
4371.8345,4.21741,3.88726,4.01051,5.04197,6.73375,8.25962,9.7947,9.6402,7.99803
4372.3164,4.14029,3.80994,3.94153,4.95618,6.62389,8.15982,9.72502,9.61058,8.00806
4372.7988,4.0665,3.74552,3.87608,4.86596,6.51227,8.06221,9.65089,9.57923,8.01641
4373.2808,3.99496,3.69112,3.81128,4.77025,6.40047,7.96423,9.57306,9.54852,8.02479
4373.7632,3.92541,3.64141,3.74454,4.67146,6.29062,7.86332,9.4945,9.51998,8.03509
4374.2451,3.85798,3.59121,3.67463,4.57365,6.18429,7.75826,9.41905,9.49377,8.04843
4374.7271,3.79286,3.53771,3.60223,4.48006,6.08178,7.64973,9.34939,9.469,8.06442
4375.2095,3.73012,3.4812,3.5295,4.39187,5.98216,7.5397,9.28546,9.44472,8.08128
4375.6914,3.66952,3.4238,3.45886,4.3083,5.88383,7.43022,9.22456,9.42045,8.0966
4376.1733,3.61031,3.36746,3.39188,4.22796,5.78543,7.32271,9.1628,9.39604,8.10848
4376.6558,3.55107,3.31252,3.32884,4.15006,5.68659,7.218,9.09707,9.37102,8.11626
4377.1377,3.48995,3.2577,3.26945,4.07472,5.5882,7.11677,9.02635,9.34416,8.12061
4377.6201,3.42542,3.20158,3.21384,4.00238,5.4918,7.01971,8.95174,9.31378,8.12313
4378.1021,3.35725,3.14419,3.1628,3.9328,5.39849,6.92714,8.87548,9.27866,8.1258
4378.584,3.28716,3.08747,3.1171,3.86477,5.30791,6.83843,8.7998,9.23911,8.13043
4379.0664,3.2185,3.03437,3.07606,3.79666,5.21824,6.75209,8.72621,9.19717,8.13814
4379.5483,3.15503,2.987,3.03702,3.72755,5.12731,6.66653,8.65539,9.15599,8.14876
4380.0303,3.09932,2.94529,2.99625,3.658,5.03433,6.58101,8.58742,9.11842,8.16057
4380.5127,3.05164,2.9069,2.95113,3.58978,4.94105,6.49585,8.5218,9.08569,8.17088
4380.9946,3.00985,2.86849,2.90194,3.52484,4.85132,6.41168,8.45749,9.0568,8.17729
4381.4771,2.97039,2.82743,2.85183,3.46418,4.7692,6.32834,8.39299,9.02897,8.17919
4381.959,2.92995,2.78283,2.80476,3.40746,4.69666,6.24454,8.32673,8.99894,8.17826
4382.4409,2.88684,2.73561,2.76293,3.35354,4.63224,6.1586,8.25773,8.96436,8.1774
4382.9233,2.84163,2.68765,2.72531,3.30136,4.57152,6.06976,8.18603,8.92479,8.17876
4383.4053,2.79664,2.64091,2.68857,3.25053,4.50912,5.97902,8.11263,8.88189,8.18216
4383.8872,2.75456,2.5969,2.64962,3.2012,4.44107,5.88869,8.03897,8.83868,8.1852
4384.3696,2.71693,2.55675,2.60782,3.15358,4.36633,5.80118,7.96636,8.79831,8.18507
4384.8516,2.68314,2.52135,2.5655,3.10752,4.28682,5.71779,7.89566,8.76269,8.18078
4385.334,2.65076,2.49128,2.52629,3.06254,4.2063,5.63841,7.82738,8.73162,8.17402
4385.8159,2.61676,2.46647,2.4927,3.01794,4.12872,5.562,7.76171,8.70284,8.16825
4386.2979,2.57925,2.4457,2.46454,2.97295,4.05688,5.48726,7.69827,8.67318,8.16658
4386.7803,2.53854,2.4267,2.43907,2.92678,3.99168,5.41295,7.63583,8.64018,8.16997
4387.2622,2.497,2.4066,2.41272,2.87889,3.9321,5.338,7.57232,8.60345,8.177
4387.7441,2.45777,2.38297,2.38305,2.82949,3.87578,5.26174,7.50577,8.56487,8.18502
4388.2266,2.42321,2.35466,2.34987,2.78005,3.81992,5.18438,7.43559,8.5274,8.1916
4388.7085,2.39386,2.32221,2.31502,2.73315,3.7624,5.10739,7.36346,8.49323,8.19552
4389.1909,2.36836,2.28754,2.28113,2.69135,3.70264,5.03312,7.2928,8.4624,8.19672
4389.6729,2.34423,2.25311,2.25016,2.65555,3.64181,4.96362,7.22704,8.4328,8.19582
4390.1548,2.31891,2.22091,2.22261,2.62415,3.58207,4.89923,7.16755,8.40136,8.19352
4390.6372,2.29061,2.19177,2.19761,2.59351,3.52524,4.838,7.11284,8.36571,8.19038
4391.1191,2.25875,2.16523,2.17384,2.55987,3.47153,4.77644,7.05942,8.32514,8.18656
4391.6011,2.22411,2.14005,2.15043,2.52129,3.41923,4.71132,7.00381,8.28047,8.18184
4392.0835,2.18865,2.11498,2.12734,2.47857,3.36563,4.64133,6.94422,8.23321,8.1756
4392.5654,2.15493,2.08931,2.105,2.43452,3.30878,4.56771,6.88089,8.18482,8.16736
4393.0479,2.12531,2.06307,2.08356,2.39236,3.24887,4.49356,6.81523,8.1364,8.15739
4393.5298,2.10101,2.03662,2.06235,2.35434,3.18837,4.42227,6.74855,8.08872,8.14716
4394.0117,2.08158,2.01012,2.04009,2.32133,3.13076,4.35588,6.68161,8.04234,8.13901
4394.4941,2.06506,1.98335,2.01562,2.293,3.07865,4.29428,6.61484,7.99768,8.13494
4394.9761,2.0489,1.95585,1.98858,2.26826,3.0326,4.23541,6.54887,7.9551,8.13537
4395.458,2.03117,1.92761,1.95956,2.24523,2.99115,4.17656,6.48466,7.91518,8.13845
4395.9404,2.01137,1.89953,1.92963,2.22135,2.95192,4.11588,6.423,7.8787,8.14074
4396.4224,1.99049,1.8735,1.89991,2.19392,2.9128,4.05348,6.36401,7.84632,8.13886
4396.9048,1.97007,1.85186,1.87134,2.16132,2.87262,3.99122,6.30691,7.8177,8.13111
4397.3867,1.95107,1.83644,1.84485,2.12408,2.83103,3.9313,6.25034,7.79096,8.1182
4397.8687,1.93293,1.82757,1.82133,2.08502,2.78822,3.87448,6.19291,7.76308,8.10262
4398.3511,1.91376,1.82368,1.80134,2.04799,2.7448,3.81919,6.13355,7.73115,8.08719
4398.833,1.89138,1.82149,1.78456,2.01598,2.70193,3.76237,6.07162,7.69391,8.07372
4399.3149,1.86495,1.81705,1.76977,1.98976,2.66124,3.7016,6.00699,7.65207,8.06241
4399.7974,1.83583,1.80704,1.75534,1.96792,2.62425,3.63707,5.94018,7.6074,8.05236
4400.2793,1.80733,1.78983,1.74016,1.94816,2.59156,3.57193,5.87237,7.56111,8.04253
4400.7617,1.78298,1.76605,1.72412,1.92874,2.56229,3.51057,5.80521,7.51306,8.03246
4401.2437,1.76452,1.73809,1.70774,1.90915,2.53437,3.45607,5.74018,7.46247,8.02237
4401.7256,1.75078,1.70916,1.69142,1.88967,2.50534,3.40859,5.678,7.40943,8.01273
4402.208,1.73827,1.68211,1.67493,1.87045,2.47334,3.36578,5.6182,7.35587,8.00367
4402.6899,1.72332,1.65866,1.6578,1.85097,2.43769,3.32465,5.5593,7.30484,7.99468
4403.1719,1.70426,1.63929,1.64028,1.83036,2.39885,3.28345,5.49955,7.25867,7.98486
4403.6543,1.68229,1.62354,1.62373,1.80819,2.3581,3.24204,5.43769,7.21734,7.97342
4404.1362,1.66055,1.6105,1.61006,1.78504,2.31714,3.20077,5.37361,7.17826,7.9601
4404.6187,1.64183,1.59926,1.60021,1.76234,2.27756,3.15902,5.30849,7.13774,7.94538
4405.1006,1.62687,1.58913,1.59296,1.74169,2.24042,3.11492,5.24428,7.09293,7.93026
4405.5825,1.614,1.5797,1.58499,1.72402,2.20574,3.06651,5.18284,7.04289,7.91587
4406.0649,1.60063,1.57083,1.57243,1.70925,2.17252,3.01353,5.12493,6.98852,7.903
4406.5469,1.58516,1.56245,1.55294,1.69656,2.1394,2.95824,5.06972,6.93159,7.89171
4407.0288,1.56823,1.55422,1.52723,1.68493,2.1056,2.90455,5.01504,6.87397,7.88117
4407.5112,1.55243,1.54537,1.49894,1.67355,2.0717,2.8559,4.95844,6.81731,7.86977
4407.9932,1.54071,1.53471,1.47325,1.66204,2.03944,2.81337,4.89841,6.76311,7.85564
4408.4756,1.5345,1.52102,1.45474,1.65032,2.01072,2.77526,4.83516,6.71255,7.83747
4408.9575,1.53262,1.50372,1.44558,1.63844,1.98634,2.73826,4.77051,6.66614,7.81523
4409.4395,1.53147,1.48333,1.4447,1.62636,1.96551,2.69947,4.70701,6.62332,7.79037
4409.9219,1.52633,1.46154,1.44833,1.6139,1.94631,2.65787,4.64684,6.58266,7.76528
4410.4038,1.51339,1.44078,1.4516,1.60065,1.9268,2.61442,4.59102,6.5424,7.74209
4410.8857,1.49138,1.42333,1.45051,1.58607,1.90596,2.57112,4.53909,6.50117,7.72141
4411.3682,1.46231,1.4105,1.44344,1.56968,1.88385,2.52954,4.48928,6.4583,7.70185
4411.8501,1.43078,1.40201,1.43121,1.55135,1.86116,2.49011,4.43914,6.41359,7.68066
4412.3325,1.40217,1.39604,1.41596,1.53153,1.83863,2.45225,4.38638,6.36691,7.65525
4412.8145,1.38038,1.38993,1.39956,1.5112,1.81667,2.41526,4.32968,6.31792,7.62481
4413.2964,1.3664,1.38126,1.38262,1.49143,1.79544,2.37911,4.26925,6.26619,7.5909
4413.7788,1.35832,1.36904,1.36482,1.4728,1.77488,2.34453,4.20663,6.21151,7.55672
4414.2607,1.35275,1.35413,1.34604,1.45509,1.75479,2.31233,4.14395,6.15419,7.52536
4414.7427,1.34668,1.33874,1.32729,1.43739,1.73478,2.28237,4.08289,6.095,7.49814
4415.2251,1.33882,1.32521,1.31052,1.4188,1.71445,2.25322,4.02409,6.03488,7.47409
4415.707,1.32973,1.31483,1.29752,1.39935,1.69372,2.22285,3.96735,5.97456,7.45076
4416.1895,1.32095,1.30738,1.28874,1.38036,1.67308,2.19013,3.91222,5.91432,7.42579
4416.6714,1.31388,1.30172,1.28281,1.36414,1.65343,2.15596,3.85859,5.85416,7.3982
4417.1533,1.30907,1.29672,1.27732,1.35292,1.6355,2.1231,3.80672,5.79406,7.36854
4417.6357,1.30605,1.29192,1.27007,1.34767,1.61915,2.09456,3.75685,5.73421,7.33802
4418.1177,1.30359,1.2873,1.26005,1.34747,1.6032,2.07152,3.70862,5.67513,7.30749
4418.5996,1.30019,1.28258,1.24771,1.34968,1.58608,2.05232,3.66099,5.61738,7.27692
4419.082,1.29462,1.27667,1.23453,1.35091,1.56685,2.03333,3.61259,5.56128,7.24583
4419.564,1.2865,1.26798,1.22221,1.34816,1.54599,2.01117,3.56226,5.50682,7.21398
4420.0464,1.27655,1.2554,1.21201,1.33965,1.52533,1.98477,3.50957,5.45368,7.18175
4420.5283,1.26638,1.23917,1.20418,1.32507,1.50709,1.95572,3.45504,5.40149,7.1497
4421.0103,1.25753,1.22109,1.19792,1.30546,1.49259,1.92685,3.39999,5.34987,7.11781
4421.4927,1.25033,1.2038,1.19171,1.2828,1.48149,1.90011,3.34607,5.29835,7.08504
4421.9746,1.24335,1.18959,1.18408,1.25948,1.47196,1.8755,3.29456,5.24624,7.04981
4422.4565,1.23402,1.1795,1.17441,1.23773,1.46159,1.85157,3.24572,5.19278,7.01102
4422.939,1.22014,1.17308,1.16325,1.21897,1.44855,1.82708,3.19864,5.13762,6.96885
4423.4209,1.20134,1.16891,1.15184,1.20338,1.43235,1.80208,3.15178,5.08131,6.92475
4423.9033,1.17958,1.16531,1.14119,1.19008,1.41388,1.77786,3.10398,5.02525,6.88049
4424.3853,1.15823,1.16114,1.1314,1.17781,1.39489,1.7557,3.0552,4.97091,6.83708
4424.8672,1.14045,1.15613,1.12168,1.16595,1.37722,1.73578,3.00654,4.91867,6.79433
4425.3496,1.12797,1.15084,1.11128,1.15516,1.36216,1.71715,2.9592,4.86715,6.75142
4425.8315,1.12075,1.14613,1.10031,1.14706,1.35014,1.69858,2.91348,4.81367,6.70786
4426.3135,1.11763,1.14248,1.08998,1.14317,1.34078,1.67958,2.8684,4.7558,6.66407
4426.7959,1.11709,1.13947,1.08186,1.14357,1.33335,1.66051,2.82243,4.69305,6.62099
4427.2778,1.1176,1.13582,1.07681,1.14625,1.32727,1.64191,2.77482,4.62754,6.57908
4427.7603,1.1177,1.13006,1.07432,1.14768,1.32235,1.62366,2.72638,4.56301,6.53763
4428.2422,1.11606,1.12151,1.07286,1.14448,1.31853,1.60488,2.67909,4.50278,6.495
4428.7241,1.11196,1.11082,1.0708,1.1351,1.31539,1.58459,2.63489,4.44788,6.44987
4429.2065,1.10591,1.0998,1.06743,1.12071,1.31176,1.56255,2.59453,4.39659,6.40242
4429.6885,1.09988,1.0905,1.06316,1.10451,1.30582,1.53948,2.55724,4.34562,6.35459
4430.1704,1.09648,1.08418,1.05904,1.08999,1.29596,1.51648,2.52135,4.29211,6.30891
4430.6528,1.09753,1.08062,1.0558,1.07908,1.28167,1.49431,2.48523,4.23522,6.26676
4431.1348,1.1027,1.07838,1.0533,1.07141,1.26394,1.47318,2.44781,4.17636,6.22726
4431.6172,1.10911,1.07554,1.05056,1.06501,1.24475,1.4533,2.40861,4.11822,6.18757
4432.0991,1.11242,1.07068,1.04643,1.05803,1.22588,1.43547,2.36741,4.06328,6.14454
4432.5811,1.10881,1.06346,1.0403,1.05009,1.20796,1.421,2.32435,4.01271,6.09654
4433.0635,1.0968,1.05451,1.03254,1.04256,1.19045,1.41087,2.28016,3.96607,6.04426
4433.5454,1.07799,1.04489,1.02423,1.03736,1.17243,1.40454,2.23644,3.92163,5.99011
4434.0273,1.05641,1.03541,1.01655,1.03535,1.1538,1.39977,2.19546,3.87696,5.93668
4434.5098,1.03677,1.02626,1.01014,1.03536,1.13581,1.39363,2.15948,3.8295,5.8854
4434.9917,1.02268,1.01728,1.00477,1.03472,1.12051,1.38413,2.12986,3.77722,5.83621
4435.4741,1.01549,1.00856,0.999536,1.0307,1.10958,1.37135,2.10646,3.71929,5.78816
4435.9561,1.01424,1.00088,0.99332,1.02217,1.10326,1.357,2.08757,3.65653,5.74029
4436.438,1.01634,0.995494,0.985196,1.01014,1.10011,1.34284,2.07041,3.59151,5.69209
4436.9204,1.01867,0.993123,0.974701,0.997162,1.0978,1.32903,2.05186,3.52773,5.64343
4437.4023,1.01855,0.993091,0.961995,0.985968,1.09434,1.3139,2.02944,3.4685,5.59421
4437.8843,1.0145,0.993287,0.948026,0.978176,1.08901,1.29523,2.00212,3.41576,5.54423
4438.3667,1.00655,0.991322,0.934607,0.973745,1.08257,1.27229,1.97072,3.3696,5.49352
4438.8486,0.996029,0.986156,0.924101,0.971229,1.07679,1.24702,1.93779,3.32851,5.44254
4439.3311,0.984993,0.978897,0.918572,0.968574,1.07345,1.22346,1.90667,3.29016,5.39209
4439.813,0.975245,0.972,0.918685,0.964072,1.07352,1.20575,1.88012,3.25212,5.34265
4440.2949,0.967595,0.967385,0.923057,0.957123,1.07657,1.19594,1.85908,3.21228,5.29364
4440.7773,0.961683,0.964951,0.928661,0.948523,1.08063,1.19305,1.84214,3.16916,5.24335
4441.2593,0.956524,0.962779,0.932225,0.940101,1.08269,1.19374,1.82613,3.12208,5.18965
4441.7412,0.951417,0.958891,0.931793,0.933791,1.07967,1.19403,1.8075,3.07153,5.1314
4442.2236,0.94657,0.953053,0.927429,0.930581,1.06972,1.19098,1.78381,3.01926,5.06956
4442.7056,0.942984,0.947007,0.920643,0.929979,1.05325,1.18349,1.75482,2.96795,5.00722
4443.188,0.941655,0.942833,0.913101,0.930384,1.03298,1.17222,1.72241,2.92032,4.94842
4443.6699,0.942651,0.940837,0.905679,0.930152,1.01286,1.15894,1.68973,2.878,4.89614
4444.1519,0.94471,0.938896,0.898542,0.928653,0.99622,1.14604,1.65969,2.84082,4.85076
4444.6343,0.945626,0.933987,0.891919,0.926548,0.98423,1.1359,1.63381,2.80683,4.80976
4445.1162,0.943203,0.924747,0.886659,0.925123,0.975561,1.13033,1.61159,2.77308,4.76896
4445.5981,0.936248,0.912927,0.88387,0.925157,0.967623,1.12979,1.59102,2.7367,4.72457
